ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1278693561071859198!,thoughtful-zippy-butterfly,0.000000,-1.806083,-1.588326,-0.508964,-0.065999,-0.199298,-0.458563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.229313,-0.058744,0.203022,0.233187
1278693561071859198!,thoughtful-zippy-butterfly,0.010000,-1.814165,-1.587735,-0.511180,-0.070425,-0.197137,-0.459497,-1.610615,0.119985,-0.439446,-0.885753,0.429587,-0.184305,0.296849,0.353538,0.510792,0.583895
1278693561071859198!,thoughtful-zippy-butterfly,0.020000,-1.840785,-1.603229,-0.524430,-0.097503,-0.184908,-0.464552,-3.674757,-3.240358,-2.124398,-4.595733,1.988346,-0.791431,0.399724,0.339767,0.502837,0.711193
1278693561071859198!,thoughtful-zippy-butterfly,0.030000,-1.885711,-1.652752,-0.549532,-0.164591,-0.157258,-0.474626,-5.185784,-6.681409,-2.675707,-8.935138,3.475973,-1.151698,0.609464,0.321173,0.487390,0.952993
1278693561071859198!,thoughtful-zippy-butterfly,0.040000,-1.939760,-1.735919,-0.569914,-0.278688,-0.115171,-0.486555,-5.334864,-9.870791,-1.015467,-13.931168,4.829989,-1.143294,0.824694,0.249755,0.491383,1.337031
1278693561071859198!,thoughtful-zippy-butterfly,0.050000,-1.985019,-1.843790,-0.557777,-0.442726,-0.060656,-0.496307,-3.196490,-11.385527,3.971343,-18.687291,5.907693,-0.722005,0.951243,0.085181,0.543241,1.885936
1278693561071859198!,thoughtful-zippy-butterfly,0.060000,-1.993438,-1.947568,-0.475958,-0.644782,0.002620,-0.499993,2.274378,-8.686937,12.897052,-21.060186,6.515186,0.034138,0.886511,-0.187947,0.675759,2.570205
1278693561071859198!,thoughtful-zippy-butterfly,0.070000,-1.927796,-1.990346,-0.288232,-0.844994,0.069050,-0.495209,11.658034,1.067481,24.736363,-17.654058,6.557581,0.914361,0.508777,-0.500696,0.891554,3.123292
1278693561071859198!,thoughtful-zippy-butterfly,0.080000,-1.755469,-1.895850,0.016259,-0.967960,0.133401,-0.481876,22.866527,18.444117,35.259650,-5.219509,6.329829,1.752334,-0.197102,-0.584974,1.013360,2.713178
1278693561071859198!,thoughtful-zippy-butterfly,0.090000,-1.489603,-1.612114,0.387510,-0.921863,0.194725,-0.460524,28.710237,38.181257,37.046007,15.512412,6.370416,2.693620,-0.829265,-0.022921,0.635316,0.303188
1278693561071859198!,thoughtful-zippy-butterfly,0.100000,-1.232034,-1.172135,0.700939,-0.658702,0.256826,-0.428999,20.098761,49.010095,23.467397,36.327855,6.776212,4.056669,-0.977375,1.209185,-0.198823,-3.637031
1278693561071859198!,thoughtful-zippy-butterfly,0.110000,-1.138711,-0.719075,0.804099,-0.244216,0.323293,-0.381421,-2.783156,40.154452,-3.590765,43.458661,7.094731,6.013498,-0.889257,2.404275,-0.721693,-6.754254
1278693561071859198!,thoughtful-zippy-butterfly,0.120000,-1.288288,-0.454165,0.623717,0.132552,0.391926,-0.310474,-25.308737,11.353760,-30.397815,27.938139,6.739683,8.507805,-0.659486,2.848782,-0.719337,-7.388048
1278693561071859198!,thoughtful-zippy-butterfly,0.130000,-1.581721,-0.526051,0.261268,0.250733,0.453344,-0.210902,-28.786134,-25.771985,-36.946678,-6.410372,5.170159,11.113513,0.097197,2.062881,-0.400308,-4.487824
1278693561071859198!,thoughtful-zippy-butterfly,0.140000,-1.764693,-0.904763,0.005374,0.026290,0.492381,-0.086956,-2.693062,-47.228589,-8.916413,-35.397104,2.163771,12.252106,0.829442,-0.536969,0.548984,3.005436
1278693561071859198!,thoughtful-zippy-butterfly,0.150000,-1.605599,-1.283446,0.141167,-0.309379,0.498357,0.040500,34.747856,-25.279091,34.605342,-25.023526,-0.913220,11.237164,1.118050,-3.457881,2.021756,11.481872
1278693561071859198!,thoughtful-zippy-butterfly,0.160000,-1.182998,-1.245749,0.596201,-0.332267,0.475994,0.153068,43.196489,31.902426,47.862467,22.814453,-3.264446,10.151393,2.941596,-3.237001,2.224080,13.350688
1278693561071859198!,thoughtful-zippy-butterfly,0.170000,-0.900315,-0.704444,0.915777,0.133296,0.430599,0.254135,4.114312,71.220461,7.338467,64.230991,-6.089259,10.317470,6.427477,0.786210,-0.311691,5.115330
1278693561071859198!,thoughtful-zippy-butterfly,0.180000,-1.134047,-0.123782,0.668462,0.742798,0.348188,0.358839,-51.233495,40.100529,-54.702873,47.316931,-12.389682,12.021936,6.129346,5.054061,-2.483467,-7.166308
1278693561071859198!,thoughtful-zippy-butterfly,0.190000,-1.715293,-0.115809,-0.004397,0.919968,0.193784,0.460921,-55.728454,-36.403360,-69.979496,-12.863493,-20.358096,8.559112,0.159533,4.558783,-1.577820,-11.265824
1278693561071859198!,thoughtful-zippy-butterfly,0.200000,-2.083304,-0.726455,-0.530178,0.533624,-0.031377,0.499015,-10.579309,-78.875503,-28.856170,-56.348130,-25.055752,-1.575444,-7.728635,0.991023,0.265233,-9.840316
1278693561071859198!,thoughtful-zippy-butterfly,0.210000,-1.950948,-1.414024,-0.524685,-0.011963,-0.272044,0.419514,36.540154,-52.942235,26.182565,-42.405855,-21.941100,-14.228210,-13.646273,-2.861610,2.317002,-5.364626
1278693561071859198!,thoughtful-zippy-butterfly,0.220000,-1.563540,-1.608559,-0.160465,-0.183294,-0.445102,0.227780,33.881442,12.421343,35.819364,10.513593,-11.325177,-22.130360,-11.049747,-3.455635,2.835231,-0.524755
1278693561071859198!,thoughtful-zippy-butterfly,0.230000,-1.460804,-1.276602,-0.011779,0.101921,-0.499962,-0.006141,-20.594277,46.005026,-12.801463,37.813663,0.260313,-21.194658,4.935808,0.518469,0.020344,4.545592
1278693561071859198!,thoughtful-zippy-butterfly,0.240000,-1.888479,-1.038399,-0.396918,0.293984,-0.457218,-0.202366,-60.673871,-1.133827,-54.655095,-7.871659,6.787824,-15.336105,20.286133,4.855479,-2.428182,8.775053
1278693561071859198!,thoughtful-zippy-butterfly,0.250000,-2.333511,-1.437926,-0.819342,-0.131292,-0.365522,-0.341165,-15.739223,-69.634984,-15.695527,-69.685620,11.054185,-11.843373,13.460513,1.675005,-0.805188,10.239501
1278693561071859198!,thoughtful-zippy-butterfly,0.260000,-2.107360,-2.083661,-0.556160,-0.821212,-0.225230,-0.446398,64.817640,-49.263942,66.586717,-51.437648,19.433176,-9.805011,-9.038502,-5.760927,2.679590,6.033049
1278693561071859198!,thoughtful-zippy-butterfly,0.270000,-1.403987,-2.065992,0.246535,-0.936489,0.002668,-0.499993,65.589732,48.874452,79.436390,28.640592,28.444434,0.151802,-14.415358,-4.452005,3.213211,-1.611854
1278693561071859198!,thoughtful-zippy-butterfly,0.280000,-1.010248,-1.260178,0.776195,-0.360945,0.279109,-0.414847,5.161169,104.608527,20.151959,74.827377,26.344031,17.724266,-5.499901,2.877221,-0.693013,-12.688421
