ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
913041109346620861!,thoughtful-zippy-butterfly,0.000000,-1.422876,2.541181,-0.715335,0.670516,-0.290397,0.407025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.445873,-0.243295,0.036009,0.036020
913041109346620861!,thoughtful-zippy-butterfly,0.010000,-1.413557,2.546055,-0.714273,0.672288,-0.290472,0.406972,1.863621,0.969242,0.213142,0.353288,-0.014517,-0.010361,-0.337597,-0.278322,-0.157463,-0.131512
913041109346620861!,thoughtful-zippy-butterfly,0.020000,-1.388438,2.563662,-0.707749,0.683060,-0.291259,0.406409,3.173511,2.530350,1.109421,1.783247,-0.143314,-0.102708,-0.119440,-0.182224,-0.191279,-0.138728
913041109346620861!,thoughtful-zippy-butterfly,0.030000,-1.354035,2.594278,-0.691840,0.707084,-0.293653,0.404683,3.736135,3.551266,2.113332,2.981843,-0.336848,-0.244429,-0.022227,-0.141320,-0.208024,-0.140753
913041109346620861!,thoughtful-zippy-butterfly,0.040000,-1.314971,2.632890,-0.664561,0.741602,-0.298184,0.401355,4.122713,4.099748,3.400458,3.851366,-0.568402,-0.422290,0.039356,-0.119349,-0.221125,-0.138094
913041109346620861!,thoughtful-zippy-butterfly,0.050000,-1.271776,2.674147,-0.622485,0.782475,-0.305125,0.396105,4.572506,4.042743,5.085705,4.218891,-0.813418,-0.626587,0.109338,-0.100886,-0.237371,-0.124215
913041109346620861!,thoughtful-zippy-butterfly,0.060000,-1.223407,2.710763,-0.561378,0.823511,-0.314465,0.388731,5.163723,3.125138,7.200768,3.839714,-1.035636,-0.837779,0.216100,-0.079813,-0.260559,-0.086345
913041109346620861!,thoughtful-zippy-butterfly,0.070000,-1.168525,2.732563,-0.477334,0.855796,-0.325745,0.379329,5.869488,1.039318,9.631666,2.424883,-1.182895,-1.015798,0.379211,-0.055127,-0.292123,-0.007387
913041109346620861!,thoughtful-zippy-butterfly,0.080000,-1.106544,2.726484,-0.368708,0.867560,-0.337938,0.368507,6.552891,-2.458579,12.032846,-0.283499,-1.198742,-1.099302,0.599817,-0.030960,-0.328990,0.127018
913041109346620861!,thoughtful-zippy-butterfly,0.090000,-1.038801,2.678194,-0.238804,0.845163,-0.349492,0.357569,6.953334,-7.356303,13.767759,-4.382257,-1.043531,-1.019961,0.838628,-0.018018,-0.359362,0.313985
913041109346620861!,thoughtful-zippy-butterfly,0.100000,-0.969708,2.575914,-0.098598,0.775589,-0.358555,0.348480,6.695960,-13.142620,13.936785,-9.639055,-0.706260,-0.726679,0.996408,-0.033929,-0.359973,0.517095
913041109346620861!,thoughtful-zippy-butterfly,0.110000,-0.908090,2.416340,0.031187,0.650622,-0.363352,0.343476,5.337238,-18.590204,11.543219,-15.288921,-0.196940,-0.208337,0.927096,-0.099894,-0.303429,0.662460
913041109346620861!,thoughtful-zippy-butterfly,0.120000,-0.866664,2.212332,0.121014,0.473225,-0.362187,0.344704,2.553968,-21.775381,5.879322,-19.886838,0.461019,0.484402,0.518769,-0.227527,-0.183879,0.660325
913041109346620861!,thoughtful-zippy-butterfly,0.130000,-0.859219,1.997165,0.138235,0.263647,-0.353630,0.353477,-1.503966,-20.600592,-2.910494,-21.409898,1.223108,1.223635,-0.222564,-0.405691,-0.037951,0.437201
913041109346620861!,thoughtful-zippy-butterfly,0.140000,-0.894326,1.821609,0.058120,0.062960,-0.336981,0.369383,-5.760515,-13.774406,-13.246218,-17.828497,1.985813,1.811619,-1.195303,-0.601453,0.080513,-0.046747
913041109346620861!,thoughtful-zippy-butterfly,0.150000,-0.964524,1.741630,-0.120437,-0.071521,-0.313001,0.389911,-8.085922,-1.711298,-21.966153,-8.173047,2.578514,2.069906,-2.278651,-0.772331,0.150387,-0.777856
913041109346620861!,thoughtful-zippy-butterfly,0.160000,-1.038108,1.799173,-0.361257,-0.082813,-0.284392,0.411243,-5.914394,13.197895,-25.032198,6.322225,2.865886,1.981884,-3.262970,-0.862464,0.180012,-1.625719
913041109346620861!,thoughtful-zippy-butterfly,0.170000,-1.060551,2.003169,-0.589624,0.059403,-0.254441,0.430418,2.269594,26.805208,-19.194650,21.604940,2.853062,1.686582,-3.700937,-0.788055,0.165785,-2.275076
913041109346620861!,thoughtful-zippy-butterfly,0.180000,-0.977180,2.314482,-0.712956,0.332012,-0.226112,0.445952,15.104313,34.055686,-4.309113,31.468262,2.731527,1.384969,-2.991021,-0.451322,0.074908,-2.316316
913041109346620861!,thoughtful-zippy-butterfly,0.190000,-0.765188,2.648179,-0.661061,0.650891,-0.199583,0.458440,27.466588,31.022810,14.939820,30.369737,2.779202,1.209931,-0.895975,0.162242,-0.130411,-1.579016
913041109346620861!,thoughtful-zippy-butterfly,0.200000,-0.463906,2.897828,-0.429581,0.898123,-0.172393,0.469341,32.409820,17.555007,30.428066,17.520990,3.140192,1.153417,1.861202,0.829818,-0.438391,-0.388675
913041109346620861!,thoughtful-zippy-butterfly,0.210000,-0.167413,2.975797,-0.090719,0.977269,-0.140757,0.479779,26.253043,-2.450844,35.589410,-2.092559,3.774628,1.107396,4.018599,1.165279,-0.752284,0.801226
913041109346620861!,thoughtful-zippy-butterfly,0.220000,0.023486,2.844460,0.239115,0.856118,-0.101066,0.489679,11.310720,-23.072945,28.519770,-21.206686,4.643767,0.958438,4.722356,0.948127,-0.853385,1.844126
913041109346620861!,thoughtful-zippy-butterfly,0.230000,0.049548,2.536645,0.443193,0.575766,-0.050632,0.497430,-6.714498,-36.448744,11.025038,-32.887543,5.715721,0.581790,3.560370,0.203238,-0.455695,2.691563
913041109346620861!,thoughtful-zippy-butterfly,0.240000,-0.088003,2.173351,0.442049,0.244868,0.011955,0.499857,-21.265092,-33.402278,-11.256025,-30.651240,6.819408,-0.163100,0.773335,-0.856230,0.322329,2.993443
913041109346620861!,thoughtful-zippy-butterfly,0.250000,-0.320344,1.937393,0.240144,0.017535,0.084731,0.492768,-24.794319,-11.848204,-27.274390,-12.572241,7.320824,-1.258811,-2.279828,-1.694937,0.826388,2.131302
913041109346620861!,thoughtful-zippy-butterfly,0.260000,-0.516534,1.960955,-0.044622,0.017428,0.159384,0.473917,-13.048058,16.106962,-26.851467,12.755325,6.830310,-2.297111,-4.366274,-1.803698,0.780977,-0.001085
913041109346620861!,thoughtful-zippy-butterfly,0.270000,-0.540018,2.225665,-0.233144,0.249348,0.226711,0.445648,9.519632,34.417716,-8.902123,31.557258,5.836258,-2.969033,-5.182062,-1.153502,0.435764,-2.735933
913041109346620861!,thoughtful-zippy-butterfly,0.280000,-0.331492,2.580424,-0.185255,0.585777,0.283518,0.411846,32.299524,33.458535,18.326108,32.434075,5.011799,-3.450162,-4.153158,0.104525,-0.085681,-4.949485
913041109346620861!,thoughtful-zippy-butterfly,0.290000,0.045066,2.823210,0.117312,0.824516,0.332669,0.373272,42.010589,12.536863,39.688181,12.452916,4.741278,-4.225541,-1.188818,1.536243,-0.724220,-5.581686
913041109346620861!,thoughtful-zippy-butterfly,0.300000,0.413968,2.794320,0.541923,0.798418,0.379514,0.325529,30.377305,-19.021107,41.425035,-18.312852,4.968178,-5.792078,2.036674,2.196495,-1.212952,-4.150541
913041109346620861!,thoughtful-zippy-butterfly,0.310000,0.586366,2.464450,0.873533,0.485173,0.427219,0.259777,3.119467,-45.051724,22.199654,-42.283440,4.991196,-8.208300,3.283594,1.377777,-0.981348,-0.787388
913041109346620861!,thoughtful-zippy-butterfly,0.320000,0.487432,1.967760,0.948108,0.021539,0.470452,0.169337,-23.343732,-51.069750,-7.469967,-47.312386,3.855360,-10.710965,2.433607,-0.435741,0.109112,3.629451
