ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1197717171691454868!,great-mauve-beetle,0.000000,-1.982134,0.524272,-0.711064,1.320753,0.000000,0.000000,0.000000,0.000000,0.360298,1.156341,-0.789925
1197717171691454868!,great-mauve-beetle,0.010000,-1.981562,0.544569,-0.701196,1.326018,0.131625,4.059896,1.972804,1.043215,0.518774,0.675896,0.068920
1197717171691454868!,great-mauve-beetle,0.020000,-1.991039,0.601320,-0.682988,1.335488,-1.972704,7.313358,1.656554,0.847186,0.432562,0.126903,0.427806
1197717171691454868!,great-mauve-beetle,0.030000,-2.019341,0.680798,-0.672376,1.340862,-3.639823,8.599708,0.461061,0.231199,0.412677,-0.025839,0.515522
1197717171691454868!,great-mauve-beetle,0.040000,-2.062701,0.770523,-0.674850,1.339618,-4.996141,9.356425,-0.960978,-0.484105,0.409632,-0.064386,0.531821
1197717171691454868!,great-mauve-beetle,0.050000,-2.118354,0.867241,-0.691823,1.330932,-6.091788,9.989714,-2.433485,-1.264933,0.409814,-0.068172,0.531998
1197717171691454868!,great-mauve-beetle,0.060000,-2.183773,0.970343,-0.723647,1.313901,-6.924938,10.618161,-3.918723,-2.158283,0.408588,-0.064031,0.534842
1197717171691454868!,great-mauve-beetle,0.070000,-2.256136,1.079866,-0.770504,1.286982,-7.445523,11.254952,-5.423743,-3.247143,0.403971,-0.062852,0.548280
1197717171691454868!,great-mauve-beetle,0.080000,-2.331790,1.195678,-0.832690,1.247649,-7.535437,11.849258,-6.963534,-4.647515,0.394610,-0.071097,0.577537
1197717171691454868!,great-mauve-beetle,0.090000,-2.405372,1.316766,-0.910570,1.192000,-6.964013,12.265180,-8.531737,-6.517402,0.378989,-0.094105,0.628106
1197717171691454868!,great-mauve-beetle,0.100000,-2.468342,1.440039,-1.004132,1.114324,-5.320654,12.211297,-10.052033,-9.058020,0.354880,-0.135462,0.707259
1197717171691454868!,great-mauve-beetle,0.110000,-2.506799,1.558123,-1.111699,1.007038,-1.972874,11.132013,-11.295978,-12.469955,0.318857,-0.192385,0.824607
1197717171691454868!,great-mauve-beetle,0.120000,-2.499915,1.656595,-1.228359,0.860891,3.827572,8.132223,-11.774921,-16.800991,0.266907,-0.247522,0.988743
1197717171691454868!,great-mauve-beetle,0.130000,-2.420683,1.711293,-1.343166,0.667762,12.399541,2.246248,-10.784971,-21.693357,0.199508,-0.279385,1.194189
1197717171691454868!,great-mauve-beetle,0.140000,-2.244655,1.690918,-1.438189,0.426161,22.843160,-6.778489,-7.798117,-26.316754,0.137109,-0.297340,1.382212
1197717171691454868!,great-mauve-beetle,0.150000,-1.963524,1.568216,-1.493082,0.143897,33.089380,-17.908539,-2.870634,-29.785863,0.132789,-0.339262,1.402921
1197717171691454868!,great-mauve-beetle,0.160000,-1.593015,1.333287,-1.491090,-0.163246,40.605041,-28.852208,3.435910,-31.383699,0.247523,-0.395147,1.074008
1197717171691454868!,great-mauve-beetle,0.170000,-1.171042,1.004402,-1.423046,-0.474278,43.603548,-36.371259,10.226104,-30.682906,0.455285,-0.475742,0.474516
1197717171691454868!,great-mauve-beetle,0.180000,-0.743167,0.630294,-1.289197,-0.766793,42.242881,-37.827307,16.519309,-27.773654,0.629984,-0.613205,-0.016396
1197717171691454868!,great-mauve-beetle,0.190000,-0.342770,0.273749,-1.097393,-1.022609,38.584362,-33.135268,21.740259,-23.330142,0.676853,-0.804332,-0.118935
1197717171691454868!,great-mauve-beetle,0.200000,0.021240,-0.015090,-0.858090,-1.230317,34.789589,-24.496041,25.918077,-18.076678,0.623464,-0.977570,0.071788
1197717171691454868!,great-mauve-beetle,0.210000,0.353005,-0.209090,-0.580752,-1.383014,31.867101,-14.348306,29.292556,-12.300473,0.553363,-1.033849,0.289844
1197717171691454868!,great-mauve-beetle,0.220000,0.659894,-0.301255,-0.274504,-1.474669,29.633071,-4.281542,31.656371,-5.892711,0.521884,-0.913806,0.360288
1197717171691454868!,great-mauve-beetle,0.230000,0.944926,-0.297630,0.047103,-1.499260,27.443714,4.690404,32.360557,1.016681,0.538871,-0.622277,0.254907
1197717171691454868!,great-mauve-beetle,0.240000,1.206586,-0.214009,0.364181,-1.455119,24.921684,11.788460,30.896927,7.732758,0.587259,-0.215027,0.034736
1197717171691454868!,great-mauve-beetle,0.250000,1.442247,-0.074674,0.653142,-1.350335,22.244152,16.447945,27.405036,13.255499,0.642178,0.222287,-0.210445
1197717171691454868!,great-mauve-beetle,0.260000,1.654114,0.097676,0.900767,-1.199424,19.879597,18.579636,22.620309,16.987848,0.680644,0.589567,-0.393701
