ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
255340214141102266!,great-mauve-beetle,0.000000,-0.052354,2.135281,1.026815,1.093458,0.000000,0.000000,0.000000,0.000000,0.072129,0.222071,-0.393717
255340214141102266!,great-mauve-beetle,0.010000,-0.049106,2.128377,1.032000,1.088566,0.649582,-1.376333,1.032178,-0.978543,-0.032025,0.059028,-0.400502
255340214141102266!,great-mauve-beetle,0.020000,-0.042380,2.104155,1.047557,1.073604,0.696570,-3.466626,2.067184,-2.017032,-0.028119,0.123271,-0.424207
255340214141102266!,great-mauve-beetle,0.030000,-0.033878,2.060214,1.073140,1.048032,0.998909,-5.323047,3.029559,-3.102137,-0.036053,0.117219,-0.399586
255340214141102266!,great-mauve-beetle,0.040000,-0.022326,1.998368,1.107475,1.011681,1.301508,-7.038235,3.807829,-4.168384,-0.045727,0.101492,-0.367989
255340214141102266!,great-mauve-beetle,0.050000,-0.007941,1.919952,1.148595,0.964743,1.559698,-8.621752,4.376801,-5.210892,-0.055676,0.087560,-0.335918
255340214141102266!,great-mauve-beetle,0.060000,0.008802,1.826377,1.194374,0.907453,1.765449,-10.053988,4.731403,-6.227388,-0.065931,0.077104,-0.303598
255340214141102266!,great-mauve-beetle,0.070000,0.027366,1.719326,1.242670,0.840102,1.912651,-11.303872,4.874345,-7.210083,-0.076527,0.070140,-0.270931
255340214141102266!,great-mauve-beetle,0.080000,0.047124,1.600843,1.291386,0.763100,1.992152,-12.339430,4.814499,-8.147523,-0.087248,0.066469,-0.238515
255340214141102266!,great-mauve-beetle,0.090000,0.067302,1.473292,1.338514,0.677038,1.992884,-13.135870,4.566242,-9.027529,-0.097656,0.065864,-0.207604
255340214141102266!,great-mauve-beetle,0.100000,0.087040,1.339127,1.382258,0.582549,1.904402,-13.679953,4.147211,-9.840395,-0.107231,0.067919,-0.179662
255340214141102266!,great-mauve-beetle,0.110000,0.105385,1.200836,1.421013,0.480335,1.718034,-13.972967,3.576245,-10.579889,-0.115482,0.072168,-0.156053
255340214141102266!,great-mauve-beetle,0.120000,0.121318,1.060816,1.453362,0.371134,1.428191,-14.029726,2.871044,-11.243019,-0.122077,0.078070,-0.137654
255340214141102266!,great-mauve-beetle,0.130000,0.133793,0.921277,1.478044,0.255704,1.033076,-13.874809,2.046327,-11.828355,-0.126920,0.085003,-0.124636
255340214141102266!,great-mauve-beetle,0.140000,0.141766,0.784178,1.493928,0.134826,0.534973,-13.537332,1.113094,-12.333496,-0.130160,0.092264,-0.116422
255340214141102266!,great-mauve-beetle,0.150000,0.144244,0.651199,1.499971,0.009324,-0.059628,-13.045832,0.079270,-12.752460,-0.132155,0.099076,-0.111809
255340214141102266!,great-mauve-beetle,0.160000,0.140319,0.523768,1.495201,-0.119890,-0.739835,-12.424486,-1.048303,-13.073802,-0.133393,0.104608,-0.109190
255340214141102266!,great-mauve-beetle,0.170000,0.129225,0.403113,1.478721,-0.251760,-1.490020,-11.691274,-2.260987,-13.280006,-0.134419,0.107997,-0.106797
255340214141102266!,great-mauve-beetle,0.180000,0.110367,0.290307,1.449744,-0.385023,-2.289612,-10.858283,-3.544975,-13.348031,-0.135752,0.108404,-0.102929
255340214141102266!,great-mauve-beetle,0.190000,0.083385,0.186316,1.407657,-0.518171,-3.112836,-9.933565,-4.878185,-13.252009,-0.137838,0.105062,-0.096125
255340214141102266!,great-mauve-beetle,0.200000,0.048195,0.092032,1.352123,-0.649433,-3.929141,-8.924080,-6.228263,-12.967276,-0.141005,0.097340,-0.085293
255340214141102266!,great-mauve-beetle,0.210000,0.005039,0.008264,1.283184,-0.776813,-4.704537,-7.839010,-7.552238,-12.475209,-0.145441,0.084810,-0.069800
255340214141102266!,great-mauve-beetle,0.220000,-0.045491,-0.064301,1.201364,-0.898179,-5.403898,-6.692743,-8.798275,-11.768179,-0.151181,0.067314,-0.049507
255340214141102266!,great-mauve-beetle,0.230000,-0.102460,-0.125155,1.107742,-1.011389,-5.994100,-5.506848,-9.909563,-10.853632,-0.158117,0.045007,-0.024769
255340214141102266!,great-mauve-beetle,0.240000,-0.164621,-0.174051,1.003979,-1.114462,-6.447575,-4.310563,-10.829963,-9.756326,-0.166008,0.018380,0.003615
255340214141102266!,great-mauve-beetle,0.250000,-0.230491,-0.211072,0.892278,-1.205753,-6.745661,-3.139539,-11.510519,-8.517981,-0.174517,-0.011748,0.034486
255340214141102266!,great-mauve-beetle,0.260000,-0.298452,-0.236687,0.775284,-1.284108,-6.881022,-2.033005,-11.915622,-7.194090,-0.183240,-0.044267,0.066444
