ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
156647867927557623!,rebel-devious-beetle,0.000000,1.410898,-0.725682,1.998250,0.083649,0.000000,0.000000,0.000000,0.000000,0.729515,-0.146332
156647867927557623!,rebel-devious-beetle,0.010000,1.409128,-0.714347,1.997788,0.094034,-0.354332,2.262909,-0.097718,2.076044,0.348121,-0.258218
156647867927557623!,rebel-devious-beetle,0.020000,1.399054,-0.681891,1.996391,0.120099,-1.657411,4.227410,-0.188496,3.133335,0.187509,-0.236079
156647867927557623!,rebel-devious-beetle,0.030000,1.376229,-0.632131,1.994048,0.154190,-2.892933,5.728755,-0.284501,3.679288,0.076062,-0.214942
156647867927557623!,rebel-devious-beetle,0.040000,1.341658,-0.568885,1.990782,0.191798,-3.987827,6.923279,-0.369537,3.835635,-0.011009,-0.194458
156647867927557623!,rebel-devious-beetle,0.050000,1.297043,-0.494746,1.986814,0.229282,-4.880822,7.906557,-0.422247,3.658934,-0.088589,-0.174831
156647867927557623!,rebel-devious-beetle,0.060000,1.244694,-0.411549,1.982583,0.263373,-5.514386,8.738395,-0.421105,3.169940,-0.164655,-0.156500
156647867927557623!,rebel-devious-beetle,0.070000,1.187616,-0.320671,1.978714,0.291019,-5.826461,9.457777,-0.349153,2.373979,-0.242762,-0.140087
156647867927557623!,rebel-devious-beetle,0.080000,1.129388,-0.223069,1.975951,0.309219,-5.742744,10.089250,-0.199150,1.272593,-0.323571,-0.126303
156647867927557623!,rebel-devious-beetle,0.090000,1.074366,-0.119531,1.975045,0.314954,-5.173761,10.640107,0.020249,-0.126978,-0.405085,-0.115725
156647867927557623!,rebel-devious-beetle,0.100000,1.027884,-0.010931,1.976556,0.305329,-4.018080,11.089629,0.277281,-1.794983,-0.481981,-0.108429
156647867927557623!,rebel-devious-beetle,0.110000,0.996294,0.101442,1.980588,0.277980,-2.182208,11.371173,0.513640,-3.659649,-0.543728,-0.103468
156647867927557623!,rebel-devious-beetle,0.120000,0.986683,0.215322,1.986551,0.231546,0.376602,11.357730,0.651594,-5.590365,-0.572001,-0.098301
156647867927557623!,rebel-devious-beetle,0.130000,1.006030,0.326920,1.993065,0.166411,3.583088,10.875934,0.615573,-7.372555,-0.539108,-0.088317
156647867927557623!,rebel-devious-beetle,0.140000,1.059579,0.430734,1.998164,0.085686,7.167971,9.769335,0.373605,-8.712377,-0.410194,-0.067142
156647867927557623!,rebel-devious-beetle,0.150000,1.148755,0.520321,1.999995,-0.004456,10.642649,8.029420,-0.020647,-9.267514,-0.155564,-0.028343
156647867927557623!,rebel-devious-beetle,0.160000,1.269352,0.590487,1.997759,-0.094659,13.386879,5.933792,-0.414055,-8.738548,0.223754,0.030658
156647867927557623!,rebel-devious-beetle,0.170000,1.411312,0.640450,1.992474,-0.173338,14.880856,4.058277,-0.609317,-7.003943,0.666862,0.103707
156647867927557623!,rebel-devious-beetle,0.180000,1.560976,0.675695,1.986836,-0.229094,14.954745,3.054590,-0.485765,-4.212829,1.049493,0.173903
156647867927557623!,rebel-devious-beetle,0.190000,1.705439,0.706618,1.983824,-0.253852,13.867046,3.248660,-0.102406,-0.800293,1.240195,0.219531
156647867927557623!,rebel-devious-beetle,0.200000,1.835571,0.744417,1.985017,-0.244353,12.125498,4.423038,0.324914,2.639459,1.185745,0.226228
156647867927557623!,rebel-devious-beetle,0.210000,1.947430,0.796033,1.989663,-0.203075,10.227176,5.981260,0.568806,5.572989,0.948416,0.196168
156647867927557623!,rebel-devious-beetle,0.220000,2.041111,0.862525,1.995342,-0.136427,8.506000,7.345607,0.527234,7.711176,0.654520,0.145611
