ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
134720113055643884!,rebel-mauve-beetle,0.000000,1.757976,-0.986013,1.056171,-1.698382,0.000000,0.000000,0.000000,0.000000,0.433448,1.309660,-1.523932
134720113055643884!,rebel-mauve-beetle,0.010000,1.748598,-0.998542,1.042594,-1.706750,-1.878802,-2.500588,-2.720284,-1.661727,0.220500,0.590952,-0.742510
134720113055643884!,rebel-mauve-beetle,0.020000,1.724071,-1.028722,1.008409,-1.727168,-3.029435,-3.526017,-4.121930,-2.406594,0.117583,0.250036,-0.373538
134720113055643884!,rebel-mauve-beetle,0.030000,1.689782,-1.065590,0.963270,-1.752744,-3.828311,-3.836925,-4.906796,-2.696669,0.068160,0.091998,-0.197423
134720113055643884!,rebel-mauve-beetle,0.040000,1.648485,-1.103901,0.911753,-1.780086,-4.425238,-3.817923,-5.393770,-2.762667,0.043609,0.019275,-0.111032
134720113055643884!,rebel-mauve-beetle,0.050000,1.601849,-1.141268,0.856110,-1.807506,-4.891781,-3.651469,-5.729536,-2.713746,0.030566,-0.014230,-0.066106
134720113055643884!,rebel-mauve-beetle,0.060000,1.551000,-1.176642,0.797519,-1.834111,-5.264513,-3.422438,-5.981396,-2.600866,0.022876,-0.029806,-0.040408
134720113055643884!,rebel-mauve-beetle,0.070000,1.496783,-1.209597,0.736669,-1.859387,-5.563140,-3.170263,-6.180142,-2.448505,0.017737,-0.037125,-0.023819
134720113055643884!,rebel-mauve-beetle,0.080000,1.439886,-1.239999,0.674022,-1.883001,-5.799100,-2.913617,-6.339971,-2.269398,0.013888,-0.040528,-0.011787
134720113055643884!,rebel-mauve-beetle,0.090000,1.380910,-1.267855,0.609938,-1.904725,-5.979807,-2.661746,-6.467705,-2.071113,0.010766,-0.041956,-0.002280
134720113055643884!,rebel-mauve-beetle,0.100000,1.320392,-1.293245,0.544726,-1.924389,-6.110791,-2.419577,-6.567011,-1.858888,0.008123,-0.042280,0.005602
134720113055643884!,rebel-mauve-beetle,0.110000,1.258822,-1.316290,0.478666,-1.941875,-6.196739,-2.189993,-6.640316,-1.636816,0.005849,-0.041901,0.012258
