ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
387848047226428013!,great-wine-beetle,0.000000,-1.806083,-1.588326,-0.310965,-1.467413,0.000000,0.000000,0.000000,0.000000,0.677844,0.932421,0.433477,-0.433101
387848047226428013!,great-wine-beetle,0.010000,-1.820317,-1.562088,-0.323481,-1.464705,-2.815163,5.253914,-2.509401,0.554203,0.251189,0.199579,0.116207,0.117221
387848047226428013!,great-wine-beetle,0.020000,-1.851932,-1.505002,-0.352670,-1.457952,-3.490370,6.165925,-3.322089,0.803595,0.155277,0.046614,0.034256,0.190851
387848047226428013!,great-wine-beetle,0.030000,-1.887429,-1.442918,-0.387441,-1.449099,-3.604365,6.253260,-3.626140,0.969510,0.150779,0.038058,0.028629,0.194284
387848047226428013!,great-wine-beetle,0.040000,-1.923853,-1.380124,-0.424991,-1.438535,-3.676408,6.308255,-3.877597,1.145571,0.150577,0.036581,0.026968,0.194422
387848047226428013!,great-wine-beetle,0.050000,-1.960912,-1.316753,-0.464905,-1.426136,-3.731988,6.368790,-4.099929,1.336534,0.150398,0.035441,0.025713,0.194547
387848047226428013!,great-wine-beetle,0.060000,-1.998448,-1.252746,-0.506900,-1.411755,-3.773559,6.435134,-4.295177,1.542212,0.149990,0.034237,0.024650,0.194852
387848047226428013!,great-wine-beetle,0.070000,-2.036331,-1.188056,-0.550709,-1.395249,-3.802470,6.505406,-4.464017,1.761962,0.149341,0.032943,0.023762,0.195347
387848047226428013!,great-wine-beetle,0.080000,-2.074448,-1.122649,-0.596080,-1.376477,-3.820110,6.577760,-4.606942,1.995026,0.148452,0.031556,0.023044,0.196030
387848047226428013!,great-wine-beetle,0.090000,-2.112692,-1.056520,-0.642752,-1.355312,-3.828026,6.650397,-4.724409,2.240534,0.147336,0.030092,0.022496,0.196891
387848047226428013!,great-wine-beetle,0.100000,-2.150982,-0.989672,-0.690480,-1.331630,-3.827782,6.721867,-4.816831,2.497635,0.145998,0.028547,0.022113,0.197927
387848047226428013!,great-wine-beetle,0.110000,-2.189246,-0.922125,-0.739017,-1.305317,-3.820981,6.790839,-4.884601,2.765460,0.144447,0.026934,0.021897,0.199130
387848047226428013!,great-wine-beetle,0.120000,-2.227430,-0.853912,-0.788120,-1.276271,-3.809213,6.856205,-4.928122,3.043202,0.142692,0.025261,0.021849,0.200494
387848047226428013!,great-wine-beetle,0.130000,-2.265492,-0.785075,-0.837547,-1.244393,-3.794020,6.917060,-4.947800,3.330151,0.140738,0.023537,0.021974,0.202014
387848047226428013!,great-wine-beetle,0.140000,-2.303409,-0.715665,-0.887064,-1.209594,-3.776856,6.972679,-4.944049,3.625749,0.138591,0.021772,0.022280,0.203686
387848047226428013!,great-wine-beetle,0.150000,-2.341168,-0.645740,-0.936435,-1.171789,-3.759046,7.022507,-4.917273,3.929641,0.136254,0.019979,0.022775,0.205508
387848047226428013!,great-wine-beetle,0.160000,-2.378770,-0.575361,-0.985434,-1.130893,-3.741743,7.066130,-4.867848,4.241732,0.133729,0.018167,0.023474,0.207479
387848047226428013!,great-wine-beetle,0.170000,-2.416228,-0.504594,-1.033835,-1.086823,-3.725876,7.103252,-4.796082,4.562250,0.131013,0.016348,0.024394,0.209600
387848047226428013!,great-wine-beetle,0.180000,-2.453560,-0.433505,-1.081415,-1.039491,-3.712084,7.133658,-4.702161,4.891807,0.128102,0.014536,0.025556,0.211876
387848047226428013!,great-wine-beetle,0.190000,-2.490791,-0.362164,-1.127953,-0.988798,-3.700625,7.157175,-4.586067,5.231468,0.124987,0.012741,0.026985,0.214313
