ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
590494760123076622!,great-impartial-bumblebee,0.000000,1.660480,1.997172,0.000000,1.997172,0.000000,0.000000,0.000000,0.000000,0.056533,0.149426,0.004506
590494760123076622!,great-impartial-bumblebee,0.010000,1.649808,1.992944,0.000000,1.992944,-2.134520,-0.845737,0.000000,-0.845737,0.177151,0.249943,0.128683
590494760123076622!,great-impartial-bumblebee,0.020000,1.605922,1.979802,0.000000,1.979802,-6.640591,-1.782185,0.000000,-1.782185,0.181158,0.217656,0.122933
590494760123076622!,great-impartial-bumblebee,0.030000,1.519849,1.957899,0.000000,1.957899,-10.557055,-2.594829,0.000000,-2.594829,0.184744,0.188768,0.117784
590494760123076622!,great-impartial-bumblebee,0.040000,1.397242,1.928423,0.000000,1.928423,-13.945902,-3.296717,0.000000,-3.296717,0.187952,0.162940,0.113176
590494760123076622!,great-impartial-bumblebee,0.050000,1.243190,1.892439,0.000000,1.892439,-16.862994,-3.899605,0.000000,-3.899605,0.190818,0.139871,0.109056
590494760123076622!,great-impartial-bumblebee,0.060000,1.062075,1.850870,0.000000,1.850870,-19.358659,-4.414085,0.000000,-4.414085,0.193378,0.119283,0.105376
590494760123076622!,great-impartial-bumblebee,0.070000,0.857852,1.804543,0.000000,1.804543,-21.478187,-4.849685,0.000000,-4.849685,0.195661,0.100929,0.102090
590494760123076622!,great-impartial-bumblebee,0.080000,0.634069,1.754203,0.000000,1.754203,-23.262326,-5.214980,0.000000,-5.214980,0.197696,0.084584,0.099161
590494760123076622!,great-impartial-bumblebee,0.090000,0.393899,1.700515,0.000000,1.700515,-24.747744,-5.517683,0.000000,-5.517683,0.199507,0.070047,0.096552
590494760123076622!,great-impartial-bumblebee,0.100000,0.140170,1.644072,0.000000,1.644072,-25.967425,-5.764733,0.000000,-5.764733,0.201116,0.057134,0.094230
590494760123076622!,great-impartial-bumblebee,0.110000,-0.124598,1.585401,0.000000,1.585401,-26.951034,-5.962370,0.000000,-5.962370,0.202545,0.045683,0.092168
590494760123076622!,great-impartial-bumblebee,0.120000,-0.398107,1.524983,0.000000,1.524983,-27.725243,-6.116201,0.000000,-6.116201,0.203811,0.035547,0.090339
590494760123076622!,great-impartial-bumblebee,0.130000,-0.678361,1.463235,0.000000,1.463235,-28.314042,-6.231272,0.000000,-6.231272,0.204930,0.026591,0.088719
590494760123076622!,great-impartial-bumblebee,0.140000,-0.963645,1.400514,0.000000,1.400514,-28.738987,-6.312114,0.000000,-6.312114,0.205919,0.018695,0.087288
590494760123076622!,great-impartial-bumblebee,0.150000,-1.252441,1.337139,0.000000,1.337139,-29.019424,-6.362793,0.000000,-6.362793,0.206789,0.011750,0.086025
590494760123076622!,great-impartial-bumblebee,0.160000,-1.543402,1.273390,0.000000,1.273390,-29.172704,-6.386955,0.000000,-6.386955,0.207554,0.005657,0.084914
590494760123076622!,great-impartial-bumblebee,0.170000,-1.835338,1.209516,0.000000,1.209516,-29.214390,-6.387872,0.000000,-6.387872,0.208224,0.000328,0.083939
590494760123076622!,great-impartial-bumblebee,0.180000,-2.127200,1.145735,0.000000,1.145735,-29.158432,-6.368472,0.000000,-6.368472,0.208810,-0.004316,0.083085
590494760123076622!,great-impartial-bumblebee,0.190000,-2.418067,1.082239,0.000000,1.082239,-29.017329,-6.331382,0.000000,-6.331382,0.209319,-0.008348,0.082341
590494760123076622!,great-impartial-bumblebee,0.200000,-2.660275,1.019195,0.000000,1.019195,-28.802274,-6.278952,0.000000,-6.278952,0.209549,-0.011318,0.082221
590494760123076622!,great-impartial-bumblebee,0.210000,-2.658954,0.956734,0.000000,0.956734,0.264171,-6.213284,0.000000,-6.213284,0.156340,0.116286,0.215530
590494760123076622!,great-impartial-bumblebee,0.220000,-2.660154,0.894986,0.000000,0.894986,-3.185825,-6.136254,0.000000,-6.136254,0.162271,0.100072,0.201049
590494760123076622!,great-impartial-bumblebee,0.230000,-2.660154,0.834057,0.000000,0.834057,-3.008819,-6.049540,0.000000,-6.049540,0.161660,0.100071,0.202857
590494760123076622!,great-impartial-bumblebee,0.240000,-2.660154,0.774036,0.000000,0.774036,-3.031435,-5.954638,0.000000,-5.954638,0.161458,0.099315,0.203595
590494760123076622!,great-impartial-bumblebee,0.250000,-2.660154,0.714998,0.000000,0.714998,-3.028545,-5.852881,0.000000,-5.852881,0.161253,0.098784,0.204304
590494760123076622!,great-impartial-bumblebee,0.260000,-2.660154,0.657007,0.000000,0.657007,-3.028914,-5.745456,0.000000,-5.745456,0.161090,0.098341,0.204868
590494760123076622!,great-impartial-bumblebee,0.270000,-2.660154,0.600112,0.000000,0.600112,-3.028867,-5.633418,0.000000,-5.633418,0.160960,0.097989,0.205320
590494760123076622!,great-impartial-bumblebee,0.280000,-2.660154,0.544357,0.000000,0.544357,-3.028873,-5.517703,0.000000,-5.517703,0.160860,0.097716,0.205669
