ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
329316479979908472!,thoughtful-antique-butterfly,0.000000,-1.240804,-1.915901,-0.221691,-0.195027,-0.426376,0.261158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.098205,0.174505,-0.221138,-0.053103,-0.189176,0.280714
329316479979908472!,thoughtful-antique-butterfly,0.010000,-1.250064,-1.907900,-0.220864,-0.193039,-0.425000,0.263391,-1.845681,1.602551,0.165714,0.395382,0.275453,0.444463,-0.204435,-0.010989,-0.246949,-0.096347,-0.232201,0.071612
329316479979908472!,thoughtful-antique-butterfly,0.020000,-1.271850,-1.887260,-0.219943,-0.186234,-0.419363,0.272276,-2.504750,2.526086,0.025759,0.961231,0.859534,1.323865,-0.211763,-0.053689,-0.221633,-0.077415,-0.214496,0.016740
329316479979908472!,thoughtful-antique-butterfly,0.030000,-1.297820,-1.858730,-0.220159,-0.173901,-0.407555,0.289654,-2.676848,3.176552,-0.055279,1.499727,1.517848,2.135675,-0.214518,-0.075398,-0.209279,-0.068310,-0.206049,-0.012436
329316479979908472!,thoughtful-antique-butterfly,0.040000,-1.324214,-1.824460,-0.220818,-0.156372,-0.388589,0.314640,-2.586188,3.668942,-0.057255,1.996119,2.294530,2.833808,-0.214938,-0.086599,-0.203383,-0.064159,-0.202205,-0.028769
329316479979908472!,thoughtful-antique-butterfly,0.050000,-1.348939,-1.785762,-0.221037,-0.134145,-0.361108,0.345834,-2.342648,4.057616,0.036190,2.433088,3.219999,3.362207,-0.213640,-0.092045,-0.200808,-0.063040,-0.200647,-0.038315
329316479979908472!,thoughtful-antique-butterfly,0.060000,-1.370774,-1.743550,-0.219819,-0.107915,-0.323544,0.381208,-2.008886,4.366228,0.231907,2.789439,4.304050,3.652996,-0.210555,-0.093876,-0.199969,-0.064343,-0.200142,-0.043999
329316479979908472!,thoughtful-antique-butterfly,0.070000,-1.389047,-1.698583,-0.216160,-0.078603,-0.274370,0.417997,-1.631332,4.602322,0.523652,3.042084,5.528263,3.628708,-0.205432,-0.093063,-0.200031,-0.067951,-0.200010,-0.047267
329316479979908472!,thoughtful-antique-butterfly,0.080000,-1.403539,-1.651599,-0.209191,-0.047376,-0.212464,0.452614,-1.252863,4.766898,0.890531,3.171136,6.838431,3.210068,-0.198161,-0.090130,-0.200556,-0.073783,-0.199891,-0.048880
329316479979908472!,thoughtful-antique-butterfly,0.090000,-1.414440,-1.603330,-0.198316,-0.015552,-0.137466,0.480732,-0.915176,4.862499,1.299260,3.166400,8.140010,2.327652,-0.188980,-0.085567,-0.201309,-0.081511,-0.199645,-0.049369
329316479979908472!,thoughtful-antique-butterfly,0.100000,-1.422329,-1.554419,-0.183308,0.015558,-0.050091,0.497485,-0.654153,4.899957,1.710972,3.033407,9.297882,0.936193,-0.178553,-0.080067,-0.202144,-0.090435,-0.199271,-0.049315
329316479979908472!,thoughtful-antique-butterfly,0.110000,-1.428077,-1.505339,-0.164315,0.044791,0.047420,0.497746,-0.490075,4.901603,2.091744,2.796745,10.141610,-0.966183,-0.167922,-0.074560,-0.202964,-0.099495,-0.198880,-0.049423
329316479979908472!,thoughtful-antique-butterfly,0.120000,-1.432642,-1.456292,-0.141740,0.071312,0.151002,0.476653,-0.417873,4.899641,2.426148,2.496300,10.479381,-3.319838,-0.158366,-0.070126,-0.203702,-0.107407,-0.198646,-0.050492
329316479979908472!,thoughtful-antique-butterfly,0.130000,-1.436788,-1.407133,-0.115997,0.094703,0.254648,0.430296,-0.400899,4.926883,2.729279,2.174045,10.120702,-5.989392,-0.151205,-0.067741,-0.204390,-0.112893,-0.198827,-0.053152
329316479979908472!,thoughtful-antique-butterfly,0.140000,-1.440773,-1.357449,-0.087174,0.114885,0.350563,0.356519,-0.375550,5.000774,3.050432,1.851077,8.906623,-8.757824,-0.147744,-0.067924,-0.205342,-0.114833,-0.199887,-0.057403
329316479979908472!,thoughtful-antique-butterfly,0.150000,-1.444153,-1.306816,-0.054732,0.131763,0.429658,0.255723,-0.270700,5.103596,3.460928,1.499482,6.744678,-11.332215,-0.149392,-0.070276,-0.207505,-0.112331,-0.202763,-0.061881
329316479979908472!,thoughtful-antique-butterfly,0.160000,-1.445894,-1.255220,-0.017443,0.144612,0.482386,0.131543,-0.044554,5.167545,4.020270,1.019614,3.644211,-13.363780,-0.157934,-0.073008,-0.212889,-0.104670,-0.209230,-0.063041
329316479979908472!,thoughtful-antique-butterfly,0.170000,-1.444895,-1.203583,0.026240,0.151320,0.499923,-0.008756,0.267193,5.074615,4.721495,0.238196,-0.253677,-14.483905,-0.175610,-0.072611,-0.224836,-0.091365,-0.222116,-0.054668
329316479979908472!,thoughtful-antique-butterfly,0.180000,-1.441017,-1.154139,0.077190,0.147801,0.475589,-0.154322,0.504345,4.687778,5.428429,-1.054255,-4.657916,-14.354762,-0.204759,-0.064390,-0.247586,-0.072222,-0.244954,-0.028879
329316479979908472!,thoughtful-antique-butterfly,0.190000,-1.436450,-1.110313,0.134063,0.128029,0.406369,-0.291315,0.365473,3.916201,5.832804,-3.017675,-9.127430,-12.732286,-0.246804,-0.044104,-0.284874,-0.047525,-0.280830,0.020873
329316479979908472!,thoughtful-antique-butterfly,0.200000,-1.436902,-1.076039,0.191486,0.085147,0.294386,-0.404150,-0.553902,2.800407,5.463064,-5.637472,-13.098413,-9.540975,-0.301058,-0.010179,-0.338006,-0.018166,-0.330798,0.095953
329316479979908472!,thoughtful-antique-butterfly,0.210000,-1.452175,-1.053680,0.239056,0.013905,0.147716,-0.477682,-2.645531,1.589419,3.786319,-8.599696,-15.950545,-4.932480,-0.365075,0.034751,-0.404915,0.015083,-0.393208,0.190658
329316479979908472!,thoughtful-antique-butterfly,0.220000,-1.495252,-1.042033,0.261455,-0.086010,-0.019483,-0.499620,-6.126585,0.752781,0.386870,-11.215794,-17.107692,0.667138,-0.436532,0.084696,-0.481083,0.052567,-0.464523,0.294897
329316479979908472!,thoughtful-antique-butterfly,0.230000,-1.579852,-1.034167,0.240594,-0.205931,-0.188098,-0.463270,-10.881596,0.969150,-4.785032,-12.430978,-16.194266,6.575218,-0.514417,0.128215,-0.557935,0.097130,-0.538050,0.392517
