ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
2000117405552892375!,thoughtful-ruddy-butterfly,0.000000,1.552669,0.520539,-0.259906,-0.324786,-0.484963,0.121700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.120320,-0.035355,0.404741
2000117405552892375!,thoughtful-ruddy-butterfly,0.010000,1.557488,0.504573,-0.262147,-0.325444,-0.484830,0.122230,0.950555,-3.193456,-0.446754,-0.130156,0.026540,0.105271,0.266639,0.165005,0.348551
2000117405552892375!,thoughtful-ruddy-butterfly,0.020000,1.568746,0.459662,-0.271238,-0.324213,-0.483165,0.128652,1.265613,-5.793823,-1.367248,0.386274,0.312112,1.172164,0.262081,0.209881,0.187311
2000117405552892375!,thoughtful-ruddy-butterfly,0.030000,1.579794,0.394911,-0.289240,-0.316925,-0.478213,0.145989,0.915485,-7.148354,-2.222384,1.090601,0.696725,2.282252,0.256868,0.240553,0.110773
2000117405552892375!,thoughtful-ruddy-butterfly,0.040000,1.585727,0.319835,-0.315291,-0.301560,-0.468617,0.174351,0.257348,-7.842356,-2.962766,2.008867,1.252702,3.366981,0.250002,0.265432,0.075110
2000117405552892375!,thoughtful-ruddy-butterfly,0.050000,1.584533,0.239753,-0.347874,-0.275810,-0.452283,0.213167,-0.492741,-8.141895,-3.509521,3.165435,2.051565,4.352870,0.241254,0.288357,0.060033
2000117405552892375!,thoughtful-ruddy-butterfly,0.060000,1.576017,0.157960,-0.384550,-0.237233,-0.426469,0.261007,-1.189694,-8.181639,-3.758867,4.564132,3.149025,5.145312,0.230652,0.311160,0.056150
2000117405552892375!,thoughtful-ruddy-butterfly,0.070000,1.561276,0.076633,-0.421733,-0.183514,-0.388015,0.315348,-1.721166,-8.049381,-3.586929,6.172674,4.568669,5.621439,0.218410,0.334684,0.059217
2000117405552892375!,thoughtful-ruddy-butterfly,0.080000,1.542443,-0.002907,-0.454529,-0.112905,-0.333765,0.372292,-1.993490,-7.829240,-2.860304,7.907356,6.281956,5.631868,0.204882,0.359284,0.067357
2000117405552892375!,thoughtful-ruddy-butterfly,0.090000,1.522520,-0.080222,-0.476717,-0.024978,-0.261347,0.426260,-1.931366,-7.623730,-1.454876,9.620336,8.185916,5.018930,0.190431,0.385112,0.079784
2000117405552892375!,thoughtful-ruddy-butterfly,0.100000,1.505097,-0.156060,-0.481042,0.078993,-0.169779,0.470293,-1.486386,-7.565040,0.721658,11.092371,10.087977,3.641828,0.175344,0.412331,0.096169
2000117405552892375!,thoughtful-ruddy-butterfly,0.110000,1.494124,-0.232710,-0.459556,0.195230,-0.060391,0.496340,-0.648345,-7.818880,3.699719,12.031396,11.701570,1.423756,0.159610,0.441349,0.116448
2000117405552892375!,thoughtful-ruddy-butterfly,0.120000,1.493383,-0.314326,-0.404466,0.316680,0.062228,0.496113,0.540620,-8.580183,7.410309,12.081471,12.666163,-1.588744,0.142632,0.473049,0.141076
2000117405552892375!,thoughtful-ruddy-butterfly,0.130000,1.505846,-0.406965,-0.309440,0.432521,0.189652,0.462636,1.971841,-10.064491,11.641198,10.844302,12.607384,-5.168246,0.122950,0.508868,0.171419
2000117405552892375!,thoughtful-ruddy-butterfly,0.140000,1.533015,-0.518990,-0.171132,0.527854,0.310117,0.392209,3.436987,-12.505021,15.980474,7.914384,11.243848,-8.890426,0.098351,0.550300,0.208521
2000117405552892375!,thoughtful-ruddy-butterfly,0.150000,1.573656,-0.660916,0.008370,0.584026,0.409990,0.286197,4.578727,-16.096260,19.741514,2.968155,8.505133,-12.183982,0.066154,0.597456,0.251014
2000117405552892375!,thoughtful-ruddy-butterfly,0.160000,1.622067,-0.844538,0.218507,0.580250,0.476375,0.151876,4.846940,-20.861654,21.912839,-4.050029,4.611628,-14.464842,0.023825,0.646460,0.289397
2000117405552892375!,thoughtful-ruddy-butterfly,0.170000,1.666215,-1.080152,0.437240,0.497701,0.499997,0.001655,3.559758,-26.406800,21.249306,-12.628569,0.050668,-15.310512,-0.030762,0.686854,0.298628
2000117405552892375!,thoughtful-ruddy-butterfly,0.180000,1.688000,-1.370619,0.630341,0.326837,0.477237,-0.149146,0.209036,-31.663697,16.661230,-21.412582,-4.558716,-14.587029,-0.099939,0.702365,0.235841
2000117405552892375!,thoughtful-ruddy-butterfly,0.190000,1.666533,-1.704888,0.756142,0.075895,0.410528,-0.285423,-5.062442,-34.892504,7.880456,-28.275698,-8.659337,-12.454839,-0.185145,0.679597,0.053983
2000117405552892375!,thoughtful-ruddy-butterfly,0.200000,1.587337,-2.052949,0.777138,-0.224404,0.307012,-0.394644,-11.083298,-34.136743,-3.997071,-30.996950,-11.875985,-9.238887,-0.279331,0.624781,-0.256233
2000117405552892375!,thoughtful-ruddy-butterfly,0.210000,1.452284,-2.367206,0.673313,-0.525141,0.176615,-0.467768,-16.036637,-27.991636,-16.666297,-28.257906,-14.013437,-5.291048,-0.351134,0.573268,-0.627039
2000117405552892375!,thoughtful-ruddy-butterfly,0.220000,1.278993,-2.591423,0.449947,-0.771345,0.030587,-0.499064,-18.625503,-16.145580,-27.485760,-20.181429,-14.978422,-0.918020,-0.342157,0.567314,-0.921515
2000117405552892375!,thoughtful-ruddy-butterfly,0.230000,1.090628,-2.673170,0.136639,-0.915358,-0.118979,-0.485638,-18.912975,0.294473,-34.302440,-8.057604,-14.701716,3.601854,-0.218258,0.596314,-0.996076
2000117405552892375!,thoughtful-ruddy-butterfly,0.240000,0.905382,-2.580050,-0.218841,-0.925927,-0.259215,-0.427560,-17.786480,18.333007,-35.741749,6.129736,-13.131917,7.961451,-0.062671,0.561680,-0.752286
2000117405552892375!,thoughtful-ruddy-butterfly,0.250000,0.734856,-2.319736,-0.558758,-0.794428,-0.376740,-0.328736,-15.679481,33.159107,-31.261403,19.944072,-10.230019,11.723879,-0.047038,0.364845,-0.186093
2000117405552892375!,thoughtful-ruddy-butterfly,0.260000,0.590989,-1.950477,-0.825374,-0.538415,-0.459101,-0.198056,-12.175781,39.921255,-21.389681,30.679291,-6.168860,14.299620,-0.188098,0.075211,0.503837
2000117405552892375!,thoughtful-ruddy-butterfly,0.270000,0.489916,-1.562736,-0.974249,-0.200304,-0.497549,-0.049450,-7.437174,36.860084,-8.117449,36.129012,-1.518145,15.275102,-0.268202,-0.105538,0.953368
2000117405552892375!,thoughtful-ruddy-butterfly,0.280000,0.437850,-1.240564,-0.985601,0.164351,-0.489531,0.101780,-2.959888,27.119626,5.744333,35.938684,3.079439,14.811135,-0.155789,-0.098896,0.991539
2000117405552892375!,thoughtful-ruddy-butterfly,0.290000,0.425760,-1.025073,-0.863523,0.503896,-0.436902,0.243139,0.042616,15.757772,18.331589,31.179712,7.384305,13.269047,0.050070,-0.006831,0.797812
2000117405552892375!,thoughtful-ruddy-butterfly,0.300000,0.436264,-0.918437,-0.625283,0.776591,-0.342629,0.364151,1.474626,5.533758,28.806472,22.650900,11.382911,10.710163,0.227580,0.062142,0.605391
2000117405552892375!,thoughtful-ruddy-butterfly,0.310000,0.452519,-0.908330,-0.296672,0.946047,-0.210506,0.453528,1.377134,-3.417716,36.139142,10.626558,14.882459,6.907728,0.340341,0.071522,0.512073
2000117405552892375!,thoughtful-ruddy-butterfly,0.320000,0.457551,-0.984421,0.082944,0.980183,-0.048155,0.497676,-0.832702,-11.685146,38.734011,-4.140645,17.324689,1.676318,0.398913,0.027700,0.510908
2000117405552892375!,thoughtful-ruddy-butterfly,0.330000,0.426432,-1.139591,0.457925,0.860161,0.129852,0.482844,-5.961283,-19.100394,35.057120,-19.746384,17.875784,-4.807349,0.418291,-0.053163,0.559969
2000117405552892375!,thoughtful-ruddy-butterfly,0.340000,0.327903,-1.360185,0.761693,0.592205,0.300163,0.399878,-14.310809,-24.520217,24.594038,-33.164258,15.678106,-11.768578,0.407330,-0.154493,0.603560
2000117405552892375!,thoughtful-ruddy-butterfly,0.350000,0.133527,-1.618537,0.931363,0.215436,0.432608,0.250699,-24.985304,-26.389083,8.660103,-41.025901,10.303637,-17.780042,0.368505,-0.261849,0.578462
2000117405552892375!,thoughtful-ruddy-butterfly,0.360000,-0.168958,-1.873928,0.927354,-0.201176,0.497121,0.053579,-35.724812,-23.747943,-9.484987,-40.945374,2.272877,-21.088520,0.301493,-0.365374,0.423787
2000117405552892375!,thoughtful-ruddy-butterfly,0.370000,-0.566217,-2.082058,0.748851,-0.575209,0.474686,-0.157078,-43.519134,-17.071715,-25.573058,-32.733742,-6.747164,-20.389722,0.211097,-0.461308,0.105617
2000117405552892375!,thoughtful-ruddy-butterfly,0.380000,-1.015141,-2.211857,0.435620,-0.835160,0.366663,-0.339938,-45.680280,-8.429715,-35.997030,-18.633912,-14.500686,-15.640694,0.119303,-0.546689,-0.342838
2000117405552892375!,thoughtful-ruddy-butterfly,0.390000,-1.451575,-2.256539,0.053858,-0.939849,0.195312,-0.460275,-40.888808,-0.318703,-39.190950,-2.259941,-19.212749,-8.152691,0.073883,-0.604666,-0.811831
2000117405552892375!,thoughtful-ruddy-butterfly,0.400000,-1.805977,-2.228753,-0.325872,-0.883655,-0.005267,-0.499972,-29.305609,6.010232,-35.743342,13.094118,-20.329285,0.214142,0.134926,-0.592496,-1.146018
2000117405552892375!,thoughtful-ruddy-butterfly,0.410000,-2.017087,-2.142637,-0.644888,-0.687621,-0.200775,-0.457919,-12.316964,11.322570,-27.255759,25.411078,-18.251772,8.002491,0.315101,-0.463540,-1.221693
2000117405552892375!,thoughtful-ruddy-butterfly,0.420000,-2.043760,-2.000277,-0.860456,-0.387890,-0.362338,-0.344545,7.244490,17.090502,-15.294095,33.631190,-13.613358,14.316400,0.501961,-0.250734,-0.981132
2000117405552892375!,thoughtful-ruddy-butterfly,0.430000,-1.881575,-1.796837,-0.944742,-0.029821,-0.467221,-0.178057,24.906133,23.084451,-1.304075,36.980530,-7.045142,18.486472,0.498864,-0.125142,-0.412945
2000117405552892375!,thoughtful-ruddy-butterfly,0.440000,-1.576128,-1.543787,-0.886241,0.333460,-0.499735,0.016264,35.887751,26.351024,12.898792,34.799445,0.646696,19.870173,0.274857,-0.228897,0.364225
2000117405552892375!,thoughtful-ruddy-butterfly,0.450000,-1.206470,-1.287051,-0.694926,0.646423,-0.454730,0.207896,37.641939,23.764547,24.894380,27.137203,8.234978,18.012292,0.079578,-0.419718,1.000646
2000117405552892375!,thoughtful-ruddy-butterfly,0.460000,-0.858190,-1.085537,-0.403332,0.862053,-0.340656,0.365997,31.562425,15.859289,32.678436,15.598645,14.258519,13.271301,0.109026,-0.448743,1.186285
2000117405552892375!,thoughtful-ruddy-butterfly,0.470000,-0.588949,-0.975177,-0.056431,0.952626,-0.177386,0.467477,21.895725,6.214374,35.845091,2.361131,17.968215,6.818108,0.274932,-0.312589,1.021702
2000117405552892375!,thoughtful-ruddy-butterfly,0.480000,-0.417911,-0.958576,0.300262,0.908033,0.011468,0.499868,11.818132,-2.481757,34.607939,-11.250078,19.334635,-0.443574,0.423877,-0.159336,0.798630
2000117405552892375!,thoughtful-ruddy-butterfly,0.490000,-0.347731,-1.020132,0.621334,0.729414,0.201740,0.457494,1.846246,-9.333575,28.674594,-24.193663,18.195543,-8.023634,0.500495,-0.071969,0.673768
2000117405552892375!,thoughtful-ruddy-butterfly,0.500000,-0.381499,-1.138213,0.857696,0.431627,0.366052,0.340596,-8.814969,-13.752888,17.716337,-34.696077,14.097464,-15.151113,0.509701,-0.055663,0.652497
2000117405552892375!,thoughtful-ruddy-butterfly,0.510000,-0.527199,-1.284061,0.961568,0.051443,0.473580,0.160381,-20.451591,-14.720244,2.478685,-40.282003,6.913735,-20.415179,0.465117,-0.090471,0.672050
2000117405552892375!,thoughtful-ruddy-butterfly,0.520000,-0.789752,-1.418236,0.901131,-0.350100,0.496869,-0.055869,-31.943736,-11.291162,-14.596181,-38.752721,-2.486598,-22.114664,0.375076,-0.156513,0.646593
2000117405552892375!,thoughtful-ruddy-butterfly,0.530000,-1.156340,-1.497217,0.676654,-0.697134,0.423340,-0.266052,-40.969093,-3.672854,-29.686449,-29.521447,-12.034024,-19.148457,0.245945,-0.239604,0.491308
2000117405552892375!,thoughtful-ruddy-butterfly,0.540000,-1.589794,-1.487974,0.327906,-0.920146,0.264759,-0.424150,-45.083727,6.124222,-38.988433,-14.461122,-19.113367,-11.930761,0.091362,-0.329331,0.157227
2000117405552892375!,thoughtful-ruddy-butterfly,0.550000,-2.034075,-1.384253,-0.075522,-0.979196,0.056130,-0.496839,-43.010699,14.711212,-40.509490,2.617232,-21.868449,-2.470583,-0.057793,-0.410212,-0.316793
