ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1859423293731110308!,thoughtful-steel-butterfly,0.000000,-1.209062,-0.786013,-0.197799,0.939486,0.037958,0.498557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.935141,0.906340,-0.738051
1859423293731110308!,thoughtful-steel-butterfly,0.010000,-1.190818,-0.795081,-0.195780,0.939825,0.039167,0.498464,3.651692,-1.796903,0.402233,0.066792,0.241163,-0.018950,-0.414944,0.424525,-0.349926
1859423293731110308!,thoughtful-steel-butterfly,0.020000,-1.145730,-0.816559,-0.190686,0.940681,0.042179,0.498218,5.367179,-2.479516,0.614900,0.103305,0.360605,-0.030529,-0.172379,0.197850,-0.166496
1859423293731110308!,thoughtful-steel-butterfly,0.030000,-1.087999,-0.842180,-0.183929,0.941820,0.046091,0.497871,6.173635,-2.632487,0.734806,0.123722,0.420827,-0.038958,-0.059575,0.088687,-0.076997
1859423293731110308!,thoughtful-steel-butterfly,0.040000,-1.024415,-0.868119,-0.176222,0.943115,0.050451,0.497448,6.536290,-2.549512,0.804826,0.134507,0.450532,-0.045693,-0.007628,0.035004,-0.032011
1859423293731110308!,thoughtful-steel-butterfly,0.050000,-0.958339,-0.892713,-0.167962,0.944486,0.055025,0.496963,6.675561,-2.368969,0.845801,0.139039,0.463712,-0.051343,0.015779,0.007901,-0.008551
1859423293731110308!,thoughtful-steel-butterfly,0.060000,-0.891477,-0.915313,-0.159385,0.945881,0.059681,0.496425,6.698477,-2.153930,0.868509,0.139262,0.467480,-0.056201,0.025843,-0.006302,0.004302
1859423293731110308!,thoughtful-steel-butterfly,0.070000,-0.824728,-0.935719,-0.150646,0.947261,0.064346,0.495842,6.657948,-1.932451,0.878870,0.136384,0.465629,-0.060425,0.029704,-0.014129,0.011790
1859423293731110308!,thoughtful-steel-butterfly,0.080000,-0.758594,-0.953932,-0.141851,0.948600,0.068972,0.495220,6.580702,-1.716649,0.880373,0.131223,0.460306,-0.064110,0.030719,-0.018713,0.016449
1859423293731110308!,thoughtful-steel-butterfly,0.090000,-0.693371,-0.970036,-0.133078,0.949879,0.073533,0.494563,6.480703,-1.511486,0.875255,0.124364,0.452821,-0.067327,0.030461,-0.021566,0.019521
1859423293731110308!,thoughtful-steel-butterfly,0.100000,-0.629249,-0.984149,-0.124386,0.951081,0.078011,0.493877,6.365633,-1.318736,0.865085,0.116248,0.444045,-0.070140,0.029668,-0.023431,0.021626
1859423293731110308!,thoughtful-steel-butterfly,0.110000,-0.566357,-0.996397,-0.115819,0.952197,0.082396,0.493164,6.240028,-1.138779,0.851054,0.107216,0.434603,-0.072612,0.028685,-0.024682,0.023086
1859423293731110308!,thoughtful-steel-butterfly,0.120000,-0.504788,-1.006908,-0.107413,0.953217,0.086684,0.492429,6.106804,-0.971393,0.834120,0.097535,0.424972,-0.074809,0.027670,-0.025515,0.024076
1859423293731110308!,thoughtful-steel-butterfly,0.130000,-0.444608,-1.015808,-0.099192,0.954138,0.090875,0.491672,5.968001,-0.816118,0.815087,0.087410,0.415532,-0.076802,0.026697,-0.026039,0.024701
1859423293731110308!,thoughtful-steel-butterfly,0.140000,-0.385867,-1.023215,-0.091174,0.954954,0.094974,0.490897,5.825155,-0.672413,0.794641,0.076997,0.406589,-0.078663,0.025798,-0.026323,0.025029
1859423293731110308!,thoughtful-steel-butterfly,0.150000,-0.328599,-1.029244,-0.083369,0.955664,0.098986,0.490104,5.679480,-0.539725,0.773379,0.066411,0.398400,-0.080465,0.024986,-0.026411,0.025109
1859423293731110308!,thoughtful-steel-butterfly,0.160000,-0.272819,-1.034004,-0.075782,0.956266,0.102922,0.489292,5.531975,-0.417506,0.751812,0.055731,0.391169,-0.082282,0.024266,-0.026339,0.024979
1859423293731110308!,thoughtful-steel-butterfly,0.170000,-0.218520,-1.037598,-0.068411,0.956760,0.106794,0.488462,5.383461,-0.305219,0.730372,0.045003,0.385063,-0.084187,0.023642,-0.026137,0.024674
1859423293731110308!,thoughtful-steel-butterfly,0.180000,-0.165702,-1.040124,-0.061250,0.957147,0.110612,0.487611,5.234616,-0.202399,0.709449,0.034255,0.380220,-0.086251,0.023106,-0.025822,0.024218
1859423293731110308!,thoughtful-steel-butterfly,0.190000,-0.114363,-1.041672,-0.054291,0.957425,0.114392,0.486739,5.086032,-0.108621,0.689381,0.023494,0.376754,-0.088544,0.022650,-0.025411,0.023629
1859423293731110308!,thoughtful-steel-butterfly,0.200000,-0.064495,-1.042332,-0.047525,0.957596,0.118147,0.485841,4.938232,-0.023499,0.670463,0.012714,0.374756,-0.091134,0.022269,-0.024915,0.022927
1859423293731110308!,thoughtful-steel-butterfly,0.210000,-0.016086,-1.042188,-0.040937,0.957658,0.121893,0.484915,4.791675,0.053322,0.652947,0.001892,0.374294,-0.094086,0.021952,-0.024346,0.022126
1859423293731110308!,thoughtful-steel-butterfly,0.220000,0.030878,-1.041319,-0.034513,0.957612,0.125644,0.483956,4.646771,0.122170,0.637046,-0.009001,0.375418,-0.097465,0.021693,-0.023714,0.021241
1859423293731110308!,thoughtful-steel-butterfly,0.230000,0.076418,-1.039804,-0.028235,0.957456,0.129417,0.482961,4.503886,0.183348,0.622938,-0.020006,0.378160,-0.101334,0.021483,-0.023028,0.020285
1859423293731110308!,thoughtful-steel-butterfly,0.240000,0.120554,-1.037717,-0.022084,0.957190,0.133228,0.481923,4.363347,0.237144,0.610764,-0.031170,0.382535,-0.105752,0.021314,-0.022296,0.019269
1859423293731110308!,thoughtful-steel-butterfly,0.250000,0.163311,-1.035131,-0.016041,0.956811,0.137094,0.480838,4.225446,0.283830,0.600636,-0.042544,0.388545,-0.110780,0.021178,-0.021523,0.018206
1859423293731110308!,thoughtful-steel-butterfly,0.260000,0.204717,-1.032115,-0.010085,0.956317,0.141029,0.479699,4.090447,0.323669,0.592635,-0.054185,0.396175,-0.116473,0.021069,-0.020718,0.017104
1859423293731110308!,thoughtful-steel-butterfly,0.270000,0.244801,-1.028735,-0.004195,0.955705,0.145050,0.478498,3.958583,0.356915,0.586816,-0.066153,0.405398,-0.122891,0.020978,-0.019886,0.015973
1859423293731110308!,thoughtful-steel-butterfly,0.280000,0.283594,-1.025056,0.001652,0.954971,0.149173,0.477229,3.830062,0.383818,0.583203,-0.078511,0.416174,-0.130088,0.020898,-0.019032,0.014823
1859423293731110308!,thoughtful-steel-butterfly,0.290000,0.321130,-1.021140,0.007476,0.954112,0.153412,0.475883,3.705066,0.404625,0.581799,-0.091324,0.428448,-0.138120,0.020823,-0.018161,0.013662
1859423293731110308!,thoughtful-steel-butterfly,0.300000,0.357444,-1.017047,0.013300,0.953122,0.157783,0.474452,3.583755,0.419581,0.582582,-0.104657,0.442157,-0.147043,0.020745,-0.017279,0.012498
1859423293731110308!,thoughtful-steel-butterfly,0.310000,0.392573,-1.012833,0.019145,0.951995,0.162298,0.472926,3.466262,0.428930,0.585506,-0.118576,0.457223,-0.156909,0.020659,-0.016390,0.011339
1859423293731110308!,thoughtful-steel-butterfly,0.320000,0.426555,-1.008554,0.025032,0.950727,0.166972,0.471297,3.352701,0.432917,0.590507,-0.133150,0.473559,-0.167773,0.020559,-0.015498,0.010193
