ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
985471606000251843!,thoughtful-antique-butterfly,0.000000,1.979288,0.856890,0.146519,0.056292,0.250356,-0.432807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.092392,0.128358,-0.127817,0.025553,-0.109521,0.233100
985471606000251843!,thoughtful-antique-butterfly,0.010000,1.979616,0.848554,0.143707,0.055183,0.248954,-0.433615,0.063187,-1.665650,-0.560989,-0.221270,-0.280029,-0.160775,-0.093633,0.065258,-0.085094,0.046435,-0.077579,0.147019
985471606000251843!,thoughtful-antique-butterfly,0.020000,1.979072,0.827185,0.135437,0.051937,0.244851,-0.435945,-0.175565,-2.607598,-1.092339,-0.427400,-0.540702,-0.303688,-0.091823,0.035219,-0.063638,0.054640,-0.061157,0.104635
985471606000251843!,thoughtful-antique-butterfly,0.030000,1.975455,0.798137,0.121989,0.046696,0.238209,-0.439609,-0.548399,-3.198924,-1.594232,-0.619327,-0.786873,-0.426379,-0.088469,0.020531,-0.052064,0.056880,-0.051949,0.082414
985471606000251843!,thoughtful-antique-butterfly,0.040000,1.967833,0.764060,0.103656,0.039598,0.229158,-0.444395,-0.972762,-3.611330,-2.066243,-0.797594,-1.021247,-0.526620,-0.084380,0.012980,-0.045122,0.056340,-0.046135,0.069527
985471606000251843!,thoughtful-antique-butterfly,0.050000,1.955884,0.726344,0.080734,0.030777,0.217805,-0.450068,-1.409128,-3.924715,-2.507900,-0.962583,-1.245369,-0.602682,-0.079909,0.008745,-0.040354,0.054489,-0.041920,0.060922
985471606000251843!,thoughtful-antique-butterfly,0.060000,1.939581,0.685793,0.053527,0.020362,0.204247,-0.456381,-1.838100,-4.176346,-2.918385,-1.114455,-1.459922,-0.653368,-0.075192,0.006042,-0.036598,0.051989,-0.038455,0.054223
985471606000251843!,thoughtful-antique-butterfly,0.070000,1.919049,0.642938,0.022350,0.008484,0.188577,-0.463075,-2.249324,-4.383518,-3.296453,-1.253126,-1.664929,-0.678005,-0.070276,0.004039,-0.033310,0.049139,-0.035336,0.048313
985471606000251843!,thoughtful-antique-butterfly,0.080000,1.894493,0.598186,-0.012468,-0.004723,0.170892,-0.469889,-2.636415,-4.554186,-3.640512,-1.378301,-1.859913,-0.676423,-0.065192,0.002355,-0.030241,0.046081,-0.032381,0.042687
985471606000251843!,thoughtful-antique-butterfly,0.090000,1.866196,0.551893,-0.050559,-0.019117,0.151304,-0.476558,-2.994759,-4.692053,-3.948811,-1.489517,-2.044059,-0.648975,-0.059977,0.000823,-0.027290,0.042893,-0.029519,0.037138
