ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
498746341250340430!,talented-antique-butterfly,0.000000,-0.278846,-2.021010,-0.303092,-1.021304,-0.962898,-0.269867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.539069,-0.043471,-0.243232,0.407806,-0.274588,0.239725
498746341250340430!,talented-antique-butterfly,0.010000,-0.273219,-2.010706,-0.299942,-1.011063,-0.964557,-0.263876,1.123255,2.060142,0.629072,2.046931,-0.327268,1.196277,-0.448435,-0.030425,-0.212070,0.338513,-0.237651,0.203065
498746341250340430!,talented-antique-butterfly,0.020000,-0.257844,-1.981627,-0.291242,-0.982185,-0.969033,-0.246930,1.949209,3.755500,1.110234,3.727465,-0.557967,2.189640,-0.379998,-0.021154,-0.186874,0.286136,-0.208088,0.175513
498746341250340430!,talented-antique-butterfly,0.030000,-0.235272,-1.936932,-0.278241,-0.937856,-0.975308,-0.220849,2.562495,5.180015,1.489444,5.133864,-0.684037,3.020826,-0.322779,-0.014363,-0.163595,0.242357,-0.181196,0.152298
498746341250340430!,talented-antique-butterfly,0.040000,-0.207336,-1.879069,-0.261797,-0.880553,-0.982334,-0.187136,3.018713,6.378033,1.796946,6.311396,-0.706724,3.709805,-0.271055,-0.009186,-0.140627,0.202849,-0.155022,0.130914
498746341250340430!,talented-antique-butterfly,0.050000,-0.175434,-1.810208,-0.242533,-0.812462,-0.989112,-0.147165,3.353716,7.368202,2.051409,7.280621,-0.634756,4.266276,-0.222317,-0.005074,-0.117687,0.165719,-0.129129,0.110277
498746341250340430!,talented-antique-butterfly,0.060000,-0.140669,-1.732398,-0.220927,-0.735624,-0.994760,-0.102234,3.591258,8.159178,2.263996,8.052310,-0.482683,4.696600,-0.176062,-0.001693,-0.095216,0.130582,-0.103916,0.090225
498746341250340430!,talented-antique-butterfly,0.070000,-0.103946,-1.647618,-0.197371,-0.651992,-0.998563,-0.053585,3.748018,8.758639,2.441245,8.636017,-0.268724,5.007705,-0.132965,0.001138,-0.073987,0.097931,-0.080180,0.071156
498746341250340430!,talented-antique-butterfly,0.080000,-0.066026,-1.557762,-0.172205,-0.563415,-0.999997,-0.002381,3.836965,9.178212,2.587227,9.044762,-0.012403,5.209071,-0.094183,0.003506,-0.054815,0.068617,-0.058788,0.053709
498746341250340430!,talented-antique-butterfly,0.090000,-0.027537,-1.464603,-0.145738,-0.471613,-0.998734,0.050304,3.869279,9.435035,2.704894,9.296432,0.267606,5.313044,-0.060819,0.005445,-0.038343,0.043446,-0.040430,0.038500
