ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1347471348828956771!,talented-zippy-butterfly,0.000000,-2.157430,-0.491629,-1.216414,-0.153266,-0.509440,-0.860506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.458859,-0.163877,-0.154412,0.584920
1347471348828956771!,talented-zippy-butterfly,0.010000,-2.150474,-0.487680,-1.209065,-0.150412,-0.506633,-0.862162,1.390839,0.787439,1.469266,0.568527,0.559850,-0.328985,0.395682,-0.141368,-0.133201,0.504417
1347471348828956771!,talented-zippy-butterfly,0.020000,-2.130560,-0.476517,-1.188033,-0.142388,-0.498662,-0.866797,2.592145,1.440338,2.737256,1.031003,1.030736,-0.592975,0.353703,-0.122461,-0.115906,0.448080
1347471348828956771!,talented-zippy-butterfly,0.030000,-2.099314,-0.459448,-1.155049,-0.130261,-0.486329,-0.873776,3.655353,1.964119,3.857108,1.385390,1.431130,-0.796544,0.319399,-0.106266,-0.100796,0.402098
1347471348828956771!,talented-zippy-butterfly,0.040000,-2.057986,-0.437708,-1.111454,-0.115099,-0.470297,-0.882508,4.603703,2.370234,4.854339,1.634869,1.769120,-0.942780,0.285140,-0.092016,-0.086748,0.358374
1347471348828956771!,talented-zippy-butterfly,0.050000,-2.007688,-0.412413,-1.058426,-0.097929,-0.451172,-0.892437,5.443284,2.672043,5.737083,1.785220,2.047233,-1.034981,0.247120,-0.079116,-0.073095,0.312620
1347471348828956771!,talented-zippy-butterfly,0.060000,-1.949531,-0.384542,-0.997125,-0.079709,-0.429561,-0.903038,6.171119,2.883192,6.503781,1.843839,2.265646,-1.077733,0.204160,-0.067175,-0.059540,0.263236
1347471348828956771!,talented-zippy-butterfly,0.070000,-1.884679,-0.354937,-0.928756,-0.061320,-0.406067,-0.913843,6.781189,3.016912,7.149027,1.819350,2.424466,-1.077314,0.156912,-0.056021,-0.046097,0.210563
1347471348828956771!,talented-zippy-butterfly,0.080000,-1.814349,-0.324311,-0.854572,-0.043547,-0.381288,-0.924456,7.268644,3.086014,7.667784,1.721575,2.525055,-1.041447,0.107235,-0.045658,-0.033010,0.156260
1347471348828956771!,talented-zippy-butterfly,0.090000,-1.739786,-0.293249,-0.775862,-0.027071,-0.355795,-0.934564,7.632561,3.102926,8.058233,1.561415,2.570718,-0.978689,0.057601,-0.036213,-0.020651,0.102686
1347471348828956771!,talented-zippy-butterfly,0.100000,-1.662220,-0.262234,-0.693915,-0.012466,-0.330112,-0.943942,7.877186,3.079567,8.323179,1.350538,2.566874,-0.897678,0.010536,-0.027854,-0.009412,0.052323
1347471348828956771!,talented-zippy-butterfly,0.110000,-1.582785,-0.231620,-0.609937,-0.000177,-0.304692,-0.952451,8.011967,3.027168,8.470248,1.100828,2.520507,-0.806318,-0.031840,-0.020721,0.000393,0.007269
1347471348828956771!,talented-zippy-butterfly,0.120000,-1.502495,-0.201645,-0.525033,0.009467,-0.279912,-0.960026,8.050657,2.955875,8.511150,0.823761,2.439648,-0.711322,-0.068111,-0.014881,0.008585,-0.031081
1347471348828956771!,talented-zippy-butterfly,0.130000,-1.422215,-0.172454,-0.440181,0.016247,-0.256069,-0.966658,8.009718,2.874413,8.460231,0.529862,2.332641,-0.617920,-0.097657,-0.010308,0.015138,-0.062143
1347471348828956771!,talented-zippy-butterfly,0.140000,-1.342649,-0.144111,-0.356214,0.020042,-0.233381,-0.972385,7.906572,2.789896,8.332843,0.228337,2.207432,-0.529804,-0.120569,-0.006892,0.020159,-0.086066
1347471348828956771!,talented-zippy-butterfly,0.150000,-1.264332,-0.116616,-0.273821,0.020816,-0.211995,-0.977271,7.758057,2.707784,8.143901,-0.073082,2.071019,-0.449258,-0.137462,-0.004464,0.023846,-0.103546
1347471348828956771!,talented-zippy-butterfly,0.160000,-1.187644,-0.089922,-0.193550,0.018603,-0.191996,-0.981396,7.579327,2.631975,7.906846,-0.368111,1.929121,-0.377404,-0.149250,-0.002821,0.026444,-0.115601
1347471348828956771!,talented-zippy-butterfly,0.170000,-1.112829,-0.063948,-0.115832,0.013492,-0.173418,-0.984848,7.383225,2.564968,7.633079,-0.651766,1.786060,-0.314500,-0.156955,-0.001758,0.028202,-0.123366
1347471348828956771!,talented-zippy-butterfly,0.180000,-1.040018,-0.038591,-0.040995,0.005619,-0.156265,-0.987715,7.180152,2.508064,7.331863,-0.920166,1.644849,-0.260229,-0.161575,-0.001081,0.029347,-0.127958
