ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
2129349978276499077!,talented-zippy-butterfly,0.000000,-1.130648,-0.613444,-0.269130,-1.121171,0.659955,-0.751305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.522639,-0.221628,0.028369,1.058353
2129349978276499077!,talented-zippy-butterfly,0.010000,-1.124757,-0.605682,-0.265514,-1.117251,0.663785,-0.747923,1.176815,1.550047,0.721111,0.784637,0.763608,0.677706,0.397000,-0.158250,0.030020,0.797110
2129349978276499077!,talented-zippy-butterfly,0.020000,-1.108401,-0.584868,-0.255435,-1.106835,0.674257,-0.738497,2.091354,2.608683,1.289995,1.299149,1.325306,1.210021,0.301408,-0.113318,0.029447,0.602033
2129349978276499077!,talented-zippy-butterfly,0.030000,-1.083923,-0.555214,-0.240328,-1.092194,0.689525,-0.724262,2.802278,3.320151,1.727005,1.630896,1.723189,1.640541,0.226962,-0.080840,0.027948,0.453471
2129349978276499077!,talented-zippy-butterfly,0.040000,-1.053144,-0.519699,-0.221413,-1.074877,0.708107,-0.706105,3.352662,3.781931,2.052732,1.834459,1.989130,1.994772,0.168420,-0.057087,0.026183,0.339295
2129349978276499077!,talented-zippy-butterfly,0.050000,-1.017490,-0.480482,-0.199695,-1.055991,0.728823,-0.684702,3.776355,4.061889,2.286979,1.945491,2.149861,2.288393,0.122382,-0.039657,0.024462,0.251478
2129349978276499077!,talented-zippy-butterfly,0.060000,-0.978090,-0.439128,-0.176001,-1.036332,0.750731,-0.660608,4.100828,4.208662,2.447876,1.988624,2.227723,2.531638,0.086415,-0.026927,0.022911,0.184315
2129349978276499077!,talented-zippy-butterfly,0.070000,-0.935823,-0.396793,-0.150983,-1.016493,0.773095,-0.634290,4.348874,4.257850,2.551600,1.981630,2.241324,2.731805,0.058642,-0.017747,0.021548,0.133495
2129349978276499077!,talented-zippy-butterfly,0.080000,-0.891358,-0.354327,-0.125144,-0.996913,0.795349,-0.606152,4.539246,4.235963,2.612051,1.937989,2.205986,2.894533,0.037549,-0.011272,0.020343,0.095622
2129349978276499077!,talented-zippy-butterfly,0.090000,-0.845197,-0.312347,-0.098856,-0.977911,0.817063,-0.576548,4.687096,4.162948,2.640815,1.868320,2.134178,3.024478,0.021907,-0.006855,0.019237,0.067969
2129349978276499077!,talented-zippy-butterfly,0.100000,-0.797705,-0.271292,-0.072390,-0.959709,0.837923,-0.545789,4.804311,4.053910,2.647259,1.781247,2.035943,3.125682,0.010719,-0.003992,0.018165,0.048342
2129349978276499077!,talented-zippy-butterfly,0.110000,-0.749143,-0.231471,-0.045932,-0.942451,0.857703,-0.514146,4.899850,3.920348,2.638715,1.683921,1.919286,3.201766,0.003191,-0.002291,0.017062,0.034981
2129349978276499077!,talented-zippy-butterfly,0.120000,-0.699696,-0.193089,-0.019602,-0.926214,0.876249,-0.481859,4.980082,3.771070,2.620706,1.582358,1.790533,3.256043,-0.001301,-0.001439,0.015870,0.026494
2129349978276499077!,talented-zippy-butterfly,0.130000,-0.649495,-0.156276,0.006525,-0.911019,0.893465,-0.449133,5.049138,3.612878,2.597188,1.481650,1.654638,3.291588,-0.003247,-0.001193,0.014540,0.021778
2129349978276499077!,talented-zippy-butterfly,0.140000,-0.598641,-0.121096,0.032408,-0.896839,0.909298,-0.416146,5.109271,3.451081,2.570786,1.386079,1.515430,3.311282,-0.003037,-0.001359,0.013039,0.019971
2129349978276499077!,talented-zippy-butterfly,0.150000,-0.547221,-0.087569,0.058027,-0.883607,0.923729,-0.383047,5.161223,3.289864,2.543022,1.299177,1.375817,3.317822,-0.000995,-0.001785,0.011348,0.020386
2129349978276499077!,talented-zippy-butterfly,0.160000,-0.495323,-0.055676,0.083369,-0.871222,0.936765,-0.349959,5.204598,3.132542,2.514536,1.223740,1.237951,3.313727,0.002588,-0.002354,0.009470,0.022471
2129349978276499077!,talented-zippy-butterfly,0.170000,-0.443056,-0.025318,0.108415,-0.859512,0.948438,-0.316962,5.238274,2.981659,2.485290,1.161711,1.103309,3.301412,0.007429,-0.002973,0.007425,0.025767
2129349978276499077!,talented-zippy-butterfly,0.180000,-0.390529,0.003589,0.133154,-0.848324,0.958789,-0.284120,5.260657,2.839179,2.454785,1.114374,0.972852,3.282977,0.013252,-0.003575,0.005251,0.029898
2129349978276499077!,talented-zippy-butterfly,0.190000,-0.337864,0.031142,0.157567,-0.837505,0.967862,-0.251483,5.270041,2.706531,2.422253,1.082302,0.847121,3.260243,0.019772,-0.004114,0.003002,0.034546
2129349978276499077!,talented-zippy-butterfly,0.200000,-0.285201,0.057446,0.181630,-0.826901,0.975706,-0.219083,5.264894,2.584650,2.386835,1.065374,0.726320,3.234733,0.026699,-0.004560,0.000741,0.039435
2129349978276499077!,talented-zippy-butterfly,0.210000,-0.232688,0.082611,0.205311,-0.816365,0.982372,-0.186939,5.244083,2.474000,2.347720,1.062834,0.610396,3.207654,0.033744,-0.004901,-0.001462,0.044331
