ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
690847188075746398!,talented-antique-butterfly,0.000000,-1.209062,-0.786013,-1.838870,-0.009262,-0.917454,-0.397841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.101169,-0.054598,0.123455,-0.063187,0.121495,-0.105860
690847188075746398!,talented-antique-butterfly,0.010000,-1.205235,-0.786018,-1.837380,-0.011168,-0.916290,-0.400516,0.763627,-0.000864,0.298137,-0.380624,0.233359,-0.533871,0.094702,-0.047710,0.116911,-0.060915,0.115953,-0.091721
690847188075746398!,talented-antique-butterfly,0.020000,-1.194213,-0.786244,-1.833021,-0.016877,-0.912828,-0.408344,1.438522,-0.042867,0.574591,-0.760191,0.460272,-1.028912,0.089026,-0.041983,0.109838,-0.058530,0.109580,-0.080884
690847188075746398!,talented-antique-butterfly,0.030000,-1.176808,-0.787004,-1.825945,-0.026332,-0.907092,-0.420933,2.038188,-0.106326,0.841220,-1.127785,0.688437,-1.483552,0.084048,-0.037107,0.102633,-0.056184,0.102874,-0.072391
690847188075746398!,talented-antique-butterfly,0.040000,-1.153715,-0.788452,-1.816206,-0.039382,-0.899035,-0.437877,2.573510,-0.178799,1.106462,-1.476282,0.923795,-1.896707,0.079651,-0.032879,0.095502,-0.053933,0.096104,-0.065599
690847188075746398!,talented-antique-butterfly,0.050000,-1.125529,-0.790641,-1.803785,-0.055815,-0.888560,-0.458760,3.053427,-0.252461,1.376063,-1.800694,1.170615,-2.267336,0.075701,-0.029159,0.088529,-0.051769,0.089391,-0.060060
690847188075746398!,talented-antique-butterfly,0.060000,-1.092765,-0.793560,-1.788616,-0.075374,-0.875536,-0.483153,3.485245,-0.322466,1.653482,-2.097266,1.431563,-2.594177,0.072055,-0.025850,0.081719,-0.049646,0.082762,-0.055456
690847188075746398!,talented-antique-butterfly,0.070000,-1.055874,-0.797160,-1.770612,-0.097768,-0.859811,-0.510613,3.874836,-0.385858,1.940176,-2.362968,1.707774,-2.875684,0.068565,-0.022881,0.075032,-0.047494,0.076191,-0.051545
690847188075746398!,talented-antique-butterfly,0.080000,-1.015257,-0.801373,-1.749678,-0.122678,-0.841230,-0.540677,4.226796,-0.440777,2.235851,-2.595196,1.998931,-3.110100,0.065090,-0.020198,0.068414,-0.045237,0.069629,-0.048133
690847188075746398!,talented-antique-butterfly,0.090000,-0.971321,-0.806074,-1.725762,-0.149706,-0.819684,-0.572817,4.544755,-0.485829,2.538783,-2.791530,2.303259,-3.295897,0.061497,-0.017750,0.061814,-0.042803,0.063033,-0.045041
690847188075746398!,talented-antique-butterfly,0.100000,-0.924378,-0.811175,-1.698799,-0.178504,-0.795043,-0.606553,4.830880,-0.520367,2.845748,-2.950269,2.617873,-3.431392,0.057667,-0.015500,0.055187,-0.040126,0.056363,-0.042122
690847188075746398!,talented-antique-butterfly,0.110000,-0.874739,-0.816569,-1.668770,-0.208691,-0.767225,-0.641378,5.086391,-0.543980,3.152440,-3.070168,2.938761,-3.515389,0.053506,-0.013414,0.048509,-0.037155,0.049599,-0.039241
