ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
2159614242053029590!,talented-zippy-butterfly,0.000000,-1.898833,-0.618917,-1.352284,-1.456344,-0.593892,-0.804545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.433539,-0.060217,0.217541,0.936927
2159614242053029590!,talented-zippy-butterfly,0.010000,-1.889714,-0.621299,-1.346928,-1.461170,-0.590631,-0.806942,1.822534,-0.476978,1.071718,-0.962209,0.652507,-0.477594,0.288514,-0.057049,0.160589,0.682395
2159614242053029590!,talented-zippy-butterfly,0.020000,-1.864496,-0.627481,-1.332335,-1.474124,-0.581709,-0.813397,3.221146,-0.759529,1.847847,-1.622722,1.132202,-0.809707,0.183060,-0.054066,0.118482,0.494860
2159614242053029590!,talented-zippy-butterfly,0.030000,-1.826818,-0.635818,-1.311035,-1.492536,-0.568609,-0.822608,4.310526,-0.907893,2.410708,-2.051670,1.486648,-1.027612,0.105316,-0.050480,0.086020,0.351593
2159614242053029590!,talented-zippy-butterfly,0.040000,-1.779418,-0.645188,-1.284903,-1.514357,-0.552433,-0.833557,5.158845,-0.967430,2.810999,-2.303243,1.745351,-1.156717,0.047408,-0.046204,0.060174,0.239043
2159614242053029590!,talented-zippy-butterfly,0.050000,-1.724495,-0.654866,-1.255405,-1.538016,-0.534044,-0.845456,5.809394,-0.971105,3.081899,-2.419829,1.927768,-1.217701,0.004088,-0.041424,0.039176,0.149062
2159614242053029590!,talented-zippy-butterfly,0.060000,-1.663888,-0.664403,-1.223729,-1.562323,-0.514142,-0.857705,6.292553,-0.942269,3.247018,-2.435184,2.047856,-1.227565,-0.028184,-0.036421,0.021988,0.076709
2159614242053029590!,talented-zippy-butterfly,0.070000,-1.599173,-0.673552,-1.190855,-1.586391,-0.493303,-0.869858,6.632289,-0.897083,3.324802,-2.376537,2.116596,-1.200337,-0.051854,-0.031473,0.007984,0.018880
2159614242053029590!,talented-zippy-butterfly,0.080000,-1.531711,-0.682209,-1.157589,-1.609588,-0.472001,-0.881598,6.849556,-0.846436,3.330911,-2.265925,2.143348,-1.147532,-0.068695,-0.026814,-0.003251,-0.026545
2159614242053029590!,talented-zippy-butterfly,0.090000,-1.462634,-0.690361,-1.124575,-1.631486,-0.450614,-0.892719,6.963761,-0.797453,3.279246,-2.120958,2.136442,-1.078403,-0.080073,-0.022615,-0.012043,-0.061231
