ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
264849101753521913!,talented-zippy-butterfly,0.000000,-2.027670,0.171187,-1.039640,0.325443,-0.770354,-0.637617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.302246,-0.125146,-0.130908,0.373596
264849101753521913!,talented-zippy-butterfly,0.010000,-2.021555,0.172388,-1.033353,0.325541,-0.769246,-0.638952,1.221881,0.238204,1.256055,0.017701,0.220771,-0.265790,0.234356,-0.110464,-0.110456,0.302390
264849101753521913!,talented-zippy-butterfly,0.020000,-2.004192,0.175938,-1.015484,0.325796,-0.766178,-0.642629,2.249193,0.467589,2.315704,0.028775,0.391372,-0.466615,0.188141,-0.096898,-0.093227,0.252000
264849101753521913!,talented-zippy-butterfly,0.030000,-1.977336,0.181615,-0.987816,0.326015,-0.761590,-0.648060,3.117819,0.660996,3.213038,0.008491,0.524167,-0.615993,0.152890,-0.084569,-0.078085,0.212760
264849101753521913!,talented-zippy-butterfly,0.040000,-1.942462,0.189016,-0.951865,0.325830,-0.755831,-0.654767,3.849971,0.808986,3.969136,-0.053829,0.625662,-0.722233,0.122426,-0.073473,-0.064378,0.178946
264849101753521913!,talented-zippy-butterfly,0.050000,-1.900859,0.197679,-0.908971,0.324801,-0.749193,-0.662352,4.459771,0.911871,4.597178,-0.160272,0.699448,-0.791152,0.093484,-0.063548,-0.051758,0.147419
264849101753521913!,talented-zippy-butterfly,0.060000,-1.853726,0.207175,-0.860398,0.322501,-0.741947,-0.670459,4.957020,0.975572,5.105977,-0.307425,0.747623,-0.827339,0.064725,-0.054710,-0.040078,0.116785
264849101753521913!,talented-zippy-butterfly,0.070000,-1.802171,0.217141,-0.807327,0.318556,-0.734344,-0.678777,5.349869,1.008324,5.502497,-0.488900,0.771886,-0.835075,0.035980,-0.046885,-0.029317,0.086736
264849101753521913!,talented-zippy-butterfly,0.080000,-1.747183,0.227313,-0.750832,0.312659,-0.726613,-0.687047,5.646430,1.018921,5.793405,-0.696901,0.773936,-0.818505,0.007732,-0.040006,-0.019524,0.057595
264849101753521913!,talented-zippy-butterfly,0.090000,-1.689670,0.237512,-0.691922,0.304585,-0.718962,-0.695049,5.855711,1.015558,5.986050,-0.923311,0.755829,-0.781833,-0.019271,-0.034020,-0.010770,0.029959
264849101753521913!,talented-zippy-butterfly,0.100000,-1.630449,0.247637,-0.631533,0.294187,-0.711582,-0.702604,5.987879,1.005217,6.088798,-1.160374,0.720028,-0.729228,-0.044282,-0.028872,-0.003108,0.004450
264849101753521913!,talented-zippy-butterfly,0.110000,-1.570236,0.257650,-0.570518,0.281395,-0.704634,-0.709571,6.054087,0.993415,6.110960,-1.401127,0.669316,-0.664660,-0.066717,-0.024504,0.003442,-0.018442
264849101753521913!,talented-zippy-butterfly,0.120000,-1.509635,0.267564,-0.509636,0.266203,-0.698257,-0.715847,6.065982,0.984163,6.062410,-1.639611,0.606635,-0.591729,-0.086236,-0.020844,0.008910,-0.038441
264849101753521913!,talented-zippy-butterfly,0.130000,-1.449136,0.277423,-0.449549,0.248661,-0.692557,-0.721363,6.035132,0.980087,5.953099,-1.870881,0.534886,-0.513526,-0.102747,-0.017810,0.013369,-0.055499
264849101753521913!,talented-zippy-butterfly,0.140000,-1.389114,0.287293,-0.390822,0.228866,-0.687614,-0.726077,5.972502,0.982639,5.792613,-2.090915,0.456750,-0.432554,-0.116375,-0.015307,0.016927,-0.069768
264849101753521913!,talented-zippy-butterfly,0.150000,-1.329839,0.297246,-0.333925,0.206946,-0.683479,-0.729970,5.888016,0.992335,5.589818,-2.296466,0.374555,-0.350700,-0.127395,-0.013238,0.019709,-0.081546
264849101753521913!,talented-zippy-butterfly,0.160000,-1.271474,0.307306,-0.279224,0.183048,-0.680172,-0.733053,5.790107,1.009065,5.352570,-2.484865,0.290120,-0.269191,-0.136162,-0.011508,0.021845,-0.091205
264849101753521913!,talented-zippy-butterfly,0.170000,-1.214114,0.317542,-0.227027,0.157354,-0.677707,-0.735332,5.686011,1.032066,5.087821,-2.654014,0.204870,-0.188816,-0.143079,-0.010022,0.023463,-0.099174
264849101753521913!,talented-zippy-butterfly,0.180000,-1.157794,0.328016,-0.177582,0.130066,-0.676090,-0.736819,5.581501,1.060187,4.801513,-2.802170,0.119787,-0.109914,-0.148542,-0.008694,0.024679,-0.105876
264849101753521913!,talented-zippy-butterfly,0.190000,-1.102497,0.338779,-0.131079,0.101403,-0.675316,-0.737529,5.480945,1.092015,4.498651,-2.927854,0.035446,-0.032456,-0.152909,-0.007447,0.025587,-0.111703
264849101753521913!,talented-zippy-butterfly,0.200000,-1.048170,0.349867,-0.087666,0.071599,-0.675381,-0.737469,5.387439,1.125932,4.183469,-3.029837,-0.047892,0.043860,-0.156490,-0.006215,0.026267,-0.117003
264849101753521913!,talented-zippy-butterfly,0.210000,-0.994734,0.361298,-0.047452,0.040899,-0.676274,-0.736650,5.302797,1.160316,3.859465,-3.106996,-0.130306,0.119626,-0.159525,-0.004947,0.026775,-0.122048
264849101753521913!,talented-zippy-butterfly,0.220000,-0.942100,0.373072,-0.010511,0.009558,-0.677989,-0.735072,5.227805,1.193526,3.529636,-3.158421,-0.212069,0.195601,-0.162197,-0.003603,0.027153,-0.127056
264849101753521913!,talented-zippy-butterfly,0.230000,-0.890172,0.385177,0.023106,-0.022159,-0.680524,-0.732726,5.162378,1.223927,3.196614,-3.183455,-0.293528,0.272616,-0.164649,-0.002155,0.027429,-0.132194
264849101753521913!,talented-zippy-butterfly,0.240000,-0.838860,0.397583,0.053378,-0.053983,-0.683879,-0.729596,5.105609,1.250089,2.862698,-3.181627,-0.375119,0.351614,-0.166970,-0.000586,0.027621,-0.137560
264849101753521913!,talented-zippy-butterfly,0.250000,-0.788087,0.410242,0.080303,-0.085639,-0.688058,-0.725656,5.055965,1.270807,2.529978,-3.152714,-0.457255,0.433564,-0.169207,0.001106,0.027739,-0.143199
264849101753521913!,talented-zippy-butterfly,0.260000,-0.737792,0.423098,0.103903,-0.116855,-0.693071,-0.720870,5.011451,1.285182,2.200401,-3.096767,-0.540261,0.519426,-0.171374,0.002916,0.027788,-0.149103
264849101753521913!,talented-zippy-butterfly,0.270000,-0.687938,0.436086,0.124216,-0.147358,-0.698927,-0.715193,4.969780,1.292673,1.875823,-3.014118,-0.624313,0.610113,-0.173459,0.004825,0.027771,-0.155222
264849101753521913!,talented-zippy-butterfly,0.280000,-0.638509,0.449135,0.141301,-0.176881,-0.705637,-0.708573,4.928550,1.293137,1.558055,-2.905389,-0.709391,0.706452,-0.175426,0.006809,0.027691,-0.161461
264849101753521913!,talented-zippy-butterfly,0.290000,-0.589515,0.462177,0.155235,-0.205167,-0.713213,-0.700948,4.885410,1.286847,1.248882,-2.771488,-0.795246,0.809161,-0.177222,0.008835,0.027548,-0.167697
264849101753521913!,talented-zippy-butterfly,0.300000,-0.540987,0.475148,0.166113,-0.231965,-0.721659,-0.692249,4.838229,1.274470,0.950082,-2.613604,-0.881376,0.918821,-0.178785,0.010868,0.027347,-0.173783
264849101753521913!,talented-zippy-butterfly,0.310000,-0.492978,0.487994,0.174047,-0.257041,-0.730977,-0.682403,4.785223,1.257026,0.663430,-2.433188,-0.967022,1.035855,-0.180045,0.012868,0.027091,-0.179561
264849101753521913!,talented-zippy-butterfly,0.320000,-0.445555,0.500671,0.179168,-0.280175,-0.741156,-0.671333,4.725065,1.235814,0.390687,-2.231943,-1.051180,1.160510,-0.180933,0.014796,0.026783,-0.184870
264849101753521913!,talented-zippy-butterfly,0.330000,-0.398798,0.513153,0.181622,-0.301164,-0.752177,-0.658961,4.656954,1.212322,0.133586,-2.011794,-1.132626,1.292847,-0.181381,0.016616,0.026428,-0.189556
264849101753521913!,talented-zippy-butterfly,0.340000,-0.352790,0.525427,0.181575,-0.319826,-0.764008,-0.645207,4.580635,1.188119,-0.106193,-1.774871,-1.209949,1.432734,-0.181332,0.018293,0.026028,-0.193484
264849101753521913!,talented-zippy-butterfly,0.350000,-0.307569,0.537425,0.179250,-0.336078,-0.776569,-0.630032,4.496173,1.164720,-0.327291,-1.523485,-1.281674,1.579773,-0.180758,0.019798,0.025591,-0.196558
264849101753521913!,talented-zippy-butterfly,0.360000,-0.263206,0.549159,0.174843,-0.349792,-0.789795,-0.613371,4.404319,1.143592,-0.528288,-1.260014,-1.346219,1.733434,-0.179621,0.021111,0.025114,-0.198691
264849101753521913!,talented-zippy-butterfly,0.370000,-0.219771,0.560660,0.168557,-0.360861,-0.803608,-0.595159,4.306253,1.125999,-0.707887,-0.986954,-1.401976,1.893003,-0.177897,0.022214,0.024596,-0.199831
264849101753521913!,talented-zippy-butterfly,0.380000,-0.177318,0.571973,0.160610,-0.369199,-0.817912,-0.575344,4.203473,1.112930,-0.864978,-0.706895,-1.447371,2.057591,-0.175578,0.023098,0.024032,-0.199955
