ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1129004144709994141!,thoughtful-antique-butterfly,0.000000,-1.006869,-2.042788,-0.591357,-0.086426,-0.237706,-0.439882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041598,-0.105215,0.051831,0.010706,0.032415,-0.198236
1129004144709994141!,thoughtful-antique-butterfly,0.010000,-1.000177,-2.042571,-0.590244,-0.085033,-0.237890,-0.439782,1.336818,0.043933,0.222547,0.277276,-0.036653,0.019826,0.025689,-0.049249,0.005774,0.004532,-0.004798,-0.112104
1129004144709994141!,thoughtful-antique-butterfly,0.020000,-0.983566,-2.041235,-0.587164,-0.080912,-0.238608,-0.439393,1.985019,0.223384,0.394119,0.545085,-0.106825,0.058010,0.018207,-0.025064,-0.013982,0.002223,-0.020722,-0.074212
1129004144709994141!,thoughtful-antique-butterfly,0.030000,-0.961969,-2.037852,-0.582477,-0.074186,-0.240104,-0.438577,2.334224,0.451527,0.544317,0.797439,-0.192338,0.105298,0.014215,-0.014378,-0.022481,0.001595,-0.027512,-0.056666
1129004144709994141!,thoughtful-antique-butterfly,0.040000,-0.937550,-2.032138,-0.576330,-0.065029,-0.242497,-0.437259,2.549932,0.687636,0.686363,1.029843,-0.285429,0.158294,0.011621,-0.009384,-0.026201,0.001718,-0.030416,-0.047607
1129004144709994141!,thoughtful-antique-butterfly,0.050000,-0.911290,-2.024108,-0.568772,-0.053656,-0.245844,-0.435386,2.702270,0.912719,0.826154,1.238838,-0.382772,0.216135,0.009514,-0.006742,-0.027941,0.002207,-0.031707,-0.041965
1129004144709994141!,thoughtful-antique-butterfly,0.060000,-0.883677,-2.013918,-0.559814,-0.040314,-0.250183,-0.432907,2.820301,1.117466,0.965918,1.421765,-0.482924,0.279089,0.007491,-0.005030,-0.028912,0.002913,-0.032377,-0.037586
1129004144709994141!,thoughtful-antique-butterfly,0.070000,-0.854999,-2.001797,-0.549454,-0.025274,-0.255540,-0.429767,2.915512,1.296887,1.105822,1.576641,-0.585155,0.347934,0.005363,-0.003658,-0.029644,0.003791,-0.032865,-0.033572
1129004144709994141!,thoughtful-antique-butterfly,0.080000,-0.825466,-1.988012,-0.537698,-0.008822,-0.261933,-0.425900,2.991913,1.448158,1.244685,1.702199,-0.688950,0.423712,0.003040,-0.002394,-0.030369,0.004841,-0.033371,-0.029576
1129004144709994141!,thoughtful-antique-butterfly,0.090000,-0.795263,-1.972852,-0.524567,0.008744,-0.269378,-0.421231,3.050479,1.569822,1.380364,1.797968,-0.793776,0.507621,0.000472,-0.001168,-0.031187,0.006082,-0.033988,-0.025492
1129004144709994141!,thoughtful-antique-butterfly,0.100000,-0.764572,-1.956617,-0.510108,0.027129,-0.277882,-0.415670,3.091134,1.661559,1.510015,1.864376,-0.898975,0.600978,-0.002371,0.000020,-0.032142,0.007539,-0.034761,-0.021325
1129004144709994141!,thoughtful-antique-butterfly,0.110000,-0.733576,-1.939604,-0.494401,0.046043,-0.287445,-0.409115,3.113663,1.724189,1.630330,1.902859,-1.003695,0.705198,-0.005508,0.001140,-0.033248,0.009242,-0.035714,-0.017122
1129004144709994141!,thoughtful-antique-butterfly,0.120000,-0.702453,-1.922102,-0.477559,0.065213,-0.298052,-0.401453,3.118161,1.759751,1.737761,1.915964,-1.106852,0.821764,-0.008955,0.002150,-0.034506,0.011219,-0.036857,-0.012953
1129004144709994141!,thoughtful-antique-butterfly,0.130000,-0.671370,-1.904384,-0.459731,0.084387,-0.309668,-0.392563,3.105227,1.771552,1.828784,1.907387,-1.207103,0.952206,-0.012717,0.003003,-0.035907,0.013494,-0.038192,-0.008891
1129004144709994141!,thoughtful-antique-butterfly,0.140000,-0.640490,-1.886662,-0.441093,0.103373,-0.322254,-0.382299,3.076102,1.764079,1.900289,1.881893,-1.302756,1.098140,-0.016800,0.003659,-0.037442,0.016087,-0.039717,-0.004998
1129004144709994141!,thoughtful-antique-butterfly,0.150000,-0.609964,-1.869100,-0.421850,0.122034,-0.335755,-0.370498,3.032745,1.742995,1.949835,1.845304,-1.391705,1.261200,-0.021204,0.004084,-0.039097,0.019008,-0.041424,-0.001329
1129004144709994141!,thoughtful-antique-butterfly,0.160000,-0.579922,-1.851795,-0.402228,0.140295,-0.350094,-0.356980,2.977861,1.715013,1.975992,1.804380,-1.471344,1.442963,-0.025917,0.004258,-0.040856,0.022257,-0.043302,0.002076
1129004144709994141!,thoughtful-antique-butterfly,0.170000,-0.550465,-1.834779,-0.382460,0.158152,-0.365164,-0.341549,2.914894,1.687676,1.978666,1.766600,-1.538486,1.644859,-0.030911,0.004170,-0.042700,0.025818,-0.045332,0.005187
1129004144709994141!,thoughtful-antique-butterfly,0.180000,-0.521656,-1.818001,-0.362776,0.175678,-0.380824,-0.323996,2.847985,1.669040,1.959416,1.739852,-1.589274,1.868027,-0.036138,0.003824,-0.044605,0.029654,-0.047488,0.007987
1129004144709994141!,thoughtful-antique-butterfly,0.190000,-0.493516,-1.801330,-0.343380,0.193027,-0.396891,-0.304102,2.781895,1.667247,1.921732,1.732001,-1.619106,2.113135,-0.041526,0.003246,-0.046548,0.033702,-0.049737,0.010472
1129004144709994141!,thoughtful-antique-butterfly,0.200000,-0.466013,-1.784555,-0.324433,0.210428,-0.413132,-0.281642,2.721817,1.689992,1.871197,1.750359,-1.622597,2.380138,-0.046973,0.002483,-0.048499,0.037871,-0.052037,0.012656
1129004144709994141!,thoughtful-antique-butterfly,0.210000,-0.439064,-1.767390,-0.306030,0.228180,-0.429256,-0.256398,2.673036,1.743895,1.815517,1.801061,-1.593606,2.667983,-0.052342,0.001604,-0.050428,0.042039,-0.054338,0.014568
1129004144709994141!,thoughtful-antique-butterfly,0.220000,-0.412533,-1.749494,-0.288179,0.246636,-0.444905,-0.228166,2.640588,1.833797,1.764390,1.888382,-1.525335,2.974279,-0.057464,0.000704,-0.052300,0.046048,-0.056583,0.016252
1129004144709994141!,thoughtful-antique-butterfly,0.230000,-0.386239,-1.730484,-0.270782,0.266180,-0.459651,-0.196776,2.628796,1.962036,1.729144,2.014059,-1.410557,3.294945,-0.062140,-0.000099,-0.054082,0.049714,-0.058706,0.017773
1129004144709994141!,thoughtful-antique-butterfly,0.240000,-0.359964,-1.709969,-0.253622,0.287202,-0.472993,-0.162105,2.640734,2.127760,1.722133,2.176672,-1.241983,3.623879,-0.066148,-0.000665,-0.055738,0.052826,-0.060638,0.019210
1129004144709994141!,thoughtful-antique-butterfly,0.250000,-0.333472,-1.687582,-0.236356,0.310058,-0.484353,-0.124104,2.677699,2.326399,1.755898,2.371213,-1.012792,3.952710,-0.069262,-0.000849,-0.057232,0.055168,-0.062305,0.020656
1129004144709994141!,thoughtful-antique-butterfly,0.260000,-0.306472,-1.663107,-0.218476,0.334956,-0.493082,-0.082885,2.739317,2.549202,1.841593,2.588739,-0.717916,4.270857,-0.071279,-0.000476,-0.058551,0.056532,-0.063654,0.022260
1129004144709994141!,thoughtful-antique-butterfly,0.270000,-0.278757,-1.636341,-0.199424,0.362085,-0.498508,-0.038600,2.821775,2.783912,1.988934,2.816974,-0.353511,4.565442,-0.072026,0.000550,-0.059649,0.056756,-0.064612,0.024075
1129004144709994141!,thoughtful-antique-butterfly,0.280000,-0.250147,-1.607241,-0.178551,0.391477,-0.499929,0.008441,2.919136,3.014932,2.204426,3.040533,0.081416,4.821798,-0.071404,0.002301,-0.060497,0.055740,-0.065131,0.026166
1129004144709994141!,thoughtful-antique-butterfly,0.290000,-0.220529,-1.575954,-0.155157,0.422978,-0.496652,0.057764,3.023294,3.224558,2.490380,3.241986,0.584351,5.024229,-0.069408,0.004792,-0.061075,0.053469,-0.065187,0.028571
1129004144709994141!,thoughtful-antique-butterfly,0.300000,-0.189855,-1.542806,-0.128544,0.456254,-0.488033,0.108737,3.124316,3.394377,2.844469,3.402960,1.148984,5.156855,-0.066137,0.007962,-0.061363,0.050031,-0.064772,0.031284
1129004144709994141!,thoughtful-antique-butterfly,0.310000,-0.158213,-1.508254,-0.098070,0.490842,-0.473501,0.160612,3.210692,3.507104,3.259704,3.505629,1.765374,5.204501,-0.061786,0.011660,-0.061336,0.045611,-0.063893,0.034218
1129004144709994141!,thoughtful-antique-butterfly,0.320000,-0.125822,-1.472929,-0.063185,0.526090,-0.452606,0.212480,3.271259,3.548408,3.724156,3.534217,2.419635,5.154089,-0.056624,0.015704,-0.060977,0.040460,-0.062575,0.037294
1129004144709994141!,thoughtful-antique-butterfly,0.330000,-0.093009,-1.437587,-0.023479,0.561204,-0.425050,0.263311,3.295756,3.508319,4.221746,3.476108,3.094623,4.995508,-0.050954,0.019901,-0.060270,0.034852,-0.060844,0.040441
1129004144709994141!,thoughtful-antique-butterfly,0.340000,-0.060183,-1.403064,0.021284,0.595276,-0.390721,0.311989,3.274816,3.381923,4.733122,3.322472,3.770674,4.722229,-0.045071,0.024051,-0.059177,0.029057,-0.058706,0.043585
1129004144709994141!,thoughtful-antique-butterfly,0.350000,-0.027842,-1.370228,0.071138,0.627321,-0.349714,0.357352,3.200144,3.169771,5.236556,3.068865,4.426407,4.331796,-0.039226,0.027969,-0.057634,0.023304,-0.056132,0.046661
1129004144709994141!,thoughtful-antique-butterfly,0.360000,0.003434,-1.339906,0.125889,0.656341,-0.302340,0.398234,3.065337,2.877735,5.709035,2.715563,5.039665,3.826126,-0.033599,0.031528,-0.055555,0.017750,-0.053062,0.049655
1129004144709994141!,thoughtful-antique-butterfly,0.370000,0.033004,-1.312844,0.185109,0.681364,-0.249136,0.433511,2.865435,2.516236,6.127180,2.267451,5.588310,3.211564,-0.028293,0.034643,-0.052834,0.012477,-0.049399,0.052582
1129004144709994141!,thoughtful-antique-butterfly,0.380000,0.060247,-1.289687,0.248139,0.701468,-0.190862,0.462138,2.596504,2.099201,6.468012,1.733873,6.050890,2.498998,-0.023362,0.037240,-0.049347,0.007529,-0.045025,0.055447
1129004144709994141!,thoughtful-antique-butterfly,0.390000,0.084505,-1.270927,0.314097,0.715851,-0.128484,0.483210,2.256197,1.643286,6.709978,1.128607,6.407642,1.703777,-0.018820,0.039262,-0.044970,0.002917,-0.039820,0.058245
1129004144709994141!,thoughtful-antique-butterfly,0.400000,0.105050,-1.256858,0.381899,0.723888,-0.063146,0.495997,1.844635,1.166947,6.834074,0.469573,6.641550,0.845550,-0.014659,0.040680,-0.039611,-0.001366,-0.033693,0.060978
1129004144709994141!,thoughtful-antique-butterfly,0.410000,0.121156,-1.247580,0.450285,0.725152,0.003855,0.499985,1.364260,0.689459,6.824865,-0.221583,6.739309,-0.051956,-0.010876,0.041447,-0.033223,-0.005314,-0.026599,0.063595
1129004144709994141!,thoughtful-antique-butterfly,0.420000,0.132130,-1.242997,0.517858,0.719454,0.071110,0.494917,0.820653,0.229788,6.671788,-0.920279,6.692553,-0.961595,-0.007471,0.041517,-0.025822,-0.008901,-0.018569,0.065997
1129004144709994141!,thoughtful-antique-butterfly,0.430000,0.137388,-1.242842,0.583156,0.706848,0.137162,0.480819,0.222823,-0.194741,6.370300,-1.600272,6.498841,-1.853906,-0.004455,0.040838,-0.017499,-0.012080,-0.009712,0.068026
1129004144709994141!,thoughtful-antique-butterfly,0.440000,0.136466,-1.246697,0.644706,0.687649,0.200558,0.458014,-0.416773,-0.569195,5.922808,-2.234890,6.162490,-2.698471,-0.001830,0.039356,-0.008422,-0.014794,-0.000223,0.069461
1129004144709994141!,thoughtful-antique-butterfly,0.450000,0.129019,-1.253997,0.701091,0.662441,0.259923,0.427130,-1.082083,-0.881720,5.339403,-2.798584,5.695267,-3.465766,0.000429,0.037039,0.001166,-0.016999,0.009630,0.070044
