ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
3864240840599688!,lush-impartial-bumblebee,0.000000,0.214564,-1.798111,0.000000,-1.798111,0.000000,0.000000,0.000000,0.000000,-0.052834,-0.129058,0.180729
3864240840599688!,lush-impartial-bumblebee,0.010000,0.213601,-1.791515,0.000000,-1.791515,-0.192568,1.319080,0.000000,1.319080,-0.046449,-0.113580,0.158909
3864240840599688!,lush-impartial-bumblebee,0.020000,0.210836,-1.772571,0.000000,-1.772571,-0.360227,2.467539,0.000000,2.467539,-0.040733,-0.099725,0.139377
3864240840599688!,lush-impartial-bumblebee,0.030000,0.206501,-1.742880,0.000000,-1.742880,-0.505590,3.463271,0.000000,3.463271,-0.035620,-0.087332,0.121906
3864240840599688!,lush-impartial-bumblebee,0.040000,0.200808,-1.703883,0.000000,-1.703883,-0.631010,4.322391,0.000000,4.322391,-0.031051,-0.076256,0.106292
3864240840599688!,lush-impartial-bumblebee,0.050000,0.193945,-1.656867,0.000000,-1.656867,-0.738605,5.059412,0.000000,5.059412,-0.026970,-0.066364,0.092348
3864240840599688!,lush-impartial-bumblebee,0.060000,0.186079,-1.602987,0.000000,-1.602987,-0.830282,5.687398,0.000000,5.687398,-0.023330,-0.057540,0.079908
3864240840599688!,lush-impartial-bumblebee,0.070000,0.177362,-1.543278,0.000000,-1.543278,-0.907758,6.218110,0.000000,6.218110,-0.020085,-0.049676,0.068821
3864240840599688!,lush-impartial-bumblebee,0.080000,0.167929,-1.478662,0.000000,-1.478662,-0.972580,6.662132,0.000000,6.662132,-0.017197,-0.042676,0.058953
3864240840599688!,lush-impartial-bumblebee,0.090000,0.157901,-1.409968,0.000000,-1.409968,-1.026136,7.028989,0.000000,7.028989,-0.014630,-0.036453,0.050180
3864240840599688!,lush-impartial-bumblebee,0.100000,0.147385,-1.337934,0.000000,-1.337934,-1.069678,7.327250,0.000000,7.327250,-0.012352,-0.030929,0.042394
3864240840599688!,lush-impartial-bumblebee,0.110000,0.136477,-1.263220,0.000000,-1.263220,-1.104331,7.564624,0.000000,7.564624,-0.010332,-0.026035,0.035494
3864240840599688!,lush-impartial-bumblebee,0.120000,0.125265,-1.186417,0.000000,-1.186417,-1.131108,7.748043,0.000000,7.748043,-0.008546,-0.021705,0.029391
3864240840599688!,lush-impartial-bumblebee,0.130000,0.113826,-1.108056,0.000000,-1.108056,-1.150918,7.883740,0.000000,7.883740,-0.006970,-0.017885,0.024004
3864240840599688!,lush-impartial-bumblebee,0.140000,0.102225,-1.028594,0.000000,-1.028594,-1.164579,7.977319,0.000000,7.977319,-0.005582,-0.014521,0.019262
3864240840599688!,lush-impartial-bumblebee,0.150000,0.090523,-0.948434,0.000000,-0.948434,-1.172826,8.033814,0.000000,8.033814,-0.004363,-0.011566,0.015097
3864240840599688!,lush-impartial-bumblebee,0.160000,0.078770,-0.867928,0.000000,-0.867928,-1.176319,8.057742,0.000000,8.057742,-0.003296,-0.008979,0.011450
3864240840599688!,lush-impartial-bumblebee,0.170000,0.067012,-0.787384,0.000000,-0.787384,-1.175650,8.053154,0.000000,8.053154,-0.002365,-0.006722,0.008268
3864240840599688!,lush-impartial-bumblebee,0.180000,0.055287,-0.707068,0.000000,-0.707068,-1.171347,8.023682,0.000000,8.023682,-0.001555,-0.004759,0.005501
3864240840599688!,lush-impartial-bumblebee,0.190000,0.043629,-0.627214,0.000000,-0.627214,-1.163887,7.972577,0.000000,7.972577,-0.000854,-0.003061,0.003107
3864240840599688!,lush-impartial-bumblebee,0.200000,0.032067,-0.548012,0.000000,-0.548012,-1.153693,7.902750,0.000000,7.902750,-0.000251,-0.001598,0.001045
3864240840599688!,lush-impartial-bumblebee,0.210000,0.020624,-0.469629,0.000000,-0.469629,-1.141145,7.816799,0.000000,7.816799,0.000266,-0.000346,-0.000720
3864240840599688!,lush-impartial-bumblebee,0.220000,0.009322,-0.392210,0.000000,-0.392210,-1.126582,7.717043,0.000000,7.717043,0.000705,0.000719,-0.002221
3864240840599688!,lush-impartial-bumblebee,0.230000,-0.001821,-0.315878,0.000000,-0.315878,-1.110306,7.605550,0.000000,7.605550,0.001075,0.001616,-0.003487
3864240840599688!,lush-impartial-bumblebee,0.240000,-0.012791,-0.240735,0.000000,-0.240735,-1.092585,7.484164,0.000000,7.484164,0.001384,0.002365,-0.004542
