ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
213176951580905555!,great-proficient-bumblebee,0.000000,-2.171843,-1.646685,0.000000,-1.646685,0.000000,0.000000,0.000000,0.000000,-0.064741,-0.035251,0.032360,0.050685
213176951580905555!,great-proficient-bumblebee,0.010000,-2.166998,-1.648159,0.000000,-1.648159,0.969025,-0.294684,0.000000,-0.294684,-0.056235,-0.031104,0.027483,0.044019
213176951580905555!,great-proficient-bumblebee,0.020000,-2.153081,-1.652391,0.000000,-1.652391,1.812708,-0.551251,0.000000,-0.551251,-0.048621,-0.027393,0.023118,0.038052
213176951580905555!,great-proficient-bumblebee,0.030000,-2.131270,-1.659024,0.000000,-1.659024,2.544194,-0.773699,0.000000,-0.773699,-0.041811,-0.024073,0.019213,0.032715
213176951580905555!,great-proficient-bumblebee,0.040000,-2.102622,-1.667736,0.000000,-1.667736,3.175323,-0.965628,0.000000,-0.965628,-0.035724,-0.021105,0.015723,0.027944
213176951580905555!,great-proficient-bumblebee,0.050000,-2.068083,-1.678239,0.000000,-1.678239,3.716755,-1.130280,0.000000,-1.130280,-0.030288,-0.018456,0.012607,0.023684
213176951580905555!,great-proficient-bumblebee,0.060000,-2.028502,-1.690276,0.000000,-1.690276,4.178087,-1.270572,0.000000,-1.270572,-0.025439,-0.016092,0.009826,0.019883
213176951580905555!,great-proficient-bumblebee,0.070000,-1.984638,-1.703615,0.000000,-1.703615,4.567959,-1.389134,0.000000,-1.389134,-0.021117,-0.013985,0.007348,0.016496
213176951580905555!,great-proficient-bumblebee,0.080000,-1.937170,-1.718051,0.000000,-1.718051,4.894147,-1.488329,0.000000,-1.488329,-0.017270,-0.012110,0.005143,0.013482
213176951580905555!,great-proficient-bumblebee,0.090000,-1.886705,-1.733397,0.000000,-1.733397,5.163648,-1.570286,0.000000,-1.570286,-0.013851,-0.010443,0.003182,0.010801
213176951580905555!,great-proficient-bumblebee,0.100000,-1.833788,-1.749490,0.000000,-1.749490,5.382758,-1.636918,0.000000,-1.636918,-0.010815,-0.008963,0.001442,0.008423
213176951580905555!,great-proficient-bumblebee,0.110000,-1.778901,-1.766181,0.000000,-1.766181,5.557138,-1.689947,0.000000,-1.689947,-0.008125,-0.007652,-0.000100,0.006314
213176951580905555!,great-proficient-bumblebee,0.120000,-1.722477,-1.783340,0.000000,-1.783340,5.691882,-1.730923,0.000000,-1.730923,-0.005746,-0.006492,-0.001464,0.004450
213176951580905555!,great-proficient-bumblebee,0.130000,-1.664901,-1.800849,0.000000,-1.800849,5.791567,-1.761238,0.000000,-1.761238,-0.003646,-0.005468,-0.002668,0.002804
213176951580905555!,great-proficient-bumblebee,0.140000,-1.606516,-1.818604,0.000000,-1.818604,5.860308,-1.782142,0.000000,-1.782142,-0.001797,-0.004567,-0.003729,0.001355
213176951580905555!,great-proficient-bumblebee,0.150000,-1.547619,-1.836514,0.000000,-1.836514,5.901803,-1.794761,0.000000,-1.794761,-0.000174,-0.003776,-0.004659,0.000083
213176951580905555!,great-proficient-bumblebee,0.160000,-1.488473,-1.854501,0.000000,-1.854501,5.919372,-1.800104,0.000000,-1.800104,0.001248,-0.003083,-0.005475,-0.001032
213176951580905555!,great-proficient-bumblebee,0.170000,-1.429305,-1.872494,0.000000,-1.872494,5.915992,-1.799076,0.000000,-1.799076,0.002488,-0.002478,-0.006186,-0.002004
213176951580905555!,great-proficient-bumblebee,0.180000,-1.370307,-1.890436,0.000000,-1.890436,5.894334,-1.792490,0.000000,-1.792490,0.003567,-0.001952,-0.006804,-0.002849
213176951580905555!,great-proficient-bumblebee,0.190000,-1.311647,-1.908275,0.000000,-1.908275,5.856786,-1.781071,0.000000,-1.781071,0.004500,-0.001497,-0.007339,-0.003580
213176951580905555!,great-proficient-bumblebee,0.200000,-1.253467,-1.925967,0.000000,-1.925967,5.805485,-1.765471,0.000000,-1.765471,0.005304,-0.001106,-0.007800,-0.004210
213176951580905555!,great-proficient-bumblebee,0.210000,-1.195892,-1.943476,0.000000,-1.943476,5.742341,-1.746268,0.000000,-1.746268,0.005992,-0.000770,-0.008194,-0.004749
213176951580905555!,great-proficient-bumblebee,0.220000,-1.139029,-1.960768,0.000000,-1.960768,5.669058,-1.723983,0.000000,-1.723983,0.006577,-0.000485,-0.008530,-0.005208
213176951580905555!,great-proficient-bumblebee,0.230000,-1.082969,-1.977816,0.000000,-1.977816,5.587157,-1.699076,0.000000,-1.699076,0.007069,-0.000245,-0.008812,-0.005594
213176951580905555!,great-proficient-bumblebee,0.240000,-1.027790,-1.994596,0.000000,-1.994596,5.497992,-1.671961,0.000000,-1.671961,0.007481,-0.000044,-0.009048,-0.005916
213176951580905555!,great-proficient-bumblebee,0.250000,-0.973557,-2.011089,0.000000,-2.011089,5.402770,-1.643003,0.000000,-1.643003,0.007819,0.000120,-0.009242,-0.006181
213176951580905555!,great-proficient-bumblebee,0.260000,-0.920321,-2.027278,0.000000,-2.027278,5.302565,-1.612531,0.000000,-1.612531,0.008092,0.000254,-0.009399,-0.006396
213176951580905555!,great-proficient-bumblebee,0.270000,-0.868128,-2.043150,0.000000,-2.043150,5.198328,-1.580832,0.000000,-1.580832,0.008309,0.000359,-0.009523,-0.006565
213176951580905555!,great-proficient-bumblebee,0.280000,-0.817011,-2.058695,0.000000,-2.058695,5.090904,-1.548164,0.000000,-1.548164,0.008474,0.000440,-0.009618,-0.006695
213176951580905555!,great-proficient-bumblebee,0.290000,-0.766998,-2.073904,0.000000,-2.073904,4.981041,-1.514754,0.000000,-1.514754,0.008595,0.000499,-0.009687,-0.006789
213176951580905555!,great-proficient-bumblebee,0.300000,-0.718108,-2.088772,0.000000,-2.088772,4.869399,-1.480803,0.000000,-1.480803,0.008676,0.000538,-0.009733,-0.006853
213176951580905555!,great-proficient-bumblebee,0.310000,-0.670355,-2.103294,0.000000,-2.103294,4.756561,-1.446489,0.000000,-1.446489,0.008722,0.000561,-0.009760,-0.006889
213176951580905555!,great-proficient-bumblebee,0.320000,-0.623746,-2.117468,0.000000,-2.117468,4.643039,-1.411966,0.000000,-1.411966,0.008738,0.000569,-0.009769,-0.006902
213176951580905555!,great-proficient-bumblebee,0.330000,-0.578279,-2.131295,0.000000,-2.131295,4.529283,-1.377373,0.000000,-1.377373,0.008728,0.000564,-0.009763,-0.006894
213176951580905555!,great-proficient-bumblebee,0.340000,-0.533953,-2.144774,0.000000,-2.144774,4.415683,-1.342826,0.000000,-1.342826,0.008694,0.000547,-0.009744,-0.006867
213176951580905555!,great-proficient-bumblebee,0.350000,-0.490763,-2.157908,0.000000,-2.157908,4.302580,-1.308431,0.000000,-1.308431,0.008640,0.000521,-0.009713,-0.006825
213176951580905555!,great-proficient-bumblebee,0.360000,-0.448702,-2.170699,0.000000,-2.170699,4.190271,-1.274278,0.000000,-1.274278,0.008569,0.000486,-0.009672,-0.006769
213176951580905555!,great-proficient-bumblebee,0.370000,-0.407758,-2.183151,0.000000,-2.183151,4.079010,-1.240443,0.000000,-1.240443,0.008483,0.000444,-0.009623,-0.006702
213176951580905555!,great-proficient-bumblebee,0.380000,-0.367920,-2.195266,0.000000,-2.195266,3.969017,-1.206993,0.000000,-1.206993,0.008384,0.000396,-0.009566,-0.006624
213176951580905555!,great-proficient-bumblebee,0.390000,-0.329172,-2.207049,0.000000,-2.207049,3.860479,-1.173987,0.000000,-1.173987,0.008275,0.000343,-0.009503,-0.006538
213176951580905555!,great-proficient-bumblebee,0.400000,-0.291498,-2.218506,0.000000,-2.218506,3.753556,-1.141471,0.000000,-1.141471,0.008156,0.000285,-0.009435,-0.006446
213176951580905555!,great-proficient-bumblebee,0.410000,-0.254881,-2.229641,0.000000,-2.229641,3.648381,-1.109487,0.000000,-1.109487,0.008030,0.000223,-0.009363,-0.006347
213176951580905555!,great-proficient-bumblebee,0.420000,-0.219303,-2.240461,0.000000,-2.240461,3.545065,-1.078068,0.000000,-1.078068,0.007898,0.000159,-0.009287,-0.006243
213176951580905555!,great-proficient-bumblebee,0.430000,-0.184742,-2.250971,0.000000,-2.250971,3.443698,-1.047242,0.000000,-1.047242,0.007760,0.000092,-0.009208,-0.006135
213176951580905555!,great-proficient-bumblebee,0.440000,-0.151180,-2.261177,0.000000,-2.261177,3.344353,-1.017031,0.000000,-1.017031,0.007619,0.000023,-0.009127,-0.006025
213176951580905555!,great-proficient-bumblebee,0.450000,-0.118595,-2.271086,0.000000,-2.271086,3.247088,-0.987452,0.000000,-0.987452,0.007475,-0.000047,-0.009045,-0.005912
213176951580905555!,great-proficient-bumblebee,0.460000,-0.086966,-2.280705,0.000000,-2.280705,3.151946,-0.958519,0.000000,-0.958519,0.007329,-0.000118,-0.008961,-0.005797
213176951580905555!,great-proficient-bumblebee,0.470000,-0.056271,-2.290039,0.000000,-2.290039,3.058958,-0.930241,0.000000,-0.930241,0.007181,-0.000190,-0.008876,-0.005682
213176951580905555!,great-proficient-bumblebee,0.480000,-0.026488,-2.299096,0.000000,-2.299096,2.968145,-0.902624,0.000000,-0.902624,0.007033,-0.000263,-0.008791,-0.005565
213176951580905555!,great-proficient-bumblebee,0.490000,0.002404,-2.307883,0.000000,-2.307883,2.879516,-0.875672,0.000000,-0.875672,0.006885,-0.000335,-0.008706,-0.005449
213176951580905555!,great-proficient-bumblebee,0.500000,0.030429,-2.316405,0.000000,-2.316405,2.793075,-0.849385,0.000000,-0.849385,0.006737,-0.000407,-0.008621,-0.005333
213176951580905555!,great-proficient-bumblebee,0.510000,0.057606,-2.324670,0.000000,-2.324670,2.708816,-0.823761,0.000000,-0.823761,0.006589,-0.000479,-0.008537,-0.005218
213176951580905555!,great-proficient-bumblebee,0.520000,0.083959,-2.332684,0.000000,-2.332684,2.626728,-0.798798,0.000000,-0.798798,0.006443,-0.000550,-0.008453,-0.005103
213176951580905555!,great-proficient-bumblebee,0.530000,0.109510,-2.340454,0.000000,-2.340454,2.546795,-0.774490,0.000000,-0.774490,0.006298,-0.000621,-0.008370,-0.004990
213176951580905555!,great-proficient-bumblebee,0.540000,0.134279,-2.347986,0.000000,-2.347986,2.468995,-0.750831,0.000000,-0.750831,0.006155,-0.000691,-0.008288,-0.004877
213176951580905555!,great-proficient-bumblebee,0.550000,0.158287,-2.355287,0.000000,-2.355287,2.393302,-0.727812,0.000000,-0.727812,0.006014,-0.000759,-0.008207,-0.004767
213176951580905555!,great-proficient-bumblebee,0.560000,0.181556,-2.362363,0.000000,-2.362363,2.319689,-0.705426,0.000000,-0.705426,0.005875,-0.000827,-0.008128,-0.004658
213176951580905555!,great-proficient-bumblebee,0.570000,0.204107,-2.369221,0.000000,-2.369221,2.248122,-0.683663,0.000000,-0.683663,0.005739,-0.000894,-0.008049,-0.004551
213176951580905555!,great-proficient-bumblebee,0.580000,0.225959,-2.375866,0.000000,-2.375866,2.178569,-0.662511,0.000000,-0.662511,0.005605,-0.000959,-0.007972,-0.004446
213176951580905555!,great-proficient-bumblebee,0.590000,0.247132,-2.382305,0.000000,-2.382305,2.110991,-0.641961,0.000000,-0.641961,0.005473,-0.001023,-0.007897,-0.004343
213176951580905555!,great-proficient-bumblebee,0.600000,0.267647,-2.388544,0.000000,-2.388544,2.045353,-0.622000,0.000000,-0.622000,0.005344,-0.001086,-0.007823,-0.004242
213176951580905555!,great-proficient-bumblebee,0.610000,0.287521,-2.394588,0.000000,-2.394588,1.981613,-0.602616,0.000000,-0.602616,0.005218,-0.001147,-0.007751,-0.004143
213176951580905555!,great-proficient-bumblebee,0.620000,0.306774,-2.400443,0.000000,-2.400443,1.919733,-0.583798,0.000000,-0.583798,0.005095,-0.001208,-0.007680,-0.004046
213176951580905555!,great-proficient-bumblebee,0.630000,0.325424,-2.406114,0.000000,-2.406114,1.859670,-0.565533,0.000000,-0.565533,0.004974,-0.001266,-0.007611,-0.003952
213176951580905555!,great-proficient-bumblebee,0.640000,0.343489,-2.411608,0.000000,-2.411608,1.801384,-0.547808,0.000000,-0.547808,0.004856,-0.001324,-0.007543,-0.003859
213176951580905555!,great-proficient-bumblebee,0.650000,0.360986,-2.416929,0.000000,-2.416929,1.744833,-0.530610,0.000000,-0.530610,0.004741,-0.001380,-0.007478,-0.003769
213176951580905555!,great-proficient-bumblebee,0.660000,0.377932,-2.422082,0.000000,-2.422082,1.689974,-0.513928,0.000000,-0.513928,0.004629,-0.001434,-0.007413,-0.003682
213176951580905555!,great-proficient-bumblebee,0.670000,0.394344,-2.427073,0.000000,-2.427073,1.636765,-0.497747,0.000000,-0.497747,0.004520,-0.001487,-0.007351,-0.003596
213176951580905555!,great-proficient-bumblebee,0.680000,0.410238,-2.431906,0.000000,-2.431906,1.585165,-0.482055,0.000000,-0.482055,0.004414,-0.001539,-0.007290,-0.003513
213176951580905555!,great-proficient-bumblebee,0.690000,0.425630,-2.436587,0.000000,-2.436587,1.535131,-0.466839,0.000000,-0.466839,0.004310,-0.001590,-0.007230,-0.003432
213176951580905555!,great-proficient-bumblebee,0.700000,0.440535,-2.441120,0.000000,-2.441120,1.486623,-0.452088,0.000000,-0.452088,0.004210,-0.001639,-0.007173,-0.003353
213176951580905555!,great-proficient-bumblebee,0.710000,0.454968,-2.445509,0.000000,-2.445509,1.439599,-0.437788,0.000000,-0.437788,0.004112,-0.001687,-0.007117,-0.003276
213176951580905555!,great-proficient-bumblebee,0.720000,0.468944,-2.449759,0.000000,-2.449759,1.394019,-0.423927,0.000000,-0.423927,0.004016,-0.001733,-0.007062,-0.003201
213176951580905555!,great-proficient-bumblebee,0.730000,0.482476,-2.453874,0.000000,-2.453874,1.349843,-0.410493,0.000000,-0.410493,0.003924,-0.001778,-0.007009,-0.003129
213176951580905555!,great-proficient-bumblebee,0.740000,0.495579,-2.457859,0.000000,-2.457859,1.307033,-0.397474,0.000000,-0.397474,0.003834,-0.001822,-0.006957,-0.003058
213176951580905555!,great-proficient-bumblebee,0.750000,0.508265,-2.461717,0.000000,-2.461717,1.265548,-0.384858,0.000000,-0.384858,0.003746,-0.001865,-0.006907,-0.002990
213176951580905555!,great-proficient-bumblebee,0.760000,0.520548,-2.465452,0.000000,-2.465452,1.225352,-0.372634,0.000000,-0.372634,0.003661,-0.001906,-0.006858,-0.002923
213176951580905555!,great-proficient-bumblebee,0.770000,0.532440,-2.469069,0.000000,-2.469069,1.186408,-0.360791,0.000000,-0.360791,0.003579,-0.001946,-0.006811,-0.002858
213176951580905555!,great-proficient-bumblebee,0.780000,0.543954,-2.472570,0.000000,-2.472570,1.148679,-0.349318,0.000000,-0.349318,0.003499,-0.001985,-0.006765,-0.002796
213176951580905555!,great-proficient-bumblebee,0.790000,0.555101,-2.475960,0.000000,-2.475960,1.112130,-0.338203,0.000000,-0.338203,0.003421,-0.002023,-0.006721,-0.002735
213176951580905555!,great-proficient-bumblebee,0.800000,0.565892,-2.479241,0.000000,-2.479241,1.076725,-0.327436,0.000000,-0.327436,0.003346,-0.002060,-0.006677,-0.002676
213176951580905555!,great-proficient-bumblebee,0.810000,0.576340,-2.482419,0.000000,-2.482419,1.042431,-0.317007,0.000000,-0.317007,0.003273,-0.002096,-0.006635,-0.002618
213176951580905555!,great-proficient-bumblebee,0.820000,0.586454,-2.485494,0.000000,-2.485494,1.009215,-0.306906,0.000000,-0.306906,0.003202,-0.002130,-0.006595,-0.002563
213176951580905555!,great-proficient-bumblebee,0.830000,0.596246,-2.488472,0.000000,-2.488472,0.977045,-0.297123,0.000000,-0.297123,0.003133,-0.002164,-0.006555,-0.002509
