ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1080970517856314414!,thoughtful-antique-butterfly,0.000000,0.214564,-1.798111,0.258529,0.201406,-0.161047,0.473354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.032331,0.066223,-0.041143,-0.001227,-0.029635,0.124225
1080970517856314414!,thoughtful-antique-butterfly,0.010000,0.211113,-1.796866,0.259491,0.202549,-0.160761,0.473451,-0.689226,0.249301,0.191691,0.227986,0.057260,0.019443,-0.045852,0.037857,-0.030487,0.018008,-0.024564,0.091276
1080970517856314414!,thoughtful-antique-butterfly,0.020000,0.202601,-1.793072,0.262461,0.206032,-0.159813,0.473772,-1.012815,0.510706,0.400962,0.468373,0.132288,0.044623,-0.051395,0.026060,-0.025882,0.025924,-0.022267,0.077628
1080970517856314414!,thoughtful-antique-butterfly,0.030000,0.191617,-1.786610,0.267532,0.211949,-0.158077,0.474354,-1.184129,0.782652,0.611033,0.714463,0.214639,0.071528,-0.053383,0.021419,-0.023777,0.028861,-0.021046,0.072294
1080970517856314414!,thoughtful-antique-butterfly,0.040000,0.179218,-1.777371,0.274671,0.220350,-0.155503,0.475204,-1.295876,1.064792,0.812749,0.964040,0.299713,0.098076,-0.053755,0.019799,-0.022611,0.029601,-0.020152,0.070449
1080970517856314414!,thoughtful-antique-butterfly,0.050000,0.165800,-1.765248,0.283766,0.231270,-0.152071,0.476313,-1.387629,1.357683,1.000330,1.216589,0.385522,0.123084,-0.053333,0.019378,-0.021691,0.029347,-0.019251,0.069942
1080970517856314414!,thoughtful-antique-butterfly,0.060000,0.151483,-1.750126,0.294656,0.244742,-0.147778,0.477663,-1.475672,1.661800,1.169379,1.471962,0.471209,0.145782,-0.052447,0.019341,-0.020702,0.028615,-0.018187,0.069777
1080970517856314414!,thoughtful-antique-butterfly,0.070000,0.136271,-1.731892,0.307138,0.260796,-0.142627,0.479226,-1.565966,1.976856,1.316040,1.729733,0.556410,0.165598,-0.051215,0.019309,-0.019496,0.027619,-0.016886,0.069459
1080970517856314414!,thoughtful-antique-butterfly,0.080000,0.120139,-1.710438,0.320970,0.279453,-0.136621,0.480973,-1.659805,2.301387,1.436676,1.988872,0.640973,0.182069,-0.049666,0.019093,-0.018002,0.026450,-0.015315,0.068713
1080970517856314414!,thoughtful-antique-butterfly,0.090000,0.103056,-1.685681,0.335875,0.300721,-0.129767,0.482867,-1.756326,2.632494,1.527823,2.247570,0.724837,0.194795,-0.047797,0.018594,-0.016192,0.025144,-0.013464,0.067368
1080970517856314414!,thoughtful-antique-butterfly,0.100000,0.085010,-1.657574,0.351542,0.324586,-0.122071,0.484870,-1.853659,2.965715,1.586272,2.503164,0.807976,0.203416,-0.045602,0.017755,-0.014065,0.023722,-0.011346,0.065316
1080970517856314414!,thoughtful-antique-butterfly,0.110000,0.066011,-1.626124,0.367628,0.351002,-0.113538,0.486938,-1.949518,3.295031,1.609232,2.752132,0.890367,0.207605,-0.043086,0.016548,-0.011644,0.022206,-0.008992,0.062493
1080970517856314414!,thoughtful-antique-butterfly,0.120000,0.046094,-1.591407,0.383765,0.379882,-0.104177,0.489027,-2.041572,3.613008,1.594516,2.990165,0.971978,0.207059,-0.040276,0.014974,-0.008974,0.020619,-0.006452,0.058886
1080970517856314414!,thoughtful-antique-butterfly,0.130000,0.025301,-1.553631,0.399541,0.411043,-0.094011,0.491082,-2.128122,3.911168,1.540730,3.212309,1.052464,0.201481,-0.037230,0.013036,-0.006120,0.019010,-0.003794,0.054514
1080970517856314414!,thoughtful-antique-butterfly,0.140000,0.003691,-1.513049,0.414559,0.444293,-0.083057,0.493053,-2.207326,4.180363,1.447421,3.413190,1.131649,0.190632,-0.034017,0.010793,-0.003170,0.017412,-0.001100,0.049484
1080970517856314414!,thoughtful-antique-butterfly,0.150000,-0.018666,-1.469996,0.428431,0.479389,-0.071329,0.494886,-2.278004,4.411350,1.315178,3.587244,1.209349,0.174305,-0.030723,0.008329,-0.000228,0.015863,0.001535,0.043958
1080970517856314414!,thoughtful-antique-butterfly,0.160000,-0.041689,-1.424893,0.440779,0.516041,-0.058840,0.496526,-2.339767,4.595379,1.145664,3.728987,1.285371,0.152321,-0.027447,0.005741,0.002599,0.014403,0.004019,0.038133
1080970517856314414!,thoughtful-antique-butterfly,0.170000,-0.065298,-1.378239,0.451248,0.553905,-0.045608,0.497916,-2.393069,4.724753,0.941563,3.833262,1.359491,0.124526,-0.024295,0.003137,0.005210,0.013068,0.006264,0.032232
1080970517856314414!,thoughtful-antique-butterfly,0.180000,-0.089416,-1.330605,0.459513,0.592590,-0.031650,0.498997,-2.439167,4.793274,0.706446,3.895437,1.431432,0.090791,-0.021364,0.000622,0.007511,0.011894,0.008194,0.026476
1080970517856314414!,thoughtful-antique-butterfly,0.190000,-0.113980,-1.282615,0.465288,0.631660,-0.016987,0.499711,-2.479969,4.796538,0.444607,3.911549,1.500834,0.051019,-0.018743,-0.001713,0.009427,0.010908,0.009747,0.021065
1080970517856314414!,thoughtful-antique-butterfly,0.200000,-0.138947,-1.234930,0.468332,0.670644,-0.001646,0.499997,-2.517805,4.732037,0.160881,3.878378,1.567228,0.005159,-0.016502,-0.003795,0.010901,0.010134,0.010878,0.016158
1080970517856314414!,thoughtful-antique-butterfly,0.210000,-0.164296,-1.188233,0.468450,0.709037,0.014339,0.499794,-2.554938,4.599099,-0.139399,3.793509,1.630099,-0.046766,-0.014690,-0.005565,0.011891,0.009585,0.011554,0.011879
1080970517856314414!,thoughtful-antique-butterfly,0.220000,-0.190027,-1.143198,0.465507,0.746319,0.030934,0.499042,-2.594057,4.398785,-0.450860,3.655241,1.688566,-0.104668,-0.013339,-0.007014,0.012379,0.009280,0.011759,0.008262
1080970517856314414!,thoughtful-antique-butterfly,0.230000,-0.216162,-1.100493,0.459419,0.781949,0.048090,0.497682,-2.636687,4.133571,-0.767587,3.462777,1.741837,-0.168310,-0.012451,-0.008122,0.012351,0.009215,0.011481,0.005336
1080970517856314414!,thoughtful-antique-butterfly,0.240000,-0.242740,-1.060749,0.450164,0.815387,0.065751,0.495658,-2.684066,3.807308,-1.083517,3.216185,1.788856,-0.237299,-0.012009,-0.008898,0.011810,0.009381,0.010722,0.003070
1080970517856314414!,thoughtful-antique-butterfly,0.250000,-0.269805,-1.024554,0.437782,0.846093,0.083850,0.492919,-2.736599,3.425091,-1.392283,2.916593,1.828432,-0.311032,-0.011970,-0.009359,0.010767,0.009758,0.009491,0.001405
1080970517856314414!,thoughtful-antique-butterfly,0.260000,-0.297408,-0.992438,0.422377,0.873550,0.102305,0.489422,-2.793819,2.993291,-1.687196,2.566423,1.859281,-0.388651,-0.012260,-0.009518,0.009251,0.010298,0.007814,0.000264
1080970517856314414!,thoughtful-antique-butterfly,0.270000,-0.325599,-0.964858,0.404123,0.897266,0.121022,0.485133,-2.854340,2.519674,-1.961253,2.169695,1.880141,-0.469021,-0.012771,-0.009382,0.007307,0.010928,0.005740,-0.000433
1080970517856314414!,thoughtful-antique-butterfly,0.280000,-0.354418,-0.942182,0.383264,0.916803,0.139889,0.480032,-2.916024,2.013506,-2.207286,1.732265,1.889922,-0.550754,-0.013354,-0.008946,0.005001,0.011538,0.003343,-0.000763
1080970517856314414!,thoughtful-antique-butterfly,0.290000,-0.383863,-0.924681,0.360116,0.931793,0.158793,0.474115,-2.976705,1.485660,-2.418417,1.261927,1.887605,-0.632204,-0.013827,-0.008216,0.002434,0.011995,0.000731,-0.000836
1080970517856314414!,thoughtful-antique-butterfly,0.300000,-0.413908,-0.912513,0.335060,0.941954,0.177606,0.467393,-3.034030,0.948527,-2.588301,0.768509,1.872414,-0.711505,-0.013970,-0.007194,-0.000266,0.012138,-0.001957,-0.000761
1080970517856314414!,thoughtful-antique-butterfly,0.310000,-0.444517,-0.905697,0.308536,0.947115,0.196198,0.459898,-3.085614,0.415741,-2.711516,0.263693,1.844024,-0.786682,-0.013547,-0.005870,-0.002947,0.011783,-0.004556,-0.000631
1080970517856314414!,thoughtful-antique-butterfly,0.320000,-0.475616,-0.904119,0.281029,0.947228,0.214435,0.451683,-3.129951,-0.097974,-2.784222,-0.239273,1.802288,-0.855631,-0.012326,-0.004264,-0.005439,0.010759,-0.006885,-0.000572
1080970517856314414!,thoughtful-antique-butterfly,0.330000,-0.507124,-0.907515,0.253056,0.942384,0.232187,0.442820,-3.166136,-0.577467,-2.804468,-0.726088,1.747429,-0.916242,-0.010105,-0.002403,-0.007572,0.008918,-0.008763,-0.000697
1080970517856314414!,thoughtful-antique-butterfly,0.340000,-0.538952,-0.915469,0.225143,0.932816,0.249326,0.433401,-3.194059,-1.007820,-2.772541,-1.182079,1.680012,-0.966473,-0.006748,-0.000334,-0.009191,0.006166,-0.010036,-0.001109
1080970517856314414!,thoughtful-antique-butterfly,0.350000,-0.571019,-0.927421,0.197799,0.918905,0.265731,0.423541,-3.214248,-1.375278,-2.691081,-1.593127,1.601080,-1.004523,-0.002211,0.001880,-0.010180,0.002481,-0.010591,-0.001881
