ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1468094152314500612!,thoughtful-steel-butterfly,0.000000,-2.093386,0.544944,-0.103094,0.741765,0.276643,0.416496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050184,0.110325,-0.145162
1468094152314500612!,thoughtful-steel-butterfly,0.010000,-2.091600,0.544268,-0.101389,0.741901,0.277653,0.415823,0.356211,-0.135242,0.340112,0.026882,0.201335,-0.134436,0.070881,0.094291,-0.131334
1468094152314500612!,thoughtful-steel-butterfly,0.020000,-2.086355,0.542673,-0.096344,0.742309,0.280618,0.413828,0.691670,-0.184251,0.667807,0.053618,0.390400,-0.264731,0.078575,0.086341,-0.123444
1468094152314500612!,thoughtful-steel-butterfly,0.030000,-2.077830,0.540767,-0.088077,0.742961,0.285412,0.410536,1.011192,-0.198082,0.983456,0.074857,0.566371,-0.393751,0.080623,0.081829,-0.117981
1468094152314500612!,thoughtful-steel-butterfly,0.040000,-2.066171,0.538791,-0.076704,0.743783,0.291899,0.405949,1.316775,-0.199079,1.287296,0.087020,0.727859,-0.523369,0.080315,0.078688,-0.113401
1468094152314500612!,thoughtful-steel-butterfly,0.050000,-2.051510,0.536824,-0.062339,0.744672,0.299929,0.400053,1.609151,-0.196761,1.579450,0.087494,0.873349,-0.654769,0.079129,0.075992,-0.109027
1468094152314500612!,thoughtful-steel-butterfly,0.060000,-2.033976,0.534883,-0.045097,0.745500,0.309334,0.392826,1.888446,-0.194866,1.859945,0.074271,1.001395,-0.788556,0.077723,0.073331,-0.104575
1468094152314500612!,thoughtful-steel-butterfly,0.070000,-2.013700,0.532959,-0.025092,0.746122,0.319934,0.384242,2.154477,-0.194580,2.128716,0.045751,1.110724,-0.924829,0.076396,0.070524,-0.099937
1468094152314500612!,thoughtful-steel-butterfly,0.080000,-1.990827,0.531034,-0.002454,0.746378,0.331530,0.374283,2.406917,-0.196001,2.385617,0.000673,1.200325,-1.063216,0.075283,0.067494,-0.095087
1468094152314500612!,thoughtful-steel-butterfly,0.090000,-1.965535,0.529084,0.022657,0.746094,0.343903,0.362948,2.645380,-0.198830,2.630434,-0.061905,1.269545,-1.202929,0.074455,0.064206,-0.090035
1468094152314500612!,thoughtful-steel-butterfly,0.100000,-1.937950,0.527098,0.050134,0.745092,0.356854,0.350221,2.869350,-0.202448,2.862815,-0.142849,1.317912,-1.342872,0.073925,0.060664,-0.084817
1468094152314500612!,thoughtful-steel-butterfly,0.110000,-1.908208,0.525069,0.079863,0.743184,0.370182,0.336103,3.078292,-0.206314,3.082305,-0.242897,1.345286,-1.481691,0.073700,0.056875,-0.079473
1468094152314500612!,thoughtful-steel-butterfly,0.120000,-1.876454,0.523002,0.111720,0.740177,0.383680,0.320609,3.271656,-0.209875,3.288341,-0.362621,1.351872,-1.617818,0.073779,0.052857,-0.074048
1468094152314500612!,thoughtful-steel-butterfly,0.130000,-1.842845,0.520912,0.145569,0.735875,0.397142,0.303774,3.448895,-0.212674,3.480225,-0.502473,1.338235,-1.749554,0.074157,0.048628,-0.068592
1468094152314500612!,thoughtful-steel-butterfly,0.140000,-1.807542,0.518802,0.181268,0.730072,0.410371,0.285649,3.609452,-0.214432,3.657086,-0.662841,1.305288,-1.875213,0.074844,0.044198,-0.063139
1468094152314500612!,thoughtful-steel-butterfly,0.150000,-1.770715,0.516687,0.218661,0.722561,0.423182,0.266303,3.752756,-0.214847,3.817863,-0.843978,1.254256,-1.993134,0.075837,0.039585,-0.057730
1468094152314500612!,thoughtful-steel-butterfly,0.160000,-1.732539,0.514583,0.257581,0.713134,0.435398,0.245822,3.878229,-0.213653,3.961272,-1.046007,1.186645,-2.101781,0.077135,0.034808,-0.052399
1468094152314500612!,thoughtful-steel-butterfly,0.170000,-1.693194,0.512510,0.297849,0.701583,0.446864,0.224305,3.985298,-0.210587,4.085796,-1.268886,1.104194,-2.199798,0.078730,0.029886,-0.047176
1468094152314500612!,thoughtful-steel-butterfly,0.180000,-1.652868,0.510492,0.339266,0.687699,0.457439,0.201864,4.073410,-0.205353,4.189673,-1.512357,1.008820,-2.286060,0.080611,0.024844,-0.042087
1468094152314500612!,thoughtful-steel-butterfly,0.190000,-1.611765,0.508528,0.381602,0.671279,0.467004,0.178626,4.142055,-0.197632,4.270909,-1.775835,0.902587,-2.359740,0.082767,0.019702,-0.037148
1468094152314500612!,thoughtful-steel-butterfly,0.200000,-1.570085,0.506640,0.424617,0.652127,0.475460,0.154719,4.190803,-0.186928,4.327306,-2.058448,0.787578,-2.420265,0.085171,0.014495,-0.032379
1468094152314500612!,thoughtful-steel-butterfly,0.210000,-1.528022,0.504866,0.468056,0.630060,0.482730,0.130275,4.219376,-0.172623,4.356502,-2.358960,0.665860,-2.467324,0.087782,0.009261,-0.027796
1468094152314500612!,thoughtful-steel-butterfly,0.220000,-1.485777,0.503251,0.511638,0.604905,0.488758,0.105429,4.227701,-0.153989,4.356037,-2.675697,0.539455,-2.500871,0.090559,0.004041,-0.023409
1468094152314500612!,thoughtful-steel-butterfly,0.230000,-1.443548,0.501847,0.555058,0.576510,0.493508,0.080313,4.215965,-0.130177,4.323418,-3.006511,0.410281,-2.521113,0.093452,-0.001125,-0.019224
1468094152314500612!,thoughtful-steel-butterfly,0.240000,-1.401533,0.500716,0.597983,0.544746,0.496959,0.055058,4.184673,-0.100217,4.256207,-3.348742,0.280130,-2.528471,0.096402,-0.006193,-0.015244
