ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
675334632376732962!,thoughtful-antique-butterfly,0.000000,0.955959,-1.010319,-0.921171,-0.320112,-0.496906,-0.055538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.074502,-0.250995,0.027616,0.154040,-0.027078,-0.382244
675334632376732962!,thoughtful-antique-butterfly,0.010000,0.959651,-0.995092,-0.922093,-0.317566,-0.497049,-0.054246,0.730013,3.044156,-0.183139,0.507988,-0.028133,0.257782,-0.039965,-0.115696,-0.009186,0.078699,-0.036199,-0.187047
675334632376732962!,thoughtful-antique-butterfly,0.020000,0.967946,-0.957518,-0.924576,-0.310710,-0.497407,-0.050851,0.921082,4.469981,-0.311796,0.862653,-0.043022,0.420830,-0.023995,-0.054845,-0.024525,0.044307,-0.038987,-0.098771
675334632376732962!,thoughtful-antique-butterfly,0.030000,0.976952,-0.909335,-0.928184,-0.300684,-0.497874,-0.046061,0.877503,5.162186,-0.407297,1.140639,-0.049601,0.536137,-0.016294,-0.027003,-0.030162,0.028062,-0.038770,-0.057736
675334632376732962!,thoughtful-antique-butterfly,0.040000,0.985059,-0.855950,-0.932631,-0.288089,-0.498377,-0.040251,0.745520,5.509468,-0.478789,1.374928,-0.050426,0.624363,-0.012347,-0.013974,-0.031538,0.020005,-0.037301,-0.037925
675334632376732962!,thoughtful-antique-butterfly,0.050000,0.991714,-0.799943,-0.937698,-0.273283,-0.498867,-0.033643,0.590417,5.687374,-0.530533,1.580780,-0.046877,0.695107,-0.010134,-0.007643,-0.031096,0.015693,-0.035386,-0.027758
675334632376732962!,thoughtful-antique-butterfly,0.060000,0.996832,-0.742608,-0.943197,-0.256515,-0.499303,-0.026389,0.440277,5.776608,-0.564723,1.765584,-0.039800,0.753052,-0.008743,-0.004372,-0.029915,0.013129,-0.033365,-0.022037
675334632376732962!,thoughtful-antique-butterfly,0.070000,1.000522,-0.684645,-0.948961,-0.237975,-0.499654,-0.018605,0.306746,5.815053,-0.582705,1.933063,-0.029813,0.800643,-0.007756,-0.002527,-0.028464,0.011406,-0.031376,-0.018421
675334632376732962!,thoughtful-antique-butterfly,0.080000,1.002976,-0.626472,-0.954831,-0.217826,-0.499892,-0.010388,0.194282,5.821136,-0.585517,2.085155,-0.017441,0.839287,-0.006984,-0.001373,-0.026940,0.010115,-0.029465,-0.015853
675334632376732962!,thoughtful-antique-butterfly,0.090000,1.004410,-0.568369,-0.960661,-0.196218,-0.499997,-0.001825,0.104156,5.804389,-0.574119,2.222893,-0.003175,0.869893,-0.006333,-0.000583,-0.025419,0.009063,-0.027640,-0.013857
675334632376732962!,thoughtful-antique-butterfly,0.100000,1.005050,-0.510539,-0.966311,-0.173292,-0.499951,0.007008,0.036169,5.770243,-0.549489,2.346807,0.012519,0.893128,-0.005760,-0.000007,-0.023927,0.008162,-0.025894,-0.012213
675334632376732962!,thoughtful-antique-butterfly,0.110000,1.005113,-0.453143,-0.971655,-0.149188,-0.499743,0.016037,-0.010612,5.722188,-0.512660,2.457133,0.029187,0.909522,-0.005239,0.000421,-0.022464,0.007365,-0.024213,-0.010818
675334632376732962!,thoughtful-antique-butterfly,0.120000,1.004810,-0.396306,-0.976572,-0.124048,-0.499365,0.025194,-0.037565,5.662755,-0.464746,2.553912,0.046391,0.919526,-0.004757,0.000731,-0.021019,0.006648,-0.022580,-0.009623
675334632376732962!,thoughtful-antique-butterfly,0.130000,1.004333,-0.340128,-0.980958,-0.098014,-0.498814,0.034415,-0.046321,5.593958,-0.406928,2.637052,0.063718,0.923533,-0.004303,0.000939,-0.019580,0.005997,-0.020975,-0.008599
675334632376732962!,thoughtful-antique-butterfly,0.140000,1.003856,-0.284694,-0.984719,-0.071225,-0.498092,0.043642,-0.038675,5.517503,-0.340445,2.706365,0.080774,0.921889,-0.003872,0.001052,-0.018132,0.005400,-0.019383,-0.007726
675334632376732962!,thoughtful-antique-butterfly,0.150000,1.003535,-0.230072,-0.987774,-0.043823,-0.497202,0.052818,-0.016568,5.434879,-0.266603,2.761598,0.097191,0.914901,-0.003457,0.001075,-0.016662,0.004850,-0.017786,-0.006988
675334632376732962!,thoughtful-antique-butterfly,0.160000,1.003503,-0.176319,-0.990058,-0.015953,-0.496155,0.061891,0.017943,5.347414,-0.186777,2.802466,0.112622,0.902848,-0.003057,0.001013,-0.015157,0.004340,-0.016172,-0.006373
675334632376732962!,thoughtful-antique-butterfly,0.170000,1.003872,-0.123476,-0.991518,0.012236,-0.494961,0.070809,0.062702,5.256311,-0.102408,2.828677,0.126749,0.885982,-0.002670,0.000868,-0.013607,0.003867,-0.014527,-0.005868
675334632376732962!,thoughtful-antique-butterfly,0.180000,1.004734,-0.071578,-0.992118,0.040594,-0.493635,0.079524,0.115476,5.162672,-0.015000,2.839966,0.139275,0.864535,-0.002295,0.000644,-0.012004,0.003428,-0.012843,-0.005463
