ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
163238587345699965!,great-mauve-beetle,0.000000,-1.006869,-2.042788,-1.379207,-0.589735,0.000000,0.000000,0.000000,0.000000,0.021691,-0.229474,-0.020793
163238587345699965!,great-mauve-beetle,0.010000,-0.999066,-2.038883,-1.379930,-0.588041,1.555737,0.780925,-0.142775,0.335044,0.071383,0.060508,-0.222650
163238587345699965!,great-mauve-beetle,0.020000,-0.981127,-2.026113,-1.382938,-0.580932,2.029233,1.775328,-0.455554,1.084469,0.073051,0.085080,-0.232230
163238587345699965!,great-mauve-beetle,0.030000,-0.959189,-2.003510,-1.388955,-0.566395,2.357708,2.748228,-0.742611,1.821084,0.069488,0.078575,-0.220458
163238587345699965!,great-mauve-beetle,0.040000,-0.934098,-1.971346,-1.397587,-0.544749,2.657984,3.682272,-0.975182,2.501889,0.065773,0.070159,-0.207876
163238587345699965!,great-mauve-beetle,0.050000,-0.906079,-1.929983,-1.408256,-0.516541,2.940636,4.580179,-1.147261,3.127803,0.062218,0.062884,-0.195983
163238587345699965!,great-mauve-beetle,0.060000,-0.875321,-1.879780,-1.420347,-0.482301,3.202744,5.440746,-1.256888,3.701460,0.058648,0.056863,-0.184279
163238587345699965!,great-mauve-beetle,0.070000,-0.842058,-1.821138,-1.433231,-0.442547,3.439296,6.257376,-1.304056,4.223310,0.054892,0.051945,-0.172238
163238587345699965!,great-mauve-beetle,0.080000,-0.806575,-1.754551,-1.446289,-0.397803,3.645179,7.019370,-1.290576,4.692136,0.050852,0.048002,-0.159537
163238587345699965!,great-mauve-beetle,0.090000,-0.769214,-1.680637,-1.458928,-0.348611,3.816044,7.713703,-1.220085,5.106030,0.046502,0.044939,-0.146087
163238587345699965!,great-mauve-beetle,0.100000,-0.730353,-1.600154,-1.470599,-0.295533,3.948986,8.326952,-1.097916,5.463329,0.041892,0.042688,-0.132022
163238587345699965!,great-mauve-beetle,0.110000,-0.690399,-1.514000,-1.480813,-0.239149,4.043044,8.847171,-0.930776,5.763379,0.037137,0.041185,-0.117669
163238587345699965!,great-mauve-beetle,0.120000,-0.649756,-1.423192,-1.489155,-0.180047,4.099483,9.265509,-0.726285,6.007043,0.032397,0.040371,-0.103490
163238587345699965!,great-mauve-beetle,0.130000,-0.608796,-1.328816,-1.495288,-0.118803,4.121655,9.577240,-0.492353,6.196878,0.027852,0.040173,-0.090005
163238587345699965!,great-mauve-beetle,0.140000,-0.567846,-1.231964,-1.498957,-0.055939,4.114658,9.782151,-0.236495,6.337151,0.023674,0.040505,-0.077704
163238587345699965!,great-mauve-beetle,0.150000,-0.527175,-1.133700,-1.499978,0.008076,4.085010,9.884456,0.034640,6.433504,0.020004,0.041280,-0.066992
163238587345699965!,great-mauve-beetle,0.160000,-0.486975,-1.035025,-1.498230,0.072839,4.040033,9.892084,0.315644,6.492473,0.016938,0.042414,-0.058137
163238587345699965!,great-mauve-beetle,0.170000,-0.447365,-0.936839,-1.493637,0.138016,3.987268,9.815604,0.602550,6.520896,0.014520,0.043822,-0.051247
163238587345699965!,great-mauve-beetle,0.180000,-0.408383,-0.839926,-1.486153,0.203344,3.933955,9.667014,0.892832,6.525324,0.012736,0.045412,-0.046271
