ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
54595686588137039!,lush-impartial-bumblebee,0.000000,1.979288,0.856890,0.000000,0.856890,0.000000,0.000000,0.000000,0.000000,0.012997,0.108458,-0.058963
54595686588137039!,lush-impartial-bumblebee,0.010000,1.974283,0.852548,0.000000,0.852548,-1.001012,-0.868393,0.000000,-0.868393,0.010868,0.093214,-0.049779
54595686588137039!,lush-impartial-bumblebee,0.020000,1.959907,0.840076,0.000000,0.840076,-1.872545,-1.624460,0.000000,-1.624460,0.008961,0.079569,-0.041559
54595686588137039!,lush-impartial-bumblebee,0.030000,1.937376,0.820530,0.000000,0.820530,-2.628178,-2.279982,0.000000,-2.279982,0.007256,0.067363,-0.034206
54595686588137039!,lush-impartial-bumblebee,0.040000,1.907781,0.794857,0.000000,0.794857,-3.280140,-2.845569,0.000000,-2.845569,0.005732,0.056454,-0.027634
54595686588137039!,lush-impartial-bumblebee,0.050000,1.872103,0.763905,0.000000,0.763905,-3.839444,-3.330773,0.000000,-3.330773,0.004371,0.046712,-0.021765
54595686588137039!,lush-impartial-bumblebee,0.060000,1.831215,0.728434,0.000000,0.728434,-4.316005,-3.744197,0.000000,-3.744197,0.003157,0.038021,-0.016529
54595686588137039!,lush-impartial-bumblebee,0.070000,1.785903,0.689125,0.000000,0.689125,-4.718747,-4.093581,0.000000,-4.093581,0.002075,0.030276,-0.011863
54595686588137039!,lush-impartial-bumblebee,0.080000,1.736870,0.646588,0.000000,0.646588,-5.055702,-4.385895,0.000000,-4.385895,0.001111,0.023382,-0.007709
54595686588137039!,lush-impartial-bumblebee,0.090000,1.684778,0.601398,0.000000,0.601398,-5.334100,-4.627409,0.000000,-4.627409,0.000255,0.017254,-0.004018
54595686588137039!,lush-impartial-bumblebee,0.100000,1.630189,0.554041,0.000000,0.554041,-5.560455,-4.823775,0.000000,-4.823775,-0.000504,0.011817,-0.000742
54595686588137039!,lush-impartial-bumblebee,0.110000,1.573598,0.504948,0.000000,0.504948,-5.740626,-4.980076,0.000000,-4.980076,-0.001177,0.007000,0.002160
54595686588137039!,lush-impartial-bumblebee,0.120000,1.515438,0.454493,0.000000,0.454493,-5.879882,-5.100883,0.000000,-5.100883,-0.001772,0.002740,0.004726
54595686588137039!,lush-impartial-bumblebee,0.130000,1.456090,0.403008,0.000000,0.403008,-5.982954,-5.190299,0.000000,-5.190299,-0.002298,-0.001020,0.006991
54595686588137039!,lush-impartial-bumblebee,0.140000,1.395887,0.350781,0.000000,0.350781,-6.054088,-5.252009,0.000000,-5.252009,-0.002760,-0.004332,0.008986
54595686588137039!,lush-impartial-bumblebee,0.150000,1.335124,0.298068,0.000000,0.298068,-6.097097,-5.289320,0.000000,-5.289320,-0.003167,-0.007241,0.010739
54595686588137039!,lush-impartial-bumblebee,0.160000,1.274060,0.245094,0.000000,0.245094,-6.115395,-5.305194,0.000000,-5.305194,-0.003523,-0.009790,0.012275
54595686588137039!,lush-impartial-bumblebee,0.170000,1.212923,0.192057,0.000000,0.192057,-6.112045,-5.302288,0.000000,-5.302288,-0.003834,-0.012016,0.013615
54595686588137039!,lush-impartial-bumblebee,0.180000,1.151914,0.139131,0.000000,0.139131,-6.089790,-5.282981,0.000000,-5.282981,-0.004104,-0.013952,0.014782
54595686588137039!,lush-impartial-bumblebee,0.190000,1.091210,0.086469,0.000000,0.086469,-6.051086,-5.249405,0.000000,-5.249405,-0.004339,-0.015630,0.015793
54595686588137039!,lush-impartial-bumblebee,0.200000,1.030964,0.034205,0.000000,0.034205,-5.998130,-5.203465,0.000000,-5.203465,-0.004541,-0.017077,0.016664
54595686588137039!,lush-impartial-bumblebee,0.210000,0.971311,-0.017545,0.000000,-0.017545,-5.932890,-5.146868,0.000000,-5.146868,-0.004714,-0.018316,0.017411
54595686588137039!,lush-impartial-bumblebee,0.220000,0.912367,-0.068680,0.000000,-0.068680,-5.857120,-5.081137,0.000000,-5.081137,-0.004861,-0.019371,0.018047
54595686588137039!,lush-impartial-bumblebee,0.230000,0.854232,-0.119113,0.000000,-0.119113,-5.772392,-5.007634,0.000000,-5.007634,-0.004986,-0.020261,0.018583
54595686588137039!,lush-impartial-bumblebee,0.240000,0.796991,-0.168770,0.000000,-0.168770,-5.680106,-4.927574,0.000000,-4.927574,-0.005090,-0.021004,0.019030
54595686588137039!,lush-impartial-bumblebee,0.250000,0.740717,-0.217589,0.000000,-0.217589,-5.581510,-4.842040,0.000000,-4.842040,-0.005175,-0.021616,0.019399
54595686588137039!,lush-impartial-bumblebee,0.260000,0.685471,-0.265516,0.000000,-0.265516,-5.477715,-4.751997,0.000000,-4.751997,-0.005244,-0.022111,0.019697
54595686588137039!,lush-impartial-bumblebee,0.270000,0.631301,-0.312508,0.000000,-0.312508,-5.369712,-4.658303,0.000000,-4.658303,-0.005299,-0.022503,0.019934
54595686588137039!,lush-impartial-bumblebee,0.280000,0.578251,-0.358531,0.000000,-0.358531,-5.258378,-4.561719,0.000000,-4.561719,-0.005341,-0.022804,0.020115
54595686588137039!,lush-impartial-bumblebee,0.290000,0.526351,-0.403554,0.000000,-0.403554,-5.144493,-4.462922,0.000000,-4.462922,-0.005372,-0.023023,0.020247
54595686588137039!,lush-impartial-bumblebee,0.300000,0.475627,-0.447558,0.000000,-0.447558,-5.028747,-4.362511,0.000000,-4.362511,-0.005392,-0.023170,0.020335
54595686588137039!,lush-impartial-bumblebee,0.310000,0.426098,-0.490525,0.000000,-0.490525,-4.911749,-4.261013,0.000000,-4.261013,-0.005404,-0.023254,0.020386
54595686588137039!,lush-impartial-bumblebee,0.320000,0.377775,-0.532446,0.000000,-0.532446,-4.794037,-4.158896,0.000000,-4.158896,-0.005408,-0.023283,0.020403
54595686588137039!,lush-impartial-bumblebee,0.330000,0.330667,-0.573313,0.000000,-0.573313,-4.676084,-4.056570,0.000000,-4.056570,-0.005405,-0.023262,0.020391
