ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
2128610528259492324!,great-mauve-beetle,0.000000,-2.027670,0.171187,-1.106558,-1.012685,0.000000,0.000000,0.000000,0.000000,0.142788,0.999754,-0.611509
2128610528259492324!,great-mauve-beetle,0.010000,-2.017651,0.187909,-1.111395,-1.007374,2.012671,3.329921,-0.969095,1.069163,0.014691,0.275242,-0.095508
2128610528259492324!,great-mauve-beetle,0.020000,-1.991979,0.225152,-1.121326,-0.996307,3.127636,4.100822,-1.018046,1.145793,-0.019464,0.069729,0.044408
2128610528259492324!,great-mauve-beetle,0.030000,-1.956659,0.266281,-1.130601,-0.985769,3.931480,4.113041,-0.840871,0.964414,-0.025724,0.016172,0.073054
2128610528259492324!,great-mauve-beetle,0.040000,-1.914022,0.306398,-1.137974,-0.977248,4.587788,3.903364,-0.638625,0.743658,-0.024295,0.004727,0.070992
2128610528259492324!,great-mauve-beetle,0.050000,-1.865316,0.344063,-1.143461,-0.970823,5.145976,3.624349,-0.462862,0.545171,-0.020826,0.004676,0.060736
2128610528259492324!,great-mauve-beetle,0.060000,-1.811447,0.378812,-1.147382,-0.966185,5.621432,3.321111,-0.324545,0.385410,-0.016863,0.007521,0.048472
2128610528259492324!,great-mauve-beetle,0.070000,-1.753216,0.410483,-1.150114,-0.962932,6.019143,3.009227,-0.224099,0.267661,-0.012836,0.010918,0.035916
2128610528259492324!,great-mauve-beetle,0.080000,-1.691387,0.439027,-1.152023,-0.960647,6.341210,2.696160,-0.159399,0.191154,-0.008878,0.014246,0.023574
2128610528259492324!,great-mauve-beetle,0.090000,-1.626699,0.464459,-1.153452,-0.958931,6.589476,2.387090,-0.127808,0.153734,-0.005044,0.017366,0.011642
2128610528259492324!,great-mauve-beetle,0.100000,-1.559835,0.486859,-1.154723,-0.957400,6.766683,2.086317,-0.126646,0.152748,-0.001377,0.020255,0.000244
2128610528259492324!,great-mauve-beetle,0.110000,-1.491607,0.506297,-1.156126,-0.955706,6.876074,1.797876,-0.152896,0.184959,0.002090,0.022979,-0.010530
2128610528259492324!,great-mauve-beetle,0.120000,-1.422605,0.522923,-1.157914,-0.953538,6.922565,1.525034,-0.203786,0.247464,0.005322,0.025539,-0.020575
2128610528259492324!,great-mauve-beetle,0.130000,-1.353427,0.536910,-1.160321,-0.950608,6.911892,1.270398,-0.276291,0.337243,0.008290,0.027945,-0.029813
2128610528259492324!,great-mauve-beetle,0.140000,-1.284614,0.548451,-1.163548,-0.946655,6.850446,1.035846,-0.367250,0.451393,0.010977,0.030207,-0.038189
