ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1385854928304879470!,thoughtful-ruddy-butterfly,0.000000,-0.278846,-2.021010,-0.780901,-0.085050,-0.423952,0.265075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023081,0.144355,-0.412389
1385854928304879470!,thoughtful-ruddy-butterfly,0.010000,-0.262933,-2.014767,-0.780540,-0.082907,-0.422991,0.266605,3.175449,1.257411,0.073102,0.426194,0.191976,0.304586,0.049156,0.103118,-0.198442
1385854928304879470!,thoughtful-ruddy-butterfly,0.020000,-0.224016,-1.997966,-0.779805,-0.076743,-0.420328,0.270785,4.601924,2.114164,0.075497,0.804717,0.341296,0.529778,0.060459,0.082495,-0.101766
1385854928304879470!,thoughtful-ruddy-butterfly,0.030000,-0.174832,-1.973463,-0.779186,-0.066959,-0.416272,0.276980,5.230381,2.792030,0.050807,1.150128,0.470565,0.707211,0.064531,0.070517,-0.057296
1385854928304879470!,thoughtful-ruddy-butterfly,0.040000,-0.121215,-1.942640,-0.778848,-0.053853,-0.410976,0.284778,5.489583,3.372103,0.019976,1.467712,0.588818,0.849750,0.065279,0.062416,-0.036078
1385854928304879470!,thoughtful-ruddy-butterfly,0.050000,-0.065897,-1.906312,-0.778801,-0.037685,-0.404532,0.293860,5.572235,3.888880,-0.006577,1.760493,0.699695,0.963209,0.064509,0.056147,-0.025195
1385854928304879470!,thoughtful-ruddy-butterfly,0.060000,-0.010210,-1.865038,-0.778977,-0.018691,-0.397006,0.303951,5.565339,4.357663,-0.023404,2.030666,0.804391,1.050654,0.063013,0.050809,-0.018877
1385854928304879470!,thoughtful-ruddy-butterfly,0.070000,0.045148,-1.819268,-0.779262,0.002914,-0.388459,0.314800,5.508796,4.784733,-0.027476,2.279956,0.902901,1.114167,0.061124,0.046011,-0.014555
1385854928304879470!,thoughtful-ruddy-butterfly,0.080000,0.099770,-1.769414,-0.779521,0.026929,-0.378958,0.326176,5.421712,5.171948,-0.016999,2.509754,0.994645,1.155599,0.058981,0.041596,-0.011100
1385854928304879470!,thoughtful-ruddy-butterfly,0.090000,0.153397,-1.715878,-0.779604,0.053165,-0.368574,0.337866,5.314163,5.519064,0.009149,2.721176,1.078818,1.176871,0.056647,0.037510,-0.008029
