ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
95112698551929188!,great-devious-beetle,0.000000,-1.006869,-2.042788,0.372339,-1.453053,0.000000,0.000000,0.000000,0.000000,-0.426509,-0.312937
95112698551929188!,great-devious-beetle,0.010000,-1.014337,-2.029968,0.370479,-1.453528,-1.484533,2.562883,-0.377648,-0.096256,0.054659,-0.107926
95112698551929188!,great-devious-beetle,0.020000,-1.027478,-1.998774,0.369966,-1.453659,-1.135736,3.674216,0.270633,0.068878,0.103490,-0.081614
95112698551929188!,great-devious-beetle,0.030000,-1.036058,-1.957598,0.376186,-1.452062,-0.572875,4.560588,0.969732,0.251229,0.099775,-0.077593
95112698551929188!,great-devious-beetle,0.040000,-1.038913,-1.907891,0.389061,-1.448665,0.008513,5.381089,1.600774,0.429912,0.091058,-0.075886
95112698551929188!,great-devious-beetle,0.050000,-1.035938,-1.850184,0.407874,-1.443482,0.589748,6.154317,2.152044,0.608087,0.082548,-0.073824
95112698551929188!,great-devious-beetle,0.060000,-1.027136,-1.784956,0.431828,-1.436497,1.169118,6.876614,2.623185,0.788560,0.074465,-0.070888
95112698551929188!,great-devious-beetle,0.070000,-1.012538,-1.712758,0.460124,-1.427685,1.743235,7.538530,3.014453,0.971519,0.066561,-0.066884
95112698551929188!,great-devious-beetle,0.080000,-0.992224,-1.634252,0.491964,-1.417029,2.305567,8.128331,3.326203,1.154790,0.058635,-0.061748
95112698551929188!,great-devious-beetle,0.090000,-0.966361,-1.550227,0.526548,-1.404545,2.847182,8.634072,3.559503,1.334417,0.050603,-0.055533
95112698551929188!,great-devious-beetle,0.100000,-0.935214,-1.461594,0.563091,-1.390298,3.357948,9.045410,3.716739,1.505334,0.042489,-0.048410
95112698551929188!,great-devious-beetle,0.110000,-0.899166,-1.369373,0.600825,-1.374412,3.827875,9.355155,3.802030,1.662059,0.034410,-0.040650
95112698551929188!,great-devious-beetle,0.120000,-0.858707,-1.274650,0.639027,-1.357072,4.248353,9.560178,3.821267,1.799384,0.026542,-0.032599
95112698551929188!,great-devious-beetle,0.130000,-0.814379,-1.178488,0.677062,-1.338502,4.613114,9.661617,3.781777,1.912958,0.019082,-0.024629
95112698551929188!,great-devious-beetle,0.140000,-0.766774,-1.081915,0.714377,-1.318964,4.918843,9.664910,3.692072,1.999698,0.012232,-0.017087
95112698551929188!,great-devious-beetle,0.150000,-0.716500,-0.985879,0.750510,-1.298744,5.165368,9.579031,3.561385,2.058030,0.006173,-0.010251
95112698551929188!,great-devious-beetle,0.160000,-0.664145,-0.891223,0.785096,-1.278133,5.355397,9.415403,3.399154,2.087938,0.001045,-0.004307
95112698551929188!,great-devious-beetle,0.170000,-0.610220,-0.798615,0.817898,-1.257395,5.493738,9.186318,3.214328,2.090825,-0.003063,0.000656
95112698551929188!,great-devious-beetle,0.180000,-0.555173,-0.708601,0.848763,-1.236770,5.586706,8.904407,3.015303,2.069324,-0.006094,0.004649
95112698551929188!,great-devious-beetle,0.190000,-0.499404,-0.621622,0.877604,-1.216475,5.641332,8.581767,2.809757,2.027048,-0.008019,0.007759
95112698551929188!,great-devious-beetle,0.200000,-0.443249,-0.538018,0.904398,-1.196689,5.664536,8.229250,2.604477,1.968335,-0.008831,0.010122
95112698551929188!,great-devious-beetle,0.210000,-0.386988,-0.458039,0.929184,-1.177547,5.662487,7.856202,2.405339,1.898014,-0.008530,0.011899
95112698551929188!,great-devious-beetle,0.220000,-0.330849,-0.381853,0.952048,-1.159140,5.640171,7.470489,2.217370,1.821215,-0.007124,0.013252
95112698551929188!,great-devious-beetle,0.230000,-0.275027,-0.309565,0.973123,-1.141504,5.601163,7.078723,2.044851,1.743220,-0.004621,0.014331
95112698551929188!,great-devious-beetle,0.240000,-0.219693,-0.241227,0.992579,-1.124627,5.547585,6.686618,1.891422,1.669340,-0.001035,0.015260
95112698551929188!,great-devious-beetle,0.250000,-0.165023,-0.176850,1.010617,-1.108446,5.480218,6.299390,1.760154,1.604807,0.003604,0.016132
95112698551929188!,great-devious-beetle,0.260000,-0.111194,-0.116400,1.027475,-1.092838,5.398719,5.922064,1.653536,1.554637,0.009242,0.017003
95112698551929188!,great-devious-beetle,0.270000,-0.058255,-0.059635,1.043459,-1.077586,5.301976,5.558980,1.573207,1.523384,0.015809,0.017910
95112698551929188!,great-devious-beetle,0.280000,-0.006363,-0.006380,1.058847,-1.062470,5.188496,5.214990,1.520459,1.515275,0.023186,0.018851
95112698551929188!,great-devious-beetle,0.290000,0.044304,0.043589,1.073922,-1.047231,5.056722,4.895060,1.495867,1.533992,0.031201,0.019799
95112698551929188!,great-devious-beetle,0.300000,0.093554,0.090542,1.088964,-1.031580,4.905348,4.604105,1.499133,1.582525,0.039633,0.020704
95112698551929188!,great-devious-beetle,0.310000,0.141183,0.134799,1.104246,-1.015205,4.733588,4.346753,1.528948,1.663048,0.048216,0.021503
95112698551929188!,great-devious-beetle,0.320000,0.187001,0.176733,1.120012,-0.997784,4.541375,4.126956,1.582898,1.776804,0.056649,0.022130
95112698551929188!,great-devious-beetle,0.330000,0.230961,0.216827,1.136411,-0.979066,4.329548,3.947067,1.657735,1.924148,0.064650,0.022544
95112698551929188!,great-devious-beetle,0.340000,0.272793,0.255420,1.153633,-0.958713,4.099146,3.809488,1.748767,2.104315,0.071869,0.022664
95112698551929188!,great-devious-beetle,0.350000,0.312276,0.292906,1.171819,-0.936397,3.852119,3.715105,1.850155,2.315309,0.077980,0.022431
95112698551929188!,great-devious-beetle,0.360000,0.349234,0.329697,1.191048,-0.911814,3.591120,3.663181,1.955164,2.553912,0.082700,0.021808
95112698551929188!,great-devious-beetle,0.370000,0.383526,0.366199,1.211323,-0.884701,3.319283,3.651387,2.056485,2.815716,0.085806,0.020781
95112698551929188!,great-devious-beetle,0.380000,0.415049,0.402794,1.232577,-0.854842,3.040028,3.675935,2.146634,3.095183,0.087142,0.019358
95112698551929188!,great-devious-beetle,0.390000,0.443738,0.439822,1.254666,-0.822079,2.756918,3.731809,2.218400,3.385744,0.086632,0.017566
95112698551929188!,great-devious-beetle,0.400000,0.469561,0.477571,1.277377,-0.786325,2.473559,3.813071,2.265305,3.679966,0.084277,0.015445
95112698551929188!,great-devious-beetle,0.410000,0.492527,0.516268,1.300441,-0.747565,2.193549,3.913194,2.282037,3.969760,0.080155,0.013048
95112698551929188!,great-devious-beetle,0.420000,0.512750,0.556056,1.323482,-0.705972,1.920333,4.025186,2.265337,4.246818,0.074422,0.010442
95112698551929188!,great-devious-beetle,0.430000,0.530400,0.596983,1.346091,-0.661844,1.657139,4.142135,2.214019,4.502981,0.067290,0.007689
95112698551929188!,great-devious-beetle,0.440000,0.545570,0.639060,1.367942,-0.615414,1.407321,4.257866,2.128123,4.730389,0.058999,0.004846
95112698551929188!,great-devious-beetle,0.450000,0.558392,0.682242,1.388715,-0.566983,1.174252,4.366799,2.009545,4.921994,0.049832,0.001974
95112698551929188!,great-devious-beetle,0.460000,0.569030,0.726439,1.408118,-0.516916,0.961185,4.464117,1.861908,5.071978,0.040106,-0.000862
95112698551929188!,great-devious-beetle,0.470000,0.577686,0.771515,1.425898,-0.465633,0.771097,4.545902,1.690281,5.176113,0.030154,-0.003594
95112698551929188!,great-devious-beetle,0.480000,0.584589,0.817305,1.441855,-0.413587,0.606497,4.609208,1.500777,5.232038,0.020319,-0.006153
95112698551929188!,great-devious-beetle,0.490000,0.589993,0.863616,1.455850,-0.361248,0.469228,4.652078,1.300082,5.239410,0.010933,-0.008473
95112698551929188!,great-devious-beetle,0.500000,0.594170,0.910243,1.467811,-0.309081,0.360279,4.673512,1.094960,5.199908,0.002301,-0.010491
95112698551929188!,great-devious-beetle,0.510000,0.597397,0.956973,1.477727,-0.257530,0.279648,4.673388,0.891778,5.117089,-0.005311,-0.012157
95112698551929188!,great-devious-beetle,0.520000,0.599947,1.003596,1.485649,-0.206995,0.226265,4.652353,0.696107,4.996102,-0.011695,-0.013432
95112698551929188!,great-devious-beetle,0.530000,0.602081,1.049912,1.491674,-0.157823,0.198017,4.611690,0.512433,4.843282,-0.016713,-0.014294
95112698551929188!,great-devious-beetle,0.540000,0.604035,1.095734,1.495940,-0.110295,0.191866,4.553179,0.343999,4.665687,-0.020304,-0.014745
95112698551929188!,great-devious-beetle,0.550000,0.606010,1.140895,1.498607,-0.064622,0.204062,4.478954,0.192779,4.470599,-0.022489,-0.014807
95112698551929188!,great-devious-beetle,0.560000,0.608172,1.185248,1.499854,-0.020946,0.230419,4.391372,0.059562,4.265065,-0.023361,-0.014521
95112698551929188!,great-devious-beetle,0.570000,0.610644,1.228673,1.499858,0.020659,0.266636,4.292891,-0.055860,4.055503,-0.023075,-0.013948
95112698551929188!,great-devious-beetle,0.580000,0.613506,1.271070,1.498793,0.060174,0.308597,4.185958,-0.154468,3.847411,-0.021834,-0.013156
95112698551929188!,great-devious-beetle,0.590000,0.616804,1.312365,1.496819,0.097633,0.352639,4.072919,-0.237765,3.645200,-0.019863,-0.012221
95112698551929188!,great-devious-beetle,0.600000,0.620546,1.352504,1.494083,0.133105,0.395742,3.955948,-0.307544,3.452137,-0.017390,-0.011214
95112698551929188!,great-devious-beetle,0.610000,0.624711,1.391454,1.490709,0.166690,0.435630,3.836978,-0.365692,3.270385,-0.014628,-0.010198
95112698551929188!,great-devious-beetle,0.620000,0.629262,1.429202,1.486807,0.198504,0.470777,3.717671,-0.414034,3.101139,-0.011760,-0.009223
95112698551929188!,great-devious-beetle,0.630000,0.634147,1.465746,1.482467,0.228672,0.500345,3.599391,-0.454236,2.944790,-0.008931,-0.008327
95112698551929188!,great-devious-beetle,0.640000,0.639309,1.501101,1.477764,0.257320,0.524067,3.483211,-0.487753,2.801125,-0.006246,-0.007531
95112698551929188!,great-devious-beetle,0.650000,0.644687,1.535289,1.472759,0.284570,0.542107,3.369932,-0.515810,2.669510,-0.003772,-0.006844
95112698551929188!,great-devious-beetle,0.660000,0.650227,1.568340,1.467503,0.310540,0.554916,3.260110,-0.539409,2.549055,-0.001542,-0.006265
95112698551929188!,great-devious-beetle,0.670000,0.655876,1.600288,1.462036,0.335335,0.563106,3.154099,-0.559356,2.438749,0.000434,-0.005788
95112698551929188!,great-devious-beetle,0.680000,0.661591,1.631172,1.456393,0.359052,0.567354,3.052085,-0.576289,2.337553,0.002164,-0.005400
95112698551929188!,great-devious-beetle,0.690000,0.667333,1.661031,1.450602,0.381778,0.568325,2.954131,-0.590712,2.244469,0.003666,-0.005089
95112698551929188!,great-devious-beetle,0.700000,0.673068,1.689916,1.444683,0.403599,0.566639,2.860192,-0.603032,2.158550,0.004964,-0.004840
95112698551929188!,great-devious-beetle,0.710000,0.678767,1.717888,1.438649,0.424606,0.562843,2.770139,-0.613577,2.078921,0.006082,-0.004642
95112698551929188!,great-devious-beetle,0.720000,0.684411,1.744983,1.432517,0.444853,0.557393,2.683827,-0.622587,2.004856,0.007046,-0.004484
95112698551929188!,great-devious-beetle,0.730000,0.689988,1.771233,1.426304,0.464389,0.550661,2.601093,-0.630253,1.935730,0.007878,-0.004356
95112698551929188!,great-devious-beetle,0.740000,0.695488,1.796671,1.420022,0.483258,0.542948,2.521762,-0.636734,1.871000,0.008599,-0.004252
95112698551929188!,great-devious-beetle,0.750000,0.700904,1.821328,1.413682,0.501500,0.534493,2.445657,-0.642163,1.810199,0.009226,-0.004165
95112698551929188!,great-devious-beetle,0.760000,0.706229,1.845234,1.407297,0.519149,0.525489,2.372606,-0.646650,1.752925,0.009771,-0.004092
95112698551929188!,great-devious-beetle,0.770000,0.711458,1.868417,1.400875,0.536237,0.516087,2.302441,-0.650290,1.698829,0.010248,-0.004028
95112698551929188!,great-devious-beetle,0.780000,0.716589,1.890904,1.394424,0.552793,0.506409,2.235005,-0.653164,1.647611,0.010666,-0.003972
95112698551929188!,great-devious-beetle,0.790000,0.721620,1.912720,1.387954,0.568845,0.496550,2.170148,-0.655343,1.599005,0.011033,-0.003921
95112698551929188!,great-devious-beetle,0.800000,0.726549,1.933888,1.381470,0.584415,0.486588,2.107730,-0.656887,1.552784,0.011357,-0.003874
95112698551929188!,great-devious-beetle,0.810000,0.731375,1.954448,1.374974,0.599538,0.476579,2.047587,-0.657854,1.508717,0.011641,-0.003830
95112698551929188!,great-devious-beetle,0.820000,0.736098,1.974425,1.368470,0.614239,0.466574,1.989577,-0.658289,1.466610,0.011891,-0.003788
95112698551929188!,great-devious-beetle,0.830000,0.740718,1.993841,1.361963,0.628536,0.456614,1.933588,-0.658231,1.426308,0.012112,-0.003748
95112698551929188!,great-devious-beetle,0.840000,0.745236,2.012714,1.355456,0.642447,0.446729,1.879511,-0.657715,1.387670,0.012308,-0.003709
95112698551929188!,great-devious-beetle,0.850000,0.749654,2.031062,1.348956,0.655985,0.436944,1.827250,-0.656772,1.350574,0.012481,-0.003670
95112698551929188!,great-devious-beetle,0.860000,0.753973,2.048904,1.342466,0.669166,0.427275,1.776714,-0.655432,1.314912,0.012635,-0.003632
95112698551929188!,great-devious-beetle,0.870000,0.758195,2.066255,1.335991,0.682004,0.417739,1.727819,-0.653720,1.280585,0.012771,-0.003593
95112698551929188!,great-devious-beetle,0.880000,0.762320,2.083131,1.329533,0.694509,0.408345,1.680488,-0.651661,1.247506,0.012892,-0.003555
95112698551929188!,great-devious-beetle,0.890000,0.766351,2.099547,1.323096,0.706695,0.399102,1.634650,-0.649277,1.215596,0.012999,-0.003516
95112698551929188!,great-devious-beetle,0.900000,0.770290,2.115516,1.316683,0.718572,0.390018,1.590237,-0.646589,1.184784,0.013094,-0.003477
95112698551929188!,great-devious-beetle,0.910000,0.774137,2.131054,1.310298,0.730150,0.381095,1.547188,-0.643615,1.155006,0.013179,-0.003438
95112698551929188!,great-devious-beetle,0.920000,0.777896,2.146173,1.303943,0.741440,0.372338,1.505445,-0.640374,1.126202,0.013253,-0.003398
95112698551929188!,great-devious-beetle,0.930000,0.781567,2.160885,1.297620,0.752450,0.363749,1.464954,-0.636882,1.098320,0.013318,-0.003358
