ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1293478618973790712!,talented-steel-butterfly,0.000000,1.881074,-0.811018,0.891723,-0.665473,0.942849,0.333220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085064,0.169404,-0.047212
1293478618973790712!,talented-steel-butterfly,0.010000,1.876361,-0.813112,0.887345,-0.665301,0.942872,0.333156,-0.941575,-0.416704,-0.874004,0.035419,0.004753,-0.013451,0.059112,0.149567,-0.032189
1293478618973790712!,talented-steel-butterfly,0.020000,1.862840,-0.818946,0.874810,-0.664685,0.942930,0.332992,-1.760357,-0.746371,-1.629696,0.090504,0.007516,-0.021282,0.035165,0.130609,-0.016865
1293478618973790712!,talented-steel-butterfly,0.030000,1.841676,-0.827663,0.855263,-0.663377,0.943009,0.332766,-2.469025,-0.992066,-2.274712,0.174636,0.009372,-0.026560,0.015322,0.112491,-0.002908
1293478618973790712!,talented-steel-butterfly,0.040000,1.813926,-0.838464,0.829785,-0.661075,0.943109,0.332483,-3.077713,-1.163173,-2.815879,0.289463,0.011648,-0.033041,0.000444,0.095230,0.008792
1293478618973790712!,talented-steel-butterfly,0.050000,1.780546,-0.850666,0.799383,-0.657488,0.943241,0.332110,-3.594851,-1.272064,-3.259386,0.431786,0.015597,-0.044299,-0.009428,0.078886,0.017887
1293478618973790712!,talented-steel-butterfly,0.060000,1.742412,-0.863712,0.765000,-0.652369,0.943425,0.331585,-4.027909,-1.331964,-3.611116,0.595601,0.022231,-0.063251,-0.014759,0.063550,0.024383
1293478618973790712!,talented-steel-butterfly,0.070000,1.700326,-0.877188,0.727526,-0.645544,0.943697,0.330812,-4.384001,-1.355617,-3.877000,0.773554,0.032242,-0.091976,-0.016301,0.049335,0.028499
1293478618973790712!,talented-steel-butterfly,0.080000,1.655035,-0.890771,0.687796,-0.636904,0.944087,0.329696,-4.670201,-1.354234,-4.063305,0.958050,0.045924,-0.131503,-0.014900,0.036356,0.030567
1293478618973790712!,talented-steel-butterfly,0.090000,1.607197,-0.904261,0.646570,-0.626420,0.944634,0.328126,-4.893769,-1.337357,-4.176723,1.141805,0.063277,-0.182166,-0.011423,0.024720,0.030966
1293478618973790712!,talented-steel-butterfly,0.100000,1.557401,-0.917542,0.604541,-0.614131,0.945372,0.325994,-5.062163,-1.312550,-4.224425,1.318358,0.084005,-0.243612,-0.006661,0.014504,0.030079
1293478618973790712!,talented-steel-butterfly,0.110000,1.506160,-0.930565,0.562329,-0.600137,0.946333,0.323194,-5.182924,-1.285429,-4.213962,1.482305,0.107571,-0.314975,-0.001289,0.005747,0.028255
1293478618973790712!,talented-steel-butterfly,0.120000,1.453915,-0.943330,0.520478,-0.584589,0.947541,0.319633,-5.263482,-1.259836,-4.153092,1.629382,0.133266,-0.395062,0.004162,-0.001560,0.025797
1293478618973790712!,talented-steel-butterfly,0.130000,1.401034,-0.955865,0.479456,-0.567672,0.949016,0.315229,-5.310938,-1.238083,-4.049567,1.756439,0.160274,-0.482514,0.009300,-0.007470,0.022952
1293478618973790712!,talented-steel-butterfly,0.140000,1.347814,-0.968218,0.439652,-0.549600,0.950765,0.309914,-5.331856,-1.221251,-3.910932,1.861346,0.187735,-0.575940,0.013864,-0.012076,0.019913
1293478618973790712!,talented-steel-butterfly,0.150000,1.294494,-0.980443,0.401384,-0.530605,0.952789,0.303633,-5.332094,-1.209487,-3.744341,1.942845,0.214795,-0.674019,0.017704,-0.015499,0.016822
1293478618973790712!,talented-steel-butterfly,0.160000,1.241256,-0.992590,0.364901,-0.510926,0.955081,0.296346,-5.316699,-1.202286,-3.556431,2.000404,0.240644,-0.775561,0.020756,-0.017876,0.013776
1293478618973790712!,talented-steel-butterfly,0.170000,1.188237,-1.004705,0.330386,-0.490807,0.957624,0.288020,-5.289851,-1.198740,-3.353229,2.034066,0.264538,-0.879548,0.023018,-0.019352,0.010840
1293478618973790712!,talented-steel-butterfly,0.180000,1.135535,-1.016822,0.297967,-0.470489,0.960397,0.278635,-5.254870,-1.197739,-3.140122,2.044321,0.285813,-0.985139,0.024529,-0.020068,0.008051
1293478618973790712!,talented-steel-butterfly,0.190000,1.083222,-1.028964,0.267722,-0.450206,0.963370,0.268176,-5.214271,-1.198136,-2.921855,2.032000,0.303889,-1.091660,0.025351,-0.020155,0.005430
1293478618973790712!,talented-steel-butterfly,0.200000,1.031345,-1.041141,0.239681,-0.430184,0.966508,0.256636,-5.169843,-1.198858,-2.702557,1.998197,0.318258,-1.198584,0.025557,-0.019731,0.002985
1293478618973790712!,talented-steel-butterfly,0.210000,0.979939,-1.053354,0.213837,-0.410635,0.969773,0.244010,-5.122755,-1.198985,-2.485784,1.944210,0.328484,-1.305497,0.025220,-0.018896,0.000722
