ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1244610272250897197!,thoughtful-antique-butterfly,0.000000,-2.171843,-1.646685,-0.924592,-0.083239,-0.445630,-0.226747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027271,-0.312227,0.258989,0.073146,0.209620,-0.422024
1244610272250897197!,thoughtful-antique-butterfly,0.010000,-2.156719,-1.659118,-0.924198,-0.084033,-0.445231,-0.227529,3.031298,-2.470668,0.078706,-0.160233,0.079881,-0.156311,0.009692,-0.145421,0.107205,0.038503,0.083109,-0.203608
1244610272250897197!,thoughtful-antique-butterfly,0.020000,-2.118984,-1.688849,-0.923205,-0.085691,-0.444291,-0.229360,4.524933,-3.459103,0.119550,-0.173175,0.108468,-0.210113,0.001431,-0.067627,0.036379,0.022394,0.024067,-0.101713
1244610272250897197!,thoughtful-antique-butterfly,0.030000,-2.069853,-1.724895,-0.921896,-0.087154,-0.443183,-0.231493,5.305931,-3.739709,0.142253,-0.120285,0.113186,-0.216690,-0.002583,-0.031096,0.003648,0.014815,-0.003088,-0.053352
1244610272250897197!,thoughtful-antique-butterfly,0.040000,-2.014622,-1.762089,-0.920406,-0.087965,-0.442082,-0.233588,5.741127,-3.693194,0.155678,-0.042515,0.106981,-0.202469,-0.004610,-0.013600,-0.011375,0.011130,-0.015388,-0.029615
1244610272250897197!,thoughtful-antique-butterfly,0.050000,-1.955914,-1.798060,-0.918807,-0.087970,-0.441067,-0.235499,5.999174,-3.498207,0.164137,0.040527,0.096062,-0.179916,-0.005684,-0.004888,-0.018166,0.009206,-0.020767,-0.017231
1244610272250897197!,thoughtful-antique-butterfly,0.060000,-1.895114,-1.831740,-0.917137,-0.087159,-0.440171,-0.237170,6.158922,-3.237779,0.169843,0.119577,0.083497,-0.154964,-0.006282,-0.000247,-0.021096,0.008068,-0.022889,-0.010105
1244610272250897197!,thoughtful-antique-butterfly,0.070000,-1.833026,-1.862670,-0.915418,-0.085595,-0.439402,-0.238592,6.257632,-2.951091,0.173968,0.190260,0.070868,-0.130514,-0.006627,0.002487,-0.022177,0.007272,-0.023441,-0.005440
1244610272250897197!,thoughtful-antique-butterfly,0.080000,-1.770174,-1.890692,-0.913664,-0.083377,-0.438755,-0.239779,6.313230,-2.657443,0.177136,0.250533,0.059045,-0.108043,-0.006823,0.004309,-0.022342,0.006616,-0.023209,-0.001956
1244610272250897197!,thoughtful-antique-butterfly,0.090000,-1.706942,-1.915793,-0.911880,-0.080615,-0.438219,-0.240757,6.334658,-2.367061,0.179674,0.299489,0.048545,-0.088360,-0.006921,0.005670,-0.022026,0.006012,-0.022560,0.000922
1244610272250897197!,thoughtful-antique-butterfly,0.100000,-1.643647,-1.938036,-0.910074,-0.077425,-0.437780,-0.241555,6.326824,-2.085958,0.181743,0.336829,0.039692,-0.071935,-0.006945,0.006769,-0.021436,0.005427,-0.021674,0.003441
1244610272250897197!,thoughtful-antique-butterfly,0.110000,-1.580567,-1.957532,-0.908249,-0.073921,-0.437420,-0.242206,6.292945,-1.818055,0.183411,0.362622,0.032696,-0.059049,-0.006907,0.007692,-0.020675,0.004849,-0.020642,0.005699
1244610272250897197!,thoughtful-antique-butterfly,0.120000,-1.517956,-1.974426,-0.906410,-0.070218,-0.437120,-0.242748,6.235624,-1.566100,0.184692,0.377188,0.027691,-0.049863,-0.006817,0.008473,-0.019798,0.004278,-0.019517,0.007725
1244610272250897197!,thoughtful-antique-butterfly,0.130000,-1.456064,-1.988882,-0.904561,-0.066424,-0.436859,-0.243216,6.157319,-1.332090,0.185584,0.381045,0.024747,-0.044449,-0.006680,0.009122,-0.018839,0.003722,-0.018333,0.009521
1244610272250897197!,thoughtful-antique-butterfly,0.140000,-1.395203,-2.001066,-0.902708,-0.062653,-0.436617,-0.243650,6.060514,-1.117572,0.186101,0.374949,0.023880,-0.042792,-0.006502,0.009630,-0.017815,0.003190,-0.017110,0.011061
1244610272250897197!,thoughtful-antique-butterfly,0.150000,-1.335378,-2.011228,-0.900851,-0.059002,-0.436371,-0.244091,5.948121,-0.922999,0.186193,0.359493,0.025076,-0.044829,-0.006292,0.010030,-0.016768,0.002681,-0.015887,0.012386
1244610272250897197!,thoughtful-antique-butterfly,0.160000,-1.276599,-2.019570,-0.898993,-0.055540,-0.436102,-0.244570,5.822563,-0.748383,0.185842,0.335339,0.028295,-0.050455,-0.006057,0.010333,-0.015718,0.002199,-0.014683,0.013506
1244610272250897197!,thoughtful-antique-butterfly,0.170000,-1.219096,-2.026272,-0.897139,-0.052356,-0.435792,-0.245123,5.686045,-0.593792,0.185099,0.303444,0.033456,-0.059480,-0.005801,0.010521,-0.014665,0.001755,-0.013501,0.014394
1244610272250897197!,thoughtful-antique-butterfly,0.180000,-1.162992,-2.031528,-0.895294,-0.049524,-0.435421,-0.245782,5.541038,-0.458835,0.184027,0.264707,0.040466,-0.071688,-0.005529,0.010601,-0.013623,0.001351,-0.012354,0.015055
1244610272250897197!,thoughtful-antique-butterfly,0.190000,-1.108368,-2.035531,-0.893461,-0.047111,-0.434971,-0.246577,5.389896,-0.342781,0.182710,0.220009,0.049221,-0.086827,-0.005248,0.010582,-0.012603,0.000988,-0.011256,0.015507
1244610272250897197!,thoughtful-antique-butterfly,0.200000,-1.055278,-2.038466,-0.891641,-0.045172,-0.434424,-0.247539,5.234767,-0.244651,0.181252,0.170210,0.059612,-0.104617,-0.004962,0.010478,-0.011619,0.000668,-0.010214,0.015769
1244610272250897197!,thoughtful-antique-butterfly,0.210000,-1.003755,-2.040508,-0.889837,-0.043755,-0.433766,-0.248691,5.077566,-0.163291,0.179774,0.116135,0.071528,-0.124758,-0.004677,0.010301,-0.010678,0.000390,-0.009235,0.015861
1244610272250897197!,thoughtful-antique-butterfly,0.220000,-0.953811,-2.041817,-0.888047,-0.042899,-0.432980,-0.250057,4.919961,-0.097434,0.178411,0.058563,0.084861,-0.146939,-0.004397,0.010062,-0.009787,0.000150,-0.008325,0.015805
1244610272250897197!,thoughtful-antique-butterfly,0.230000,-0.905440,-2.042542,-0.886269,-0.042634,-0.432054,-0.251653,4.763374,-0.045748,0.177306,-0.001786,0.099510,-0.170844,-0.004124,0.009774,-0.008951,-0.000052,-0.007485,0.015625
