ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1982925607120274824!,rebel-wine-beetle,0.000000,-2.093386,0.544944,-1.485590,1.339038,0.000000,0.000000,0.000000,0.000000,-0.094544,0.205270,0.378298,0.077738
1982925607120274824!,rebel-wine-beetle,0.010000,-2.087464,0.550874,-1.479996,1.345218,1.182602,1.185339,1.120536,1.232803,-0.121743,0.046907,0.206799,0.096952
1982925607120274824!,rebel-wine-beetle,0.020000,-2.070841,0.564529,-1.465773,1.360702,2.141350,1.543563,1.725967,1.859242,-0.126207,-0.009706,0.139171,0.099662
1982925607120274824!,rebel-wine-beetle,0.030000,-2.045233,0.580249,-1.446486,1.381187,2.977695,1.599467,2.131375,2.232140,-0.122480,-0.028966,0.109859,0.096436
1982925607120274824!,rebel-wine-beetle,0.040000,-2.011648,0.595991,-1.423570,1.404795,3.731775,1.550032,2.449576,2.482314,-0.116140,-0.035311,0.094057,0.091330
1982925607120274824!,rebel-wine-beetle,0.050000,-1.970819,0.611055,-1.397706,1.430531,4.420267,1.466214,2.718651,2.656268,-0.108946,-0.037383,0.082740,0.085611
1982925607120274824!,rebel-wine-beetle,0.060000,-1.923367,0.625224,-1.369330,1.457716,5.049390,1.373317,2.949605,2.770760,-0.101296,-0.038036,0.072704,0.079552
1982925607120274824!,rebel-wine-beetle,0.070000,-1.869880,0.638452,-1.338820,1.485786,5.620152,1.280799,3.143801,2.832833,-0.093188,-0.038130,0.062838,0.073139
1982925607120274824!,rebel-wine-beetle,0.080000,-1.810953,0.650759,-1.306560,1.514233,6.130906,1.192813,3.299350,2.846851,-0.084570,-0.037880,0.052802,0.066328
1982925607120274824!,rebel-wine-beetle,0.090000,-1.747208,0.662198,-1.272958,1.542588,6.578857,1.111799,3.413548,2.816892,-0.075449,-0.037324,0.042556,0.059123
1982925607120274824!,rebel-wine-beetle,0.100000,-1.679302,0.672839,-1.238457,1.570422,6.961104,1.039658,3.483919,2.747468,-0.065921,-0.036478,0.032196,0.051601
