ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
976480948304818363!,talented-ruddy-butterfly,0.000000,-1.006869,-2.042788,-1.580908,-1.223960,-0.806216,-0.591622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.314972,0.396501,-0.168894
976480948304818363!,talented-ruddy-butterfly,0.010000,-1.006262,-2.032633,-1.585756,-1.217657,-0.808669,-0.588264,0.118336,2.031224,-0.965542,1.260524,-0.488588,0.671647,0.243512,0.309044,-0.153866
976480948304818363!,talented-ruddy-butterfly,0.020000,-1.003968,-2.003946,-1.598963,-1.200216,-0.815362,-0.578952,0.336630,3.711213,-1.667495,2.227574,-0.845765,1.191125,0.191491,0.244832,-0.141586
976480948304818363!,talented-ruddy-butterfly,0.030000,-0.999234,-1.959645,-1.618129,-1.174171,-0.825093,-0.564997,0.603442,5.152755,-2.155158,2.979184,-1.094777,1.598756,0.150490,0.193791,-0.129743
976480948304818363!,talented-ruddy-butterfly,0.040000,-0.991764,-1.901810,-1.641287,-1.141468,-0.836863,-0.547412,0.878624,6.409876,-2.463605,3.554771,-1.252569,1.914881,0.115449,0.149915,-0.117166
976480948304818363!,talented-ruddy-butterfly,0.050000,-0.981620,-1.832186,-1.666769,-1.103783,-0.849823,-0.527068,1.131540,7.500567,-2.619793,3.971999,-1.332579,2.148597,0.083589,0.109959,-0.103345
976480948304818363!,talented-ruddy-butterfly,0.060000,-0.969136,-1.752455,-1.693157,-1.062678,-0.863250,-0.504777,1.339339,8.422992,-2.647526,4.238201,-1.347050,2.303672,0.053718,0.072589,-0.088274
976480948304818363!,talented-ruddy-butterfly,0.070000,-0.954840,-1.664372,-1.719270,-1.019665,-0.876541,-0.481327,1.485926,9.167277,-2.570193,4.357929,-1.308273,2.382488,0.025736,0.037766,-0.072383
976480948304818363!,talented-ruddy-butterfly,0.080000,-0.939389,-1.569803,-1.744156,-0.976212,-0.889220,-0.457479,1.561484,9.724518,-2.411622,4.337933,-1.228899,2.388659,0.000188,0.006201,-0.056424
976480948304818363!,talented-ruddy-butterfly,0.090000,-0.923526,-1.470683,-1.767112,-0.933690,-0.900939,-0.433946,1.562074,10.092795,-2.195485,4.189881,-1.121515,2.328437,-0.022142,-0.021140,-0.041294
976480948304818363!,talented-ruddy-butterfly,0.100000,-0.908056,-1.368877,-1.787702,-0.893248,-0.911488,-0.411326,1.489010,10.279608,-1.943738,3.930950,-0.997749,2.210986,-0.040560,-0.043429,-0.027834
976480948304818363!,talented-ruddy-butterfly,0.110000,-0.893703,-1.266067,-1.805691,-0.855849,-0.920767,-0.390113,1.347361,10.301862,-1.675192,3.582197,-0.867534,2.047602,-0.054712,-0.060268,-0.016631
976480948304818363!,talented-ruddy-butterfly,0.120000,-0.881114,-1.163739,-1.820999,-0.822247,-0.928756,-0.370691,1.144673,10.183235,-1.404675,3.166687,-0.738652,1.850674,-0.064658,-0.071759,-0.007932
976480948304818363!,talented-ruddy-butterfly,0.130000,-0.870849,-1.063145,-1.833665,-0.792986,-0.935500,-0.353327,0.889670,9.950331,-1.142680,2.707259,-0.616572,1.632491,-0.070813,-0.078430,-0.001655
976480948304818363!,talented-ruddy-butterfly,0.140000,-0.863379,-0.965291,-1.843805,-0.768401,-0.941082,-0.338179,0.591310,9.628961,-0.895622,2.224687,-0.504628,1.404276,-0.073816,-0.081061,0.002535
976480948304818363!,talented-ruddy-butterfly,0.150000,-0.859090,-0.870951,-1.851582,-0.748639,-0.945611,-0.325300,0.258313,9.241467,-0.666563,1.736614,-0.404430,1.175634,-0.074374,-0.080501,0.005105
976480948304818363!,talented-ruddy-butterfly,0.160000,-0.858282,-0.780703,-1.857176,-0.733691,-0.949205,-0.314659,-0.100898,8.805448,-0.456149,1.257253,-0.316381,0.954400,-0.073139,-0.077520,0.006560
976480948304818363!,talented-ruddy-butterfly,0.170000,-0.861170,-0.694979,-1.860765,-0.723423,-0.951982,-0.306155,-0.477974,8.333714,-0.263533,0.797690,-0.240173,0.746814,-0.070641,-0.072728,0.007360
976480948304818363!,talented-ruddy-butterfly,0.180000,-0.867887,-0.614099,-1.862516,-0.717601,-0.954055,-0.299631,-0.864348,7.835101,-0.087156,0.366486,-0.175194,0.557836,-0.067256,-0.066549,0.007888
976480948304818363!,talented-ruddy-butterfly,0.190000,-0.878475,-0.538316,-1.862576,-0.715922,-0.955533,-0.294885,-1.250984,7.315750,0.074675,-0.029654,-0.120824,0.391511,-0.063227,-0.059240,0.008435
976480948304818363!,talented-ruddy-butterfly,0.200000,-0.892885,-0.467824,-1.861081,-0.718014,-0.956517,-0.291677,-1.628256,6.780346,0.223404,-0.385300,-0.076621,0.251267,-0.058687,-0.050925,0.009207
976480948304818363!,talented-ruddy-butterfly,0.210000,-0.910975,-0.402753,-1.858160,-0.723441,-0.957110,-0.289726,-1.986012,6.233294,0.360027,-0.695966,-0.042412,0.140109,-0.053696,-0.041642,0.010332
976480948304818363!,talented-ruddy-butterfly,0.220000,-0.932504,-0.343181,-1.853935,-0.731723,-0.957412,-0.288725,-2.313867,5.679693,0.484999,-0.957845,-0.018323,0.060758,-0.048279,-0.031392,0.011882
976480948304818363!,talented-ruddy-butterfly,0.230000,-0.957117,-0.289149,-1.848520,-0.742361,-0.957527,-0.288344,-2.601584,5.126002,0.598255,-1.167618,-0.004738,0.015734,-0.042464,-0.020177,0.013881
976480948304818363!,talented-ruddy-butterfly,0.240000,-0.984208,-0.240901,-1.841959,-0.754966,-0.957559,-0.288236,-2.838769,4.581516,0.699293,-1.321976,-0.002175,0.007226,-0.036322,-0.008051,0.016302
976480948304818363!,talented-ruddy-butterfly,0.250000,-1.013541,-0.197736,-1.834527,-0.768686,-0.957626,-0.288013,-3.018602,4.052853,0.787899,-1.420630,-0.011161,0.037111,-0.029877,0.004965,0.019115
976480948304818363!,talented-ruddy-butterfly,0.260000,-1.044350,-0.159727,-1.826274,-0.783102,-0.957843,-0.287291,-3.133471,3.551830,0.863495,-1.461719,-0.032050,0.106857,-0.023276,0.018724,0.022235
976480948304818363!,talented-ruddy-butterfly,0.270000,-1.075960,-0.126543,-1.817330,-0.797640,-0.958329,-0.285666,-3.178640,3.089410,0.926123,-1.445177,-0.064817,0.217443,-0.016684,0.033044,0.025566
976480948304818363!,talented-ruddy-butterfly,0.280000,-1.107659,-0.097745,-1.807822,-0.811728,-0.959200,-0.282728,-3.151607,2.676371,0.976538,-1.371871,-0.108861,0.369328,-0.010307,0.047694,0.028997
976480948304818363!,talented-ruddy-butterfly,0.290000,-1.138718,-0.072789,-1.797864,-0.824804,-0.960563,-0.278061,-3.052098,2.322537,1.016491,-1.243602,-0.162803,0.562405,-0.004380,0.062410,0.032408
976480948304818363!,talented-ruddy-butterfly,0.300000,-1.168418,-0.051041,-1.787545,-0.836332,-0.962508,-0.271253,-2.881881,2.036023,1.048938,-1.063051,-0.224313,0.795945,0.000852,0.076906,0.035676
