ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1601810137065308178!,thoughtful-zippy-butterfly,0.000000,-1.396907,-0.697973,0.601540,-0.776768,0.374496,-0.331290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.232961,-0.234473,0.192769,0.518386
1601810137065308178!,thoughtful-zippy-butterfly,0.010000,-1.394514,-0.685194,0.603456,-0.775292,0.375294,-0.330385,0.483415,2.552359,0.381613,0.294868,0.159148,0.180781,-0.066248,-0.103523,0.104954,0.300153
1601810137065308178!,thoughtful-zippy-butterfly,0.020000,-1.387849,-0.653808,0.608701,-0.771238,0.377436,-0.327937,0.854399,3.722305,0.665827,0.516211,0.268345,0.308849,0.008740,-0.043253,0.063629,0.196375
1601810137065308178!,thoughtful-zippy-butterfly,0.030000,-1.377759,-0.613919,0.616516,-0.765147,0.380531,-0.324339,1.163386,4.251572,0.894197,0.701720,0.349605,0.410175,0.041627,-0.015278,0.043332,0.144352
1601810137065308178!,thoughtful-zippy-butterfly,0.040000,-1.364801,-0.570251,0.626434,-0.757291,0.384353,-0.319802,1.424066,4.478947,1.084894,0.868102,0.412925,0.496273,0.055308,-0.002165,0.032775,0.116425
1601810137065308178!,thoughtful-zippy-butterfly,0.050000,-1.349431,-0.525043,0.638123,-0.747820,0.388744,-0.314449,1.643186,4.561325,1.246641,1.023453,0.463185,0.572622,0.060309,0.004083,0.026813,0.099991
1601810137065308178!,thoughtful-zippy-butterfly,0.060000,-1.332046,-0.479381,0.651316,-0.736822,0.393588,-0.308364,1.825318,4.572122,1.383970,1.171911,0.502956,0.641961,0.061457,0.007149,0.023071,0.089213
1601810137065308178!,thoughtful-zippy-butterfly,0.070000,-1.313001,-0.433809,0.665783,-0.724355,0.398788,-0.301610,1.973823,4.546170,1.499484,1.315658,0.533753,0.705728,0.060950,0.008727,0.020445,0.081363
1601810137065308178!,thoughtful-zippy-butterfly,0.080000,-1.292620,-0.388611,0.681313,-0.710459,0.404257,-0.294238,2.091299,4.500383,1.594890,1.455852,0.556598,0.764717,0.059781,0.009597,0.018421,0.075155
1601810137065308178!,thoughtful-zippy-butterfly,0.090000,-1.271207,-0.343945,0.697713,-0.695166,0.409921,-0.286294,2.179893,4.443301,1.671463,1.593079,0.572280,0.819401,0.058389,0.010118,0.016756,0.069967
1601810137065308178!,thoughtful-zippy-butterfly,0.100000,-1.249042,-0.299905,0.714797,-0.678504,0.415711,-0.277821,2.241518,4.379505,1.730265,1.727577,0.581473,0.870075,0.056960,0.010454,0.015332,0.065489
1601810137065308178!,thoughtful-zippy-butterfly,0.110000,-1.226394,-0.256534,0.732382,-0.660511,0.421562,-0.268860,2.278043,4.311636,1.772284,1.859347,0.584800,0.916942,0.055562,0.010679,0.014091,0.061553
1601810137065308178!,thoughtful-zippy-butterfly,0.120000,-1.203506,-0.213861,0.750302,-0.641217,0.427416,-0.259452,2.291232,4.241366,1.798406,1.988238,0.582827,0.960139,0.054209,0.010828,0.012998,0.058054
1601810137065308178!,thoughtful-zippy-butterfly,0.130000,-1.180604,-0.171900,0.768400,-0.620654,0.433225,-0.249632,2.282812,4.169816,1.809459,2.113974,0.576080,0.999758,0.052895,0.010917,0.012031,0.054917
1601810137065308178!,thoughtful-zippy-butterfly,0.140000,-1.157895,-0.130656,0.786530,-0.598857,0.438942,-0.239438,2.254481,4.097770,1.806225,2.236178,0.565048,1.035857,0.051601,0.010952,0.011172,0.052080
1601810137065308178!,thoughtful-zippy-butterfly,0.150000,-1.135568,-0.090128,0.804551,-0.575864,0.444526,-0.228902,2.207904,4.025773,1.789448,2.354382,0.550190,1.068465,0.050306,0.010936,0.010407,0.049489
1601810137065308178!,thoughtful-zippy-butterfly,0.160000,-1.113795,-0.050311,0.822333,-0.551717,0.449944,-0.218062,2.144718,3.954190,1.759842,2.468035,0.531935,1.097583,0.048985,0.010871,0.009720,0.047095
1601810137065308178!,thoughtful-zippy-butterfly,0.170000,-1.092734,-0.011197,0.839751,-0.526467,0.455161,-0.206950,2.066526,3.883234,1.718108,2.576516,0.510686,1.123191,0.047617,0.010755,0.009100,0.044852
1601810137065308178!,thoughtful-zippy-butterfly,0.180000,-1.072525,0.027220,0.856688,-0.500166,0.460152,-0.195602,1.974905,3.812996,1.664943,2.679134,0.486825,1.145249,0.046178,0.010588,0.008532,0.042720
1601810137065308178!,thoughtful-zippy-butterfly,0.190000,-1.053294,0.064949,0.873035,-0.472878,0.464891,-0.184054,1.871413,3.743463,1.601060,2.775142,0.460718,1.163699,0.044648,0.010367,0.008006,0.040660
1601810137065308178!,thoughtful-zippy-butterfly,0.200000,-1.035150,0.101995,0.888689,-0.444671,0.469360,-0.172342,1.757591,3.674541,1.527199,2.863743,0.432716,1.178471,0.043009,0.010091,0.007510,0.038642
1601810137065308178!,thoughtful-zippy-butterfly,0.210000,-1.018189,0.138364,0.903555,-0.415622,0.473539,-0.160501,1.634976,3.606070,1.444149,2.944104,0.403163,1.189486,0.041244,0.009755,0.007035,0.036636
1601810137065308178!,thoughtful-zippy-butterfly,0.220000,-1.002490,0.174059,0.917546,-0.385818,0.477417,-0.148570,1.505108,3.537845,1.352757,3.015372,0.372395,1.196660,0.039337,0.009357,0.006573,0.034621
1601810137065308178!,thoughtful-zippy-butterfly,0.230000,-0.988118,0.209079,0.930584,-0.355353,0.480982,-0.136587,1.369535,3.469636,1.253940,3.076688,0.340745,1.199909,0.037278,0.008892,0.006115,0.032579
1601810137065308178!,thoughtful-zippy-butterfly,0.240000,-0.975122,0.243423,0.942600,-0.324329,0.484228,-0.124592,1.229817,3.401204,1.148699,3.127210,0.308543,1.199153,0.035058,0.008359,0.005657,0.030496
1601810137065308178!,thoughtful-zippy-butterfly,0.250000,-0.963535,0.277085,0.953536,-0.292859,0.487150,-0.112625,1.087529,3.332321,1.038121,3.166134,0.276117,1.194320,0.032672,0.007754,0.005192,0.028367
1601810137065308178!,thoughtful-zippy-butterfly,0.260000,-0.953376,0.310061,0.963345,-0.261061,0.489749,-0.100726,0.944258,3.262782,0.923380,3.192713,0.243791,1.185351,0.030118,0.007075,0.004717,0.026187
1601810137065308178!,thoughtful-zippy-butterfly,0.270000,-0.944648,0.342339,0.971990,-0.229063,0.492026,-0.088938,0.801601,3.192426,0.805734,3.206288,0.211887,1.172207,0.027397,0.006320,0.004231,0.023957
1601810137065308178!,thoughtful-zippy-butterfly,0.280000,-0.937335,0.373910,0.979450,-0.196996,0.493988,-0.077302,0.661151,3.121149,0.686513,3.206298,0.180721,1.154865,0.024518,0.005489,0.003730,0.021685
1601810137065308178!,thoughtful-zippy-butterfly,0.290000,-0.931410,0.404761,0.985716,-0.164999,0.495643,-0.065861,0.524490,3.048896,0.567116,3.192323,0.150598,1.133333,0.021489,0.004582,0.003216,0.019379
1601810137065308178!,thoughtful-zippy-butterfly,0.300000,-0.926827,0.434878,0.990793,-0.133218,0.497003,-0.054659,0.393177,2.975708,0.448983,3.164085,0.121815,1.107645,0.018327,0.003601,0.002688,0.017054
1601810137065308178!,thoughtful-zippy-butterfly,0.310000,-0.923527,0.464238,0.994700,-0.101806,0.498083,-0.043742,0.268741,2.901702,0.333595,3.121481,0.094660,1.077875,0.015050,0.002551,0.002149,0.014724
1601810137065308178!,thoughtful-zippy-butterfly,0.320000,-0.921438,0.492777,0.997469,-0.070957,0.498898,-0.033177,0.152773,2.827149,0.222543,3.064640,0.069439,1.044182,0.011686,0.001437,0.001603,0.012417
1601810137065308178!,thoughtful-zippy-butterfly,0.330000,-0.920461,0.520457,0.999151,-0.040870,0.499469,-0.023028,0.046714,2.752303,0.117374,2.993944,0.046417,1.006752,0.008260,0.000261,0.001059,0.010169
1601810137065308178!,thoughtful-zippy-butterfly,0.340000,-0.920476,0.547405,0.999821,-0.011576,0.499824,-0.013277,-0.048637,2.677272,0.019037,2.909755,0.025649,0.965604,0.004788,-0.000969,0.000516,0.007980
1601810137065308178!,thoughtful-zippy-butterfly,0.350000,-0.921382,0.573734,0.999551,0.016943,0.499985,-0.003889,-0.132617,2.602313,-0.071722,2.812401,0.007162,0.920747,0.001303,-0.002233,-0.000035,0.005830
1601810137065308178!,thoughtful-zippy-butterfly,0.360000,-0.923068,0.599363,0.998418,0.044484,0.499974,0.005060,-0.204072,2.527824,-0.153588,2.702646,-0.008830,0.872441,-0.002166,-0.003525,-0.000583,0.003760
1601810137065308178!,thoughtful-zippy-butterfly,0.370000,-0.925405,0.624266,0.996515,0.070890,0.499817,0.013520,-0.262162,2.454212,-0.225543,2.581393,-0.022207,0.820935,-0.005588,-0.004837,-0.001120,0.001800
1601810137065308178!,thoughtful-zippy-butterfly,0.380000,-0.928254,0.648445,0.993945,0.096040,0.499539,0.021455,-0.306311,2.381894,-0.286840,2.449646,-0.032919,0.766473,-0.008929,-0.006157,-0.001640,-0.000032
1601810137065308178!,thoughtful-zippy-butterfly,0.390000,-0.931474,0.671911,0.990818,0.119830,0.499168,0.028833,-0.336158,2.311267,-0.336954,2.308493,-0.040972,0.709314,-0.012160,-0.007470,-0.002139,-0.001721
1601810137065308178!,thoughtful-zippy-butterfly,0.400000,-0.934921,0.694681,0.987247,0.142166,0.498729,0.035628,-0.351549,2.242698,-0.375583,2.159083,-0.046415,0.649725,-0.015251,-0.008765,-0.002612,-0.003256
1601810137065308178!,thoughtful-zippy-butterfly,0.410000,-0.938449,0.716776,0.983347,0.162973,0.498248,0.041816,-0.352542,2.176493,-0.402656,2.002588,-0.049346,0.587977,-0.018178,-0.010028,-0.003055,-0.004626
1601810137065308178!,thoughtful-zippy-butterfly,0.420000,-0.941915,0.738222,0.979235,0.182180,0.497751,0.047375,-0.339379,2.112908,-0.418313,1.840187,-0.049907,0.524350,-0.020917,-0.011248,-0.003465,-0.005825
1601810137065308178!,thoughtful-zippy-butterfly,0.430000,-0.945178,0.759043,0.975024,0.199734,0.497258,0.052288,-0.312485,2.052132,-0.422909,1.673027,-0.048278,0.459123,-0.023451,-0.012414,-0.003838,-0.006850
1601810137065308178!,thoughtful-zippy-butterfly,0.440000,-0.948102,0.779270,0.970821,0.215591,0.496793,0.056539,-0.272449,1.994284,-0.416996,1.502205,-0.044678,0.392570,-0.025766,-0.013517,-0.004170,-0.007697
1601810137065308178!,thoughtful-zippy-butterfly,0.450000,-0.950558,0.798930,0.966730,0.229716,0.496373,0.060115,-0.220001,1.939410,-0.401298,1.328747,-0.039356,0.324963,-0.027853,-0.014548,-0.004458,-0.008369
1601810137065308178!,thoughtful-zippy-butterfly,0.460000,-0.952426,0.818055,0.962845,0.242087,0.496014,0.063007,-0.155993,1.887490,-0.376695,1.153588,-0.032591,0.256565,-0.029705,-0.015503,-0.004703,-0.008869
1601810137065308178!,thoughtful-zippy-butterfly,0.470000,-0.953606,0.836678,0.959242,0.252716,0.495728,0.065218,-0.081372,1.838462,-0.344206,0.977514,-0.024684,0.187621,-0.031317,-0.016371,-0.004904,-0.009212
1601810137065308178!,thoughtful-zippy-butterfly,0.480000,-0.953998,0.854828,0.955996,0.261595,0.495525,0.066743,0.002845,1.792127,-0.304913,0.801259,-0.015944,0.118371,-0.032697,-0.017154,-0.005061,-0.009400
1601810137065308178!,thoughtful-zippy-butterfly,0.490000,-0.953508,0.872528,0.953169,0.268721,0.495412,0.067578,0.095601,1.748273,-0.259972,0.625460,-0.006691,0.049048,-0.033850,-0.017851,-0.005170,-0.009438
1601810137065308178!,thoughtful-zippy-butterfly,0.500000,-0.952055,0.889802,0.950814,0.274099,0.495392,0.067722,0.195812,1.706665,-0.210589,0.450659,0.002751,-0.020127,-0.034786,-0.018464,-0.005232,-0.009334
1601810137065308178!,thoughtful-zippy-butterfly,0.510000,-0.949569,0.906671,0.948969,0.277738,0.495467,0.067177,0.302390,1.667044,-0.157992,0.277307,0.012059,-0.088945,-0.035518,-0.018994,-0.005247,-0.009097
1601810137065308178!,thoughtful-zippy-butterfly,0.520000,-0.945987,0.923152,0.947661,0.279649,0.495632,0.065945,0.414257,1.629133,-0.103412,0.105776,0.020916,-0.157205,-0.036058,-0.019445,-0.005215,-0.008736
1601810137065308178!,thoughtful-zippy-butterfly,0.530000,-0.941261,0.939260,0.946907,0.279849,0.495883,0.064031,0.530370,1.592662,-0.048063,-0.063635,0.029017,-0.224718,-0.036420,-0.019819,-0.005139,-0.008262
