ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
778303165173430696!,talented-zippy-butterfly,0.000000,1.836696,-1.102989,1.860109,-0.103263,0.950218,0.311586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.383371,-0.149454,0.142340,0.941856
778303165173430696!,talented-zippy-butterfly,0.010000,1.828901,-1.098373,1.858641,-0.098816,0.948749,0.316030,-1.555973,0.925211,-0.294785,0.887686,-0.295308,0.886540,0.312383,-0.130593,0.117686,0.787755
778303165173430696!,talented-zippy-butterfly,0.020000,1.806703,-1.085325,1.854360,-0.086461,0.944511,0.328480,-2.881393,1.690579,-0.564869,1.580055,-0.556154,1.599165,0.256888,-0.115351,0.097631,0.665059
778303165173430696!,talented-zippy-butterfly,0.030000,1.772183,-1.065170,1.847420,-0.068004,0.937747,0.347320,-4.020692,2.348263,-0.827257,2.107315,-0.801443,2.163855,0.209985,-0.102145,0.080091,0.559782
778303165173430696!,talented-zippy-butterfly,0.040000,1.727082,-1.038854,1.837862,-0.045009,0.928572,0.371153,-4.996869,2.923070,-1.088466,2.487414,-1.038161,2.597328,0.168048,-0.089996,0.063970,0.464277
778303165173430696!,talented-zippy-butterfly,0.050000,1.672984,-1.007158,1.825698,-0.018888,0.917072,0.398723,-5.820290,3.423744,-1.348396,2.732720,-1.266037,2.911915,0.129551,-0.078357,0.048824,0.375086
778303165173430696!,talented-zippy-butterfly,0.060000,1.611379,-0.970815,1.810953,0.009068,0.903351,0.428901,-6.495282,3.850717,-1.603123,2.854325,-1.480778,3.118814,0.094253,-0.067020,0.034636,0.291503
778303165173430696!,talented-zippy-butterfly,0.070000,1.543737,-0.930576,1.793707,0.037678,0.887572,0.460668,-7.025021,4.201431,-1.847005,2.864646,-1.676446,3.230020,0.062601,-0.056045,0.021628,0.214485
778303165173430696!,talented-zippy-butterfly,0.080000,1.471490,-0.887215,1.774097,0.065900,0.869955,0.493132,-7.415024,4.473982,-2.074534,2.778415,-1.847404,3.259085,0.035267,-0.045664,0.010108,0.145718
778303165173430696!,talented-zippy-butterfly,0.090000,1.395992,-0.841516,1.752309,0.092849,0.850768,0.525542,-7.674890,4.669177,-2.281641,2.612481,-1.989634,3.220895,0.012825,-0.036182,0.000349,0.086867
