ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
519363796494683666!,rebel-mauve-beetle,0.000000,-1.898833,-0.618917,-1.963767,0.378973,0.000000,0.000000,0.000000,0.000000,-0.128562,-0.640317,0.501457
519363796494683666!,rebel-mauve-beetle,0.010000,-1.891931,-0.623782,-1.964804,0.373559,1.378449,-0.969072,-0.206260,-1.084861,-0.034286,-0.305541,0.159215
519363796494683666!,rebel-mauve-beetle,0.020000,-1.873120,-0.634944,-1.967220,0.360618,2.380595,-1.254180,-0.275937,-1.505274,0.008319,-0.146876,0.003155
519363796494683666!,rebel-mauve-beetle,0.030000,-1.845375,-0.647301,-1.970037,0.344898,3.160571,-1.206146,-0.286997,-1.639306,0.025186,-0.075940,-0.060161
519363796494683666!,rebel-mauve-beetle,0.040000,-1.810534,-0.658393,-1.972863,0.328344,3.793686,-1.003202,-0.278457,-1.673115,0.029700,-0.047211,-0.078950
519363796494683666!,rebel-mauve-beetle,0.050000,-1.769880,-0.667103,-1.975592,0.311509,4.316975,-0.732063,-0.267381,-1.695731,0.028353,-0.038542,-0.076606
519363796494683666!,rebel-mauve-beetle,0.060000,-1.724417,-0.672966,-1.978230,0.294288,4.748431,-0.434687,-0.260183,-1.748979,0.024196,-0.039488,-0.064124
519363796494683666!,rebel-mauve-beetle,0.070000,-1.675019,-0.675832,-1.980828,0.276261,5.096674,-0.132288,-0.258335,-1.852297,0.018661,-0.045137,-0.046682
519363796494683666!,rebel-mauve-beetle,0.080000,-1.622507,-0.675724,-1.983436,0.256870,5.365912,0.163342,-0.260869,-2.014313,0.012454,-0.053142,-0.026800
519363796494683666!,rebel-mauve-beetle,0.090000,-1.567710,-0.672749,-1.986083,0.235526,5.558578,0.444692,-0.265397,-2.237969,0.005947,-0.062330,-0.005812
