ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1200712153294634658!,lush-piquant-bumblebee,0.000000,-1.006869,-2.042788,0.000000,-2.042788,0.000000,0.000000,0.000000,0.000000,0.028127,0.152911
1200712153294634658!,lush-piquant-bumblebee,0.010000,-1.003838,-2.035396,0.000000,-2.035396,0.606184,1.478301,0.000000,1.478301,0.024489,0.134363
1200712153294634658!,lush-piquant-bumblebee,0.020000,-0.995132,-2.014165,0.000000,-2.014165,1.133958,2.765386,0.000000,2.765386,0.021232,0.117760
1200712153294634658!,lush-piquant-bumblebee,0.030000,-0.981487,-1.980891,0.000000,-1.980891,1.591547,3.881310,0.000000,3.881310,0.018319,0.102909
1200712153294634658!,lush-piquant-bumblebee,0.040000,-0.963566,-1.937186,0.000000,-1.937186,1.986357,4.844132,0.000000,4.844132,0.015716,0.089636
1200712153294634658!,lush-piquant-bumblebee,0.050000,-0.941960,-1.884495,0.000000,-1.884495,2.325055,5.670116,0.000000,5.670116,0.013391,0.077783
1200712153294634658!,lush-piquant-bumblebee,0.060000,-0.917200,-1.824112,0.000000,-1.824112,2.613646,6.373904,0.000000,6.373904,0.011316,0.067209
1200712153294634658!,lush-piquant-bumblebee,0.070000,-0.889760,-1.757195,0.000000,-1.757195,2.857535,6.968676,0.000000,6.968676,0.009468,0.057785
1200712153294634658!,lush-piquant-bumblebee,0.080000,-0.860066,-1.684780,0.000000,-1.684780,3.061585,7.466294,0.000000,7.466294,0.007823,0.049396
1200712153294634658!,lush-piquant-bumblebee,0.090000,-0.828497,-1.607794,0.000000,-1.607794,3.230174,7.877433,0.000000,7.877433,0.006360,0.041939
1200712153294634658!,lush-piquant-bumblebee,0.100000,-0.795394,-1.527065,0.000000,-1.527065,3.367241,8.211697,0.000000,8.211697,0.005062,0.035320
1200712153294634658!,lush-piquant-bumblebee,0.110000,-0.761059,-1.443332,0.000000,-1.443332,3.476326,8.477724,0.000000,8.477724,0.003911,0.029455
1200712153294634658!,lush-piquant-bumblebee,0.120000,-0.725766,-1.357262,0.000000,-1.357262,3.560616,8.683282,0.000000,8.683282,0.002893,0.024267
1200712153294634658!,lush-piquant-bumblebee,0.130000,-0.689756,-1.269445,0.000000,-1.269445,3.622976,8.835359,0.000000,8.835359,0.001995,0.019689
1200712153294634658!,lush-piquant-bumblebee,0.140000,-0.653241,-1.180395,0.000000,-1.180395,3.665981,8.940236,0.000000,8.940236,0.001205,0.015657
1200712153294634658!,lush-piquant-bumblebee,0.150000,-0.616404,-1.090561,0.000000,-1.090561,3.691944,9.003552,0.000000,9.003552,0.000510,0.012117
1200712153294634658!,lush-piquant-bumblebee,0.160000,-0.579408,-1.000339,0.000000,-1.000339,3.702942,9.030371,0.000000,9.030371,-0.000098,0.009017
1200712153294634658!,lush-piquant-bumblebee,0.170000,-0.542393,-0.910071,0.000000,-0.910071,3.700834,9.025232,0.000000,9.025232,-0.000628,0.006312
1200712153294634658!,lush-piquant-bumblebee,0.180000,-0.505483,-0.820059,0.000000,-0.820059,3.687292,8.992205,0.000000,8.992205,-0.001090,0.003960
1200712153294634658!,lush-piquant-bumblebee,0.190000,-0.468784,-0.730559,0.000000,-0.730559,3.663807,8.934934,0.000000,8.934934,-0.001489,0.001925
