ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1421958535331174111!,great-impartial-bumblebee,0.000000,1.881074,-0.811018,0.000000,-0.811018,0.000000,0.000000,0.000000,0.000000,-0.004547,0.053660,0.003307
1421958535331174111!,great-impartial-bumblebee,0.010000,1.876566,-0.812679,0.000000,-0.812679,-0.901726,-0.332157,0.000000,-0.332157,-0.004407,0.045504,0.004436
1421958535331174111!,great-impartial-bumblebee,0.020000,1.863615,-0.817450,0.000000,-0.817450,-1.686816,-0.621350,0.000000,-0.621350,-0.004282,0.038203,0.005447
1421958535331174111!,great-impartial-bumblebee,0.030000,1.843319,-0.824926,0.000000,-0.824926,-2.367501,-0.872085,0.000000,-0.872085,-0.004171,0.031673,0.006351
1421958535331174111!,great-impartial-bumblebee,0.040000,1.816660,-0.834746,0.000000,-0.834746,-2.954798,-1.088420,0.000000,-1.088420,-0.004071,0.025836,0.007159
1421958535331174111!,great-impartial-bumblebee,0.050000,1.784520,-0.846585,0.000000,-0.846585,-3.458628,-1.274009,0.000000,-1.274009,-0.003981,0.020624,0.007881
1421958535331174111!,great-impartial-bumblebee,0.060000,1.747687,-0.860152,0.000000,-0.860152,-3.887920,-1.432141,0.000000,-1.432141,-0.003902,0.015974,0.008525
1421958535331174111!,great-impartial-bumblebee,0.070000,1.706870,-0.875188,0.000000,-0.875188,-4.250716,-1.565780,0.000000,-1.565780,-0.003831,0.011830,0.009098
1421958535331174111!,great-impartial-bumblebee,0.080000,1.662737,-0.891444,0.000000,-0.891444,-4.554250,-1.677589,0.000000,-1.677589,-0.003768,0.008142,0.009609
1421958535331174111!,great-impartial-bumblebee,0.090000,1.615860,-0.908712,0.000000,-0.908712,-4.805047,-1.769971,0.000000,-1.769971,-0.003712,0.004865,0.010063
1421958535331174111!,great-impartial-bumblebee,0.100000,1.566736,-0.926807,0.000000,-0.926807,-5.008976,-1.845090,0.000000,-1.845090,-0.003662,0.001957,0.010465
1421958535331174111!,great-impartial-bumblebee,0.110000,1.515803,-0.945568,0.000000,-0.945568,-5.171315,-1.904889,0.000000,-1.904889,-0.003618,-0.000620,0.010822
1421958535331174111!,great-impartial-bumblebee,0.120000,1.463448,-0.964854,0.000000,-0.964854,-5.296807,-1.951114,0.000000,-1.951114,-0.003579,-0.002899,0.011138
1421958535331174111!,great-impartial-bumblebee,0.130000,1.410009,-0.984538,0.000000,-0.984538,-5.389708,-1.985335,0.000000,-1.985335,-0.003545,-0.004911,0.011416
1421958535331174111!,great-impartial-bumblebee,0.140000,1.355790,-1.004510,0.000000,-1.004510,-5.453841,-2.008959,0.000000,-2.008959,-0.003514,-0.006683,0.011661
1421958535331174111!,great-impartial-bumblebee,0.150000,1.301058,-1.024671,0.000000,-1.024671,-5.492634,-2.023248,0.000000,-2.023248,-0.003488,-0.008240,0.011877
1421958535331174111!,great-impartial-bumblebee,0.160000,1.246049,-1.044934,0.000000,-1.044934,-5.509162,-2.029337,0.000000,-2.029337,-0.003464,-0.009604,0.012066
1421958535331174111!,great-impartial-bumblebee,0.170000,1.190972,-1.065222,0.000000,-1.065222,-5.506184,-2.028239,0.000000,-2.028239,-0.003444,-0.010795,0.012231
1421958535331174111!,great-impartial-bumblebee,0.180000,1.136011,-1.085467,0.000000,-1.085467,-5.486169,-2.020867,0.000000,-2.020867,-0.003426,-0.011832,0.012374
1421958535331174111!,great-impartial-bumblebee,0.190000,1.081328,-1.105610,0.000000,-1.105610,-5.451331,-2.008034,0.000000,-2.008034,-0.003411,-0.012730,0.012499
1421958535331174111!,great-impartial-bumblebee,0.200000,1.027063,-1.125599,0.000000,-1.125599,-5.403652,-1.990471,0.000000,-1.990471,-0.003397,-0.013504,0.012606
1421958535331174111!,great-impartial-bumblebee,0.210000,0.973337,-1.145389,0.000000,-1.145389,-5.344905,-1.968831,0.000000,-1.968831,-0.003386,-0.014167,0.012698
1421958535331174111!,great-impartial-bumblebee,0.220000,0.920257,-1.164942,0.000000,-1.164942,-5.276674,-1.943698,0.000000,-1.943698,-0.003376,-0.014731,0.012776
1421958535331174111!,great-impartial-bumblebee,0.230000,0.867913,-1.184223,0.000000,-1.184223,-5.200376,-1.915593,0.000000,-1.915593,-0.003368,-0.015207,0.012842
1421958535331174111!,great-impartial-bumblebee,0.240000,0.816383,-1.203205,0.000000,-1.203205,-5.117273,-1.884982,0.000000,-1.884982,-0.003362,-0.015604,0.012896
1421958535331174111!,great-impartial-bumblebee,0.250000,0.765731,-1.221862,0.000000,-1.221862,-5.028493,-1.852279,0.000000,-1.852279,-0.003356,-0.015931,0.012942
1421958535331174111!,great-impartial-bumblebee,0.260000,0.716013,-1.240177,0.000000,-1.240177,-4.935039,-1.817854,0.000000,-1.817854,-0.003351,-0.016195,0.012978
1421958535331174111!,great-impartial-bumblebee,0.270000,0.667273,-1.258130,0.000000,-1.258130,-4.837802,-1.782037,0.000000,-1.782037,-0.003348,-0.016404,0.013007
1421958535331174111!,great-impartial-bumblebee,0.280000,0.619548,-1.275710,0.000000,-1.275710,-4.737577,-1.745118,0.000000,-1.745118,-0.003345,-0.016564,0.013029
1421958535331174111!,great-impartial-bumblebee,0.290000,0.572866,-1.292905,0.000000,-1.292905,-4.635065,-1.707357,0.000000,-1.707357,-0.003343,-0.016680,0.013046
1421958535331174111!,great-impartial-bumblebee,0.300000,0.527251,-1.309708,0.000000,-1.309708,-4.530889,-1.668983,0.000000,-1.668983,-0.003342,-0.016758,0.013056
1421958535331174111!,great-impartial-bumblebee,0.310000,0.482718,-1.326112,0.000000,-1.326112,-4.425598,-1.630199,0.000000,-1.630199,-0.003341,-0.016802,0.013062
1421958535331174111!,great-impartial-bumblebee,0.320000,0.439257,-1.342121,0.000000,-1.342121,-4.319678,-1.591182,0.000000,-1.591182,-0.003341,-0.016817,0.013064
1421958535331174111!,great-impartial-bumblebee,0.330000,0.396859,-1.357739,0.000000,-1.357739,-4.213547,-1.552088,0.000000,-1.552088,-0.003341,-0.016806,0.013063
1421958535331174111!,great-impartial-bumblebee,0.340000,0.355527,-1.372964,0.000000,-1.372964,-4.107569,-1.513050,0.000000,-1.513050,-0.003342,-0.016773,0.013058
1421958535331174111!,great-impartial-bumblebee,0.350000,0.315258,-1.387797,0.000000,-1.387797,-4.002060,-1.474186,0.000000,-1.474186,-0.003342,-0.016721,0.013051
1421958535331174111!,great-impartial-bumblebee,0.360000,0.276048,-1.402240,0.000000,-1.402240,-3.897299,-1.435596,0.000000,-1.435596,-0.003344,-0.016652,0.013042
1421958535331174111!,great-impartial-bumblebee,0.370000,0.237891,-1.416296,0.000000,-1.416296,-3.793523,-1.397369,0.000000,-1.397369,-0.003345,-0.016569,0.013030
1421958535331174111!,great-impartial-bumblebee,0.380000,0.200778,-1.429967,0.000000,-1.429967,-3.690940,-1.359582,0.000000,-1.359582,-0.003347,-0.016473,0.013017
1421958535331174111!,great-impartial-bumblebee,0.390000,0.164696,-1.443257,0.000000,-1.443257,-3.589728,-1.322300,0.000000,-1.322300,-0.003348,-0.016367,0.013002
1421958535331174111!,great-impartial-bumblebee,0.400000,0.129635,-1.456173,0.000000,-1.456173,-3.490037,-1.285578,0.000000,-1.285578,-0.003350,-0.016251,0.012986
1421958535331174111!,great-impartial-bumblebee,0.410000,0.095579,-1.468717,0.000000,-1.468717,-3.391996,-1.249464,0.000000,-1.249464,-0.003353,-0.016128,0.012969
1421958535331174111!,great-impartial-bumblebee,0.420000,0.062501,-1.480902,0.000000,-1.480902,-3.295712,-1.213998,0.000000,-1.213998,-0.003355,-0.016000,0.012951
1421958535331174111!,great-impartial-bumblebee,0.430000,0.030373,-1.492736,0.000000,-1.492736,-3.201270,-1.179209,0.000000,-1.179209,-0.003357,-0.015866,0.012933
1421958535331174111!,great-impartial-bumblebee,0.440000,-0.000826,-1.504229,0.000000,-1.504229,-3.108735,-1.145123,0.000000,-1.145123,-0.003359,-0.015729,0.012914
1421958535331174111!,great-impartial-bumblebee,0.450000,-0.031114,-1.515386,0.000000,-1.515386,-3.018157,-1.111758,0.000000,-1.111758,-0.003362,-0.015590,0.012895
1421958535331174111!,great-impartial-bumblebee,0.460000,-0.060513,-1.526215,0.000000,-1.526215,-2.929574,-1.079128,0.000000,-1.079128,-0.003364,-0.015449,0.012875
1421958535331174111!,great-impartial-bumblebee,0.470000,-0.089042,-1.536724,0.000000,-1.536724,-2.843012,-1.047243,0.000000,-1.047243,-0.003367,-0.015306,0.012855
1421958535331174111!,great-impartial-bumblebee,0.480000,-0.116721,-1.546920,0.000000,-1.546920,-2.758489,-1.016108,0.000000,-1.016108,-0.003369,-0.015163,0.012835
1421958535331174111!,great-impartial-bumblebee,0.490000,-0.143572,-1.556810,0.000000,-1.556810,-2.676011,-0.985727,0.000000,-0.985727,-0.003372,-0.015020,0.012816
1421958535331174111!,great-impartial-bumblebee,0.500000,-0.169615,-1.566404,0.000000,-1.566404,-2.595581,-0.956100,0.000000,-0.956100,-0.003374,-0.014877,0.012796
1421958535331174111!,great-impartial-bumblebee,0.510000,-0.194871,-1.575707,0.000000,-1.575707,-2.517191,-0.927224,0.000000,-0.927224,-0.003376,-0.014735,0.012776
1421958535331174111!,great-impartial-bumblebee,0.520000,-0.219360,-1.584727,0.000000,-1.584727,-2.440831,-0.899096,0.000000,-0.899096,-0.003379,-0.014595,0.012757
1421958535331174111!,great-impartial-bumblebee,0.530000,-0.243101,-1.593473,0.000000,-1.593473,-2.366483,-0.871710,0.000000,-0.871710,-0.003381,-0.014455,0.012737
1421958535331174111!,great-impartial-bumblebee,0.540000,-0.266116,-1.601950,0.000000,-1.601950,-2.294126,-0.845057,0.000000,-0.845057,-0.003384,-0.014318,0.012718
1421958535331174111!,great-impartial-bumblebee,0.550000,-0.288424,-1.610168,0.000000,-1.610168,-2.223736,-0.819128,0.000000,-0.819128,-0.003386,-0.014182,0.012700
1421958535331174111!,great-impartial-bumblebee,0.560000,-0.310045,-1.618132,0.000000,-1.618132,-2.155286,-0.793914,0.000000,-0.793914,-0.003388,-0.014049,0.012681
1421958535331174111!,great-impartial-bumblebee,0.570000,-0.330997,-1.625849,0.000000,-1.625849,-2.088744,-0.769403,0.000000,-0.769403,-0.003390,-0.013917,0.012663
1421958535331174111!,great-impartial-bumblebee,0.580000,-0.351300,-1.633328,0.000000,-1.633328,-2.024079,-0.745583,0.000000,-0.745583,-0.003393,-0.013789,0.012645
1421958535331174111!,great-impartial-bumblebee,0.590000,-0.370971,-1.640574,0.000000,-1.640574,-1.961255,-0.722441,0.000000,-0.722441,-0.003395,-0.013662,0.012628
