ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
280785744809634412!,thoughtful-zippy-butterfly,0.000000,1.881074,-0.811018,0.421033,0.555832,-0.075169,0.494317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.409632,-0.383457,0.168140,0.584388
280785744809634412!,thoughtful-zippy-butterfly,0.010000,1.868193,-0.823926,0.419911,0.555378,-0.076324,0.494140,-2.582469,-2.568935,-0.223072,-0.091547,-0.229985,-0.035523,-0.174218,-0.171356,0.085021,0.286386
280785744809634412!,thoughtful-zippy-butterfly,0.020000,1.835960,-0.855015,0.416988,0.554424,-0.079308,0.493670,-3.869280,-3.633115,-0.360282,-0.100380,-0.365385,-0.058699,-0.065884,-0.072453,0.046246,0.145830
280785744809634412!,thoughtful-zippy-butterfly,0.030000,1.793862,-0.893151,0.412914,0.553563,-0.083404,0.492995,-4.554464,-3.986706,-0.453966,-0.072610,-0.453464,-0.076717,-0.017290,-0.026117,0.027645,0.076935
280785744809634412!,thoughtful-zippy-butterfly,0.040000,1.746379,-0.933163,0.408031,0.553049,-0.088247,0.492151,-4.943992,-4.012246,-0.522457,-0.030612,-0.514885,-0.092323,0.003690,-0.004231,0.018376,0.041477
280785744809634412!,thoughtful-zippy-butterfly,0.050000,1.695757,-0.972674,0.402545,0.552974,-0.093619,0.491157,-5.180138,-3.888693,-0.574676,0.015118,-0.559505,-0.106647,0.012048,0.006246,0.013468,0.021920
280785744809634412!,thoughtful-zippy-butterfly,0.060000,1.643196,-1.010613,0.396593,0.553351,-0.099380,0.490024,-5.331032,-3.699003,-0.615364,0.059756,-0.592394,-0.120141,0.014715,0.011365,0.010614,0.010099
280785744809634412!,thoughtful-zippy-butterfly,0.070000,1.589385,-1.046508,0.390278,0.554161,-0.105426,0.488759,-5.429982,-3.481728,-0.647276,0.101134,-0.616391,-0.132956,0.014885,0.013940,0.008739,0.002181
280785744809634412!,thoughtful-zippy-butterfly,0.080000,1.534766,-1.080174,0.383678,0.555367,-0.111677,0.487369,-5.493685,-3.255054,-0.672170,0.138313,-0.633264,-0.145108,0.014026,0.015280,0.007340,-0.003643
280785744809634412!,thoughtful-zippy-butterfly,0.090000,1.479652,-1.111560,0.376856,0.556925,-0.118068,0.485860,-5.530866,-3.027829,-0.691280,0.170926,-0.644257,-0.156559,0.012813,0.015997,0.006181,-0.008231
280785744809634412!,thoughtful-zippy-butterfly,0.100000,1.424289,-1.140679,0.369868,0.558790,-0.124543,0.484241,-5.546414,-2.804600,-0.705554,0.198871,-0.650346,-0.167264,0.011551,0.016381,0.005152,-0.011998
280785744809634412!,thoughtful-zippy-butterfly,0.110000,1.368884,-1.167584,0.362757,0.560915,-0.131059,0.482518,-5.543376,-2.587898,-0.715760,0.222168,-0.652359,-0.177190,0.010377,0.016567,0.004204,-0.015149
280785744809634412!,thoughtful-zippy-butterfly,0.120000,1.313621,-1.192343,0.355562,0.563254,-0.137576,0.480700,-5.523908,-2.379280,-0.722549,0.240901,-0.651030,-0.186324,0.009344,0.016624,0.003314,-0.017794
280785744809634412!,thoughtful-zippy-butterfly,0.130000,1.258664,-1.215043,0.348316,0.565762,-0.144063,0.478796,-5.489738,-2.179793,-0.726479,0.255187,-0.647022,-0.194680,0.008470,0.016585,0.002474,-0.019995
280785744809634412!,thoughtful-zippy-butterfly,0.140000,1.204150,-1.235785,0.341044,0.568390,-0.150498,0.476813,-5.442390,-1.990165,-0.728013,0.265162,-0.640923,-0.202296,0.007754,0.016471,0.001681,-0.021800
280785744809634412!,thoughtful-zippy-butterfly,0.150000,1.150200,-1.254678,0.333771,0.571095,-0.156860,0.474758,-5.383257,-1.810911,-0.727550,0.270977,-0.633260,-0.209229,0.007187,0.016295,0.000934,-0.023247
280785744809634412!,thoughtful-zippy-butterfly,0.160000,1.096926,-1.271829,0.326515,0.573833,-0.163138,0.472637,-5.313638,-1.642400,-0.725439,0.272794,-0.624512,-0.215559,0.006753,0.016066,0.000235,-0.024365
280785744809634412!,thoughtful-zippy-butterfly,0.170000,1.044429,-1.287349,0.319290,0.576565,-0.169322,0.470457,-5.234782,-1.484877,-0.721984,0.270788,-0.615104,-0.221382,0.006434,0.015790,-0.000413,-0.025185
280785744809634412!,thoughtful-zippy-butterfly,0.180000,0.992797,-1.301350,0.312108,0.579251,-0.175409,0.468222,-5.147895,-1.338466,-0.717442,0.265148,-0.605404,-0.226801,0.006211,0.015474,-0.001009,-0.025736
