ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
2268131167825450512!,rebel-mauve-beetle,0.000000,-2.027670,0.171187,-1.829119,-0.808904,0.000000,0.000000,0.000000,0.000000,0.270788,1.097608,-1.008741
2268131167825450512!,rebel-mauve-beetle,0.010000,-2.021627,0.181873,-1.832957,-0.800167,1.210690,2.131153,-0.764671,1.751646,0.110466,0.538408,-0.428648
2268131167825450512!,rebel-mauve-beetle,0.020000,-2.004813,0.207570,-1.842015,-0.779090,2.154966,2.993978,-1.043132,2.466295,0.039979,0.285851,-0.172337
2268131167825450512!,rebel-mauve-beetle,0.030000,-1.979312,0.238909,-1.852810,-0.753057,2.941774,3.257681,-1.113843,2.740482,0.011813,0.176741,-0.068369
2268131167825450512!,rebel-mauve-beetle,0.040000,-1.946482,0.271484,-1.863928,-0.725103,3.613657,3.242398,-1.109160,2.851174,0.002764,0.132270,-0.033185
2268131167825450512!,rebel-mauve-beetle,0.050000,-1.907375,0.303240,-1.874903,-0.696233,4.190363,3.095069,-1.085681,2.923655,0.002236,0.116551,-0.028652
2268131167825450512!,rebel-mauve-beetle,0.060000,-1.862895,0.333200,-1.885663,-0.666541,4.681421,2.883145,-1.065391,3.014020,0.005529,0.113670,-0.037852
2268131167825450512!,rebel-mauve-beetle,0.070000,-1.813878,0.360891,-1.896279,-0.635708,5.091347,2.639060,-1.055087,3.147263,0.010554,0.116586,-0.053269
2268131167825450512!,rebel-mauve-beetle,0.080000,-1.761126,0.386093,-1.906859,-0.603231,5.422378,2.380081,-1.054768,3.334202,0.016348,0.122132,-0.071463
2268131167825450512!,rebel-mauve-beetle,0.090000,-1.705445,0.408716,-1.917487,-0.568544,5.676038,2.116928,-1.061110,3.578726,0.022434,0.128831,-0.090737
2268131167825450512!,rebel-mauve-beetle,0.100000,-1.647625,0.428752,-1.928200,-0.531080,5.854036,1.857438,-1.068977,3.881151,0.028541,0.135949,-0.110152
2268131167825450512!,rebel-mauve-beetle,0.110000,-1.588409,0.446268,-1.938978,-0.490269,5.958855,1.608000,-1.072039,4.239837,0.034489,0.143083,-0.129100
2268131167825450512!,rebel-mauve-beetle,0.120000,-1.528511,0.461392,-1.949737,-0.445564,5.994022,1.374109,-1.063024,4.651674,0.040146,0.149979,-0.147141
2268131167825450512!,rebel-mauve-beetle,0.130000,-1.468600,0.474307,-1.960313,-0.396451,5.964171,1.160554,-1.033912,5.112343,0.045408,0.156464,-0.163938
