ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
561794916177267431!,lush-proficient-bumblebee,0.000000,-1.130648,-0.613444,0.000000,-0.613444,0.000000,0.000000,0.000000,0.000000,-0.053853,-0.059175,-0.011573,0.041729
561794916177267431!,lush-proficient-bumblebee,0.010000,-1.126010,-0.610969,0.000000,-0.610969,0.927464,0.494882,0.000000,0.494882,-0.046756,-0.051934,-0.010767,0.036221
561794916177267431!,lush-proficient-bumblebee,0.020000,-1.112690,-0.603862,0.000000,-0.603862,1.734963,0.925751,0.000000,0.925751,-0.040403,-0.045452,-0.010046,0.031291
561794916177267431!,lush-proficient-bumblebee,0.030000,-1.091814,-0.592723,0.000000,-0.592723,2.435076,1.299322,0.000000,1.299322,-0.034720,-0.039655,-0.009400,0.026881
561794916177267431!,lush-proficient-bumblebee,0.040000,-1.064395,-0.578092,0.000000,-0.578092,3.039137,1.621640,0.000000,1.621640,-0.029641,-0.034473,-0.008824,0.022940
561794916177267431!,lush-proficient-bumblebee,0.050000,-1.031337,-0.560453,0.000000,-0.560453,3.557347,1.898150,0.000000,1.898150,-0.025105,-0.029846,-0.008309,0.019420
561794916177267431!,lush-proficient-bumblebee,0.060000,-0.993454,-0.540239,0.000000,-0.540239,3.998893,2.133752,0.000000,2.133752,-0.021058,-0.025717,-0.007849,0.016280
561794916177267431!,lush-proficient-bumblebee,0.070000,-0.951471,-0.517838,0.000000,-0.517838,4.372044,2.332861,0.000000,2.332861,-0.017452,-0.022038,-0.007440,0.013482
561794916177267431!,lush-proficient-bumblebee,0.080000,-0.906039,-0.493596,0.000000,-0.493596,4.684242,2.499445,0.000000,2.499445,-0.014242,-0.018764,-0.007076,0.010991
561794916177267431!,lush-proficient-bumblebee,0.090000,-0.857739,-0.467824,0.000000,-0.467824,4.942185,2.637080,0.000000,2.637080,-0.011389,-0.015852,-0.006752,0.008776
561794916177267431!,lush-proficient-bumblebee,0.100000,-0.807091,-0.440799,0.000000,-0.440799,5.151897,2.748979,0.000000,2.748979,-0.008856,-0.013268,-0.006464,0.006811
