ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1089329096368597023!,talented-ruddy-butterfly,0.000000,0.955959,-1.010319,1.405971,-0.117297,0.761913,0.647679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010582,-0.441744,0.192002
1089329096368597023!,talented-ruddy-butterfly,0.010000,0.947846,-1.003126,1.402518,-0.112467,0.758066,0.652177,-1.619913,1.437358,-0.691933,0.963634,-0.771406,0.896653,-0.024235,-0.343922,0.146026
1089329096368597023!,talented-ruddy-butterfly,0.020000,0.925743,-0.983067,1.393108,-0.099002,0.747294,0.664493,-2.797691,2.573456,-1.192949,1.725103,-1.387574,1.560476,-0.030290,-0.266789,0.111548
1089329096368597023!,talented-ruddy-butterfly,0.030000,0.893484,-0.952850,1.379333,-0.078807,0.730911,0.682473,-3.650359,3.466753,-1.564884,2.307513,-1.893358,2.027735,-0.032494,-0.204939,0.085071
1089329096368597023!,talented-ruddy-butterfly,0.040000,0.853929,-0.914678,1.362305,-0.053542,0.709886,0.704316,-4.257012,4.161454,-1.843723,2.736754,-2.313789,2.332087,-0.032858,-0.155015,0.064421
1089329096368597023!,talented-ruddy-butterfly,0.050000,0.809249,-0.870361,1.342839,-0.024618,0.685001,0.728542,-4.673643,4.692907,-2.051400,3.038501,-2.663254,2.504085,-0.032411,-0.114796,0.048226
1089329096368597023!,talented-ruddy-butterfly,0.060000,0.761143,-0.821386,1.321578,0.006812,0.656920,0.753960,-4.941883,5.090954,-2.202295,3.237096,-2.950924,2.571121,-0.031623,-0.082665,0.035571
1089329096368597023!,talented-ruddy-butterfly,0.070000,0.710939,-0.768963,1.299042,0.039823,0.626231,0.779637,-5.094301,5.381191,-2.307038,3.354453,-3.183660,2.557224,-0.030675,-0.057327,0.025791
1089329096368597023!,talented-ruddy-butterfly,0.080000,0.659674,-0.714063,1.275655,0.073697,0.593458,0.804865,-5.157192,5.585541,-2.374364,3.409536,-3.367458,2.482955,-0.029607,-0.037664,0.018355
1089329096368597023!,talented-ruddy-butterfly,0.090000,0.608140,-0.657458,1.251758,0.107890,0.559066,0.829123,-5.152076,5.722475,-2.411932,3.418155,-3.508042,2.365422,-0.028411,-0.022688,0.012809
