ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
317681178190549459!,talented-antique-butterfly,0.000000,-1.898833,-0.618917,-1.096882,-0.021526,-0.532036,-0.846722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.353575,-0.091189,0.242970,-0.229810,0.243286,-0.320962
317681178190549459!,talented-antique-butterfly,0.010000,-1.889797,-0.621012,-1.089584,-0.021296,-0.528406,-0.848992,1.805715,-0.417861,1.458676,0.045202,0.725766,-0.451711,0.273361,-0.066575,0.177033,-0.177392,0.177284,-0.248699
317681178190549459!,talented-antique-butterfly,0.020000,-1.864772,-0.626406,-1.069250,-0.020482,-0.518441,-0.855114,3.198585,-0.659849,2.607324,0.116423,1.266963,-0.768138,0.214313,-0.048761,0.129464,-0.138851,0.129676,-0.195366
317681178190549459!,talented-antique-butterfly,0.030000,-1.827309,-0.633611,-1.038556,-0.018900,-0.503729,-0.863862,4.289639,-0.780150,3.527432,0.197859,1.673307,-0.975728,0.168290,-0.035339,0.093943,-0.108897,0.094148,-0.153526
317681178190549459!,talented-antique-butterfly,0.040000,-1.780078,-0.641611,-0.999533,-0.016513,-0.485460,-0.874259,5.144853,-0.819954,4.267147,0.276016,1.975914,-1.097188,0.130719,-0.024852,0.066531,-0.084533,0.066754,-0.119091
317681178190549459!,talented-antique-butterfly,0.050000,-1.725236,-0.649749,-0.953834,-0.013401,-0.464570,-0.885536,5.805910,-0.809351,4.856750,0.341251,2.195406,-1.151753,0.099077,-0.016421,0.044785,-0.064088,0.045041,-0.089860
317681178190549459!,talented-antique-butterfly,0.060000,-1.664591,-0.657622,-0.902865,-0.009724,-0.441823,-0.897102,6.301912,-0.769732,5.317412,0.387733,2.346668,-1.155733,0.072033,-0.009519,0.027215,-0.046668,0.027512,-0.064705
317681178190549459!,talented-antique-butterfly,0.070000,-1.599702,-0.665010,-0.847844,-0.005684,-0.417850,-0.908516,6.655732,-0.715884,5.665931,0.412828,2.441467,-1.122895,0.048935,-0.003840,0.012934,-0.031830,0.013277,-0.043094
317681178190549459!,talented-antique-butterfly,0.080000,-1.531924,-0.671825,-0.789853,-0.001503,-0.393179,-0.919462,6.887425,-0.657732,5.917244,0.416293,2.489931,-1.064740,0.029468,0.000802,0.001404,-0.019356,0.001795,-0.024778
317681178190549459!,talented-antique-butterfly,0.090000,-1.462389,-0.678060,-0.729797,0.002608,-0.368226,-0.929736,7.015647,-0.601597,6.085489,0.399516,2.501065,-0.990556,0.013437,0.004533,-0.007726,-0.009111,-0.007287,-0.009602
317681178190549459!,talented-antique-butterfly,0.100000,-1.392038,-0.683762,-0.668436,0.006456,-0.343321,-0.939218,7.058175,-0.551259,6.184342,0.364840,2.483031,-0.907643,0.000638,0.007453,-0.014733,-0.000959,-0.014246,0.002612
317681178190549459!,talented-antique-butterfly,0.110000,-1.321632,-0.689001,-0.606391,0.009876,-0.318713,-0.947851,7.031754,-0.508726,6.226851,0.315024,2.443156,-0.821506,-0.009198,0.009665,-0.019882,0.005276,-0.019346,0.012110
317681178190549459!,talented-antique-butterfly,0.120000,-1.251770,-0.693866,-0.544154,0.012731,-0.294583,-0.955626,6.951707,-0.474813,6.225082,0.252860,2.387868,-0.736090,-0.016412,0.011272,-0.023440,0.009815,-0.022854,0.019209
317681178190549459!,talented-antique-butterfly,0.130000,-1.182909,-0.698444,-0.482106,0.014911,-0.271055,-0.962564,6.831547,-0.449554,6.189770,0.180929,2.322631,-0.654045,-0.021394,0.012382,-0.025680,0.012909,-0.025041,0.024270
317681178190549459!,talented-antique-butterfly,0.140000,-1.115383,-0.702821,-0.420530,0.016331,-0.248201,-0.968709,6.682733,-0.432485,6.130094,0.101482,2.251944,-0.576988,-0.024550,0.013098,-0.026864,0.014819,-0.026171,0.027673
317681178190549459!,talented-antique-butterfly,0.150000,-1.049429,-0.707074,-0.359628,0.016925,-0.226057,-0.974114,6.514614,-0.422840,6.053593,0.016404,2.179389,-0.505758,-0.026266,0.013518,-0.027236,0.015793,-0.026484,0.029778
