ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1903597435294153449!,talented-antique-butterfly,0.000000,1.881074,-0.811018,0.947774,-0.451921,0.840200,0.542277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.203386,0.048363,0.016134,-0.153893,0.029030,-0.085838
1903597435294153449!,talented-antique-butterfly,0.010000,1.874747,-0.813576,0.942585,-0.451535,0.839635,0.543151,-1.264553,-0.508773,-1.036501,0.078401,-0.112576,0.174027,0.173056,0.038989,0.018814,-0.130936,0.029712,-0.073372
1903597435294153449!,talented-antique-butterfly,0.020000,1.856867,-0.820636,0.927954,-0.450337,0.838038,0.545613,-2.310029,-0.898030,-1.886576,0.164221,-0.205718,0.315973,0.148702,0.031107,0.022207,-0.112577,0.031522,-0.063119
1903597435294153449!,talented-antique-butterfly,0.030000,1.829407,-0.831044,0.905599,-0.448189,0.835587,0.549357,-3.176911,-1.175665,-2.578193,0.269008,-0.282775,0.430109,0.127655,0.024689,0.024657,-0.096796,0.032654,-0.053870
1903597435294153449!,talented-antique-butterfly,0.040000,1.794007,-0.843765,0.876999,-0.444896,0.832443,0.554111,-3.893146,-1.357888,-3.131407,0.393365,-0.344576,0.517658,0.108455,0.019582,0.025502,-0.082472,0.032352,-0.045048
1903597435294153449!,talented-antique-butterfly,0.050000,1.752067,-0.857932,0.843460,-0.440280,0.828755,0.559612,-4.478829,-1.463412,-3.561440,0.532377,-0.390970,0.579006,0.090393,0.015584,0.024651,-0.069047,0.030470,-0.036442
1903597435294153449!,talented-antique-butterfly,0.060000,1.704825,-0.872871,0.806162,-0.434232,0.824682,0.565596,-4.949316,-1.510693,-3.880694,0.678652,-0.421497,0.614575,0.073231,0.012483,0.022329,-0.056317,0.027203,-0.028060
1903597435294153449!,talented-antique-butterfly,0.070000,1.653380,-0.888084,0.766168,-0.426723,0.820389,0.571806,-5.317342,-1.516183,-4.100222,0.824379,-0.435901,0.625402,0.056995,0.010087,0.018900,-0.044283,0.022901,-0.020027
1903597435294153449!,talented-antique-butterfly,0.080000,1.598713,-0.903225,0.724436,-0.417798,0.816038,0.577998,-5.594300,-1.493684,-4.230582,0.962439,-0.434346,0.613225,0.041850,0.008229,0.014770,-0.033050,0.017966,-0.012506
1903597435294153449!,talented-antique-butterfly,0.090000,1.541695,-0.918075,0.681820,-0.407571,0.811792,0.583947,-5.790937,-1.454203,-4.282248,1.086979,-0.417479,0.580371,0.027993,0.006773,0.010318,-0.022755,0.012778,-0.005660
1903597435294153449!,talented-antique-butterfly,0.100000,1.483111,-0.932475,0.639070,-0.396196,0.807792,0.589467,-5.917631,-1.406186,-4.265803,1.193602,-0.386422,0.529544,0.015607,0.005617,0.005865,-0.013528,0.007662,0.000385
1903597435294153449!,talented-antique-butterfly,0.110000,1.423595,-0.946358,0.596797,-0.383859,0.804167,0.594403,-5.984407,-1.355725,-4.191631,1.279420,-0.342606,0.463511,0.004807,0.004680,0.001656,-0.005453,0.002863,0.005551
1903597435294153449!,talented-antique-butterfly,0.120000,1.363678,-0.959720,0.555509,-0.370769,0.801032,0.598622,-6.000853,-1.306907,-4.069788,1.342934,-0.287743,0.385036,-0.004365,0.003907,-0.002144,0.001437,-0.001450,0.009814
1903597435294153449!,talented-antique-butterfly,0.130000,1.303806,-0.972596,0.515628,-0.357148,0.798486,0.602013,-5.975949,-1.262245,-3.909808,1.383778,-0.223731,0.296747,-0.011941,0.003256,-0.005439,0.007163,-0.005184,0.013199
1903597435294153449!,talented-antique-butterfly,0.140000,1.244345,-0.985037,0.477486,-0.343221,0.796612,0.604491,-5.917892,-1.223068,-3.720482,1.402456,-0.152535,0.201013,-0.018011,0.002700,-0.008188,0.011786,-0.008303,0.015766
1903597435294153449!,talented-antique-butterfly,0.150000,1.185590,-0.997106,0.441340,-0.329205,0.795472,0.605990,-5.833973,-1.189870,-3.509705,1.400089,-0.076084,0.099874,-0.022707,0.002221,-0.010397,0.015400,-0.010814,0.017601
1903597435294153449!,talented-antique-butterfly,0.160000,1.127769,-1.008866,0.407371,-0.315305,0.795112,0.606463,-5.730505,-1.162586,-3.284385,1.378189,0.003801,-0.004983,-0.026189,0.001806,-0.012096,0.018119,-0.012757,0.018801
1903597435294153449!,talented-antique-butterfly,0.170000,1.071052,-1.020381,0.375698,-0.301714,0.795561,0.605874,-5.612866,-1.140792,-3.050439,1.338514,0.085438,-0.112187,-0.028627,0.001444,-0.013338,0.020063,-0.014189,0.019471
1903597435294153449!,talented-antique-butterfly,0.180000,1.015564,-1.031701,0.346386,-0.288598,0.796827,0.604208,-5.485396,-1.123936,-2.812771,1.282813,0.167380,-0.220740,-0.030181,0.001129,-0.014177,0.021349,-0.015173,0.019705
1903597435294153449!,talented-antique-butterfly,0.190000,0.961386,-1.042879,0.319455,-0.276116,0.798910,0.601450,-5.351694,-1.111356,-2.575444,1.212910,0.248317,-0.329841,-0.031007,0.000856,-0.014674,0.022089,-0.015775,0.019593
1903597435294153449!,talented-antique-butterfly,0.200000,0.908571,-1.053958,0.294890,-0.264404,0.801797,0.597596,-5.214572,-1.102417,-2.341712,1.130514,0.327145,-0.438932,-0.031241,0.000619,-0.014884,0.022383,-0.016056,0.019211
1903597435294153449!,talented-antique-butterfly,0.210000,0.857146,-1.064976,0.272644,-0.253584,0.805463,0.592646,-5.076213,-1.096542,-2.114152,1.037231,0.402930,-0.547621,-0.030999,0.000414,-0.014856,0.022316,-0.016072,0.018623
1903597435294153449!,talented-antique-butterfly,0.220000,0.807118,-1.075964,0.252650,-0.243759,0.809875,0.586603,-4.938277,-1.093225,-1.894771,0.934552,0.474888,-0.655639,-0.030381,0.000238,-0.014634,0.021959,-0.015869,0.017882
1903597435294153449!,talented-antique-butterfly,0.230000,0.758480,-1.086949,0.234820,-0.235022,0.814992,0.579472,-4.802010,-1.092039,-1.685109,0.823851,0.542364,-0.762802,-0.029464,0.000087,-0.014254,0.021372,-0.015489,0.017027
1903597435294153449!,talented-antique-butterfly,0.240000,0.711216,-1.097953,0.219053,-0.227450,0.820768,0.571262,-4.668329,-1.092635,-1.486323,0.706397,0.604815,-0.868977,-0.028313,-0.000041,-0.013744,0.020601,-0.014964,0.016092
1903597435294153449!,talented-antique-butterfly,0.250000,0.665298,-1.108997,0.205240,-0.221109,0.827151,0.561979,-4.537898,-1.094729,-1.299261,0.583366,0.661790,-0.974058,-0.026977,-0.000150,-0.013130,0.019686,-0.014320,0.015100
1903597435294153449!,talented-antique-butterfly,0.260000,0.620697,-1.120099,0.193261,-0.216053,0.834086,0.551635,-4.411193,-1.098092,-1.124528,0.455853,0.712915,-1.077946,-0.025496,-0.000242,-0.012431,0.018653,-0.013579,0.014068
1903597435294153449!,talented-antique-butterfly,0.270000,0.577376,-1.131272,0.182993,-0.212326,0.841512,0.540238,-4.288548,-1.102539,-0.962527,0.324884,0.757886,-1.180534,-0.023900,-0.000318,-0.011661,0.017528,-0.012759,0.013008
1903597435294153449!,talented-antique-butterfly,0.280000,0.535297,-1.142532,0.174308,-0.209962,0.849367,0.527802,-4.170194,-1.107914,-0.813506,0.191429,0.796454,-1.281697,-0.022210,-0.000381,-0.010832,0.016326,-0.011871,0.011931
1903597435294153449!,talented-antique-butterfly,0.290000,0.494421,-1.153888,0.167077,-0.208983,0.857587,0.514339,-4.056291,-1.114082,-0.677581,0.056408,0.828426,-1.381282,-0.020446,-0.000433,-0.009954,0.015062,-0.010928,0.010842
1903597435294153449!,talented-antique-butterfly,0.300000,0.454705,-1.165353,0.161167,-0.209406,0.866104,0.499865,-3.946943,-1.120920,-0.554759,-0.079301,0.853655,-1.479108,-0.018620,-0.000475,-0.009036,0.013747,-0.009938,0.009744
1903597435294153449!,talented-antique-butterfly,0.310000,0.416107,-1.176936,0.156450,-0.211235,0.874849,0.484396,-3.842214,-1.128310,-0.444958,-0.214855,0.872040,-1.574960,-0.016743,-0.000508,-0.008082,0.012390,-0.008908,0.008642
1903597435294153449!,talented-antique-butterfly,0.320000,0.378528,-1.188588,0.152751,-0.214409,0.883737,0.467984,-3.742124,-1.136056,-0.347891,-0.349404,0.883608,-1.668597,-0.014841,-0.000535,-0.007106,0.011009,-0.007853,0.007543
1903597435294153449!,talented-antique-butterfly,0.330000,0.341920,-1.200310,0.149945,-0.218910,0.892698,0.450655,-3.646635,-1.144061,-0.263279,-0.482231,0.888372,-1.759766,-0.012920,-0.000557,-0.006112,0.009611,-0.006777,0.006449
1903597435294153449!,talented-antique-butterfly,0.340000,0.306234,-1.212101,0.147906,-0.224715,0.901664,0.432437,-3.555691,-1.152217,-0.190792,-0.612654,0.886389,-1.848189,-0.010984,-0.000575,-0.005103,0.008199,-0.005684,0.005360
1903597435294153449!,talented-antique-butterfly,0.350000,0.271426,-1.223964,0.146516,-0.231795,0.910569,0.413358,-3.469223,-1.160410,-0.130055,-0.740022,0.877755,-1.933567,-0.009039,-0.000591,-0.004081,0.006777,-0.004576,0.004276
1903597435294153449!,talented-antique-butterfly,0.360000,0.237451,-1.235896,0.145659,-0.240118,0.919346,0.393451,-3.387147,-1.168515,-0.080651,-0.863719,0.862606,-2.015582,-0.007087,-0.000606,-0.003049,0.005349,-0.003457,0.003196
1903597435294153449!,talented-antique-butterfly,0.370000,0.204268,-1.247898,0.145227,-0.249642,0.927931,0.372752,-3.309360,-1.176398,-0.042120,-0.983160,0.841124,-2.093902,-0.005135,-0.000620,-0.002008,0.003918,-0.002328,0.002123
1903597435294153449!,talented-antique-butterfly,0.380000,0.171834,-1.259966,0.145113,-0.260323,0.936264,0.351299,-3.235742,-1.183918,-0.013963,-1.097798,0.813534,-2.168191,-0.003186,-0.000635,-0.000961,0.002489,-0.001193,0.001056
1903597435294153449!,talented-antique-butterfly,0.390000,0.140108,-1.272095,0.145216,-0.272108,0.944283,0.329134,-3.166150,-1.190928,0.004359,-1.207125,0.780103,-2.238108,-0.001244,-0.000651,0.000091,0.001064,-0.000052,-0.000003
1903597435294153449!,talented-antique-butterfly,0.400000,0.109052,-1.284281,0.145443,-0.284943,0.951934,0.306304,-3.100420,-1.197281,0.013420,-1.310672,0.741140,-2.303318,0.000685,-0.000670,0.001146,-0.000352,0.001091,-0.001054
1903597435294153449!,talented-antique-butterfly,0.410000,0.078630,-1.296515,0.145705,-0.298767,0.959162,0.282858,-3.038363,-1.202828,0.013827,-1.408015,0.696998,-2.363494,0.002597,-0.000692,0.002203,-0.001756,0.002234,-0.002093
1903597435294153449!,talented-antique-butterfly,0.420000,0.048805,-1.308789,0.145918,-0.313516,0.965918,0.258848,-2.979768,-1.207423,0.006218,-1.498779,0.648065,-2.418325,0.004487,-0.000718,0.003258,-0.003145,0.003376,-0.003120
1903597435294153449!,talented-antique-butterfly,0.430000,0.019545,-1.321094,0.146008,-0.329122,0.972157,0.234328,-2.924401,-1.210929,-0.008740,-1.582636,0.594771,-2.467522,0.006350,-0.000748,0.004312,-0.004514,0.004514,-0.004131
1903597435294153449!,talented-antique-butterfly,0.440000,-0.009180,-1.333417,0.145904,-0.345516,0.977839,0.209358,-2.872004,-1.213217,-0.030357,-1.659308,0.537574,-2.510820,0.008182,-0.000783,0.005362,-0.005860,0.005647,-0.005125
1903597435294153449!,talented-antique-butterfly,0.450000,-0.037397,-1.345746,0.145546,-0.362622,0.982927,0.183998,-2.822302,-1.214166,-0.057925,-1.728572,0.476968,-2.547988,0.009977,-0.000822,0.006405,-0.007180,0.006773,-0.006098
1903597435294153449!,talented-antique-butterfly,0.460000,-0.065133,-1.358066,0.144877,-0.380367,0.987389,0.158310,-2.774999,-1.213675,-0.090720,-1.790258,0.413468,-2.578828,0.011732,-0.000867,0.007441,-0.008471,0.007889,-0.007048
1903597435294153449!,talented-antique-butterfly,0.470000,-0.092408,-1.370364,0.143851,-0.398674,0.991202,0.132359,-2.729788,-1.211653,-0.128008,-1.844254,0.347613,-2.603186,0.013441,-0.000916,0.008468,-0.009728,0.008993,-0.007972
1903597435294153449!,talented-antique-butterfly,0.480000,-0.119241,-1.382624,0.142426,-0.417466,0.994344,0.106210,-2.686349,-1.208030,-0.169053,-1.890503,0.279955,-2.620949,0.015100,-0.000969,0.009482,-0.010950,0.010084,-0.008867
1903597435294153449!,talented-antique-butterfly,0.490000,-0.145649,-1.394828,0.140570,-0.436664,0.996800,0.079930,-2.644354,-1.202755,-0.213119,-1.929005,0.211057,-2.632054,0.016704,-0.001027,0.010483,-0.012132,0.011158,-0.009729
1903597435294153449!,talented-antique-butterfly,0.500000,-0.171643,-1.406962,0.138258,-0.456193,0.998563,0.053587,-2.603473,-1.195796,-0.259482,-1.959816,0.141484,-2.636486,0.018250,-0.001088,0.011467,-0.013273,0.012213,-0.010556
1903597435294153449!,talented-antique-butterfly,0.510000,-0.197233,-1.419006,0.135471,-0.475975,0.999629,0.027245,-2.563380,-1.187144,-0.307430,-1.983049,0.071799,-2.634282,0.019734,-0.001152,0.012431,-0.014369,0.013246,-0.011345
1903597435294153449!,talented-antique-butterfly,0.520000,-0.222426,-1.430945,0.132196,-0.495936,1.000000,0.000972,-2.523752,-1.176807,-0.356276,-1.998868,0.002553,-2.625531,0.021151,-0.001218,0.013373,-0.015418,0.014255,-0.012092
1903597435294153449!,talented-antique-butterfly,0.530000,-0.247224,-1.442763,0.128431,-0.516003,0.999683,-0.025168,-2.484281,-1.164819,-0.405361,-2.007492,-0.065718,-2.610372,0.022500,-0.001285,0.014290,-0.016417,0.015236,-0.012796
1903597435294153449!,talented-antique-butterfly,0.540000,-0.271627,-1.454442,0.124175,-0.536106,0.998693,-0.051113,-2.444674,-1.151230,-0.454059,-2.009184,-0.132503,-2.588998,0.023776,-0.001352,0.015179,-0.017366,0.016186,-0.013453
1903597435294153449!,talented-antique-butterfly,0.550000,-0.295634,-1.465967,0.119437,-0.556178,0.997046,-0.076802,-2.404661,-1.136109,-0.501786,-2.004254,-0.197321,-2.561648,0.024977,-0.001418,0.016036,-0.018261,0.017101,-0.014062
1903597435294153449!,talented-antique-butterfly,0.560000,-0.319239,-1.477324,0.114230,-0.576156,0.994766,-0.102177,-2.363996,-1.119545,-0.548006,-1.993050,-0.259725,-2.528605,0.026101,-0.001482,0.016858,-0.019101,0.017979,-0.014621
1903597435294153449!,talented-antique-butterfly,0.570000,-0.342435,-1.488500,0.108571,-0.595979,0.991879,-0.127185,-2.322462,-1.101638,-0.592231,-1.975954,-0.319309,-2.490197,0.027145,-0.001543,0.017641,-0.019886,0.018816,-0.015129
1903597435294153449!,talented-antique-butterfly,0.580000,-0.365212,-1.499482,0.102485,-0.615592,0.988415,-0.151775,-2.279879,-1.082503,-0.634030,-1.953379,-0.375713,-2.446786,0.028110,-0.001599,0.018382,-0.020613,0.019608,-0.015585
1903597435294153449!,talented-antique-butterfly,0.590000,-0.387560,-1.510258,0.095996,-0.634944,0.984408,-0.175898,-2.236096,-1.062264,-0.673027,-1.925760,-0.428622,-2.398768,0.028992,-0.001650,0.019078,-0.021282,0.020352,-0.015989
1903597435294153449!,talented-antique-butterfly,0.600000,-0.409465,-1.520819,0.089135,-0.653987,0.979895,-0.199514,-2.191005,-1.041050,-0.708910,-1.893548,-0.477778,-2.346564,0.029793,-0.001694,0.019726,-0.021893,0.021045,-0.016339
1903597435294153449!,talented-antique-butterfly,0.610000,-0.430916,-1.531157,0.081934,-0.672679,0.974914,-0.222582,-2.144533,-1.018998,-0.741424,-1.857208,-0.522969,-2.290616,0.030511,-0.001731,0.020322,-0.022445,0.021684,-0.016637
1903597435294153449!,talented-antique-butterfly,0.620000,-0.451897,-1.541264,0.074429,-0.690982,0.969506,-0.245069,-2.096645,-0.996243,-0.770375,-1.817207,-0.564041,-2.231379,0.031147,-0.001760,0.020865,-0.022939,0.022266,-0.016884
1903597435294153449!,talented-antique-butterfly,0.630000,-0.472395,-1.551135,0.066656,-0.708862,0.963712,-0.266945,-2.047345,-0.972921,-0.795631,-1.774014,-0.600893,-2.169317,0.031702,-0.001780,0.021350,-0.023374,0.022788,-0.017080
1903597435294153449!,talented-antique-butterfly,0.640000,-0.492396,-1.560765,0.058653,-0.726292,0.957575,-0.288184,-1.996669,-0.949166,-0.817116,-1.728089,-0.633473,-2.104895,0.032178,-0.001790,0.021778,-0.023752,0.023250,-0.017228
