ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1040435949687903941!,thoughtful-zippy-butterfly,0.000000,1.156254,-1.623737,0.835363,0.350352,0.335769,0.370485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.124928,-0.168469,0.135990,0.414849
1040435949687903941!,thoughtful-zippy-butterfly,0.010000,1.146871,-1.623047,0.834418,0.352396,0.334778,0.371381,-1.874722,0.140557,-0.189130,0.407164,-0.197826,0.178328,-0.002312,-0.071305,0.086389,0.276280
1040435949687903941!,thoughtful-zippy-butterfly,0.020000,1.123466,-1.620284,0.831737,0.358325,0.331979,0.373885,-2.806262,0.414848,-0.347935,0.777307,-0.362125,0.321538,0.052169,-0.026139,0.062374,0.207609
1040435949687903941!,thoughtful-zippy-butterfly,0.030000,1.092956,-1.614500,0.827531,0.367809,0.327629,0.377703,-3.294342,0.741568,-0.494344,1.116480,-0.507724,0.440413,0.075077,-0.004917,0.049973,0.170643
1040435949687903941!,thoughtful-zippy-butterfly,0.040000,1.058636,-1.605386,0.821875,0.380550,0.321880,0.382614,-3.568128,1.077101,-0.637583,1.426476,-0.641244,0.539456,0.083539,0.005287,0.042909,0.148343
1040435949687903941!,thoughtful-zippy-butterfly,0.050000,1.022119,-1.592961,0.814774,0.396262,0.314835,0.388431,-3.733782,1.400427,-0.782858,1.708015,-0.765827,0.620725,0.085513,0.010446,0.038307,0.132928
1040435949687903941!,thoughtful-zippy-butterfly,0.060000,0.984244,-1.577395,0.806189,0.414664,0.306577,0.394982,-3.840701,1.701582,-0.933232,1.961458,-0.882960,0.685335,0.084677,0.013312,0.034842,0.120820
1040435949687903941!,thoughtful-zippy-butterfly,0.070000,0.945484,-1.558933,0.796060,0.435477,0.297175,0.402103,-3.911999,1.975650,-1.090493,2.187041,-0.993297,0.734097,0.082718,0.015147,0.031909,0.110387
1040435949687903941!,thoughtful-zippy-butterfly,0.080000,0.906145,-1.537861,0.784311,0.458425,0.286697,0.409640,-3.958649,2.220003,-1.255598,2.384972,-1.097056,0.767801,0.080405,0.016520,0.029239,0.100905
1040435949687903941!,thoughtful-zippy-butterfly,0.090000,0.866453,-1.514482,0.770861,0.483232,0.275208,0.417446,-3.986082,2.433116,-1.428920,2.555479,-1.194237,0.787319,0.078078,0.017680,0.026721,0.092072
1040435949687903941!,thoughtful-zippy-butterfly,0.100000,0.826592,-1.489115,0.755626,0.509626,0.262775,0.425382,-3.997253,2.614087,-1.610402,2.698832,-1.284742,0.793635,0.075879,0.018729,0.024315,0.083780
1040435949687903941!,thoughtful-zippy-butterfly,0.110000,0.786717,-1.462092,0.738531,0.537328,0.249469,0.433319,-3.994080,2.762484,-1.799640,2.815370,-1.368445,0.787835,0.073860,0.019704,0.022017,0.076000
1040435949687903941!,thoughtful-zippy-butterfly,0.120000,0.746946,-1.433770,0.719515,0.566042,0.235368,0.441137,-3.978077,2.878337,-1.995896,2.905526,-1.445236,0.771104,0.072030,0.020618,0.019832,0.068728
1040435949687903941!,thoughtful-zippy-butterfly,0.130000,0.707391,-1.404475,0.698516,0.595506,0.220543,0.448732,-3.950467,2.961948,-2.198321,2.969724,-1.515046,0.744615,0.070371,0.021468,0.017773,0.061970
1040435949687903941!,thoughtful-zippy-butterfly,0.140000,0.668155,-1.374525,0.675475,0.625462,0.205063,0.456015,-3.912389,3.013921,-2.405928,3.008407,-1.577852,0.709535,0.068858,0.022250,0.015849,0.055720
1040435949687903941!,thoughtful-zippy-butterfly,0.150000,0.629332,-1.344228,0.650346,0.655662,0.188995,0.462905,-3.864906,3.035130,-2.617627,3.022024,-1.633677,0.666997,0.067461,0.022963,0.014066,0.049955
1040435949687903941!,thoughtful-zippy-butterfly,0.160000,0.591009,-1.313882,0.623092,0.685861,0.172407,0.469335,-3.808982,3.026682,-2.832232,3.011011,-1.682581,0.618086,0.066148,0.023608,0.012424,0.044643
1040435949687903941!,thoughtful-zippy-butterfly,0.170000,0.553269,-1.283771,0.593688,0.715820,0.155368,0.475248,-3.745449,2.989879,-3.048463,2.975790,-1.724657,0.563822,0.064890,0.024188,0.010918,0.039733
1040435949687903941!,thoughtful-zippy-butterfly,0.180000,0.516185,-1.254170,0.562124,0.745302,0.137942,0.480596,-3.674969,2.926176,-3.264948,2.916756,-1.760015,0.505164,0.063656,0.024709,0.009538,0.035167
1040435949687903941!,thoughtful-zippy-butterfly,0.190000,0.479829,-1.225336,0.528401,0.774074,0.120196,0.485338,-3.598006,2.837147,-3.480212,2.834285,-1.788779,0.442999,0.062416,0.025176,0.008272,0.030883
1040435949687903941!,thoughtful-zippy-butterfly,0.200000,0.444943,-1.197346,0.492371,0.802092,0.102173,0.489449,-3.516214,2.723680,-3.694018,2.727897,-1.811268,0.378105,0.061232,0.025658,0.007060,0.026714
1040435949687903941!,thoughtful-zippy-butterfly,0.210000,0.410233,-1.170768,0.454392,0.828745,0.083979,0.492897,-3.426143,2.589019,-3.901914,2.599526,-1.827237,0.311321,0.059854,0.026001,0.005993,0.022843
1040435949687903941!,thoughtful-zippy-butterfly,0.220000,0.376458,-1.145637,0.414364,0.854004,0.065656,0.495671,-3.330027,2.434220,-4.103451,2.448881,-1.837020,0.243329,0.058405,0.026318,0.004975,0.019020
1040435949687903941!,thoughtful-zippy-butterfly,0.230000,0.343687,-1.122146,0.372358,0.877649,0.047265,0.497761,-3.227335,2.261107,-4.296630,2.276438,-1.840741,0.174790,0.056846,0.026604,0.003994,0.015199
1040435949687903941!,thoughtful-zippy-butterfly,0.240000,0.311977,-1.100469,0.328472,0.899463,0.028868,0.499166,-3.117420,2.071582,-4.479291,2.082814,-1.838528,0.106327,0.055143,0.026850,0.003035,0.011334
1040435949687903941!,thoughtful-zippy-butterfly,0.250000,0.281394,-1.080763,0.282822,0.919237,0.010521,0.499889,-2.999559,1.867620,-4.649156,1.868798,-1.830514,0.038528,0.053265,0.027050,0.002083,0.007381
1040435949687903941!,thoughtful-zippy-butterfly,0.260000,0.252025,-1.063161,0.235549,0.936772,-0.007717,0.499940,-2.873016,1.651291,-4.803864,1.635384,-1.816861,-0.028045,0.051187,0.027200,0.001123,0.003299
1040435949687903941!,thoughtful-zippy-butterfly,0.270000,0.223966,-1.047774,0.186815,0.951881,-0.025792,0.499334,-2.737009,1.424786,-4.940977,1.383839,-1.797745,-0.092858,0.048887,0.027291,0.000142,-0.000944
1040435949687903941!,thoughtful-zippy-butterfly,0.280000,0.197324,-1.034694,0.136809,0.964391,-0.043648,0.498091,-2.590773,1.190439,-5.058026,1.115752,-1.773373,-0.155402,0.046342,0.027315,-0.000872,-0.005369
