ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1924600610369171285!,thoughtful-steel-butterfly,0.000000,0.214564,-1.798111,0.825647,0.106247,0.377464,0.327904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.536473,-0.599595,0.537387
1924600610369171285!,thoughtful-steel-butterfly,0.010000,0.203123,-1.792231,0.825332,0.108520,0.376547,0.328956,-2.283416,1.179612,-0.063739,0.453004,-0.183228,0.209736,0.213869,-0.346601,0.332134
1924600610369171285!,thoughtful-steel-butterfly,0.020000,0.175249,-1.776634,0.824603,0.115016,0.374043,0.331801,-3.288457,1.945395,-0.083600,0.845252,-0.317874,0.358343,0.069490,-0.229750,0.235518
1924600610369171285!,thoughtful-steel-butterfly,0.030000,0.140237,-1.754325,0.823751,0.125251,0.370316,0.335956,-3.711536,2.516833,-0.089087,1.199518,-0.427510,0.471234,0.005135,-0.173246,0.186948
1924600610369171285!,thoughtful-steel-butterfly,0.040000,0.102333,-1.726810,0.822845,0.138896,0.365564,0.341120,-3.868375,2.982565,-0.095097,1.525372,-0.522187,0.559607,-0.023452,-0.143776,0.160029
1924600610369171285!,thoughtful-steel-butterfly,0.050000,0.063485,-1.694955,0.821840,0.155694,0.359916,0.347074,-3.902144,3.381608,-0.109679,1.827540,-0.606341,0.628776,-0.036223,-0.126419,0.142964
1924600610369171285!,thoughtful-steel-butterfly,0.060000,0.024601,-1.659340,0.820625,0.175421,0.353466,0.353641,-3.878061,3.731363,-0.137522,2.108504,-0.681898,0.681559,-0.042158,-0.114439,0.130425
1924600610369171285!,thoughtful-steel-butterfly,0.070000,-0.013889,-1.620423,0.819053,0.197875,0.346296,0.360665,-3.826271,4.039137,-0.181546,2.369530,-0.749629,0.719764,-0.045275,-0.104803,0.120008
1924600610369171285!,thoughtful-steel-butterfly,0.080000,-0.051775,-1.578615,0.816953,0.222860,0.338484,0.368006,-3.761213,4.307433,-0.243631,2.611143,-0.809789,0.744827,-0.047348,-0.096163,0.110641
1924600610369171285!,thoughtful-steel-butterfly,0.090000,-0.088958,-1.534312,0.814138,0.250182,0.330107,0.375539,-3.690347,4.536518,-0.324953,2.833362,-0.862418,0.758085,-0.049130,-0.087954,0.101870
1924600610369171285!,thoughtful-steel-butterfly,0.100000,-0.125394,-1.487913,0.810411,0.279648,0.321241,0.383151,-3.618049,4.725735,-0.426143,3.035835,-0.907501,0.760866,-0.050905,-0.079972,0.093516
1924600610369171285!,thoughtful-steel-butterfly,0.110000,-0.161076,-1.439828,0.805572,0.311055,0.311963,0.390742,-3.547331,4.874192,-0.547356,3.217931,-0.945045,0.754510,-0.052744,-0.072175,0.085530
1924600610369171285!,thoughtful-steel-butterfly,0.120000,-0.196025,-1.390476,0.799422,0.344196,0.302350,0.398227,-3.480563,4.981141,-0.688314,3.378800,-0.975113,0.740344,-0.054620,-0.064599,0.077909
1924600610369171285!,thoughtful-steel-butterfly,0.130000,-0.230318,-1.340287,0.791765,0.378825,0.292478,0.405532,-3.419727,5.046325,-0.848219,3.517457,-0.997875,0.719688,-0.056465,-0.057297,0.070661
1924600610369171285!,thoughtful-steel-butterfly,0.140000,-0.264045,-1.289680,0.782416,0.414702,0.282421,0.412600,-3.366410,5.069825,-1.025903,3.632794,-1.013545,0.693762,-0.058183,-0.050335,0.063796
1924600610369171285!,thoughtful-steel-butterfly,0.150000,-0.297299,-1.239063,0.771207,0.451587,0.272245,0.419384,-3.321879,5.052117,-1.219856,3.723620,-1.022364,0.663673,-0.059671,-0.043769,0.057311
1924600610369171285!,thoughtful-steel-butterfly,0.160000,-0.330178,-1.188836,0.757983,0.489230,0.262017,0.425849,-3.287071,4.994116,-1.428205,3.788714,-1.024595,0.630414,-0.060833,-0.037632,0.051184
1924600610369171285!,thoughtful-steel-butterfly,0.170000,-0.362787,-1.139389,0.742613,0.527371,0.251799,0.431969,-3.262545,4.897146,-1.648725,3.826856,-1.020503,0.594862,-0.061580,-0.031933,0.045370
1924600610369171285!,thoughtful-steel-butterfly,0.180000,-0.395229,-1.091100,0.724988,0.565739,0.241653,0.437726,-3.248453,4.762895,-1.878829,3.836869,-1.010348,0.557778,-0.061837,-0.026656,0.039808
1924600610369171285!,thoughtful-steel-butterfly,0.190000,-0.427607,-1.044326,0.705026,0.604050,0.231637,0.443108,-3.244508,4.593374,-2.115574,3.817660,-0.994377,0.519816,-0.061531,-0.021764,0.034421
1924600610369171285!,thoughtful-steel-butterfly,0.200000,-0.460015,-0.999407,0.682678,0.642010,0.221807,0.448109,-3.249983,4.390883,-2.355643,3.768277,-0.972816,0.481530,-0.060601,-0.017209,0.029126
1924600610369171285!,thoughtful-steel-butterfly,0.210000,-0.492540,-0.956660,0.657929,0.679317,0.212219,0.452729,-3.263721,4.158002,-2.595355,3.687986,-0.945879,0.443386,-0.058986,-0.012931,0.023836
1924600610369171285!,thoughtful-steel-butterfly,0.220000,-0.525252,-0.916375,0.630802,0.715660,0.202924,0.456970,-3.284168,3.897597,-2.830666,3.576358,-0.913765,0.405770,-0.056631,-0.008869,0.018473
1924600610369171285!,thoughtful-steel-butterfly,0.230000,-0.558208,-0.878811,0.601362,0.750728,0.193974,0.460841,-3.309425,3.612856,-3.057201,3.433374,-0.876667,0.369000,-0.053485,-0.004969,0.012969
1924600610369171285!,thoughtful-steel-butterfly,0.240000,-0.591441,-0.844195,0.569720,0.784211,0.185417,0.464350,-3.337327,3.307334,-3.270308,3.259545,-0.834782,0.333332,-0.049501,-0.001183,0.007274
1924600610369171285!,thoughtful-steel-butterfly,0.250000,-0.624958,-0.812721,0.536036,0.815804,0.177302,0.467508,-3.365504,2.984990,-3.465142,3.056023,-0.788301,0.298963,-0.044640,0.002517,0.001365
1924600610369171285!,thoughtful-steel-butterfly,0.260000,-0.658753,-0.784531,0.500515,0.845222,0.169673,0.470331,-3.391603,2.650295,-3.636816,2.824719,-0.737474,0.266046,-0.038886,0.006158,-0.004765
1924600610369171285!,thoughtful-steel-butterfly,0.270000,-0.692782,-0.759734,0.463417,0.872198,0.162576,0.472831,-3.413244,2.308162,-3.780527,2.568377,-0.682540,0.234682,-0.032233,0.009737,-0.011082
1924600610369171285!,thoughtful-steel-butterfly,0.280000,-0.726979,-0.738380,0.425050,0.896499,0.156055,0.475023,-3.428322,1.964042,-3.891806,2.290640,-0.623816,0.204937,-0.024714,0.013249,-0.017533
1924600610369171285!,thoughtful-steel-butterfly,0.290000,-0.761248,-0.720471,0.385774,0.917924,0.150157,0.476920,-3.435145,1.623899,-3.966766,1.996081,-0.561728,0.176859,-0.016408,0.016690,-0.024048
1924600610369171285!,thoughtful-steel-butterfly,0.300000,-0.795543,-0.705912,0.345951,0.936340,0.144896,0.478545,-3.431711,1.293497,-4.002005,1.689896,-0.496400,0.150303,-0.007315,0.019939,-0.030453
1924600610369171285!,thoughtful-steel-butterfly,0.310000,-0.829766,-0.694567,0.305981,0.951664,0.140297,0.479913,-3.417141,0.979142,-3.995210,1.377956,-0.428105,0.125152,0.002429,0.022969,-0.036634
1924600610369171285!,thoughtful-steel-butterfly,0.320000,-0.863802,-0.686250,0.266288,0.963870,0.136388,0.481039,-3.391223,0.687174,-3.945248,1.066600,-0.357211,0.101279,0.012637,0.025763,-0.042480
1924600610369171285!,thoughtful-steel-butterfly,0.330000,-0.897533,-0.680709,0.227304,0.972997,0.133193,0.481933,-3.354226,0.423602,-3.852226,0.762337,-0.284105,0.078519,0.023100,0.028300,-0.047870
1924600610369171285!,thoughtful-steel-butterfly,0.340000,-0.930848,-0.677636,0.189451,0.979147,0.130733,0.482606,-3.306904,0.193877,-3.717540,0.471545,-0.209192,0.056668,0.033590,0.030560,-0.052691
1924600610369171285!,thoughtful-steel-butterfly,0.350000,-0.963647,-0.676671,0.153136,0.982484,0.129026,0.483066,-3.250424,0.002663,-3.543839,0.200161,-0.132891,0.035495,0.043866,0.032532,-0.056849
1924600610369171285!,thoughtful-steel-butterfly,0.360000,-0.995842,-0.677411,0.118733,0.983229,0.128084,0.483316,-3.186284,-0.146355,-3.334917,-0.046596,-0.055654,0.014749,0.053683,0.034223,-0.060282
1924600610369171285!,thoughtful-steel-butterfly,0.370000,-1.027364,-0.679418,0.086575,0.981648,0.127918,0.483360,-3.116072,-0.250699,-3.095480,-0.264508,0.022086,-0.005845,0.062814,0.035642,-0.062955
1924600610369171285!,thoughtful-steel-butterfly,0.380000,-1.058160,-0.682239,0.056941,0.978047,0.128528,0.483198,-3.041336,-0.309194,-2.830851,-0.450562,0.099927,-0.026580,0.071065,0.036808,-0.064864
1924600610369171285!,thoughtful-steel-butterfly,0.390000,-1.088190,-0.685418,0.030054,0.972753,0.129916,0.482827,-2.963462,-0.321961,-2.546691,-0.603024,0.177482,-0.047756,0.078276,0.037748,-0.066042
1924600610369171285!,thoughtful-steel-butterfly,0.400000,-1.117427,-0.688499,0.006087,0.966106,0.132077,0.482240,-2.883630,-0.290328,-2.248763,-0.721417,0.254327,-0.069656,0.084330,0.038499,-0.066551
1924600610369171285!,thoughtful-steel-butterfly,0.410000,-1.145857,-0.691043,-0.014846,0.958446,0.135004,0.481429,-2.802616,-0.216790,-1.942584,-0.806491,0.330068,-0.092559,0.089169,0.039087,-0.066467
1924600610369171285!,thoughtful-steel-butterfly,0.420000,-1.173471,-0.692646,-0.032683,0.950098,0.138685,0.480382,-2.720798,-0.104796,-1.633176,-0.860084,0.404338,-0.116731,0.092791,0.039536,-0.065877
1924600610369171285!,thoughtful-steel-butterfly,0.430000,-1.200258,-0.692935,-0.047409,0.941366,0.143104,0.479084,-2.638192,0.041476,-1.324911,-0.884922,0.476785,-0.142417,0.095242,0.039859,-0.064873
1924600610369171285!,thoughtful-steel-butterfly,0.440000,-1.226209,-0.691586,-0.059048,0.932524,0.148243,0.477519,-2.554500,0.217359,-1.021402,-0.884396,0.547067,-0.169834,0.096609,0.040067,-0.063543
1924600610369171285!,thoughtful-steel-butterfly,0.450000,-1.251307,-0.688319,-0.067654,0.923811,0.154081,0.475667,-2.469188,0.417935,-0.725463,-0.862338,0.614857,-0.199169,0.097013,0.040159,-0.061964
1924600610369171285!,thoughtful-steel-butterfly,0.460000,-1.275542,-0.682951,-0.073358,0.915409,0.160580,0.473512,-2.381737,0.638357,-0.439048,-0.822809,0.679752,-0.230521,0.096550,0.040178,-0.060242
1924600610369171285!,thoughtful-steel-butterfly,0.470000,-1.298892,-0.675328,-0.076285,0.907465,0.167704,0.471036,-2.291315,0.873816,-0.163436,-0.769836,0.741420,-0.263969,0.095372,0.040112,-0.058430
1924600610369171285!,thoughtful-steel-butterfly,0.480000,-1.321323,-0.665320,-0.076540,0.900092,0.175421,0.468217,-2.197026,1.119741,0.100662,-0.707334,0.799589,-0.299572,0.093655,0.039926,-0.056550
1924600610369171285!,thoughtful-steel-butterfly,0.490000,-1.342793,-0.652837,-0.074234,0.893369,0.183696,0.465033,-2.098137,1.372001,0.353025,-0.639014,0.853998,-0.337345,0.091550,0.039599,-0.054624
