ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1230912394496759038!,thoughtful-ruddy-butterfly,0.000000,-2.104684,-0.003336,-0.335896,-0.936817,-0.213936,-0.451919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.069905,-0.053693,0.346083
1230912394496759038!,thoughtful-ruddy-butterfly,0.010000,-2.096552,0.008038,-0.334144,-0.937436,-0.213125,-0.452303,1.631233,2.267811,0.348740,-0.122817,0.161543,-0.076119,0.035808,0.044246,0.268028
1230912394496759038!,thoughtful-ruddy-butterfly,0.020000,-2.076229,0.040386,-0.331989,-0.938197,-0.212107,-0.452781,2.446881,4.186386,0.081671,-0.029402,0.041681,-0.019525,0.042230,0.044601,0.144596
1230912394496759038!,thoughtful-ruddy-butterfly,0.030000,-2.049791,0.087217,-0.332557,-0.938018,-0.212280,-0.452700,2.852537,5.171705,-0.195972,0.065554,-0.076827,0.036026,0.045805,0.045069,0.087000
1230912394496759038!,thoughtful-ruddy-butterfly,0.040000,-2.020194,0.141680,-0.335936,-0.936873,-0.213638,-0.452060,3.075052,5.714621,-0.479515,0.163844,-0.194630,0.091980,0.048136,0.045754,0.060709
1230912394496759038!,thoughtful-ruddy-butterfly,0.050000,-1.988750,0.200535,-0.342176,-0.934716,-0.216176,-0.450852,3.219736,6.050044,-0.766735,0.268049,-0.312160,0.149675,0.049813,0.046523,0.049285
1230912394496759038!,thoughtful-ruddy-butterfly,0.060000,-1.955986,0.262266,-0.351309,-0.931472,-0.219892,-0.449052,3.338731,6.288342,-1.055866,0.380926,-0.429404,0.210271,0.051121,0.047320,0.044908
1230912394496759038!,thoughtful-ruddy-butterfly,0.070000,-1.922030,0.326160,-0.363348,-0.927040,-0.224783,-0.446624,3.458820,6.480400,-1.345210,0.505332,-0.546090,0.274844,0.052215,0.048138,0.043862
1230912394496759038!,thoughtful-ruddy-butterfly,0.080000,-1.886803,0.391874,-0.378291,-0.921286,-0.230843,-0.443521,3.594103,6.648928,-1.633023,0.644192,-0.661810,0.344458,0.053180,0.048986,0.044376
1230912394496759038!,thoughtful-ruddy-butterfly,0.090000,-1.850113,0.459225,-0.396115,-0.914051,-0.238062,-0.439689,3.752176,6.803311,-1.917403,0.800468,-0.776057,0.420183,0.054064,0.049874,0.045607
1230912394496759038!,thoughtful-ruddy-butterfly,0.100000,-1.811713,0.528091,-0.416778,-0.905143,-0.246422,-0.435059,3.937217,6.946598,-2.196181,0.977097,-0.888221,0.503099,0.054889,0.050808,0.047145
1230912394496759038!,thoughtful-ruddy-butterfly,0.110000,-1.771317,0.598364,-0.440215,-0.894340,-0.255901,-0.429552,4.151527,7.078787,-2.466838,1.176934,-0.997564,0.594287,0.055666,0.051789,0.048790
1230912394496759038!,thoughtful-ruddy-butterfly,0.120000,-1.728625,0.669929,-0.466329,-0.881396,-0.266465,-0.423080,4.396293,7.198359,-2.726425,1.402682,-1.103198,0.694819,0.056401,0.052812,0.050437
1230912394496759038!,thoughtful-ruddy-butterfly,0.130000,-1.683329,0.742650,-0.494997,-0.866035,-0.278075,-0.415541,4.671956,7.303014,-2.971510,1.656805,-1.204056,0.805737,0.057094,0.053872,0.052026
1230912394496759038!,thoughtful-ruddy-butterfly,0.140000,-1.635116,0.816367,-0.526053,-0.847958,-0.290675,-0.406827,4.978371,7.390039,-3.198129,1.941435,-1.298862,0.928029,0.057745,0.054959,0.053518
