ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2066347252275106749!,thoughtful-antique-butterfly,0.000000,-2.027670,0.171187,-0.037741,-0.029267,-0.324923,0.380033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.112111,0.186456,-0.172636,0.020619,-0.144926,0.327674
2066347252275106749!,thoughtful-antique-butterfly,0.010000,-2.024648,0.182364,-0.035709,-0.027694,-0.323958,0.380856,0.607951,2.231996,0.405384,0.313987,0.192826,0.164019,-0.084134,0.086979,-0.095216,0.032618,-0.083587,0.171602
2066347252275106749!,thoughtful-antique-butterfly,0.020000,-2.016468,0.209716,-0.030094,-0.023345,-0.321289,0.383110,1.031230,3.235312,0.716772,0.555187,0.341008,0.285981,-0.070203,0.041479,-0.059379,0.037305,-0.055067,0.099476
2066347252275106749!,thoughtful-antique-butterfly,0.030000,-2.004496,0.244290,-0.021607,-0.016769,-0.317241,0.386469,1.362285,3.675476,0.978212,0.758229,0.467996,0.384165,-0.062493,0.020301,-0.042281,0.038629,-0.041338,0.065074
2066347252275106749!,thoughtful-antique-butterfly,0.040000,-1.989480,0.281951,-0.010649,-0.008270,-0.311971,0.390735,1.636815,3.853418,1.209309,0.938531,0.584683,0.466823,-0.057700,0.010177,-0.033756,0.038491,-0.034391,0.047861
2066347252275106749!,thoughtful-antique-butterfly,0.050000,-1.971903,0.320758,0.002526,0.001963,-0.305554,0.395774,1.872002,3.906252,1.419427,1.103273,0.696528,0.537748,-0.054338,0.005110,-0.029203,0.037756,-0.030601,0.038562
2066347252275106749!,thoughtful-antique-butterfly,0.060000,-1.952115,0.359773,0.017732,0.013791,-0.298021,0.401477,2.077201,3.896835,1.613333,1.255805,0.806478,0.598658,-0.051712,0.002379,-0.026526,0.036802,-0.028314,0.032959
2066347252275106749!,thoughtful-antique-butterfly,0.070000,-1.930389,0.398517,0.034821,0.027100,-0.289383,0.407747,2.257964,3.854231,1.793667,1.397586,0.916253,0.650275,-0.049491,0.000746,-0.024763,0.035786,-0.026770,0.029126
2066347252275106749!,thoughtful-antique-butterfly,0.080000,-1.906951,0.436727,0.053667,0.041786,-0.279634,0.414493,2.417920,3.792076,1.962068,1.529074,1.026937,0.692814,-0.047509,-0.000347,-0.023474,0.034771,-0.025616,0.026181
2066347252275106749!,thoughtful-antique-butterfly,0.090000,-1.881997,0.474239,0.074156,0.057746,-0.268761,0.421625,2.559729,3.716932,2.119683,1.650159,1.139249,0.726204,-0.045682,-0.001153,-0.022454,0.033776,-0.024689,0.023719
2066347252275106749!,thoughtful-antique-butterfly,0.100000,-1.855705,0.510945,0.096175,0.074864,-0.256750,0.429045,2.685571,3.632077,2.267404,1.760376,1.253647,0.750212,-0.043960,-0.001783,-0.021610,0.032804,-0.023914,0.021560
2066347252275106749!,thoughtful-antique-butterfly,0.110000,-1.828230,0.546759,0.119622,0.093024,-0.243583,0.436654,2.797364,3.539281,2.405959,1.859013,1.370397,0.764463,-0.042316,-0.002284,-0.020898,0.031848,-0.023251,0.019616
2066347252275106749!,thoughtful-antique-butterfly,0.120000,-1.799704,0.581612,0.144405,0.112102,-0.229238,0.444354,2.896866,3.439607,2.535957,1.945184,1.489597,0.768469,-0.040728,-0.002677,-0.020295,0.030900,-0.022683,0.017847
2066347252275106749!,thoughtful-antique-butterfly,0.130000,-1.770242,0.615440,0.170442,0.131970,-0.213690,0.452036,2.985712,3.333774,2.657892,2.017878,1.611177,0.761649,-0.039179,-0.002969,-0.019790,0.029951,-0.022198,0.016232
2066347252275106749!,thoughtful-antique-butterfly,0.140000,-1.739944,0.648185,0.197652,0.152485,-0.196919,0.459590,3.065408,3.222348,2.772135,2.076003,1.734890,0.743342,-0.037655,-0.003161,-0.019376,0.028989,-0.021788,0.014763
2066347252275106749!,thoughtful-antique-butterfly,0.150000,-1.708893,0.679796,0.225961,0.173497,-0.178905,0.466897,3.137303,3.105841,2.878922,2.118424,1.860308,0.712830,-0.036143,-0.003252,-0.019046,0.028007,-0.021448,0.013433
2066347252275106749!,thoughtful-antique-butterfly,0.160000,-1.677161,0.710225,0.255294,0.194844,-0.159634,0.473832,3.202558,2.984775,2.978326,2.144005,1.986805,0.669356,-0.034634,-0.003239,-0.018796,0.026995,-0.021170,0.012240
2066347252275106749!,thoughtful-antique-butterfly,0.170000,-1.644808,0.739429,0.285579,0.216352,-0.139100,0.480262,3.262108,2.859720,3.070243,2.151649,2.113550,0.612155,-0.033116,-0.003121,-0.018619,0.025944,-0.020947,0.011185
2066347252275106749!,thoughtful-antique-butterfly,0.180000,-1.611886,0.767370,0.316740,0.237839,-0.117304,0.486045,3.316629,2.731330,3.154366,2.140342,2.239495,0.540486,-0.031583,-0.002896,-0.018507,0.024848,-0.020769,0.010269
