ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1882746084008771301!,talented-steel-butterfly,0.000000,-1.006869,-2.042788,-1.430604,-1.137002,-0.968154,-0.250357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.276592,0.554184,-0.966313
1882746084008771301!,talented-steel-butterfly,0.010000,-1.003820,-2.033777,-1.432836,-1.130480,-0.969731,-0.244177,0.607405,1.802633,-0.442945,1.303775,-0.310918,1.234789,0.224774,0.474684,-0.827746
1882746084008771301!,talented-steel-butterfly,0.020000,-0.994957,-2.007970,-1.438929,-1.111930,-0.973991,-0.226587,1.162508,3.360773,-0.767516,2.404479,-0.530403,2.279959,0.179689,0.408515,-0.714068
1882746084008771301!,talented-steel-butterfly,0.030000,-0.980687,-1.967453,-1.447651,-1.083177,-0.979939,-0.199295,1.686924,4.740431,-0.965024,3.340004,-0.644814,3.170564,0.140470,0.349558,-0.614399
1882746084008771301!,talented-steel-butterfly,0.040000,-0.961291,-1.913842,-1.457728,-1.045769,-0.986501,-0.163758,2.184974,5.971769,-1.036614,4.129393,-0.651300,3.923533,0.106417,0.294057,-0.521946
1882746084008771301!,talented-steel-butterfly,0.050000,-0.937059,-1.848573,-1.467940,-1.001127,-0.992614,-0.121317,2.651157,7.061609,-0.990801,4.780113,-0.555481,4.544927,0.077166,0.240137,-0.433112
1882746084008771301!,talented-steel-butterfly,0.060000,-0.908348,-1.773089,-1.477171,-0.950629,-0.997311,-0.073284,3.075079,8.003249,-0.842256,5.293976,-0.370028,5.035694,0.052631,0.187471,-0.346912
1882746084008771301!,talented-steel-butterfly,0.070000,-0.875647,-1.688941,-1.484487,-0.895648,-0.999780,-0.020972,3.445082,8.785055,-0.610824,5.672208,-0.113196,5.396445,0.032815,0.136914,-0.264350
1882746084008771301!,talented-steel-butterfly,0.080000,-0.839557,-1.597806,-1.489170,-0.837541,-0.999411,0.034316,3.751472,9.397523,-0.319554,5.919006,0.193345,5.630889,0.017626,0.090031,-0.187662
1882746084008771301!,talented-steel-butterfly,0.090000,-0.800766,-1.501444,-1.490741,-0.777611,-0.995821,0.091328,3.988629,9.838159,0.007721,6.043464,0.527121,5.747631,0.006757,0.048562,-0.119457
1882746084008771301!,talented-steel-butterfly,0.100000,-0.759991,-1.401586,-1.488955,-0.717034,-0.988848,0.148929,4.155814,10.113694,0.348866,6.059760,0.867539,5.760218,-0.000344,0.013920,-0.061915
1882746084008771301!,talented-steel-butterfly,0.110000,-0.717921,-1.299823,-1.483777,-0.656810,-0.978519,0.206158,4.256983,10.239808,0.685444,5.985955,1.197930,5.685901,-0.004406,-0.013145,-0.016227
1882746084008771301!,talented-steel-butterfly,0.120000,-0.675181,-1.197542,-1.475328,-0.597738,-0.965002,0.262243,4.299810,10.238775,1.003869,5.841946,1.506512,5.543670,-0.006218,-0.032647,0.017587
1882746084008771301!,talented-steel-butterfly,0.130000,-0.632302,-1.095882,-1.463842,-0.540416,-0.948558,0.316604,4.294138,10.136174,1.295583,5.647300,1.786418,5.352185,-0.006524,-0.045262,0.040530
1882746084008771301!,talented-steel-butterfly,0.140000,-0.589711,-0.995712,-1.449611,-0.485249,-0.929491,0.368844,4.250426,9.957673,1.556447,5.419532,2.034962,5.128130,-0.005950,-0.052091,0.054291
1882746084008771301!,talented-steel-butterfly,0.150000,-0.547670,-0.897508,-1.432926,-0.432405,-0.908081,0.418794,4.177602,9.725792,1.785530,5.172839,2.252770,4.884742,-0.004959,-0.054398,0.060798
