ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1914813473832469779!,rebel-vivacious-beetle,0.000000,-1.396907,-0.697973,-1.997415,0.101645,0.000000,0.000000,0.000000,0.000000,-0.231117,0.018265
1914813473832469779!,rebel-vivacious-beetle,0.010000,-1.393404,-0.693948,-1.997342,0.103084,0.697566,0.804161,0.014802,0.286808,-0.142859,0.039491
1914813473832469779!,rebel-vivacious-beetle,0.020000,-1.383225,-0.682786,-1.997159,0.106572,1.332744,1.428771,0.021835,0.409195,-0.088464,0.049501
1914813473832469779!,rebel-vivacious-beetle,0.030000,-1.367072,-0.665970,-1.996932,0.110740,1.888240,1.934805,0.023434,0.422571,-0.052415,0.053727
1914813473832469779!,rebel-vivacious-beetle,0.040000,-1.345781,-0.644500,-1.996712,0.114637,2.355302,2.358602,0.020472,0.356574,-0.025438,0.055421
1914813473832469779!,rebel-vivacious-beetle,0.050000,-1.320283,-0.619114,-1.996543,0.117549,2.730815,2.720898,0.013319,0.226228,-0.002473,0.056341
1914813473832469779!,rebel-vivacious-beetle,0.060000,-1.291507,-0.590374,-1.996464,0.118876,3.014737,3.032973,0.002309,0.038779,0.018929,0.057308
1914813473832469779!,rebel-vivacious-beetle,0.070000,-1.260346,-0.558732,-1.996512,0.118069,3.208420,3.300748,-0.011952,-0.202098,0.039733,0.058626
1914813473832469779!,rebel-vivacious-beetle,0.080000,-1.227683,-0.524621,-1.996715,0.114590,3.313931,3.527256,-0.028340,-0.493818,0.060106,0.060321
1914813473832469779!,rebel-vivacious-beetle,0.090000,-1.194388,-0.488439,-1.997085,0.107948,3.333606,3.713850,-0.045058,-0.833599,0.079790,0.062276
1914813473832469779!,rebel-vivacious-beetle,0.100000,-1.161307,-0.450586,-1.997613,0.097677,3.269954,3.860952,-0.059546,-1.217780,0.098320,0.064299
1914813473832469779!,rebel-vivacious-beetle,0.110000,-1.129261,-0.411460,-1.998262,0.083350,3.125699,3.968266,-0.068466,-1.641427,0.115115,0.066147
1914813473832469779!,rebel-vivacious-beetle,0.120000,-1.099042,-0.371467,-1.998956,0.064600,2.903958,4.034804,-0.067802,-2.098045,0.129511,0.067537
