ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
261506491038549234!,talented-steel-butterfly,0.000000,-2.093386,0.544944,-1.227205,0.045212,-0.584544,0.811362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.865042,-0.382116,-0.315316
261506491038549234!,talented-steel-butterfly,0.010000,-2.084080,0.548073,-1.219599,0.045409,-0.580323,0.814386,1.859880,0.624144,1.520194,0.039952,0.844433,0.601734,0.672829,-0.315617,-0.240904
261506491038549234!,talented-steel-butterfly,0.020000,-2.057988,0.556317,-1.198172,0.045713,-0.568572,0.822633,3.357861,1.021911,2.763832,0.021613,1.506030,1.040909,0.530885,-0.266588,-0.185435
261506491038549234!,talented-steel-butterfly,0.030000,-2.018225,0.567706,-1.165321,0.045638,-0.550869,0.834592,4.592307,1.252254,3.803581,-0.036288,2.033555,1.342241,0.421744,-0.226078,-0.143655
261506491038549234!,talented-steel-butterfly,0.040000,-1.967124,0.580799,-1.122861,0.044871,-0.528400,0.848995,5.617082,1.363152,4.678769,-0.114999,2.455738,1.528409,0.333966,-0.189506,-0.111491
261506491038549234!,talented-steel-butterfly,0.050000,-1.906640,0.594584,-1.072334,0.043283,-0.502135,0.864789,6.460617,1.391867,5.409564,-0.198736,2.789591,1.619759,0.260317,-0.154785,-0.085989
261506491038549234!,talented-steel-butterfly,0.060000,-1.838515,0.608373,-1.015135,0.040882,-0.472906,0.881113,7.138829,1.366416,6.006908,-0.275901,3.046030,1.634850,0.196546,-0.121302,-0.065145
261506491038549234!,talented-steel-butterfly,0.070000,-1.764366,0.621723,-0.952577,0.037772,-0.441458,0.897282,7.662603,1.307430,6.478280,-0.338978,3.233232,1.590734,0.140505,-0.089330,-0.047713
261506491038549234!,talented-steel-butterfly,0.080000,-1.685738,0.634373,-0.885927,0.034122,-0.408464,0.912774,8.042453,1.229805,6.831282,-0.384033,3.358669,1.502996,0.091393,-0.059598,-0.032987
261506491038549234!,talented-steel-butterfly,0.090000,-1.604022,0.646195,-0.816333,0.030122,-0.374509,0.927223,8.290656,1.144017,7.075283,-0.409916,3.430005,1.385391,0.049128,-0.032952,-0.020598
261506491038549234!,talented-steel-butterfly,0.100000,-1.520460,0.657146,-0.744829,0.025960,-0.340091,0.940393,8.422139,1.057178,7.222072,-0.417520,3.455416,1.249643,0.013829,-0.010100,-0.010346
261506491038549234!,talented-steel-butterfly,0.110000,-1.436125,0.667245,-0.672311,0.021809,-0.305623,0.952153,8.454075,0.973879,7.285475,-0.409050,3.443412,1.105269,-0.014522,0.008548,-0.002073
261506491038549234!,talented-steel-butterfly,0.120000,-1.351905,0.676544,-0.599526,0.017814,-0.271430,0.962458,8.404781,0.896848,7.280402,-0.387377,3.402403,0.959539,-0.036241,0.022931,0.004400
261506491038549234!,talented-steel-butterfly,0.130000,-1.268508,0.685117,-0.527075,0.014091,-0.237758,0.971324,8.292389,0.827486,7.221713,-0.355529,3.340240,0.817616,-0.051961,0.033306,0.009295
261506491038549234!,talented-steel-butterfly,0.140000,-1.186467,0.693044,-0.455412,0.010726,-0.204778,0.978808,8.133659,0.766271,7.123215,-0.316350,3.263834,0.682832,-0.062545,0.040159,0.012865
261506491038549234!,talented-steel-butterfly,0.150000,-1.106163,0.700407,-0.384867,0.007780,-0.172600,0.984992,7.943149,0.713072,6.996948,-0.272295,3.178932,0.557042,-0.068967,0.044097,0.015376
261506491038549234!,talented-steel-butterfly,0.160000,-1.027847,0.707283,-0.315663,0.005291,-0.141283,0.989969,7.732801,0.667380,6.852835,-0.225363,3.090062,0.440997,-0.072194,0.045759,0.017080
261506491038549234!,talented-steel-butterfly,0.170000,-0.951670,0.713743,-0.247938,0.003278,-0.110851,0.993837,7.511909,0.628468,6.698631,-0.177102,3.000603,0.334681,-0.073102,0.045739,0.018194
261506491038549234!,talented-steel-butterfly,0.180000,-0.877702,0.719851,-0.181764,0.001750,-0.081297,0.996690,7.287335,0.595501,6.540106,-0.128666,2.912939,0.237598,-0.072425,0.044547,0.018898
261506491038549234!,talented-steel-butterfly,0.190000,-0.805960,0.725660,-0.117165,0.000703,-0.052596,0.998616,7.063888,0.567614,6.381334,-0.080892,2.828646,0.148982,-0.070740,0.042595,0.019330
261506491038549234!,talented-steel-butterfly,0.200000,-0.736419,0.731214,-0.054135,0.000128,-0.024712,0.999695,6.844743,0.543955,6.225041,-0.034380,2.748683,0.067947,-0.068475,0.040196,0.019588
261506491038549234!,talented-steel-butterfly,0.210000,-0.669033,0.736552,0.007358,0.000009,0.002399,0.999997,6.631843,0.523715,6.072928,0.010446,2.673559,-0.006413,-0.065933,0.037575,0.019741
261506491038549234!,talented-steel-butterfly,0.220000,-0.603740,0.741701,0.067355,0.000330,0.028781,0.999586,6.426286,0.506153,5.926003,0.053293,2.603506,-0.074964,-0.063317,0.034892,0.019833
261506491038549234!,talented-steel-butterfly,0.230000,-0.540465,0.746685,0.125910,0.001068,0.054491,0.998514,6.228471,0.490568,5.784639,0.093905,2.538462,-0.138528,-0.060742,0.032242,0.019889
261506491038549234!,talented-steel-butterfly,0.240000,-0.479136,0.751518,0.183075,0.002200,0.079571,0.996829,6.038504,0.476353,5.648990,0.132118,2.478322,-0.197830,-0.058283,0.029690,0.019927
261506491038549234!,talented-steel-butterfly,0.250000,-0.419678,0.756210,0.238905,0.003702,0.104071,0.994570,5.856218,0.462956,5.518946,0.167781,2.422863,-0.253526,-0.055973,0.027270,0.019953
261506491038549234!,talented-steel-butterfly,0.260000,-0.362017,0.760766,0.293455,0.005547,0.128034,0.991770,5.681313,0.449892,5.394275,0.200766,2.371814,-0.306194,-0.053821,0.024996,0.019973
261506491038549234!,talented-steel-butterfly,0.270000,-0.306083,0.765188,0.346774,0.007707,0.151505,0.988456,5.513432,0.436743,5.274677,0.230966,2.324879,-0.356345,-0.051824,0.022870,0.019991
261506491038549234!,talented-steel-butterfly,0.280000,-0.251787,0.769478,0.398927,0.010155,0.174528,0.984652,5.352143,0.423162,5.159798,0.258328,2.281670,-0.404423,-0.049972,0.020887,0.020010
261506491038549234!,talented-steel-butterfly,0.290000,-0.199062,0.773632,0.449960,0.012862,0.197139,0.980375,5.197070,0.408869,5.049301,0.282806,2.241861,-0.450806,-0.048254,0.019035,0.020037
261506491038549234!,talented-steel-butterfly,0.300000,-0.147849,0.777642,0.499914,0.015800,0.219371,0.975642,5.047870,0.393648,4.942861,0.304363,2.205140,-0.495821,-0.046657,0.017302,0.020077
261506491038549234!,talented-steel-butterfly,0.310000,-0.098095,0.781496,0.548826,0.018939,0.241251,0.970463,4.904225,0.377337,4.840162,0.322988,2.171192,-0.539744,-0.045168,0.015672,0.020138
261506491038549234!,talented-steel-butterfly,0.320000,-0.049746,0.785183,0.596731,0.022250,0.262805,0.964849,4.765846,0.359834,4.740902,0.338698,2.139699,-0.582809,-0.043778,0.014131,0.020230
261506491038549234!,talented-steel-butterfly,0.330000,-0.002754,0.788690,0.643661,0.025704,0.284055,0.958808,4.632467,0.341092,4.644796,0.351537,2.110341,-0.625206,-0.042481,0.012661,0.020362
261506491038549234!,talented-steel-butterfly,0.340000,0.042928,0.792003,0.689643,0.029271,0.305021,0.952346,4.503844,0.321119,4.551569,0.361585,2.082803,-0.667089,-0.041271,0.011248,0.020548
261506491038549234!,talented-steel-butterfly,0.350000,0.087345,0.795110,0.734706,0.032926,0.325719,0.945467,4.379753,0.299975,4.460965,0.368953,2.056772,-0.708571,-0.040146,0.009876,0.020798
261506491038549234!,talented-steel-butterfly,0.360000,0.130539,0.797998,0.778873,0.036642,0.346162,0.938175,4.259979,0.277773,4.372734,0.373790,2.031932,-0.749730,-0.039104,0.008531,0.021126
261506491038549234!,talented-steel-butterfly,0.370000,0.172551,0.800657,0.822165,0.040393,0.366361,0.930473,4.144316,0.254672,4.286640,0.376282,2.007971,-0.790610,-0.038145,0.007199,0.021542
261506491038549234!,talented-steel-butterfly,0.380000,0.213420,0.803078,0.864602,0.044157,0.386322,0.922364,4.032566,0.230873,4.202458,0.376646,1.984594,-0.831225,-0.037268,0.005867,0.022056
261506491038549234!,talented-steel-butterfly,0.390000,0.253181,0.805253,0.906202,0.047913,0.406050,0.913851,3.924536,0.206610,4.119976,0.375130,1.961519,-0.871560,-0.036475,0.004526,0.022674
261506491038549234!,talented-steel-butterfly,0.400000,0.291871,0.807178,0.946979,0.051642,0.425548,0.904936,3.820036,0.182145,4.038995,0.372000,1.938489,-0.911578,-0.035764,0.003167,0.023403
261506491038549234!,talented-steel-butterfly,0.410000,0.329521,0.808850,0.986947,0.055330,0.444814,0.895623,3.718878,0.157755,3.959328,0.367541,1.915272,-0.951225,-0.035136,0.001784,0.024244
