ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1675368424983837837!,rebel-wine-beetle,0.000000,-2.004839,1.967921,-1.727985,1.007009,0.000000,0.000000,0.000000,0.000000,0.409739,0.836500,0.630420,-0.225610
1675368424983837837!,rebel-wine-beetle,0.010000,-1.989942,1.979764,-1.722622,1.016156,2.984226,2.357868,1.079120,1.829361,0.179660,0.067000,0.025600,0.160897
1675368424983837837!,rebel-wine-beetle,0.020000,-1.958870,2.003360,-1.711743,1.034377,3.229255,2.359013,1.096881,1.815179,0.170036,0.040271,0.002704,0.168120
1675368424983837837!,rebel-wine-beetle,0.030000,-1.925796,2.026485,-1.700907,1.052101,3.383648,2.264903,1.070770,1.731089,0.172687,0.044359,0.004789,0.166083
1675368424983837837!,rebel-wine-beetle,0.040000,-1.891089,2.048670,-1.690317,1.069032,3.554456,2.170879,1.048095,1.657213,0.174198,0.045064,0.003882,0.164899
1675368424983837837!,rebel-wine-beetle,0.050000,-1.854640,2.069850,-1.679967,1.085224,3.730286,2.064250,1.023244,1.584020,0.176067,0.046230,0.003139,0.163437
1675368424983837837!,rebel-wine-beetle,0.060000,-1.816388,2.089896,-1.669877,1.100687,3.913067,1.944129,0.996753,1.512197,0.178135,0.047458,0.002237,0.161820
1675368424983837837!,rebel-wine-beetle,0.070000,-1.776258,2.108659,-1.660063,1.115433,4.103117,1.808250,0.968611,1.441552,0.180418,0.048807,0.001232,0.160034
1675368424983837837!,rebel-wine-beetle,0.080000,-1.734175,2.125971,-1.650542,1.129475,4.300739,1.654362,0.939019,1.372222,0.182911,0.050286,0.000143,0.158084
1675368424983837837!,rebel-wine-beetle,0.090000,-1.690059,2.141638,-1.641325,1.142827,4.506011,1.480111,0.908353,1.304574,0.185607,0.051914,-0.000998,0.155976
1675368424983837837!,rebel-wine-beetle,0.100000,-1.643832,2.155444,-1.632421,1.155509,4.718749,1.283088,0.877203,1.239249,0.188492,0.053706,-0.002156,0.153720
1675368424983837837!,rebel-wine-beetle,0.110000,-1.595418,2.167147,-1.623830,1.167551,4.938452,1.060882,0.846415,1.177194,0.191547,0.055677,-0.003285,0.151333
