ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
2117933771077791650!,rebel-mauve-beetle,0.000000,1.077790,0.716693,1.028197,1.715463,0.000000,0.000000,0.000000,0.000000,-0.285913,-0.667121,1.083933
2117933771077791650!,rebel-mauve-beetle,0.010000,1.068720,0.722690,1.018202,1.721413,-1.812775,1.193773,-2.002053,1.184198,-0.132193,-0.405772,0.859279
2117933771077791650!,rebel-mauve-beetle,0.020000,1.041155,0.738447,0.991044,1.737191,-3.699920,1.946234,-3.434845,1.959534,-0.054948,-0.237194,0.598850
2117933771077791650!,rebel-mauve-beetle,0.030000,0.996806,0.759952,0.951902,1.758944,-5.164924,2.343053,-4.393605,2.377723,0.003085,-0.112927,0.403647
2117933771077791650!,rebel-mauve-beetle,0.040000,0.939414,0.784145,0.904955,1.783552,-6.298238,2.487138,-4.990687,2.532222,0.047277,-0.021373,0.255578
2117933771077791650!,rebel-mauve-beetle,0.050000,0.872005,0.808927,0.853466,1.808755,-7.160074,2.466696,-5.300743,2.501171,0.081701,0.047423,0.140717
2117933771077791650!,rebel-mauve-beetle,0.060000,0.797090,0.832997,0.800087,1.832992,-7.794154,2.352772,-5.373564,2.345518,0.109273,0.101133,0.048983
2117933771077791650!,rebel-mauve-beetle,0.070000,0.716799,0.855695,0.747059,1.855237,-8.234528,2.201783,-5.242966,2.111216,0.131994,0.145279,-0.026593
2117933771077791650!,rebel-mauve-beetle,0.080000,0.632953,0.876874,0.696341,1.874863,-8.508947,2.059276,-4.932958,1.832145,0.151191,0.183628,-0.090644
2117933771077791650!,rebel-mauve-beetle,0.090000,0.547140,0.896835,0.649570,1.891576,-8.640354,1.962602,-4.462373,1.532387,0.167690,0.218549,-0.146063
2117933771077791650!,rebel-mauve-beetle,0.100000,0.460673,0.916219,0.608217,1.905275,-8.647245,1.944258,-3.847628,1.228270,0.181963,0.251339,-0.194494
