ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1590603589683961234!,talented-zippy-butterfly,0.000000,-2.093386,0.544944,-1.567304,-0.305491,-0.668457,-0.743751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.241050,-0.227480,-0.000097,0.717682
1590603589683961234!,talented-zippy-butterfly,0.010000,-2.084276,0.547642,-1.562788,-0.305616,-0.665273,-0.746600,1.820629,0.536509,0.903044,-0.024293,0.636368,-0.567048,0.222688,-0.181398,0.004462,0.612726
1590603589683961234!,talented-zippy-butterfly,0.020000,-2.058651,0.554714,-1.550001,-0.306259,-0.656153,-0.754628,3.303992,0.872778,1.654177,-0.101907,1.187401,-1.032451,0.204693,-0.147254,0.006219,0.527612
1590603589683961234!,talented-zippy-butterfly,0.030000,-2.019433,0.564403,-1.530255,-0.307781,-0.641846,-0.766834,4.537297,1.059636,2.294202,-0.198438,1.673123,-1.400418,0.183350,-0.120662,0.005984,0.450788
1590603589683961234!,talented-zippy-butterfly,0.040000,-1.968850,0.575426,-1.504539,-0.310247,-0.622949,-0.782263,5.568551,1.139471,2.843648,-0.289050,2.102121,-1.674009,0.158117,-0.098811,0.004477,0.377189
1590603589683961234!,talented-zippy-butterfly,0.050000,-1.908794,0.586873,-1.473711,-0.313518,-0.600015,-0.799989,6.423078,1.145555,3.311574,-0.357971,2.476621,-1.857537,0.129860,-0.079974,0.002308,0.305266
1590603589683961234!,talented-zippy-butterfly,0.060000,-1.840970,0.598129,-1.438572,-0.317336,-0.573592,-0.819141,7.114892,1.103301,3.701610,-0.397025,2.796083,-1.957916,0.100022,-0.063184,-0.000046,0.235418
1590603589683961234!,talented-zippy-butterfly,0.070000,-1.766993,0.608802,-1.399912,-0.321387,-0.544250,-0.838923,7.653646,1.031675,4.015552,-0.404030,3.059438,-1.984807,0.070201,-0.048006,-0.002238,0.169064
1590603589683961234!,talented-zippy-butterfly,0.080000,-1.688387,0.618669,-1.358502,-0.325352,-0.512571,-0.858645,8.048858,0.944422,4.255587,-0.381123,3.266547,-1.949979,0.041900,-0.034354,-0.004059,0.108006
1590603589683961234!,talented-zippy-butterfly,0.090000,-1.606535,0.627627,-1.315068,-0.328954,-0.479113,-0.877753,8.312066,0.851069,4.425448,-0.333170,3.419003,-1.866231,0.016353,-0.022319,-0.005413,0.053922
1590603589683961234!,talented-zippy-butterfly,0.100000,-1.522677,0.635649,-1.270278,-0.331974,-0.444403,-0.895827,8.457623,0.757952,4.530914,-0.266306,3.520402,-1.746405,-0.005573,-0.012036,-0.006301,0.008030
