ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1248638982430108812!,talented-zippy-butterfly,0.000000,0.955959,-1.010319,-0.043930,-0.995374,0.844271,-0.535917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.936295,0.019039,-0.270546,0.557415
1248638982430108812!,talented-zippy-butterfly,0.010000,0.954542,-0.998385,-0.045406,-0.988230,0.845481,-0.534005,-0.282716,2.383974,-0.292422,1.428261,0.241132,0.381781,0.623075,0.011136,-0.197298,0.346778
1248638982430108812!,talented-zippy-butterfly,0.020000,0.950318,-0.966366,-0.049678,-0.969044,0.848440,-0.529291,-0.560354,4.015307,-0.556049,2.407566,0.348924,0.559317,0.412285,0.006408,-0.145185,0.208295
1248638982430108812!,talented-zippy-butterfly,0.030000,0.943419,-0.920610,-0.056360,-0.941601,0.852034,-0.523487,-0.814339,5.127344,-0.771296,3.077238,0.368801,0.600266,0.265813,0.003955,-0.106702,0.113984
1248638982430108812!,talented-zippy-butterfly,0.040000,0.934142,-0.865556,-0.064933,-0.908565,0.855534,-0.517746,-1.032873,5.869493,-0.931869,3.523182,0.331470,0.547729,0.161673,0.003038,-0.077701,0.047863
1248638982430108812!,talented-zippy-butterfly,0.050000,0.922875,-0.804444,-0.074846,-0.871916,0.858471,-0.512862,-1.211513,6.342821,-1.039681,3.801919,0.257272,0.430643,0.086619,0.003123,-0.055706,0.000447
1248638982430108812!,talented-zippy-butterfly,0.060000,0.910030,-0.739620,-0.085587,-0.833138,0.860549,-0.509368,-1.351444,6.619013,-1.101025,3.952987,0.159490,0.269449,0.032246,0.003850,-0.039083,-0.034148
1248638982430108812!,talented-zippy-butterfly,0.070000,0.895966,-0.672769,-0.096737,-0.793347,0.861576,-0.507628,-1.457603,6.750563,-1.124156,4.005346,0.046497,0.078918,-0.007072,0.004994,-0.026649,-0.059747
1248638982430108812!,talented-zippy-butterfly,0.080000,0.880981,-0.605128,-0.107963,-0.753414,0.861426,-0.507884,-1.537077,6.776739,-1.117863,3.980925,-0.076638,-0.129986,-0.035282,0.006416,-0.017491,-0.078941
1248638982430108812!,talented-zippy-butterfly,0.090000,0.865299,-0.537604,-0.119016,-0.714024,0.860008,-0.510280,-1.597946,6.727162,-1.090635,3.896681,-0.207075,-0.348997,-0.055240,0.008033,-0.010881,-0.093536
1248638982430108812!,talented-zippy-butterfly,0.100000,0.849061,-0.470844,-0.129729,-0.675711,0.857255,-0.514892,-1.648472,6.624193,-1.050216,3.765924,-0.343429,-0.571782,-0.069044,0.009792,-0.006237,-0.104797
1248638982430108812!,talented-zippy-butterfly,0.110000,0.832329,-0.405304,-0.140006,-0.638895,0.853107,-0.521735,-1.696591,6.484632,-1.003420,3.599274,-0.485208,-0.793381,-0.078222,0.011655,-0.003096,-0.113585
1248638982430108812!,talented-zippy-butterfly,0.120000,0.815088,-0.341290,-0.149815,-0.603895,0.847508,-0.530782,-1.749596,6.321047,-0.956090,3.405436,-0.632414,-1.009785,-0.083855,0.013583,-0.001101,-0.120444
1248638982430108812!,talented-zippy-butterfly,0.130000,0.797252,-0.278997,-0.159180,-0.570952,0.840400,-0.541967,-1.813896,6.142833,-0.913091,3.191833,-0.785229,-1.217612,-0.086680,0.015531,0.000017,-0.125656
1248638982430108812!,talented-zippy-butterfly,0.140000,0.778677,-0.218541,-0.168166,-0.540237,0.831722,-0.555192,-1.894811,5.957037,-0.878284,2.965108,-0.943782,-1.413861,-0.087164,0.017437,0.000458,-0.129298
1248638982430108812!,talented-zippy-butterfly,0.150000,0.759171,-0.159971,-0.176873,-0.511853,0.821416,-0.570330,-1.996359,5.768987,-0.854492,2.731500,-1.107968,-1.595748,-0.085583,0.019223,0.000367,-0.131284
1248638982430108812!,talented-zippy-butterfly,0.160000,0.738509,-0.103290,-0.185424,-0.485846,0.809424,-0.587224,-2.121048,5.582743,-0.843425,2.497078,-1.277300,-1.760617,-0.082082,0.020791,-0.000151,-0.131414
1248638982430108812!,talented-zippy-butterfly,0.170000,0.716446,-0.048467,-0.193954,-0.462197,0.795697,-0.605695,-2.269659,5.401412,-0.845616,2.267848,-1.450807,-1.905915,-0.076737,0.022029,-0.001016,-0.129417
1248638982430108812!,talented-zippy-butterfly,0.180000,0.692741,0.004560,-0.202597,-0.440828,0.780197,-0.625534,-2.441085,5.227336,-0.860372,2.049722,-1.626968,-2.029235,-0.069601,0.022816,-0.002163,-0.125008
1248638982430108812!,talented-zippy-butterfly,0.190000,0.667170,0.055872,-0.211475,-0.421603,0.762905,-0.646511,-2.632239,5.062209,-0.885767,1.848371,-1.803693,-2.128420,-0.060756,0.023030,-0.003532,-0.117938
