ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
52464743154190131!,great-wine-beetle,0.000000,2.047652,-1.165329,0.564530,-1.389714,0.000000,0.000000,0.000000,0.000000,0.347290,0.620338,0.440337,-0.152940
52464743154190131!,great-wine-beetle,0.010000,2.035251,-1.182787,0.550391,-1.395374,-2.488720,-3.485776,-2.828072,-1.115505,0.135914,0.201843,0.299539,0.289907
52464743154190131!,great-wine-beetle,0.020000,1.998995,-1.220744,0.511016,-1.410270,-4.764256,-4.093311,-5.052440,-1.830768,0.013373,0.002484,0.189772,0.383922
52464743154190131!,great-wine-beetle,0.030000,1.942717,-1.258581,0.452556,-1.430102,-6.484389,-3.459083,-6.640658,-2.101437,0.007077,-0.017265,0.171875,0.388615
52464743154190131!,great-wine-beetle,0.040000,1.869959,-1.289381,0.378735,-1.451399,-8.055920,-2.677130,-8.116668,-2.118001,0.011297,-0.020232,0.162978,0.385235
52464743154190131!,great-wine-beetle,0.050000,1.781940,-1.312082,0.290448,-1.471611,-9.521144,-1.842399,-9.517294,-1.878401,0.018678,-0.019290,0.155322,0.379412
52464743154190131!,great-wine-beetle,0.060000,1.679736,-1.326268,0.188493,-1.488110,-10.870786,-0.976124,-10.827874,-1.371522,0.029516,-0.015230,0.147531,0.370900
52464743154190131!,great-wine-beetle,0.070000,1.564608,-1.331751,0.073869,-1.498180,-12.077080,-0.097987,-12.021844,-0.592748,0.044360,-0.007871,0.139179,0.359268
52464743154190131!,great-wine-beetle,0.080000,1.438171,-1.328582,-0.052106,-1.499095,-13.104160,0.769447,-13.068093,0.454226,0.063174,0.002798,0.130323,0.344545
52464743154190131!,great-wine-beetle,0.090000,1.302436,-1.317044,-0.187767,-1.488201,-13.916702,1.603227,-13.934493,1.758125,0.085194,0.016436,0.121442,0.327329
52464743154190131!,great-wine-beetle,0.100000,1.159696,-1.297644,-0.331164,-1.462987,-14.487692,2.382712,-14.589706,3.302545,0.108946,0.032267,0.113307,0.308776
52464743154190131!,great-wine-beetle,0.110000,1.012443,-1.271065,-0.480033,-1.421115,-14.804459,3.093037,-15.002998,5.067801,0.132535,0.049221,0.106815,0.290368
52464743154190131!,great-wine-beetle,0.120000,0.863220,-1.238053,-0.631777,-1.360462,-14.871764,3.726807,-15.142382,7.031878,0.154026,0.066109,0.102760,0.273617
52464743154190131!,great-wine-beetle,0.130000,0.714413,-1.199364,-0.783464,-1.279134,-14.711508,4.284037,-14.971717,9.170110,0.171768,0.081749,0.101603,0.259815
52464743154190131!,great-wine-beetle,0.140000,0.568235,-1.155444,-0.931629,-1.175614,-14.359181,4.771287,-14.448998,11.450283,0.184779,0.095293,0.103428,0.249721
52464743154190131!,great-wine-beetle,0.150000,0.426427,-1.106752,-1.072450,-1.048737,-13.859264,5.199671,-13.525188,13.831005,0.192530,0.105939,0.107839,0.243747
52464743154190131!,great-wine-beetle,0.160000,0.290218,-1.053763,-1.201651,-0.897794,-13.259656,5.585813,-12.144292,16.254506,0.194885,0.112992,0.114102,0.241986
52464743154190131!,great-wine-beetle,0.170000,0.160372,-0.996794,-1.314385,-0.722767,-12.606192,5.952265,-10.248985,18.638265,0.192000,0.115896,0.121314,0.244310
52464743154190131!,great-wine-beetle,0.180000,0.037235,-0.935924,-1.405270,-0.524610,-11.937277,6.328148,-7.790957,20.869584,0.184106,0.114149,0.128549,0.250527
52464743154190131!,great-wine-beetle,0.190000,-0.079166,-0.870914,-1.468547,-0.305565,-11.277693,6.749808,-4.744968,22.804369,0.171349,0.107235,0.134967,0.260515
52464743154190131!,great-wine-beetle,0.200000,-0.188955,-0.801137,-1.498392,-0.069444,-10.631211,7.259559,-1.124898,24.272034,0.153735,0.094624,0.139877,0.274261
52464743154190131!,great-wine-beetle,0.210000,-0.292159,-0.725533,-1.489382,0.178157,-9.972792,7.900031,3.000969,25.087890,0.131173,0.075826,0.142756,0.291830
52464743154190131!,great-wine-beetle,0.220000,-0.388391,-0.642661,-1.437101,0.429816,-9.243084,8.702138,7.499046,25.073236,0.103633,0.050536,0.143247,0.313242
52464743154190131!,great-wine-beetle,0.230000,-0.476508,-0.550904,-1.338800,0.676471,-8.349846,9.666829,12.168020,24.081654,0.071378,0.018846,0.141154,0.338290
52464743154190131!,great-wine-beetle,0.240000,-0.554336,-0.448865,-1.194045,0.907885,-7.181381,10.744636,16.748593,22.027651,0.035216,-0.018499,0.136466,0.366345
52464743154190131!,great-wine-beetle,0.250000,-0.618605,-0.335950,-1.005178,1.113381,-5.634362,11.821488,20.947182,18.911455,-0.003309,-0.059884,0.129407,0.396210
52464743154190131!,great-wine-beetle,0.260000,-0.665217,-0.213018,-0.777490,1.282774,-3.651951,12.721411,24.471760,14.832353,-0.041885,-0.102737,0.120518,0.426095
52464743154190131!,great-wine-beetle,0.270000,-0.689908,-0.082860,-0.518959,1.407367,-1.259676,13.233487,27.073656,9.983276,-0.077666,-0.143702,0.110704,0.453797
52464743154190131!,great-wine-beetle,0.280000,-0.689108,0.049568,-0.239829,1.480703,1.415256,13.158053,28.582257,4.629463,-0.107594,-0.178935,0.101246,0.476953
52464743154190131!,great-wine-beetle,0.290000,-0.661050,0.177706,0.048613,1.499212,4.158857,12.363672,28.928758,-0.938043,-0.129203,-0.204992,0.093620,0.493663
52464743154190131!,great-wine-beetle,0.300000,-0.606327,0.294151,0.334828,1.462153,6.712063,10.822726,28.140759,-6.444145,-0.140940,-0.219293,0.089287,0.502737
52464743154190131!,great-wine-beetle,0.310000,-0.528107,0.391783,0.607928,1.371286,8.826075,8.619356,26.317380,-11.667200,-0.142492,-0.220641,0.089414,0.503945
52464743154190131!,great-wine-beetle,0.320000,-0.431784,0.464779,0.858205,1.230237,10.309008,5.925398,23.589821,-16.456097,-0.134698,-0.209300,0.094669,0.497946
52464743154190131!,great-wine-beetle,0.330000,-0.324279,0.509287,1.077252,1.043805,11.048217,2.959344,20.080635,-20.724098,-0.119177,-0.186714,0.105138,0.486000
52464743154190131!,great-wine-beetle,0.340000,-0.213252,0.523693,1.257710,0.817414,11.006953,-0.052737,15.873272,-24.423316,-0.097821,-0.154984,0.120382,0.469572
52464743154190131!,great-wine-beetle,0.350000,-0.106429,0.508561,1.392792,0.556894,10.205391,-2.901089,10.998675,-27.507686,-0.072297,-0.116325,0.139550,0.449947
52464743154190131!,great-wine-beetle,0.360000,-0.011147,0.466430,1.475752,0.268616,8.699742,-5.397742,5.441019,-29.892446,-0.043670,-0.072629,0.161484,0.427943
52464743154190131!,great-wine-beetle,0.370000,0.065944,0.401615,1.499467,-0.039985,6.570163,-7.368581,-0.837755,-31.416176,-0.012156,-0.025204,0.184756,0.403709
52464743154190131!,great-wine-beetle,0.380000,0.119101,0.320061,1.456233,-0.359703,3.920635,-8.641604,-7.857147,-31.809137,0.023131,0.025423,0.207621,0.376538
52464743154190131!,great-wine-beetle,0.390000,0.143830,0.230539,1.339318,-0.675446,0.944670,-9.025931,-15.486445,-30.707521,0.062586,0.077957,0.227936,0.346099
52464743154190131!,great-wine-beetle,0.400000,0.138065,0.142439,1.143742,-0.970492,-2.121536,-8.369789,-23.473907,-27.664410,0.108876,0.132995,0.243265,0.310291
52464743154190131!,great-wine-beetle,0.410000,0.102617,0.066739,0.868437,-1.223036,-4.927142,-6.566194,-31.302851,-22.227110,0.164582,0.190818,0.250868,0.267077
52464743154190131!,great-wine-beetle,0.420000,0.042385,0.014913,0.519000,-1.407352,-7.009485,-3.633286,-38.147193,-14.067845,0.232122,0.251495,0.247928,0.214547
52464743154190131!,great-wine-beetle,0.430000,-0.032722,-0.002784,0.110797,-1.495902,-7.837728,0.192314,-42.881794,-3.176125,0.313095,0.314629,0.232011,0.151429
52464743154190131!,great-wine-beetle,0.440000,-0.107623,0.020069,-0.328598,-1.463565,-6.928924,4.373679,-44.215403,9.927201,0.407408,0.379068,0.201743,0.077781
52464743154190131!,great-wine-beetle,0.450000,-0.163477,0.082924,-0.759044,-1.293774,-4.041288,8.061858,-40.974821,24.039518,0.512550,0.442816,0.157569,-0.004440
52464743154190131!,great-wine-beetle,0.460000,-0.181224,0.175672,-1.130945,-0.985374,0.605378,10.222034,-32.501619,37.303134,0.623296,0.503201,0.102324,-0.091141
52464743154190131!,great-wine-beetle,0.470000,-0.146995,0.278142,-1.392373,-0.557939,6.189953,9.923877,-19.029503,47.489346,0.732112,0.557307,0.041302,-0.176408
52464743154190131!,great-wine-beetle,0.480000,-0.057942,0.363080,-1.499061,-0.053062,11.359174,6.730799,-1.858493,52.504188,0.830259,0.602482,-0.018411,-0.253366
52464743154190131!,great-wine-beetle,0.490000,0.073983,0.402961,-1.424527,0.469811,14.573067,1.018750,16.800119,50.940055,0.909240,0.636521,-0.069449,-0.315330
52464743154190131!,great-wine-beetle,0.500000,0.222758,0.378170,-1.167161,0.942197,14.619046,-5.963572,34.262408,42.443058,0.961892,0.657681,-0.105447,-0.356660
52464743154190131!,great-wine-beetle,0.510000,0.354203,0.284921,-0.752218,1.297755,11.138173,-12.398829,47.908636,27.769313,0.983363,0.664185,-0.122866,-0.373544
52464743154190131!,great-wine-beetle,0.520000,0.435904,0.137864,-0.229090,1.482403,4.854243,-16.500197,55.583293,8.589804,0.971496,0.654212,-0.121462,-0.364305
52464743154190131!,great-wine-beetle,0.530000,0.447453,-0.033518,0.334516,1.462224,-2.614645,-17.177153,55.803346,-12.766227,0.927866,0.626878,-0.104267,-0.330199
52464743154190131!,great-wine-beetle,0.540000,0.386584,-0.194309,0.859890,1.229060,-9.358830,-14.462493,47.873074,-33.493541,0.859437,0.584291,-0.076935,-0.276703
52464743154190131!,great-wine-beetle,0.550000,0.268071,-0.315603,1.266345,0.803972,-13.970362,-9.441582,32.040567,-50.467400,0.780152,0.533534,-0.047087,-0.214741
52464743154190131!,great-wine-beetle,0.560000,0.116123,-0.381509,1.480325,0.242153,-16.087025,-3.625636,9.887080,-60.441621,0.710304,0.486742,-0.023471,-0.160184
52464743154190131!,great-wine-beetle,0.570000,-0.046974,-0.389774,1.452930,-0.372818,-16.301771,1.973800,-15.592512,-60.766440,0.672601,0.458347,-0.014768,-0.130781
52464743154190131!,great-wine-beetle,0.580000,-0.205992,-0.343450,1.171859,-0.936348,-15.333817,7.300989,-40.036727,-50.106820,0.685796,0.459832,-0.028712,-0.141194
52464743154190131!,great-wine-beetle,0.590000,-0.349501,-0.242932,0.672711,-1.340694,-13.137255,12.837188,-58.382510,-29.294212,0.757740,0.494364,-0.070656,-0.197586
52464743154190131!,great-wine-beetle,0.600000,-0.460877,-0.085640,0.040233,-1.499460,-8.762835,18.549323,-66.101450,-1.773623,0.880763,0.553626,-0.142105,-0.294012
52464743154190131!,great-wine-beetle,0.610000,-0.512979,0.124480,-0.604698,-1.372713,-1.254943,23.116223,-60.749323,26.760854,1.031715,0.619152,-0.239043,-0.412433
52464743154190131!,great-wine-beetle,0.620000,-0.474934,0.364800,-1.132802,-0.983240,9.053539,24.280868,-43.215540,49.789117,1.177883,0.668234,-0.351435,-0.527309
52464743154190131!,great-wine-beetle,0.630000,-0.328537,0.591278,-1.441694,-0.414148,20.003514,20.229404,-17.850469,62.139402,1.286487,0.682014,-0.464197,-0.612993
52464743154190131!,great-wine-beetle,0.640000,-0.083355,0.750242,-1.484539,0.214813,28.415092,10.974434,8.956437,61.896525,1.334950,0.652515,-0.560478,-0.651743
52464743154190131!,great-wine-beetle,0.650000,0.219219,0.798691,-1.280676,0.780941,31.706595,-1.320164,31.087647,50.981078,1.316942,0.585243,-0.625573,-0.638478
52464743154190131!,great-wine-beetle,0.660000,0.527804,0.722736,-0.892307,1.205731,29.248092,-13.651552,45.290857,33.517731,1.244686,0.495207,-0.654818,-0.582643
52464743154190131!,great-wine-beetle,0.670000,0.787779,0.535742,-0.405970,1.444018,22.184870,-23.255858,50.731097,14.262478,1.136456,0.399019,-0.648760,-0.498450
52464743154190131!,great-wine-beetle,0.680000,0.963655,0.272586,0.096967,1.496862,12.718631,-28.793112,48.915401,-3.168763,1.011756,0.308826,-0.615177,-0.401146
52464743154190131!,great-wine-beetle,0.690000,1.042339,-0.025603,0.555706,1.393266,2.994478,-30.319936,42.256607,-16.854108,0.885346,0.230162,-0.564673,-0.302322
52464743154190131!,great-wine-beetle,0.700000,1.029072,-0.322897,0.933585,1.174061,-5.522001,-28.747975,33.058158,-26.287073,0.765861,0.163195,-0.507413,-0.208806
52464743154190131!,great-wine-beetle,0.710000,0.939782,-0.594092,1.214331,0.880569,-12.148537,-25.243774,23.058648,-31.798561,0.657097,0.105442,-0.451156,-0.123634
52464743154190131!,great-wine-beetle,0.720000,0.794145,-0.825162,1.396001,0.548799,-16.794139,-20.842574,13.391857,-34.065391,0.559835,0.053805,-0.400838,-0.047469
52464743154190131!,great-wine-beetle,0.730000,0.610945,-1.011071,1.485572,0.207546,-19.699531,-16.294327,4.725574,-33.824728,0.473332,0.005707,-0.358887,0.020240
52464743154190131!,great-wine-beetle,0.740000,0.405837,-1.152846,1.495067,-0.121547,-21.228499,-12.062593,-2.581780,-31.756765,0.396268,-0.040487,-0.325825,0.080512
52464743154190131!,great-wine-beetle,0.750000,0.190785,-1.255011,1.439049,-0.423245,-21.741063,-8.391074,-8.369850,-28.457796,0.327331,-0.085361,-0.300831,0.134376
52464743154190131!,great-wine-beetle,0.760000,-0.025467,-1.323729,1.333039,-0.687756,-21.537149,-5.381666,-12.612391,-24.445898,0.265626,-0.128409,-0.282172,0.182548
52464743154190131!,great-wine-beetle,0.770000,-0.236985,-1.365917,1.192163,-0.910356,-20.846147,-3.056709,-15.394318,-20.159731,0.211013,-0.167982,-0.267559,0.225161
52464743154190131!,great-wine-beetle,0.780000,-0.440046,-1.388269,1.030078,-1.090385,-19.837930,-1.395600,-16.888028,-15.953990,0.164403,-0.201155,-0.254311,0.261539
52464743154190131!,great-wine-beetle,0.790000,-0.631983,-1.397206,0.858660,-1.229920,-18.645350,-0.345567,-17.326619,-12.096451,0.126993,-0.224952,-0.240033,0.290778
52464743154190131!,great-wine-beetle,0.800000,-0.811484,-1.398472,0.687103,-1.333375,-17.371696,0.173216,-16.983994,-8.752036,0.100183,-0.236501,-0.222700,0.311811
52464743154190131!,great-wine-beetle,0.810000,-0.978155,-1.396878,0.521815,-1.406310,-16.099183,0.267282,-16.138520,-5.988244,0.084629,-0.234306,-0.201176,0.324143
52464743154190131!,great-wine-beetle,0.820000,-1.132319,-1.396078,0.366542,-1.454526,-14.890479,0.061830,-15.040692,-3.790268,0.079562,-0.219114,-0.175498,0.328370
52464743154190131!,great-wine-beetle,0.830000,-1.274818,-1.398486,0.222778,-1.483364,-13.788523,-0.315407,-13.888868,-2.085893,0.082604,-0.194087,-0.146886,0.326327
52464743154190131!,great-wine-beetle,0.840000,-1.406521,-1.405774,0.090687,-1.497256,-12.817497,-0.750901,-12.819057,-0.776436,0.089960,-0.164486,-0.117560,0.320939
52464743154190131!,great-wine-beetle,0.850000,-1.529107,-1.417767,-0.031345,-1.499672,-11.980369,-1.172033,-11.902672,0.248781,0.098630,-0.134455,-0.089260,0.314518
52464743154190131!,great-wine-beetle,0.860000,-1.643849,-1.434333,-0.144996,-1.492976,-11.268351,-1.534601,-11.165882,1.084415,0.105697,-0.108032,-0.063684,0.309313
52464743154190131!,great-wine-beetle,0.870000,-1.752312,-1.454239,-0.252510,-1.478593,-10.659003,-1.830873,-10.599876,1.810217,0.110289,-0.086215,-0.041073,0.305997
52464743154190131!,great-wine-beetle,0.880000,-1.855586,-1.476376,-0.355709,-1.457214,-10.125510,-2.064881,-10.183652,2.485849,0.112266,-0.068912,-0.021140,0.304685
52464743154190131!,great-wine-beetle,0.890000,-1.954190,-1.500207,-0.455879,-1.429047,-9.638564,-2.240946,-9.894912,3.156565,0.111634,-0.055799,-0.003473,0.305375
52464743154190131!,great-wine-beetle,0.900000,-2.048321,-1.525313,-0.554088,-1.393910,-9.163938,-2.362291,-9.711146,3.860241,0.108834,-0.045875,0.012687,0.307732
52464743154190131!,great-wine-beetle,0.910000,-2.137832,-1.551135,-0.651207,-1.351270,-8.661953,-2.425029,-9.610663,4.631593,0.104434,-0.037936,0.028212,0.311327
52464743154190131!,great-wine-beetle,0.920000,-2.222087,-1.576818,-0.747793,-1.300310,-8.086057,-2.414017,-9.571158,5.504265,0.098824,-0.031038,0.043849,0.315863
52464743154190131!,great-wine-beetle,0.930000,-2.299985,-1.601590,-0.844257,-1.239851,-7.376612,-2.297788,-9.566291,6.514016,0.091737,-0.025111,0.060009,0.321553
52464743154190131!,great-wine-beetle,0.940000,-2.369763,-1.624251,-0.940724,-1.168349,-6.455431,-2.029519,-9.558124,7.695952,0.082792,-0.020073,0.077255,0.328700
52464743154190131!,great-wine-beetle,0.950000,-2.428795,-1.643000,-1.036879,-1.083920,-5.225482,-1.541409,-9.491566,9.079647,0.071081,-0.016407,0.096056,0.338014
52464743154190131!,great-wine-beetle,0.960000,-2.473414,-1.655226,-1.131753,-0.984447,-3.577074,-0.745119,-9.288190,10.678007,0.055166,-0.015231,0.116701,0.350616
52464743154190131!,great-wine-beetle,0.970000,-2.498877,-1.657342,-1.223466,-0.867830,-1.409409,0.457845,-8.845239,12.470009,0.033579,-0.018029,0.139039,0.367647
52464743154190131!,great-wine-beetle,0.980000,-2.499693,-1.644828,-1.308843,-0.732756,1.326044,2.139422,-8.055070,14.387908,0.007390,-0.024054,0.162746,0.388269
52464743154190131!,great-wine-beetle,0.990000,-2.470364,-1.612774,-1.383957,-0.578501,4.586594,4.331756,-6.818292,16.311515,-0.019973,-0.032710,0.184472,0.409782
52464743154190131!,great-wine-beetle,1.000000,-2.406467,-1.556353,-1.444068,-0.405793,8.198088,6.965133,-5.077752,18.069854,-0.037906,-0.038389,0.198703,0.423881
52464743154190131!,great-wine-beetle,1.010000,-2.306127,-1.471995,-1.484186,-0.217239,11.846591,9.846508,-2.850379,19.473909,-0.030434,-0.032645,0.197129,0.418055
52464743154190131!,great-wine-beetle,1.020000,-2.171372,-1.358539,-1.499901,-0.017224,15.118686,12.665453,-0.233692,20.350952,0.017253,-0.008197,0.171338,0.380699
52464743154190131!,great-wine-beetle,1.030000,-2.010265,-1.217356,-1.488069,0.188813,17.582743,15.042005,2.613931,20.600833,0.105545,0.031938,0.116970,0.311461
52464743154190131!,great-wine-beetle,1.040000,-1.829076,-1.057908,-1.447659,0.392789,19.032125,16.569524,5.463693,20.136931,0.237115,0.106224,0.054620,0.208493
