ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2241895829862670780!,talented-antique-butterfly,0.000000,1.547051,-1.978286,1.620466,-0.980984,0.976388,-0.216024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.245131,0.098664,0.289370,-0.166469,0.323995,0.143774
2241895829862670780!,talented-antique-butterfly,0.010000,1.545105,-1.971273,1.623436,-0.974346,0.977495,-0.210958,-0.388143,1.403810,0.590605,1.326907,0.218397,1.011964,0.314931,0.194083,0.340248,-0.043611,0.370785,0.229453
2241895829862670780!,talented-antique-butterfly,0.020000,1.539058,-1.948490,1.634219,-0.953028,0.980555,-0.196243,-0.823247,3.164815,1.553886,2.937573,0.386031,1.928852,0.283593,0.194995,0.283804,-0.013488,0.309853,0.218842
2241895829862670780!,talented-antique-butterfly,0.030000,1.528165,-1.908845,1.653694,-0.916755,0.984862,-0.173342,-1.359284,4.781496,2.321209,4.315804,0.465808,2.646542,0.256910,0.194915,0.238226,0.012078,0.260462,0.210016
2241895829862670780!,talented-antique-butterfly,0.040000,1.511564,-1.853362,1.679912,-0.867634,0.989553,-0.144167,-1.962785,6.332556,2.896427,5.502672,0.463440,3.181028,0.230951,0.192754,0.197472,0.037204,0.215819,0.200147
2241895829862670780!,talented-antique-butterfly,0.050000,1.488765,-1.782521,1.710970,-0.807521,0.993871,-0.110550,-2.589984,7.844589,3.283351,6.506046,0.392881,3.532102,0.203129,0.187563,0.157373,0.064741,0.171194,0.186791
2241895829862670780!,talented-antique-butterfly,0.060000,1.459786,-1.696790,1.745009,-0.738329,0.997230,-0.074381,-3.188950,9.298886,3.488907,7.311662,0.275409,3.692425,0.172245,0.178553,0.115621,0.096237,0.123909,0.167888
2241895829862670780!,talented-antique-butterfly,0.070000,1.425186,-1.597018,1.780273,-0.662185,0.999292,-0.037631,-3.704669,10.641803,3.527213,7.894844,0.137690,3.656371,0.138576,0.165348,0.071791,0.131765,0.073421,0.142162
2241895829862670780!,talented-antique-butterfly,0.080000,1.386070,-1.484728,1.815196,-0.581483,0.999997,-0.002301,-4.086851,11.799391,3.421827,8.232074,0.007885,3.426955,0.103807,0.148288,0.027245,0.169845,0.021283,0.109688
2241895829862670780!,talented-antique-butterfly,0.090000,1.344025,-1.362257,1.848442,-0.498797,0.999556,0.029780,-4.299611,12.697010,3.205660,8.312578,-0.089971,3.019849,0.070627,0.128613,-0.015257,0.207696,-0.029229,0.072327
2241895829862670780!,talented-antique-butterfly,0.100000,1.300821,-1.232436,1.879085,-0.416586,0.998371,0.057062,-4.328484,13.278564,2.914863,8.144573,-0.140764,2.462855,0.041937,0.108301,-0.052362,0.241961,-0.074035,0.033562
2241895829862670780!,talented-antique-butterfly,0.110000,1.258218,-1.098466,1.906579,-0.337133,0.996934,0.078253,-4.184467,13.521849,2.583171,7.758441,-0.140766,1.793342,0.020012,0.089597,-0.081097,0.269636,-0.109404,-0.002315
2241895829862670780!,talented-antique-butterfly,0.120000,1.217767,-0.963613,1.930668,-0.262349,0.995719,0.092434,-3.901779,13.444624,2.236632,7.204356,-0.097723,1.052695,0.005891,0.074409,-0.099696,0.288878,-0.132993,-0.031392
2241895829862670780!,talented-antique-butterfly,0.130000,1.180607,-0.830827,1.951289,-0.193606,0.995080,0.099079,-3.530305,13.099024,1.889462,6.544130,-0.027889,0.280098,-0.000779,0.063815,-0.108003,0.299402,-0.144391,-0.051203
