ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1662406645833904839!,talented-antique-butterfly,0.000000,1.156254,-1.623737,0.664379,-0.753071,-0.316308,-0.948657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.395175,0.028673,-0.208279,0.277601,-0.220028,0.267503
1662406645833904839!,talented-antique-butterfly,0.010000,1.150970,-1.617378,0.659290,-0.746602,-0.320364,-0.947294,-1.056613,1.270568,-1.017943,1.292403,-0.809246,0.273678,-0.324547,0.020649,-0.165968,0.228323,-0.175858,0.217973
1662406645833904839!,talented-antique-butterfly,0.020000,1.136243,-1.599374,0.644976,-0.728366,-0.331628,-0.943410,-1.887849,2.326968,-1.844614,2.351354,-1.438175,0.505548,-0.270225,0.014975,-0.134574,0.190416,-0.143016,0.179972
1662406645833904839!,talented-antique-butterfly,0.030000,1.114009,-1.571653,0.623080,-0.700454,-0.348462,-0.937323,-2.555722,3.209798,-2.531897,3.223224,-1.920085,0.713816,-0.225710,0.010669,-0.109752,0.159369,-0.117003,0.148815
1662406645833904839!,talented-antique-butterfly,0.040000,1.085753,-1.535878,0.594879,-0.664648,-0.369482,-0.929238,-3.096693,3.943452,-3.110168,3.935860,-2.278908,0.906136,-0.187270,0.007160,-0.088937,0.132583,-0.095162,0.121848
1662406645833904839!,talented-antique-butterfly,0.050000,1.052617,-1.493437,0.561354,-0.622426,-0.393563,-0.919298,-3.532061,4.543430,-3.596908,4.506855,-2.532899,1.084367,-0.152935,0.004137,-0.070726,0.108678,-0.076041,0.097691
1662406645833904839!,talented-antique-butterfly,0.060000,1.015591,-1.445604,0.523367,-0.575135,-0.419732,-0.907648,-3.875046,5.021281,-4.002655,4.949122,-2.697538,1.247447,-0.121834,0.001451,-0.054446,0.087043,-0.058942,0.075750
1662406645833904839!,talented-antique-butterfly,0.070000,0.975548,-1.393545,0.481686,-0.524004,-0.447168,-0.894450,-4.135022,5.387289,-4.334591,5.273942,-2.786899,1.393270,-0.093757,-0.000951,-0.039868,0.067524,-0.043630,0.055896
1662406645833904839!,talented-antique-butterfly,0.080000,0.933277,-1.338325,0.437019,-0.470150,-0.475185,-0.879886,-4.320010,5.652067,-4.598746,5.492739,-2.814232,1.519835,-0.068825,-0.003075,-0.026998,0.050200,-0.030112,0.038230
1662406645833904839!,talented-antique-butterfly,0.090000,0.889491,-1.280904,0.390015,-0.414576,-0.503225,-0.864155,-4.438103,5.827292,-4.801315,5.617885,-2.792113,1.625936,-0.047240,-0.004904,-0.015916,0.035211,-0.018472,0.022908
