ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
860773330033570972!,talented-zippy-butterfly,0.000000,-0.278846,-2.021010,0.679308,-1.734756,0.000976,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.190846,-0.049487,0.304196,0.787211
860773330033570972!,talented-zippy-butterfly,0.010000,-0.273481,-2.010695,0.686408,-1.730315,0.003304,-0.999995,1.073926,2.060961,1.415996,0.889872,0.466264,0.001541,0.108002,-0.046813,0.245776,0.599243
860773330033570972!,talented-zippy-butterfly,0.020000,-0.258728,-1.981573,0.705852,-1.717782,0.009632,-0.999954,1.877333,3.763615,2.463265,1.621089,0.799807,0.007704,0.042222,-0.044548,0.200703,0.451783
860773330033570972!,talented-zippy-butterfly,0.030000,-0.236934,-1.936747,0.734263,-1.698472,0.018798,-0.999823,2.479779,5.198419,3.204635,2.243947,1.032383,0.019410,-0.008736,-0.041603,0.163619,0.331750
860773330033570972!,talented-zippy-butterfly,0.040000,-0.209873,-1.878645,0.768825,-1.673338,0.029897,-0.999553,2.928435,6.407987,3.689258,2.781153,1.185624,0.035463,-0.047184,-0.037632,0.131547,0.231235
860773330033570972!,talented-zippy-butterfly,0.050000,-0.178923,-1.809428,0.807164,-1.643194,0.042210,-0.999109,3.255330,7.410014,3.958202,3.240640,1.274961,0.053864,-0.075123,-0.032691,0.103027,0.145858
860773330033570972!,talented-zippy-butterfly,0.060000,-0.145198,-1.731144,0.847292,-1.608815,0.055150,-0.998478,3.482766,8.212508,4.048334,3.623885,1.312005,0.072468,-0.094256,-0.027053,0.077552,0.073507
860773330033570972!,talented-zippy-butterfly,0.070000,-0.109621,-1.645777,0.887577,-1.570975,0.068236,-0.997669,3.627410,8.822744,3.994348,3.931029,1.306262,0.089342,-0.106110,-0.021102,0.055149,0.013326
860773330033570972!,talented-zippy-butterfly,0.080000,-0.072968,-1.555229,0.926725,-1.530443,0.081073,-0.996708,3.703005,9.252161,3.829163,4.163870,1.266132,0.102987,-0.112126,-0.015242,0.036051,-0.035087
860773330033570972!,talented-zippy-butterfly,0.090000,-0.035878,-1.461277,0.963766,-1.487960,0.093355,-0.995633,3.721822,9.517903,3.583269,4.327162,1.199320,0.112454,-0.113671,-0.009823,0.020450,-0.072215
860773330033570972!,talented-zippy-butterfly,0.100000,0.001145,-1.365452,0.998041,-1.444184,0.104860,-0.994487,3.695353,9.642050,3.283604,4.428557,1.113008,0.117357,-0.112002,-0.005096,0.008358,-0.098919
860773330033570972!,talented-zippy-butterfly,0.110000,0.037716,-1.269024,1.029144,-1.399678,0.115432,-0.993315,3.634268,9.649651,2.952700,4.477758,1.013659,0.117797,-0.108211,-0.001188,-0.000441,-0.116473
860773330033570972!,talented-zippy-butterfly,0.120000,0.073548,-1.173008,1.056867,-1.354899,0.124976,-0.992160,3.548129,9.566245,2.608282,4.485337,0.906825,0.114227,-0.103180,0.001886,-0.006345,-0.126440
860773330033570972!,talented-zippy-butterfly,0.130000,0.108438,-1.078174,1.081147,-1.310203,0.133442,-0.991057,3.445093,9.415667,2.263356,4.461610,0.797016,0.107315,-0.097575,0.004191,-0.009864,-0.130477
860773330033570972!,talented-zippy-butterfly,0.140000,0.142256,-0.985077,1.102030,-1.265852,0.140820,-0.990035,3.331752,9.218559,1.926741,4.415818,0.687700,0.097816,-0.091859,0.005839,-0.011531,-0.130159
