ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1608131842919161816!,talented-antique-butterfly,0.000000,-1.724750,-1.986204,-0.825080,-1.549633,-0.835372,-0.549686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.243802,0.081271,-0.391379,0.112615,-0.394750,0.115848
1608131842919161816!,talented-antique-butterfly,0.010000,-1.730818,-1.978465,-0.829442,-1.545427,-0.838134,-0.545465,-1.210124,1.547338,-0.871165,0.841790,-0.549663,0.844585,-0.285841,-0.035231,-0.377362,-0.010656,-0.378778,0.006351
1608131842919161816!,talented-antique-butterfly,0.020000,-1.749046,-1.958469,-0.844143,-1.532852,-0.846207,-0.532854,-2.430029,2.455775,-2.064023,1.677612,-1.057695,1.679690,-0.256530,-0.056217,-0.299748,-0.034524,-0.299494,-0.003356
1608131842919161816!,talented-antique-butterfly,0.030000,-1.777664,-1.930738,-0.869345,-1.512460,-0.858677,-0.512517,-3.282202,3.093753,-2.964613,2.404087,-1.425121,2.387663,-0.238539,-0.071033,-0.246616,-0.049343,-0.245328,-0.008921
1608131842919161816!,talented-antique-butterfly,0.040000,-1.813458,-1.897498,-0.902471,-1.485064,-0.874258,-0.485462,-3.860542,3.556327,-3.642699,3.075155,-1.676774,3.019668,-0.228394,-0.081866,-0.210617,-0.057730,-0.208813,-0.012289
1608131842919161816!,talented-antique-butterfly,0.050000,-1.853970,-1.860224,-0.941496,-1.451089,-0.891855,-0.452322,-4.230559,3.904734,-4.149918,3.724884,-1.830686,3.609612,-0.223839,-0.090161,-0.186737,-0.061416,-0.184849,-0.014592
1608131842919161816!,talented-antique-butterfly,0.060000,-1.897358,-1.819838,-0.984921,-1.410620,-0.910554,-0.413389,-4.435497,4.180006,-4.523433,4.376078,-1.897837,4.180280,-0.223383,-0.096887,-0.171545,-0.061564,-0.169938,-0.016516
1608131842919161816!,talented-antique-butterfly,0.070000,-1.942111,-1.776920,-1.031548,-1.363549,-0.929522,-0.368768,-4.501497,4.410869,-4.789302,5.044839,-1.883183,4.746783,-0.225997,-0.102702,-0.162659,-0.058980,-0.161652,-0.018504
1608131842919161816!,talented-antique-butterfly,0.080000,-1.986907,-1.731809,-1.080394,-1.309632,-0.947942,-0.318443,-4.441632,4.618562,-4.965269,5.742933,-1.786532,5.318162,-0.230915,-0.108056,-0.158383,-0.054271,-0.158254,-0.020871
1608131842919161816!,talented-antique-butterfly,0.090000,-2.030506,-1.684656,-1.130621,-1.248527,-0.964975,-0.262342,-4.258879,4.820008,-5.062837,6.478851,-1.603395,5.897780,-0.237475,-0.113264,-0.157436,-0.047957,-0.158427,-0.023880
