ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2267113986482525122!,thoughtful-antique-butterfly,0.000000,-0.160052,-1.356644,-0.744583,0.556030,-0.261790,0.425988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096596,-0.350243,0.068638,0.204611,-0.005209,-0.518153
2267113986482525122!,thoughtful-antique-butterfly,0.010000,-0.139672,-1.348565,-0.742938,0.558284,-0.260549,0.426748,4.065152,1.630218,0.328985,0.448215,0.248066,0.151456,-0.042619,-0.160537,0.017427,0.095369,-0.017558,-0.249323
2267113986482525122!,thoughtful-antique-butterfly,0.020000,-0.090106,-1.327696,-0.738684,0.564220,-0.257415,0.428646,5.836349,2.558454,0.522146,0.736665,0.378690,0.227415,-0.017684,-0.074949,-0.004312,0.045457,-0.021651,-0.127576
2267113986482525122!,thoughtful-antique-butterfly,0.030000,-0.028048,-1.299081,-0.732815,0.572631,-0.253259,0.431114,6.564544,3.169047,0.651791,0.942684,0.451955,0.265502,-0.005943,-0.035738,-0.012662,0.022086,-0.021785,-0.070914
2267113986482525122!,thoughtful-antique-butterfly,0.040000,0.038890,-1.265176,-0.725808,0.582860,-0.248524,0.433861,6.815296,3.609321,0.749237,1.099252,0.494500,0.283259,-0.000247,-0.017439,-0.015123,0.010771,-0.020294,-0.043618
2267113986482525122!,thoughtful-antique-butterfly,0.050000,0.107211,-1.227369,-0.717913,0.594491,-0.243455,0.436726,6.845066,3.946717,0.828964,1.222014,0.518790,0.289202,0.002641,-0.008647,-0.015076,0.005008,-0.018248,-0.029745
2267113986482525122!,thoughtful-antique-butterfly,0.060000,0.175289,-1.186527,-0.709273,0.607226,-0.238204,0.439612,6.770822,4.215175,0.897930,1.319048,0.530960,0.287702,0.004194,-0.004222,-0.014022,0.001850,-0.016103,-0.022098
2267113986482525122!,thoughtful-antique-butterfly,0.070000,0.242354,-1.143258,-0.699979,0.620830,-0.232879,0.442456,6.646537,4.432795,0.959559,1.394948,0.534241,0.281188,0.005086,-0.001840,-0.012612,-0.000044,-0.014037,-0.017414
2267113986482525122!,thoughtful-antique-butterfly,0.080000,0.308033,-1.098023,-0.690097,0.635107,-0.227559,0.445216,6.497684,4.609874,1.015560,1.452654,0.530505,0.271151,0.005629,-0.000447,-0.011125,-0.001289,-0.012113,-0.014211
2267113986482525122!,thoughtful-antique-butterfly,0.090000,0.372141,-1.051198,-0.679679,0.649882,-0.222309,0.447860,6.336765,4.752848,1.066780,1.494288,0.520970,0.258600,0.005972,0.000435,-0.009674,-0.002173,-0.010344,-0.011810
2267113986482525122!,thoughtful-antique-butterfly,0.100000,0.434587,-1.003108,-0.668773,0.665004,-0.217186,0.450367,6.170289,4.866252,1.113614,1.521550,0.506530,0.244271,0.006191,0.001025,-0.008300,-0.002833,-0.008724,-0.009898
2267113986482525122!,thoughtful-antique-butterfly,0.110000,0.495337,-0.954032,-0.657425,0.680330,-0.212235,0.452721,6.001891,4.953698,1.156203,1.535895,0.487894,0.228724,0.006327,0.001426,-0.007012,-0.003341,-0.007239,-0.008325
2267113986482525122!,thoughtful-antique-butterfly,0.120000,0.554397,-0.904210,-0.645678,0.695734,-0.207493,0.454914,5.833714,5.018343,1.194525,1.538614,0.465651,0.212391,0.006405,0.001691,-0.005804,-0.003735,-0.005873,-0.007014
2267113986482525122!,thoughtful-antique-butterfly,0.130000,0.611781,-0.853853,-0.633574,0.711104,-0.202993,0.456940,5.667107,5.063021,1.228500,1.530882,0.440312,0.195606,0.006441,0.001847,-0.004669,-0.004041,-0.004611,-0.005922
2267113986482525122!,thoughtful-antique-butterfly,0.140000,0.667516,-0.803142,-0.621158,0.726341,-0.198760,0.458797,5.502915,5.090358,1.258002,1.513782,0.412324,0.178627,0.006446,0.001913,-0.003597,-0.004275,-0.003437,-0.005018
2267113986482525122!,thoughtful-antique-butterfly,0.150000,0.721634,-0.752234,-0.608473,0.741357,-0.194818,0.460484,5.341636,5.102802,1.282889,1.488314,0.382077,0.161646,0.006429,0.001901,-0.002579,-0.004450,-0.002339,-0.004278
2267113986482525122!,thoughtful-antique-butterfly,0.160000,0.774167,-0.701262,-0.595565,0.756076,-0.191187,0.462004,5.183506,5.102625,1.303019,1.455410,0.349916,0.144803,0.006395,0.001824,-0.001609,-0.004576,-0.001308,-0.003681
2267113986482525122!,thoughtful-antique-butterfly,0.170000,0.825150,-0.650338,-0.582480,0.770430,-0.187883,0.463357,5.028559,5.091926,1.318261,1.415939,0.316146,0.128191,0.006349,0.001691,-0.000682,-0.004662,-0.000335,-0.003209
2267113986482525122!,thoughtful-antique-butterfly,0.180000,0.874612,-0.599556,-0.569266,0.784357,-0.184919,0.464548,4.876669,5.072620,1.328509,1.370719,0.281042,0.111872,0.006293,0.001511,0.000207,-0.004714,0.000585,-0.002842
2267113986482525122!,thoughtful-antique-butterfly,0.190000,0.922584,-0.548994,-0.555972,0.797806,-0.182308,0.465579,4.727585,5.046438,1.333689,1.320519,0.244851,0.095877,0.006229,0.001295,0.001058,-0.004736,0.001456,-0.002565
2267113986482525122!,thoughtful-antique-butterfly,0.200000,0.969090,-0.498711,-0.542650,0.810733,-0.180060,0.466453,4.580961,5.014920,1.333769,1.266068,0.207803,0.080216,0.006156,0.001050,0.001870,-0.004733,0.002279,-0.002362
2267113986482525122!,thoughtful-antique-butterfly,0.210000,1.014151,-0.448755,-0.529349,0.823097,-0.178181,0.467174,4.436392,4.979420,1.328765,1.208054,0.170110,0.064880,0.006075,0.000785,0.002642,-0.004708,0.003054,-0.002220
2267113986482525122!,thoughtful-antique-butterfly,0.220000,1.057783,-0.399163,-0.516119,0.834868,-0.176678,0.467744,4.293435,4.941095,1.318748,1.147135,0.131974,0.049850,0.005984,0.000506,0.003371,-0.004664,0.003779,-0.002125
2267113986482525122!,thoughtful-antique-butterfly,0.230000,1.099999,-0.349957,-0.503010,0.846020,-0.175555,0.468167,4.151638,4.900918,1.303850,1.083931,0.093589,0.035094,0.005883,0.000222,0.004051,-0.004601,0.004450,-0.002066
2267113986482525122!,thoughtful-antique-butterfly,0.240000,1.140805,-0.301155,-0.490071,0.856533,-0.174814,0.468444,4.010564,4.859671,1.284263,1.019034,0.055146,0.020579,0.005771,-0.000061,0.004678,-0.004521,0.005064,-0.002034
2267113986482525122!,thoughtful-antique-butterfly,0.250000,1.180206,-0.252766,-0.477348,0.866392,-0.174455,0.468578,3.869813,4.817958,1.260247,0.952998,0.016831,0.006266,0.005646,-0.000337,0.005246,-0.004425,0.005615,-0.002021
2267113986482525122!,thoughtful-antique-butterfly,0.260000,1.218201,-0.204793,-0.464885,0.875587,-0.174477,0.468570,3.729042,4.776208,1.232125,0.886347,-0.021170,-0.007883,0.005508,-0.000600,0.005747,-0.004315,0.006097,-0.002019
2267113986482525122!,thoughtful-antique-butterfly,0.270000,1.254787,-0.157236,-0.452721,0.884116,-0.174876,0.468421,3.587977,4.734683,1.200277,0.819563,-0.058678,-0.021906,0.005356,-0.000845,0.006178,-0.004189,0.006507,-0.002024
2267113986482525122!,thoughtful-antique-butterfly,0.280000,1.289959,-0.110095,-0.440894,0.891977,-0.175648,0.468132,3.446435,4.693501,1.165146,0.753092,-0.095508,-0.035836,0.005189,-0.001069,0.006532,-0.004050,0.006839,-0.002030
2267113986482525122!,thoughtful-antique-butterfly,0.290000,1.323708,-0.063367,-0.429435,0.899176,-0.176786,0.467704,3.304321,4.652638,1.127219,0.687336,-0.131487,-0.049700,0.005007,-0.001268,0.006805,-0.003897,0.007089,-0.002035
2267113986482525122!,thoughtful-antique-butterfly,0.300000,1.356029,-0.017049,-0.418371,0.905721,-0.178281,0.467136,3.161646,4.611954,1.087026,0.622652,-0.166443,-0.063522,0.004811,-0.001438,0.006994,-0.003732,0.007254,-0.002036
2267113986482525122!,thoughtful-antique-butterfly,0.310000,1.386914,0.028857,-0.407724,0.911623,-0.180123,0.466429,3.018521,4.571211,1.045123,0.559350,-0.200212,-0.077317,0.004602,-0.001580,0.007096,-0.003555,0.007332,-0.002033
2267113986482525122!,thoughtful-antique-butterfly,0.320000,1.416357,0.074347,-0.397509,0.916897,-0.182299,0.465583,2.875157,4.530097,1.002085,0.497690,-0.232642,-0.091091,0.004380,-0.001692,0.007112,-0.003367,0.007322,-0.002026
2267113986482525122!,thoughtful-antique-butterfly,0.330000,1.444357,0.119416,-0.387736,0.921560,-0.184797,0.464597,2.731862,4.488250,0.958495,0.437889,-0.263588,-0.104844,0.004146,-0.001775,0.007042,-0.003168,0.007227,-0.002017
