ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1278128597957686064!,rebel-mauve-beetle,0.000000,0.097082,-2.420335,-0.732012,-1.861225,0.000000,0.000000,0.000000,0.000000,0.138990,0.492531,-0.821165
1278128597957686064!,rebel-mauve-beetle,0.010000,0.091366,-2.413670,-0.740063,-1.858038,-1.143988,1.329692,-1.605302,0.639397,-0.150370,-0.047543,-0.654874
1278128597957686064!,rebel-mauve-beetle,0.020000,0.079831,-2.386077,-0.763424,-1.848563,-1.177857,4.191962,-3.047649,1.258625,-0.129795,0.053360,-0.734830
1278128597957686064!,rebel-mauve-beetle,0.030000,0.066288,-2.330409,-0.800996,-1.832595,-1.560174,6.946035,-4.434585,1.938282,-0.140903,0.029629,-0.697478
1278128597957686064!,rebel-mauve-beetle,0.040000,0.048319,-2.247324,-0.850955,-1.809938,-2.079743,9.670537,-5.520805,2.595644,-0.163477,-0.030621,-0.619293
1278128597957686064!,rebel-mauve-beetle,0.050000,0.024660,-2.137154,-0.909800,-1.781085,-2.714092,12.334184,-6.205995,3.170098,-0.195812,-0.109089,-0.508785
1278128597957686064!,rebel-mauve-beetle,0.060000,-0.005886,-2.000994,-0.973163,-1.747270,-3.476826,14.824408,-6.426496,3.579314,-0.239391,-0.201532,-0.362364
1278128597957686064!,rebel-mauve-beetle,0.070000,-0.044654,-1.841411,-1.036076,-1.710715,-4.393288,16.970262,-6.140189,3.718741,-0.295263,-0.307096,-0.177088
1278128597957686064!,rebel-mauve-beetle,0.080000,-0.093298,-1.662976,-1.093228,-1.674769,-5.504428,18.564152,-5.326491,3.476940,-0.362880,-0.426714,0.045595
1278128597957686064!,rebel-mauve-beetle,0.090000,-0.154331,-1.472697,-1.139628,-1.643547,-6.868637,19.374518,-3.988685,2.765737,-0.439733,-0.562559,0.298674
1278128597957686064!,rebel-mauve-beetle,0.100000,-0.230672,-1.279368,-1.170159,-1.621952,-8.556676,19.151960,-2.134458,1.539908,-0.521108,-0.714698,0.568213
1278128597957686064!,rebel-mauve-beetle,0.110000,-0.325838,-1.094563,-1.179741,-1.614996,-10.621985,17.619815,0.210651,-0.153879,-0.600608,-0.878389,0.834389
1278128597957686064!,rebel-mauve-beetle,0.120000,-0.443487,-0.932840,-1.163703,-1.626590,-13.013574,14.470524,2.976193,-2.129242,-0.669064,-1.034989,1.066547
1278128597957686064!,rebel-mauve-beetle,0.130000,-0.585712,-0.811743,-1.118652,-1.657896,-15.432982,9.451507,5.985561,-4.038708,-0.710825,-1.135554,1.209125
1278128597957686064!,rebel-mauve-beetle,0.140000,-0.749877,-0.750149,-1.043916,-1.705942,-17.245798,2.605343,8.873520,-5.429968,-0.699611,-1.085395,1.166460
1278128597957686064!,rebel-mauve-beetle,0.150000,-0.925847,-0.763374,-0.943977,-1.763209,-17.641136,-5.371946,11.004202,-5.891366,-0.600273,-0.751686,0.809441
1278128597957686064!,rebel-mauve-beetle,0.160000,-1.096444,-0.855349,-0.830606,-1.819366,-16.154663,-12.918969,11.558366,-5.276807,-0.387435,-0.032402,0.043696
1278128597957686064!,rebel-mauve-beetle,0.170000,-1.245173,-1.010922,-0.723983,-1.864363,-13.362214,-18.009063,9.858529,-3.828336,-0.088132,0.993643,-1.035887
1278128597957686064!,rebel-mauve-beetle,0.180000,-1.365959,-1.199063,-0.645796,-1.892868,-10.832975,-19.301351,5.841804,-1.993068,0.188922,1.959036,-2.038168
1278128597957686064!,rebel-mauve-beetle,0.190000,-1.469109,-1.382353,-0.615331,-1.902989,-9.998431,-17.113644,0.365452,-0.118169,0.305525,2.376835,-2.462170
1278128597957686064!,rebel-mauve-beetle,0.200000,-1.572220,-1.534344,-0.639520,-1.894997,-10.807092,-13.178277,-5.052093,1.704971,0.223555,2.085016,-2.164460
1278128597957686064!,rebel-mauve-beetle,0.210000,-1.686029,-1.647113,-0.711034,-1.869340,-12.056652,-9.309214,-9.142249,3.477405,0.041168,1.399868,-1.495267
1278128597957686064!,rebel-mauve-beetle,0.220000,-1.810026,-1.726006,-0.815076,-1.826376,-12.723917,-6.457757,-11.552369,5.155597,-0.113681,0.776201,-0.919179
1278128597957686064!,rebel-mauve-beetle,0.230000,-1.937404,-1.781241,-0.937511,-1.766656,-12.583873,-4.639630,-12.750247,6.766169,-0.187162,0.431600,-0.636606
1278128597957686064!,rebel-mauve-beetle,0.240000,-2.060839,-1.821435,-1.069512,-1.690013,-11.821647,-3.378269,-13.393164,8.475764,-0.197656,0.317251,-0.583937
1278128597957686064!,rebel-mauve-beetle,0.250000,-2.174094,-1.849759,-1.207202,-1.594573,-10.517480,-2.162317,-13.856895,10.490625,-0.178667,0.310541,-0.638852
1278128597957686064!,rebel-mauve-beetle,0.260000,-2.270629,-1.864310,-1.348787,-1.476745,-8.499316,-0.573160,-14.188684,12.959255,-0.148495,0.331627,-0.732115
1278128597957686064!,rebel-mauve-beetle,0.270000,-2.341670,-1.859304,-1.492200,-1.331668,-5.432093,1.792981,-14.205864,15.918372,-0.114185,0.332842,-0.833862
1278128597957686064!,rebel-mauve-beetle,0.280000,-2.375069,-1.825085,-1.632769,-1.155017,-1.030969,5.296748,-13.584675,19.203729,-0.082090,0.269613,-0.916868
1278128597957686064!,rebel-mauve-beetle,0.290000,-2.357207,-1.749535,-1.762241,-0.945784,4.684961,10.043467,-12.031299,22.417443,-0.060223,0.124691,-0.954170
1278128597957686064!,rebel-mauve-beetle,0.300000,-2.276965,-1.621175,-1.870712,-0.707415,11.262567,15.774809,-9.447085,24.982210,-0.066988,-0.087919,-0.893954
1278128597957686064!,rebel-mauve-beetle,0.310000,-2.130038,-1.433201,-1.948771,-0.449767,17.851367,21.891002,-6.069949,26.300173,-0.133850,-0.337475,-0.648937
1278128597957686064!,rebel-mauve-beetle,0.320000,-1.922051,-1.186301,-1.991080,-0.188686,23.316308,27.612076,-2.447738,25.829362,-0.293872,-0.613859,-0.123203
1278128597957686064!,rebel-mauve-beetle,0.330000,-1.670820,-0.889243,-1.999236,0.055290,26.386065,32.145152,0.641438,23.193693,-0.547550,-0.923788,0.685983
1278128597957686064!,rebel-mauve-beetle,0.340000,-1.407116,-0.555557,-1.982744,0.262155,25.833272,34.849871,2.429479,18.374771,-0.847037,-1.293080,1.641934
1278128597957686064!,rebel-mauve-beetle,0.350000,-1.169954,-0.204612,-1.957061,0.412205,21.034562,35.475143,2.486789,11.806736,-1.105936,-1.705729,2.485990
1278128597957686064!,rebel-mauve-beetle,0.360000,-1.001174,0.143691,-1.938509,0.492119,12.156563,34.100042,1.118341,4.405261,-1.258356,-2.100152,3.011548
1278128597957686064!,rebel-mauve-beetle,0.370000,-0.937174,0.469372,-1.936733,0.499065,0.291539,30.643080,-0.699362,-2.714030,-1.261012,-2.274458,3.052365
1278128597957686064!,rebel-mauve-beetle,0.380000,-0.998620,0.749668,-1.950368,0.442790,-12.545119,24.800950,-1.879306,-8.277834,-1.070137,-1.890638,2.415029
1278128597957686064!,rebel-mauve-beetle,0.390000,-1.180537,0.960193,-1.969816,0.346158,-23.382335,16.789708,-1.901674,-10.821496,-0.647889,-0.649507,0.931009
1278128597957686064!,rebel-mauve-beetle,0.400000,-1.444976,1.088527,-1.984726,0.246702,-29.020337,8.671856,-1.143767,-9.201655,-0.061779,1.281638,-1.168312
1278128597957686064!,rebel-mauve-beetle,0.410000,-1.734529,1.149549,-1.991596,0.183155,-28.330747,3.873699,-0.328774,-3.575019,0.422545,2.945378,-2.915907
1278128597957686064!,rebel-mauve-beetle,0.420000,-1.994586,1.187159,-1.991223,0.187164,-23.512021,4.044197,0.387688,4.124574,0.509176,3.218331,-3.223841
1278128597957686064!,rebel-mauve-beetle,0.430000,-2.202258,1.239470,-1.982511,0.263913,-17.967568,6.663541,1.469902,11.041893,0.252249,2.209453,-2.272890
1278128597957686064!,rebel-mauve-beetle,0.440000,-2.360015,1.313929,-1.960128,0.397364,-13.504577,8.244730,3.143894,15.508269,-0.020893,1.084960,-1.252100
1278128597957686064!,rebel-mauve-beetle,0.450000,-2.477785,1.394611,-1.918309,0.565765,-9.902053,7.689328,5.292774,17.945926,-0.126105,0.563548,-0.842211
