ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
80803257136837272!,talented-ruddy-butterfly,0.000000,-1.483166,1.590824,-1.345828,0.600299,-0.397503,0.917601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.233824,0.289928,0.182477
80803257136837272!,talented-ruddy-butterfly,0.010000,-1.472861,1.588079,-1.340645,0.596858,-0.393992,0.919114,2.058503,-0.549917,1.037043,-0.686167,0.701146,0.300557,-0.203852,0.216657,0.141525
80803257136837272!,talented-ruddy-butterfly,0.020000,-1.444305,1.579842,-1.326195,0.586841,-0.384443,0.923149,3.651301,-1.099997,1.854877,-1.313668,1.206350,0.502381,-0.180041,0.166269,0.111887
80803257136837272!,talented-ruddy-butterfly,0.030000,-1.401469,1.566115,-1.304287,0.570849,-0.370551,0.928812,4.913425,-1.646137,2.529199,-1.878942,1.568917,0.625923,-0.157721,0.130013,0.089185
80803257136837272!,talented-ruddy-butterfly,0.040000,-1.347231,1.547008,-1.276125,0.549539,-0.353571,0.935408,5.924551,-2.170702,3.102087,-2.371906,1.821964,0.688677,-0.135039,0.102221,0.070700
80803257136837272!,talented-ruddy-butterfly,0.050000,-1.283946,1.522873,-1.242655,0.523726,-0.334514,0.942391,6.730786,-2.653243,3.594696,-2.782845,1.986666,0.705194,-0.111559,0.079322,0.054818
80803257136837272!,talented-ruddy-butterfly,0.060000,-1.213514,1.494220,-1.204628,0.494260,-0.314188,0.949361,7.359267,-3.075584,4.016017,-3.105292,2.077510,0.687546,-0.087632,0.059252,0.040693
80803257136837272!,talented-ruddy-butterfly,0.070000,-1.137589,1.461710,-1.162722,0.462026,-0.293264,0.956032,7.827746,-3.424233,4.368713,-3.337268,2.105577,0.645889,-0.064037,0.041026,0.028000
80803257136837272!,talented-ruddy-butterfly,0.080000,-1.057706,1.426109,-1.117628,0.427906,-0.272331,0.962204,8.151116,-3.691817,4.653411,-3.481852,2.080411,0.588816,-0.041721,0.024378,0.016722
80803257136837272!,talented-ruddy-butterfly,0.090000,-0.975231,1.388239,-1.070012,0.392741,-0.251872,0.967760,8.344692,-3.876821,4.871310,-3.546123,2.011085,0.523411,-0.021589,0.009445,0.006982
80803257136837272!,talented-ruddy-butterfly,0.100000,-0.891386,1.348908,-1.020532,0.357283,-0.232289,0.972647,8.425880,-3.983187,5.025729,-3.540363,1.906409,0.455292,-0.004331,-0.003504,-0.001093
80803257136837272!,talented-ruddy-butterfly,0.110000,-0.807212,1.308868,-0.969805,0.322175,-0.213899,0.976856,8.413868,-4.018887,5.122337,-3.476491,1.774807,0.388624,0.009681,-0.014260,-0.007459
80803257136837272!,talented-ruddy-butterfly,0.120000,-0.723554,1.268778,-0.918378,0.287939,-0.196937,0.980416,8.328464,-3.994316,5.168634,-3.366679,1.623999,0.326214,0.020407,-0.022779,-0.012180
80803257136837272!,talented-ruddy-butterfly,0.130000,-0.641060,1.229186,-0.866720,0.254980,-0.181566,0.983379,8.188655,-3.920763,5.173013,-3.222236,1.460683,0.269694,0.028088,-0.029197,-0.015423
80803257136837272!,talented-ruddy-butterfly,0.140000,-0.560200,1.190532,-0.815217,0.223595,-0.167888,0.985806,8.011345,-3.809185,5.143787,-3.052903,1.290333,0.219751,0.033153,-0.033796,-0.017420
80803257136837272!,talented-ruddy-butterfly,0.150000,-0.481233,1.153141,-0.764141,0.193994,-0.155929,0.987768,7.810296,-3.669410,5.088268,-2.866527,1.117044,0.176336,0.036117,-0.036927,-0.018420
80803257136837272!,talented-ruddy-butterfly,0.160000,-0.404313,1.117248,-0.713704,0.166313,-0.145688,0.989331,7.596272,-3.509801,5.012538,-2.669169,0.943731,0.138973,0.037503,-0.038966,-0.018667
80803257136837272!,talented-ruddy-butterfly,0.170000,-0.329528,1.083015,-0.664085,0.140640,-0.137156,0.990549,7.377193,-3.337201,4.921271,-2.465312,0.772352,0.106944,0.037785,-0.040257,-0.018370
80803257136837272!,talented-ruddy-butterfly,0.180000,-0.256905,1.050545,-0.615423,0.117022,-0.130310,0.991473,7.158346,-3.157099,4.817692,-2.258173,0.604061,0.079392,0.037358,-0.041088,-0.017696
80803257136837272!,talented-ruddy-butterfly,0.190000,-0.186430,1.019889,-0.567834,0.095481,-0.125116,0.992142,6.942897,-2.973903,4.703776,-2.050060,0.439432,0.055416,0.036529,-0.041676,-0.016766
80803257136837272!,talented-ruddy-butterfly,0.200000,-0.118066,0.991063,-0.521418,0.076018,-0.121540,0.992587,6.732428,-2.791246,4.580525,-1.842688,0.278648,0.034120,0.035522,-0.042174,-0.015659
80803257136837272!,talented-ruddy-butterfly,0.210000,-0.051767,0.964046,-0.476270,0.058619,-0.119545,0.992829,6.527414,-2.612246,4.448245,-1.637441,0.121667,0.014650,0.034488,-0.042672,-0.014425
80803257136837272!,talented-ruddy-butterfly,0.220000,0.012516,0.938787,-0.432487,0.043258,-0.119097,0.992883,6.327622,-2.439723,4.306821,-1.435556,-0.031657,-0.003797,0.033525,-0.043215,-0.013091
80803257136837272!,talented-ruddy-butterfly,0.230000,0.074825,0.915210,-0.390164,0.029894,-0.120163,0.992754,6.132424,-2.276342,4.155944,-1.238249,-0.181493,-0.021968,0.032686,-0.043814,-0.011667
80803257136837272!,talented-ruddy-butterfly,0.240000,0.135198,0.893210,-0.349402,0.018474,-0.122715,0.992442,5.941026,-2.124698,3.995302,-1.046775,-0.327960,-0.040552,0.031991,-0.044451,-0.010158
80803257136837272!,talented-ruddy-butterfly,0.250000,0.193664,0.872657,-0.310305,0.008935,-0.126720,0.991939,5.752576,-1.987342,3.824715,-0.862466,-0.471102,-0.060183,0.031437,-0.045089,-0.008563
80803257136837272!,talented-ruddy-butterfly,0.260000,0.250246,0.853393,-0.272975,0.001196,-0.132148,0.991230,5.566308,-1.866771,3.644279,-0.686710,-0.610859,-0.081438,0.030999,-0.045675,-0.006883
80803257136837272!,talented-ruddy-butterfly,0.270000,0.304960,0.835237,-0.237515,-0.004835,-0.138966,0.990297,5.381607,-1.765358,3.454462,-0.520909,-0.747054,-0.104833,0.030637,-0.046149,-0.005123
80803257136837272!,talented-ruddy-butterfly,0.280000,0.357818,0.817983,-0.204018,-0.009266,-0.147141,0.989115,5.198051,-1.685265,3.256166,-0.366413,-0.879381,-0.130817,0.030302,-0.046441,-0.003294
80803257136837272!,talented-ruddy-butterfly,0.290000,0.408827,0.801405,-0.172568,-0.012216,-0.156634,0.987657,5.015416,-1.628326,3.050773,-0.224438,-1.007406,-0.159766,0.029931,-0.046481,-0.001418
