ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1775088709854082943!,thoughtful-antique-butterfly,0.000000,-2.004839,1.967921,-0.344688,0.852620,-0.354391,0.352714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.037665,-0.007034,-0.109572,-0.038893,-0.108354,-0.032496
1775088709854082943!,thoughtful-antique-butterfly,0.010000,-2.001485,1.968412,-0.341183,0.853336,-0.353616,0.353490,0.670037,0.097654,0.699513,0.141542,0.155031,0.155086,-0.130924,-0.123218,-0.185020,-0.130054,-0.186879,-0.154331
1775088709854082943!,thoughtful-antique-butterfly,0.020000,-1.990211,1.967054,-0.326957,0.856386,-0.350151,0.356924,1.588530,-0.375652,2.143817,0.455904,0.540612,0.530353,-0.129219,-0.133823,-0.174401,-0.128407,-0.177787,-0.168050
1775088709854082943!,thoughtful-antique-butterfly,0.030000,-1.969964,1.960164,-0.298389,0.862058,-0.342756,0.364031,2.468301,-1.018012,3.566815,0.654184,0.943039,0.887926,-0.126541,-0.141420,-0.166211,-0.128263,-0.170637,-0.178802
1775088709854082943!,thoughtful-antique-butterfly,0.040000,-1.940830,1.945976,-0.255653,0.868859,-0.331176,0.374596,3.365488,-1.842028,4.971281,0.670277,1.379016,1.219173,-0.122855,-0.146186,-0.159596,-0.129725,-0.164549,-0.186325
1775088709854082943!,thoughtful-antique-butterfly,0.050000,-1.902450,1.922662,-0.199017,0.874656,-0.315003,0.388295,4.313189,-2.849565,6.339259,0.443618,1.862761,1.511158,-0.118141,-0.147740,-0.154028,-0.133076,-0.158864,-0.189533
1775088709854082943!,thoughtful-antique-butterfly,0.060000,-1.854261,1.888482,-0.129033,0.876756,-0.293699,0.404649,5.315791,-4.021108,7.628924,-0.076676,2.404806,1.745435,-0.112375,-0.145270,-0.149223,-0.138746,-0.153091,-0.186714
1775088709854082943!,thoughtful-antique-butterfly,0.070000,-1.795821,1.842033,-0.046793,0.872034,-0.266648,0.422964,6.344189,-5.307145,8.774727,-0.924582,3.010115,1.897657,-0.105460,-0.137827,-0.145018,-0.147250,-0.146839,-0.176058
1775088709854082943!,thoughtful-antique-butterfly,0.080000,-1.727171,1.782541,0.045855,0.857135,-0.233230,0.442271,7.334390,-6.625716,9.691899,-2.108859,3.675671,1.938347,-0.097119,-0.124789,-0.141215,-0.159077,-0.139755,-0.156508
1775088709854082943!,thoughtful-antique-butterfly,0.090000,-1.649131,1.710223,0.146155,0.828777,-0.192895,0.461293,8.193590,-7.868521,10.286289,-3.606211,4.388601,1.835148,-0.086818,-0.106453,-0.137436,-0.174509,-0.131493,-0.128838
1775088709854082943!,thoughtful-antique-butterfly,0.100000,-1.563578,1.626429,0.250388,0.784094,-0.145295,0.478424,8.813465,-8.919542,10.466841,-5.359000,5.124655,1.556338,-0.073842,-0.084280,-0.133217,-0.193434,-0.121879,-0.096116
1775088709854082943!,thoughtful-antique-butterfly,0.110000,-1.473553,1.533535,0.353949,0.720988,-0.090409,0.491758,9.091084,-9.676844,10.157526,-7.278307,5.848240,1.075186,-0.057589,-0.060679,-0.128222,-0.215224,-0.111094,-0.063182
1775088709854082943!,thoughtful-antique-butterfly,0.120000,-1.382900,1.434781,0.451668,0.638315,-0.028584,0.499182,8.951738,-10.065367,9.304672,-9.252425,6.516077,0.373116,-0.037910,-0.038450,-0.122363,-0.238743,-0.099674,-0.035367
1775088709854082943!,thoughtful-antique-butterfly,0.130000,-1.295947,1.334085,0.537985,0.536154,0.039409,0.498445,8.361359,-10.046853,7.880592,-11.151827,7.079473,-0.559724,-0.015435,-0.019569,-0.116144,-0.262616,-0.088610,-0.016170
1775088709854082943!,thoughtful-antique-butterfly,0.140000,-1.217121,1.235620,0.607203,0.415959,0.112307,0.487224,7.332991,-9.608244,5.884899,-12.831269,7.484183,-1.725141,0.008470,-0.004631,-0.110504,-0.285532,-0.079060,-0.006130
1775088709854082943!,thoughtful-antique-butterfly,0.150000,-1.150515,1.143642,0.653744,0.280711,0.188241,0.463212,5.928071,-8.740674,3.350401,-14.130196,7.668401,-3.116296,0.032048,0.006835,-0.106369,-0.306409,-0.071921,-0.003412
1775088709854082943!,thoughtful-antique-butterfly,0.160000,-1.099384,1.062511,0.672574,0.135061,0.264662,0.424210,4.252456,-7.430643,0.355010,-14.876990,7.558055,-4.715415,0.053503,0.015819,-0.104394,-0.324424,-0.067687,-0.004974
1775088709854082943!,thoughtful-antique-butterfly,0.170000,-1.065739,0.996724,0.659709,-0.014626,0.338182,0.368284,2.453049,-5.662443,-2.963791,-14.904028,7.062363,-6.485105,0.071314,0.023036,-0.104729,-0.338902,-0.066361,-0.008170
1775088709854082943!,thoughtful-antique-butterfly,0.180000,-1.049945,0.950921,0.612850,-0.160435,0.404400,0.294041,0.709172,-3.436885,-6.401432,-14.075671,6.074017,-8.353700,0.084479,0.028488,-0.106958,-0.349283,-0.067498,-0.011765
1775088709854082943!,thoughtful-antique-butterfly,0.190000,-1.050514,0.929480,0.532067,-0.293400,0.457797,0.201053,-0.789190,-0.795396,-9.697081,-12.323472,4.477127,-10.194407,0.092790,0.031591,-0.110186,-0.355343,-0.070261,-0.016005
1775088709854082943!,thoughtful-antique-butterfly,0.200000,-1.064144,0.936102,0.420193,-0.404325,0.491736,0.090530,-1.871653,2.169321,-12.565939,-9.673118,2.173148,-11.804002,0.097171,0.031502,-0.113117,-0.357537,-0.073436,-0.022382
1775088709854082943!,thoughtful-antique-butterfly,0.210000,-1.086095,0.973337,0.282832,-0.484757,0.498854,-0.033830,-2.421336,5.323657,-14.745026,-6.246407,-0.874245,-12.891385,0.099918,0.027801,-0.114293,-0.357414,-0.075535,-0.032742
1775088709854082943!,thoughtful-antique-butterfly,0.220000,-1.110828,1.042356,0.127947,-0.527815,0.471990,-0.165000,-2.391605,8.527144,-16.028548,-2.231627,-4.576469,-13.091199,0.104593,0.020999,-0.112349,-0.357719,-0.074954,-0.048430
1775088709854082943!,thoughtful-antique-butterfly,0.230000,-1.132634,1.143080,-0.034733,-0.528630,0.405792,-0.292118,-1.788233,11.668940,-16.266808,2.160093,-8.653355,-12.020676,0.115301,0.012257,-0.106056,-0.361814,-0.070090,-0.070167
1775088709854082943!,thoughtful-antique-butterfly,0.240000,-1.145816,1.274578,-0.194016,-0.484421,0.298940,-0.400793,-0.617773,14.668992,-15.324769,6.710992,-12.592846,-9.392659,0.135338,0.001793,-0.093796,-0.372193,-0.059131,-0.099412
1775088709854082943!,thoughtful-antique-butterfly,0.250000,-1.144480,1.435004,-0.337212,-0.394838,0.156331,-0.474932,1.144633,17.410430,-13.042255,11.151627,-15.690139,-5.164645,0.166018,-0.013168,-0.072596,-0.389014,-0.039485,-0.140418
1775088709854082943!,thoughtful-antique-butterfly,0.260000,-1.122552,1.620593,-0.450046,-0.262950,-0.009759,-0.499905,3.520084,19.631823,-9.262139,15.068021,-17.190864,0.335611,0.206505,-0.040046,-0.037049,-0.409456,-0.006988,-0.202388
1775088709854082943!,thoughtful-antique-butterfly,0.270000,-1.074285,1.823845,-0.517232,-0.097012,-0.180239,-0.466384,6.410991,20.846950,-3.964699,17.837977,-16.519171,6.383992,0.255023,-0.090220,0.020485,-0.428752,0.044051,-0.299450
1775088709854082943!,thoughtful-antique-butterfly,0.280000,-0.995638,2.031385,-0.524813,0.087594,-0.332102,-0.373776,9.451879,20.373396,2.535603,18.698136,-13.504107,11.998467,0.310756,-0.173526,0.106078,-0.443143,0.117970,-0.444879
